pitcher_id,pitcher_name,pitcher_team,pitcher_hand,split_dimension,split_value,starts,avg_IP,ERA,K_pct,BB_pct,HR9,avg_pitches,ABQ_allowed,RCV_allowed,OBR_allowed,OSI_allowed,OOR_faced,PALS_faced,wRC_faced,FIP,xFIP,OPS,F5_ERA
434378.0,Justin Verlander,DET,R,osi_tier,Low,1,3.67,12.27,5.3,10.5,2.45,80.0,63.9,37.6,44.9,47.1,50.9,40.8,86.8,7.74,,1.127,14.4
434378.0,Justin Verlander,DET,R,abq_tier,Mid,1,3.67,12.27,5.3,10.5,2.45,80.0,63.9,37.6,44.9,47.1,50.9,40.8,86.8,7.74,,1.127,14.4
434378.0,Justin Verlander,DET,R,rcv_tier,Low,1,3.67,12.27,5.3,10.5,2.45,80.0,63.9,37.6,44.9,47.1,50.9,40.8,86.8,7.74,,1.127,14.4
434378.0,Justin Verlander,DET,R,obr_tier,Low,1,3.67,12.27,5.3,10.5,2.45,80.0,63.9,37.6,44.9,47.1,50.9,40.8,86.8,7.74,,1.127,14.4
434378.0,Justin Verlander,DET,R,hand,R,1,3.67,12.27,5.3,10.5,2.45,80.0,63.9,37.6,44.9,47.1,50.9,40.8,86.8,7.74,,1.127,14.4
434378.0,Justin Verlander,DET,R,location,away,1,3.67,12.27,5.3,10.5,2.45,80.0,63.9,37.6,44.9,47.1,50.9,40.8,86.8,7.74,,1.127,14.4
453286.0,Max Scherzer,TOR,R,osi_tier,High,2,2.33,5.79,25.0,16.7,1.93,55.5,60.0,82.5,81.7,76.5,92.6,63.6,112.6,5.89,,0.997,7.2
453286.0,Max Scherzer,TOR,R,osi_tier,Low,7,4.86,5.03,15.5,7.7,2.12,83.0,45.3,32.9,40.7,39.1,31.4,33.7,91.2,5.84,,0.997,4.37
453286.0,Max Scherzer,TOR,R,osi_tier,Mid,4,4.58,8.35,22.0,13.4,1.47,82.5,57.2,58.5,47.2,53.6,48.1,42.4,104.7,5.06,,0.997,7.65
453286.0,Max Scherzer,TOR,R,abq_tier,High,2,3.0,13.5,10.0,13.3,3.0,54.5,73.4,65.4,70.1,69.3,72.4,44.5,113.5,8.43,,0.997,11.7
453286.0,Max Scherzer,TOR,R,abq_tier,Low,7,5.0,4.63,23.9,7.0,1.8,84.3,40.9,39.4,42.0,40.8,31.9,34.3,95.7,4.61,,0.997,4.11
453286.0,Max Scherzer,TOR,R,abq_tier,Mid,4,4.0,6.75,11.8,15.8,1.69,80.8,58.2,55.8,50.8,54.4,57.2,50.9,96.4,6.66,,0.997,5.85
453286.0,Max Scherzer,TOR,R,rcv_tier,High,3,2.33,14.14,23.1,15.4,3.86,59.7,53.9,77.5,69.1,68.2,77.5,56.7,111.2,8.67,,0.997,9.6
453286.0,Max Scherzer,TOR,R,rcv_tier,Low,7,4.86,5.03,15.5,7.7,2.12,83.0,45.3,32.9,40.7,39.1,31.4,33.7,91.2,5.84,,0.997,4.37
453286.0,Max Scherzer,TOR,R,rcv_tier,Mid,3,5.33,5.06,22.4,13.4,0.56,87.3,62.3,55.4,48.4,54.3,48.3,42.2,103.4,3.72,,0.997,5.4
453286.0,Max Scherzer,TOR,R,obr_tier,High,2,2.33,5.79,25.0,16.7,1.93,55.5,60.0,82.5,81.7,76.5,92.6,63.6,112.6,5.89,,0.997,7.2
453286.0,Max Scherzer,TOR,R,obr_tier,Low,9,4.48,7.81,14.4,10.5,2.45,80.2,50.1,43.0,40.9,43.9,35.5,37.6,96.3,6.77,,0.997,6.6
453286.0,Max Scherzer,TOR,R,obr_tier,Mid,2,6.0,0.75,32.6,7.0,0.0,94.5,47.3,38.7,52.9,46.5,46.2,33.2,95.6,1.52,,0.997,0.9
453286.0,Max Scherzer,TOR,R,hand,R,13,4.38,6.16,18.5,10.5,1.89,78.6,51.2,48.4,49.0,49.4,45.9,41.0,98.7,5.59,,0.997,5.82
453286.0,Max Scherzer,TOR,R,location,away,4,4.5,6.0,12.7,8.9,1.5,76.5,56.7,52.5,45.2,50.7,50.5,42.0,99.1,5.32,,0.997,4.95
453286.0,Max Scherzer,TOR,R,location,home,9,4.33,6.23,21.3,11.2,2.08,79.6,48.8,46.6,50.7,48.8,43.9,40.5,98.5,5.72,,0.997,6.2
476594.0,Robert Stock,NYM,R,osi_tier,High,2,4.17,7.56,15.9,11.4,1.08,85.5,60.0,71.4,72.2,68.8,81.2,68.8,109.3,4.78,,,7.2
476594.0,Robert Stock,NYM,R,osi_tier,Mid,3,4.11,7.3,23.3,13.3,0.73,77.7,41.1,68.3,53.6,55.6,49.2,57.6,104.9,3.83,,,6.0
476594.0,Robert Stock,NYM,R,abq_tier,High,1,4.0,15.75,8.7,8.7,2.25,87.0,69.5,56.0,78.7,68.4,75.3,74.4,110.3,6.85,,,12.6
476594.0,Robert Stock,NYM,R,abq_tier,Low,3,4.11,7.3,23.3,13.3,0.73,77.7,41.1,68.3,53.6,55.6,49.2,57.6,104.9,3.83,,,6.0
476594.0,Robert Stock,NYM,R,abq_tier,Mid,1,4.33,0.0,23.8,14.3,0.0,84.0,50.4,86.9,65.8,69.3,87.1,63.3,108.3,2.87,,,1.8
476594.0,Robert Stock,NYM,R,rcv_tier,High,3,4.11,6.57,21.0,12.9,0.73,78.0,43.0,78.2,56.4,60.7,62.5,61.1,108.4,3.99,,,6.0
476594.0,Robert Stock,NYM,R,rcv_tier,Mid,2,4.17,8.64,19.0,11.9,1.08,85.0,57.2,56.6,68.1,61.3,61.2,63.7,104.0,4.54,,,7.2
476594.0,Robert Stock,NYM,R,obr_tier,High,2,4.17,7.56,15.9,11.4,1.08,85.5,60.0,71.4,72.2,68.8,81.2,68.8,109.3,4.78,,,7.2
476594.0,Robert Stock,NYM,R,obr_tier,Mid,3,4.11,7.3,23.3,13.3,0.73,77.7,41.1,68.3,53.6,55.6,49.2,57.6,104.9,3.83,,,6.0
476594.0,Robert Stock,NYM,R,hand,R,5,4.13,7.4,20.2,12.5,0.87,80.8,48.6,69.6,61.1,60.9,62.0,62.1,106.7,4.21,,,6.48
476594.0,Robert Stock,NYM,R,location,away,1,3.0,24.0,17.4,21.7,0.0,80.0,32.3,82.2,50.6,57.1,46.8,54.4,113.9,5.43,,,14.4
476594.0,Robert Stock,NYM,R,location,home,4,4.42,4.58,21.0,9.9,1.02,81.0,52.7,66.4,63.7,61.9,65.8,64.0,104.9,4.01,,,4.5
500779.0,Jose Quintana,COL,L,osi_tier,High,1,5.0,7.2,4.0,4.0,3.6,90.0,49.5,55.4,69.3,59.5,98.0,64.0,116.8,8.5,,0.852,9.0
500779.0,Jose Quintana,COL,L,osi_tier,Low,5,4.33,6.23,12.6,9.5,1.25,72.2,38.8,44.0,35.3,39.2,38.6,37.7,96.0,5.04,,0.852,5.4
500779.0,Jose Quintana,COL,L,osi_tier,Mid,3,4.78,3.14,11.5,11.5,0.63,78.7,38.8,64.4,45.4,50.4,48.6,63.2,107.2,4.5,,0.852,3.6
500779.0,Jose Quintana,COL,L,abq_tier,High,1,5.0,7.2,4.0,4.0,3.6,90.0,49.5,55.4,69.3,59.5,98.0,64.0,116.8,8.5,,0.852,9.0
500779.0,Jose Quintana,COL,L,abq_tier,Low,6,4.78,4.08,13.0,13.0,0.94,79.8,34.8,55.0,39.2,43.6,40.4,44.6,101.7,5.02,,0.852,3.9
500779.0,Jose Quintana,COL,L,abq_tier,Mid,2,3.67,8.59,9.1,0.0,1.23,59.0,50.9,41.5,38.9,42.9,48.2,55.3,95.7,4.05,,0.852,7.2
500779.0,Jose Quintana,COL,L,rcv_tier,High,3,4.44,5.4,7.9,12.7,1.35,80.3,42.7,67.7,57.5,57.4,66.1,61.3,111.3,6.1,,0.852,6.0
500779.0,Jose Quintana,COL,L,rcv_tier,Low,4,4.5,6.0,14.3,6.5,1.0,71.5,39.4,38.8,33.5,36.8,38.1,38.7,93.6,4.16,,0.852,5.4
500779.0,Jose Quintana,COL,L,rcv_tier,Mid,2,4.83,3.72,9.8,9.8,1.86,80.0,37.2,55.1,37.8,43.8,43.0,51.9,104.9,6.2,,0.852,3.6
500779.0,Jose Quintana,COL,L,obr_tier,High,1,5.0,7.2,4.0,4.0,3.6,90.0,49.5,55.4,69.3,59.5,98.0,64.0,116.8,8.5,,0.852,9.0
500779.0,Jose Quintana,COL,L,obr_tier,Low,6,4.61,5.2,12.7,7.6,1.3,74.3,38.7,44.2,34.9,39.1,39.8,43.1,97.4,4.87,,0.852,4.8
500779.0,Jose Quintana,COL,L,obr_tier,Mid,2,4.17,4.32,10.5,18.4,0.0,75.5,39.2,73.9,51.6,56.4,50.2,60.0,108.5,4.66,,0.852,4.5
500779.0,Jose Quintana,COL,L,hand,R,9,4.56,5.27,11.0,9.4,1.32,76.3,40.0,52.1,42.5,45.2,48.6,49.2,102.0,5.27,,0.852,5.2
500779.0,Jose Quintana,COL,L,location,away,5,3.73,6.75,11.6,15.1,0.96,68.8,43.1,59.9,46.3,50.3,45.9,48.0,100.3,5.51,,0.852,5.76
500779.0,Jose Quintana,COL,L,location,home,4,5.58,4.03,10.5,4.2,1.61,85.8,36.1,42.3,37.7,38.9,51.9,50.6,104.2,5.07,,0.852,4.5
518876.0,Merrill Kelly,ARI,R,osi_tier,High,6,5.11,7.04,16.7,13.9,1.76,92.0,63.9,67.7,82.7,72.7,84.6,65.9,110.1,6.03,,0.837,6.6
518876.0,Merrill Kelly,ARI,R,osi_tier,Low,11,6.03,4.61,15.0,9.3,1.22,91.0,36.2,46.5,35.0,39.3,27.8,28.1,95.7,4.77,,0.837,5.73
518876.0,Merrill Kelly,ARI,R,osi_tier,Mid,8,5.58,4.43,15.1,9.4,2.22,90.6,45.5,66.9,52.6,55.8,50.8,48.7,104.8,6.21,,0.837,4.5
518876.0,Merrill Kelly,ARI,R,abq_tier,High,4,5.42,5.4,14.4,13.4,2.08,92.2,72.2,61.3,75.2,69.6,73.9,59.5,111.9,6.61,,0.837,4.95
518876.0,Merrill Kelly,ARI,R,abq_tier,Low,17,5.88,4.14,15.0,9.0,1.44,90.4,37.1,55.9,42.4,45.8,36.7,37.5,99.2,5.06,,0.837,4.87
518876.0,Merrill Kelly,ARI,R,abq_tier,Mid,4,5.0,9.45,18.2,13.1,2.25,93.0,56.7,64.2,69.9,64.6,75.2,54.6,104.5,6.5,,0.837,9.0
518876.0,Merrill Kelly,ARI,R,rcv_tier,High,10,5.7,4.26,17.2,10.1,1.42,88.7,39.7,75.9,49.6,56.3,52.1,47.6,105.8,4.98,,0.837,4.68
518876.0,Merrill Kelly,ARI,R,rcv_tier,Low,8,5.79,5.63,13.4,9.9,1.55,90.0,39.9,36.0,40.6,38.8,29.3,29.3,93.2,5.47,,0.837,6.75
518876.0,Merrill Kelly,ARI,R,rcv_tier,Mid,7,5.48,5.63,15.3,11.4,2.11,95.9,61.3,57.9,68.8,63.1,66.5,54.9,106.9,6.31,,0.837,5.4
518876.0,Merrill Kelly,ARI,R,obr_tier,High,6,5.11,7.04,16.7,13.9,1.76,92.0,63.9,67.7,82.7,72.7,84.6,65.9,110.1,6.03,,0.837,6.6
518876.0,Merrill Kelly,ARI,R,obr_tier,Low,12,6.11,4.3,15.2,8.3,1.47,91.2,39.5,51.3,35.6,42.1,29.7,27.6,98.1,5.0,,0.837,5.25
518876.0,Merrill Kelly,ARI,R,obr_tier,Mid,7,5.38,5.02,14.8,11.2,1.91,90.1,41.2,61.6,54.1,53.5,50.8,52.6,102.0,6.05,,0.837,5.14
518876.0,Merrill Kelly,ARI,R,hand,R,25,5.67,5.08,15.4,10.4,1.65,91.1,45.8,58.1,52.1,52.6,48.8,43.8,102.1,5.5,,0.837,5.54
518876.0,Merrill Kelly,ARI,R,location,away,14,5.9,4.35,14.2,11.1,1.31,93.4,45.8,55.1,49.9,50.7,46.0,42.5,101.8,5.19,,0.837,4.89
518876.0,Merrill Kelly,ARI,R,location,home,11,5.36,6.1,17.0,9.5,2.14,88.3,45.9,62.0,54.8,55.1,52.4,45.4,102.4,5.93,,0.837,6.38
519242.0,Chris Sale,ATL,L,osi_tier,High,6,6.61,1.59,29.9,3.2,0.23,101.5,61.6,65.9,83.8,71.9,84.6,70.3,111.1,1.44,,0.59,2.1
519242.0,Chris Sale,ATL,L,osi_tier,Low,13,5.67,2.32,31.8,6.0,0.73,92.8,40.7,39.9,32.9,37.3,28.8,34.4,93.7,2.29,,0.59,2.08
519242.0,Chris Sale,ATL,L,osi_tier,Mid,5,6.13,2.05,29.1,4.3,0.29,92.8,45.4,63.8,51.1,54.1,51.3,55.5,100.4,1.8,,0.59,2.52
519242.0,Chris Sale,ATL,L,abq_tier,High,4,6.92,1.3,28.4,0.9,0.33,101.5,67.9,65.3,85.9,74.2,86.7,69.2,113.6,1.44,,0.59,1.8
519242.0,Chris Sale,ATL,L,abq_tier,Low,15,5.78,2.49,32.6,5.6,0.62,91.5,37.6,49.9,41.1,43.3,36.5,41.1,96.8,2.1,,0.59,2.52
519242.0,Chris Sale,ATL,L,abq_tier,Mid,5,5.93,1.52,27.8,6.3,0.3,100.2,58.0,44.5,45.0,48.1,48.7,50.8,96.0,1.99,,0.59,1.44
519242.0,Chris Sale,ATL,L,rcv_tier,High,7,6.67,1.93,29.6,2.2,0.39,98.0,46.6,73.0,62.6,62.2,65.0,57.2,107.0,1.64,,0.59,2.31
519242.0,Chris Sale,ATL,L,rcv_tier,Low,12,5.64,2.39,31.2,6.2,0.8,92.8,41.9,37.1,34.0,37.0,29.2,35.2,93.0,2.46,,0.59,2.25
519242.0,Chris Sale,ATL,L,rcv_tier,Mid,5,5.93,1.52,31.4,5.8,0.0,96.2,59.4,55.4,67.9,61.4,66.6,64.9,104.3,1.25,,0.59,1.8
519242.0,Chris Sale,ATL,L,obr_tier,High,6,6.61,1.59,29.9,3.2,0.23,101.5,61.6,65.9,83.8,71.9,84.6,70.3,111.1,1.44,,0.59,2.1
519242.0,Chris Sale,ATL,L,obr_tier,Low,14,5.76,2.01,30.3,5.6,0.78,91.3,41.7,44.1,33.7,39.3,30.5,36.2,94.9,2.49,,0.59,1.8
519242.0,Chris Sale,ATL,L,obr_tier,Mid,4,5.92,3.04,33.3,5.1,0.0,98.2,42.9,55.1,52.9,51.2,50.8,54.5,97.9,0.95,,0.59,3.6
519242.0,Chris Sale,ATL,L,hand,R,24,6.0,2.06,30.7,4.9,0.5,95.0,46.9,51.4,49.4,49.5,47.4,47.8,99.5,1.95,,0.59,2.17
519242.0,Chris Sale,ATL,L,location,away,12,5.81,2.71,32.9,5.0,0.52,92.1,42.1,53.2,49.6,49.0,45.5,47.5,99.6,1.81,,0.59,3.0
519242.0,Chris Sale,ATL,L,location,home,12,6.19,1.45,28.7,4.7,0.48,97.9,51.7,49.5,49.2,49.9,49.4,48.1,99.4,2.08,,0.59,1.35
543037.0,Gerrit Cole,NYY,R,osi_tier,High,2,5.83,2.31,28.3,8.7,0.77,101.0,61.7,66.6,87.0,73.5,92.0,61.8,112.2,3.01,,0.683,0.9
543037.0,Gerrit Cole,NYY,R,osi_tier,Low,5,5.33,4.73,17.8,5.9,2.03,84.2,49.5,39.4,37.2,41.0,36.6,37.7,95.4,5.24,,0.683,3.6
543037.0,Gerrit Cole,NYY,R,osi_tier,Mid,10,6.03,2.69,29.8,4.2,0.9,88.2,48.3,64.6,47.6,53.7,51.9,53.1,105.9,2.54,,0.683,2.7
543037.0,Gerrit Cole,NYY,R,abq_tier,High,3,6.11,2.45,22.2,6.9,0.49,90.7,71.4,58.3,57.6,61.3,63.9,38.0,112.4,2.88,,0.683,1.2
543037.0,Gerrit Cole,NYY,R,abq_tier,Low,8,5.71,3.94,28.6,4.2,1.77,90.0,37.9,63.8,49.2,51.4,51.9,51.3,103.8,3.82,,0.683,3.6
543037.0,Gerrit Cole,NYY,R,abq_tier,Mid,6,5.78,2.6,24.8,5.7,0.78,85.5,56.0,48.6,44.9,49.0,46.6,53.2,98.8,2.9,,0.683,2.4
543037.0,Gerrit Cole,NYY,R,rcv_tier,High,7,5.76,3.35,32.1,4.3,1.56,93.6,41.0,71.9,55.9,57.8,61.3,58.9,107.9,3.3,,0.683,2.83
543037.0,Gerrit Cole,NYY,R,rcv_tier,Low,4,5.17,4.79,17.4,6.5,2.18,85.5,53.2,34.0,36.4,39.8,35.6,38.6,92.9,5.57,,0.683,4.05
543037.0,Gerrit Cole,NYY,R,rcv_tier,Mid,6,6.28,2.15,25.0,5.4,0.24,84.7,58.9,56.2,49.7,54.3,52.5,46.1,105.6,2.12,,0.683,1.8
543037.0,Gerrit Cole,NYY,R,obr_tier,High,2,5.83,2.31,28.3,8.7,0.77,101.0,61.7,66.6,87.0,73.5,92.0,61.8,112.2,3.01,,0.683,0.9
543037.0,Gerrit Cole,NYY,R,obr_tier,Low,9,5.81,2.92,23.5,4.7,0.86,83.3,55.6,50.7,38.8,47.2,41.7,42.9,102.2,3.0,,0.683,2.4
543037.0,Gerrit Cole,NYY,R,obr_tier,Mid,6,5.78,3.89,29.4,4.9,1.82,92.2,38.3,64.4,52.1,52.9,54.5,55.6,102.8,3.91,,0.683,3.9
543037.0,Gerrit Cole,NYY,R,hand,R,17,5.8,3.19,26.1,5.2,1.19,88.5,50.2,57.4,49.1,52.3,52.1,49.6,103.6,3.32,,0.683,2.75
543037.0,Gerrit Cole,NYY,R,location,away,9,5.59,3.04,25.8,6.1,0.72,90.6,53.0,52.9,49.5,51.6,51.2,49.5,100.3,2.72,,0.683,3.0
543037.0,Gerrit Cole,NYY,R,location,home,8,6.04,3.35,26.5,4.2,1.68,86.2,47.0,62.5,48.7,53.1,53.2,49.7,107.3,3.95,,0.683,2.48
543135.0,Nathan Eovaldi,TEX,R,osi_tier,High,2,7.5,0.6,28.3,1.9,0.6,101.5,39.5,72.0,74.7,65.0,74.9,85.6,104.6,2.17,,0.722,0.0
543135.0,Nathan Eovaldi,TEX,R,osi_tier,Low,9,6.3,4.61,26.6,5.0,1.59,92.6,36.8,46.0,31.8,38.0,29.9,33.3,96.9,3.77,,0.722,4.8
543135.0,Nathan Eovaldi,TEX,R,osi_tier,Mid,11,5.55,4.72,22.2,7.3,1.92,88.3,44.0,59.3,50.6,52.0,50.8,46.9,102.3,4.9,,0.722,5.07
543135.0,Nathan Eovaldi,TEX,R,abq_tier,Low,19,6.11,4.19,25.3,5.3,1.55,91.9,38.0,55.8,46.6,47.7,45.6,42.1,100.6,3.89,,0.722,4.74
543135.0,Nathan Eovaldi,TEX,R,abq_tier,Mid,3,5.56,4.32,20.3,8.7,2.16,87.0,57.6,49.9,35.6,46.1,36.9,62.3,98.6,5.62,,0.722,3.0
543135.0,Nathan Eovaldi,TEX,R,rcv_tier,High,7,6.05,3.61,24.0,5.8,1.7,90.3,39.3,66.1,58.8,56.5,59.9,55.1,103.3,4.33,,0.722,4.37
543135.0,Nathan Eovaldi,TEX,R,rcv_tier,Low,6,6.28,4.3,28.0,4.3,1.43,92.5,37.4,37.4,26.9,33.2,24.6,32.9,92.7,3.34,,0.722,3.9
543135.0,Nathan Eovaldi,TEX,R,rcv_tier,Mid,9,5.85,4.61,22.9,6.7,1.71,91.1,43.9,58.2,46.7,50.0,45.6,44.8,103.0,4.49,,0.722,5.0
543135.0,Nathan Eovaldi,TEX,R,obr_tier,High,2,7.5,0.6,28.3,1.9,0.6,101.5,39.5,72.0,74.7,65.0,74.9,85.6,104.6,2.17,,0.722,0.0
543135.0,Nathan Eovaldi,TEX,R,obr_tier,Low,12,6.03,4.98,23.6,6.1,1.99,89.8,40.2,53.4,35.4,42.9,34.6,37.8,99.0,4.75,,0.722,4.95
543135.0,Nathan Eovaldi,TEX,R,obr_tier,Mid,8,5.67,4.17,25.4,6.2,1.39,90.8,41.6,53.2,52.3,50.0,51.6,45.2,101.2,3.74,,0.722,4.95
543135.0,Nathan Eovaldi,TEX,R,hand,R,22,6.03,4.21,24.7,5.8,1.63,91.2,40.7,55.0,45.1,47.5,44.4,44.8,100.3,4.11,,0.722,4.5
543135.0,Nathan Eovaldi,TEX,R,location,away,13,5.95,4.42,23.0,5.7,1.75,90.8,42.7,53.3,43.8,46.9,41.4,45.0,99.0,4.39,,0.722,4.57
543135.0,Nathan Eovaldi,TEX,R,location,home,9,6.15,3.9,27.2,5.8,1.46,91.8,37.6,57.5,47.0,48.4,48.8,44.5,102.2,3.71,,0.722,4.4
543243.0,Sonny Gray,BOS,R,osi_tier,High,3,6.67,1.35,18.7,6.7,0.9,88.7,46.6,63.9,72.4,62.9,75.1,81.9,106.5,3.75,,0.684,1.8
543243.0,Sonny Gray,BOS,R,osi_tier,Low,11,5.91,3.18,23.8,5.7,1.38,86.5,40.7,37.5,26.0,33.7,23.1,36.1,94.8,3.85,,0.684,3.76
543243.0,Sonny Gray,BOS,R,osi_tier,Mid,11,5.33,2.91,20.7,6.9,0.46,81.4,44.8,62.6,47.0,51.9,51.6,49.5,104.6,2.9,,0.684,2.95
543243.0,Sonny Gray,BOS,R,abq_tier,High,2,6.17,0.73,14.0,12.0,0.73,90.5,65.4,48.6,54.1,55.0,61.0,49.7,110.3,4.48,,0.684,0.9
543243.0,Sonny Gray,BOS,R,abq_tier,Low,18,5.63,2.84,22.8,6.1,0.89,83.2,37.1,55.9,43.7,46.3,43.7,45.9,100.9,3.27,,0.684,3.4
543243.0,Sonny Gray,BOS,R,abq_tier,Mid,5,6.0,3.6,21.8,4.8,1.2,87.0,56.4,38.2,25.1,37.5,27.7,52.3,95.3,3.63,,0.684,3.24
543243.0,Sonny Gray,BOS,R,rcv_tier,High,11,5.48,3.28,20.6,6.7,0.9,82.7,38.5,67.7,49.4,53.1,54.4,54.5,105.3,3.51,,0.684,3.6
543243.0,Sonny Gray,BOS,R,rcv_tier,Low,10,5.9,2.9,23.9,5.5,1.22,85.5,42.4,34.7,26.8,33.5,23.0,37.2,94.0,3.59,,0.684,3.42
543243.0,Sonny Gray,BOS,R,rcv_tier,Mid,4,6.08,1.48,19.8,7.3,0.37,87.0,58.0,50.4,52.1,52.9,54.6,53.9,103.5,2.94,,0.684,1.35
543243.0,Sonny Gray,BOS,R,obr_tier,High,3,6.67,1.35,18.7,6.7,0.9,88.7,46.6,63.9,72.4,62.9,75.1,81.9,106.5,3.75,,0.684,1.8
543243.0,Sonny Gray,BOS,R,obr_tier,Low,16,5.75,3.62,22.5,6.5,1.27,86.8,43.6,44.1,31.5,38.9,30.7,37.2,97.9,3.86,,0.684,3.94
543243.0,Sonny Gray,BOS,R,obr_tier,Mid,6,5.28,1.42,21.6,5.6,0.0,76.5,40.3,66.1,49.8,53.1,55.1,57.7,104.5,2.06,,0.684,1.8
543243.0,Sonny Gray,BOS,R,hand,R,25,5.75,2.82,21.8,6.3,0.94,84.5,43.2,51.7,40.8,45.2,41.9,47.5,100.5,3.45,,0.684,3.17
543243.0,Sonny Gray,BOS,R,location,away,13,5.79,2.87,21.8,6.6,0.96,86.4,43.2,53.2,44.0,47.0,41.2,45.3,99.0,3.48,,0.684,3.18
543243.0,Sonny Gray,BOS,R,location,home,12,5.69,2.77,21.9,5.9,0.92,82.5,43.1,50.1,37.3,43.3,42.6,49.8,102.2,3.41,,0.684,3.15
547179.0,Michael Lorenzen,COL,R,osi_tier,High,5,4.93,4.74,22.9,7.3,1.46,87.2,51.2,60.0,71.4,62.4,91.0,62.1,111.4,4.15,,0.914,4.68
547179.0,Michael Lorenzen,COL,R,osi_tier,Low,13,4.49,8.49,13.2,9.5,1.85,86.0,33.3,47.1,30.8,37.1,34.6,34.3,95.3,5.88,,0.914,8.58
547179.0,Michael Lorenzen,COL,R,osi_tier,Mid,7,4.52,6.54,11.8,8.5,0.85,89.0,39.6,59.5,44.2,48.4,48.8,51.5,107.2,4.43,,0.914,6.17
547179.0,Michael Lorenzen,COL,R,abq_tier,High,3,4.67,7.71,11.9,10.4,1.29,86.0,57.9,56.7,65.3,60.4,80.9,51.0,114.6,5.31,,0.914,7.8
547179.0,Michael Lorenzen,COL,R,abq_tier,Low,17,4.55,6.98,12.3,8.9,1.28,86.5,32.0,54.5,35.4,41.2,37.8,41.1,100.3,5.05,,0.914,6.99
547179.0,Michael Lorenzen,COL,R,abq_tier,Mid,5,4.67,7.33,24.5,7.3,2.31,89.6,49.7,46.6,53.9,50.3,72.2,52.8,99.4,5.16,,0.914,7.2
547179.0,Michael Lorenzen,COL,R,rcv_tier,High,11,4.7,5.92,13.6,9.1,1.05,86.3,36.5,65.2,44.4,49.7,54.8,49.9,108.3,4.61,,0.914,5.73
547179.0,Michael Lorenzen,COL,R,rcv_tier,Low,8,4.71,10.04,14.5,8.8,2.39,89.5,37.3,37.5,34.0,36.1,37.1,37.8,90.2,6.42,,0.914,9.67
547179.0,Michael Lorenzen,COL,R,rcv_tier,Mid,6,4.22,5.33,17.1,8.1,1.07,85.3,44.2,52.1,51.0,49.7,57.8,44.1,105.6,4.17,,0.914,6.3
547179.0,Michael Lorenzen,COL,R,obr_tier,High,5,4.93,4.74,22.9,7.3,1.46,87.2,51.2,60.0,71.4,62.4,91.0,62.1,111.4,4.15,,0.914,4.68
547179.0,Michael Lorenzen,COL,R,obr_tier,Low,15,4.47,8.6,11.8,9.1,1.75,85.7,35.3,47.8,31.6,38.2,36.2,34.2,97.2,5.82,,0.914,8.52
547179.0,Michael Lorenzen,COL,R,obr_tier,Mid,5,4.6,5.48,15.5,9.1,0.78,91.2,36.0,62.4,47.1,49.7,49.6,58.5,106.3,4.06,,0.914,5.4
547179.0,Michael Lorenzen,COL,R,hand,R,25,4.59,7.14,14.7,8.8,1.49,87.1,38.6,53.2,42.7,45.3,49.9,44.7,101.9,5.11,,0.914,7.13
547179.0,Michael Lorenzen,COL,R,location,away,14,4.74,5.7,14.6,7.3,1.36,87.9,41.4,59.6,46.8,50.0,47.0,42.9,100.6,4.71,,0.914,6.3
547179.0,Michael Lorenzen,COL,R,location,home,11,4.39,9.12,14.8,10.7,1.68,86.1,35.0,45.0,37.3,39.4,53.5,46.9,103.4,5.64,,0.914,8.18
554430.0,Zack Wheeler,PHI,R,osi_tier,High,2,6.5,4.15,27.1,2.1,3.46,91.5,66.1,74.0,92.6,79.4,98.0,64.0,116.8,6.33,,0.588,5.4
554430.0,Zack Wheeler,PHI,R,osi_tier,Low,9,6.15,2.44,26.2,6.3,0.65,99.6,42.5,38.4,33.2,37.3,32.7,39.3,92.2,2.7,,0.588,2.2
554430.0,Zack Wheeler,PHI,R,osi_tier,Mid,12,5.17,3.92,32.5,10.2,1.45,89.7,42.2,65.2,51.0,53.8,51.3,55.4,104.7,3.78,,0.588,3.6
554430.0,Zack Wheeler,PHI,R,abq_tier,High,2,6.5,4.15,27.1,2.1,3.46,91.5,66.1,74.0,92.6,79.4,98.0,64.0,116.8,6.33,,0.588,5.4
554430.0,Zack Wheeler,PHI,R,abq_tier,Low,17,5.59,3.32,30.8,8.1,1.14,92.8,39.4,56.4,47.2,48.5,46.5,47.3,99.7,3.24,,0.588,3.18
554430.0,Zack Wheeler,PHI,R,abq_tier,Mid,4,5.58,2.82,24.7,9.7,0.81,98.8,54.7,42.1,27.2,39.3,29.7,53.5,97.5,3.41,,0.588,2.25
554430.0,Zack Wheeler,PHI,R,rcv_tier,High,11,5.36,3.2,33.5,6.9,1.53,88.0,45.2,68.7,58.8,58.9,60.9,57.4,107.5,3.47,,0.588,3.27
554430.0,Zack Wheeler,PHI,R,rcv_tier,Low,9,6.15,2.44,26.2,6.3,0.65,99.6,42.5,38.4,33.2,37.3,32.7,39.3,92.2,2.7,,0.588,2.2
554430.0,Zack Wheeler,PHI,R,rcv_tier,Mid,3,5.33,6.75,25.7,15.7,2.81,97.0,47.0,58.0,50.3,52.2,47.2,53.7,102.3,6.98,,0.588,6.0
