hand,xwoba,pitches,csw_rate,avg_pfx_x,avg_pfx_z,full_name,pitch_pct,player_id,team_abbr,zone_rate,chase_rate,pitch_name,pitch_type,whiff_rate,batting_avg,avg_spin_rate,avg_launch_speed,avg_release_speed,in_zone_swing_rate
R,0.33,1149,27.33,-0.32,1.27,Corbin Carroll,34.29,682998,ARI,45.69,23.56,4-Seam Fastball,FF,29.49,0.22,2316.89,85.56,94.97,69.52
R,0.39,583,30.19,0.1,0.67,Corbin Carroll,17.4,682998,ARI,53,21.9,Sinker,SI,17.9,0.37,2206.6,84.64,94,54.69
R,0.41,383,26.37,-0.01,0.08,Corbin Carroll,11.43,682998,ARI,47.78,38,Slider,SL,18.95,0.36,2453.48,86.31,86.48,62.3
R,0.36,338,23.08,-0.91,0.27,Corbin Carroll,10.09,682998,ARI,44.08,39.68,Changeup,CH,21.2,0.19,1696.32,85.1,86.85,73.15
R,0.28,246,24.8,0.19,0.01,Corbin Carroll,7.34,682998,ARI,40.24,26.53,Sweeper,ST,24.76,0.19,2629.09,84.29,82.87,66.67
R,0.38,230,22.61,0.09,0.65,Corbin Carroll,6.86,682998,ARI,46.96,28.69,Cutter,FC,17.92,0.27,2403.33,85.4,90.34,65.74
R,0.39,206,30.58,0.25,-0.77,Corbin Carroll,6.15,682998,ARI,39.32,30.4,Curveball,CU,18.31,0.33,2620.64,87.74,80.44,40.74
R,0.27,159,22.64,-0.83,0.34,Corbin Carroll,4.74,682998,ARI,38.99,46.39,Split-Finger,FS,29.79,0.09,1349.34,81.32,86.73,79.03
R,0.37,37,21.62,0.48,-0.7,Corbin Carroll,1.1,682998,ARI,35.14,45.83,Knuckle Curve,KC,28.57,0.33,2605.92,94,82.46,76.92
R,0,10,0,0,0,Corbin Carroll,0.3,682998,ARI,0,0,Unknown,UNK,0,0,0,0,0,0
R,0.1,8,50,-0.24,-0.2,Corbin Carroll,0.24,682998,ARI,62.5,33.33,Slurve,SV,0,0.25,2350.5,88.6,82.32,20
R,0,2,100,1.43,-0.96,Corbin Carroll,0.06,682998,ARI,100,0,Slow Curve,CS,0,0,3146,0,74.9,0
R,0.43,825,26.55,-0.22,1.29,Gabriel Moreno,28.02,672515,ARI,49.82,29.23,4-Seam Fastball,FF,11.59,0.32,2313.09,82.63,94.88,60.83
R,0.43,643,30.95,-0.74,0.65,Gabriel Moreno,21.84,672515,ARI,59.1,17.11,Sinker,SI,3.07,0.4,2233.67,85.97,94.83,48.16
R,0.27,481,27.23,0.14,0.12,Gabriel Moreno,16.34,672515,ARI,41.37,34.04,Slider,SL,18.54,0.2,2450.23,81.01,87.12,54.77
R,0.33,269,17.84,0.15,0.36,Gabriel Moreno,9.14,672515,ARI,37.55,41.07,Changeup,CH,17.24,0.25,1762.54,84.15,85.46,75.25
R,0.43,245,25.31,0.67,0.07,Gabriel Moreno,8.32,672515,ARI,41.63,32.17,Sweeper,ST,9.78,0.41,2581.2,82.78,83.73,45.1
R,0.39,221,32.58,0.09,0.64,Gabriel Moreno,7.51,672515,ARI,47.06,24.79,Cutter,FC,18.67,0.29,2382.36,85.22,89.66,44.23
R,0.25,155,27.74,0.09,-0.83,Gabriel Moreno,5.26,672515,ARI,36.13,35.35,Curveball,CU,29.41,0.2,2595.39,86.45,79.44,58.93
R,0.29,64,15.62,-0.62,0.21,Gabriel Moreno,2.17,672515,ARI,31.25,36.36,Split-Finger,FS,21.21,0.36,1340.2,80.63,88.65,85
R,0.04,15,33.33,0.47,-0.68,Gabriel Moreno,0.51,672515,ARI,33.33,40,Knuckle Curve,KC,33.33,0,2519.8,62.22,82.35,40
R,0,15,33.33,0.48,-0.46,Gabriel Moreno,0.51,672515,ARI,20,16.67,Slurve,SV,100,0,2376.33,0,84.12,0
R,0.47,11,27.27,-0.56,0.65,Gabriel Moreno,0.37,672515,ARI,0,27.27,Unknown,UNK,66.67,0,2521,0,91.6,0
R,0.35,1222,28.31,-0.23,1.28,Geraldo Perdomo,33.57,672695,ARI,57.45,16.54,4-Seam Fastball,FF,8.94,0.31,2306.64,81.49,94.86,54.7
R,0.33,559,28.44,-0.29,0.64,Geraldo Perdomo,15.36,672695,ARI,60.29,16.67,Sinker,SI,8.73,0.22,2208.85,85.91,94.08,56.97
R,0.31,494,15.99,-0.48,0.32,Geraldo Perdomo,13.57,672695,ARI,36.44,30.25,Changeup,CH,11.56,0.2,1717.82,81.77,86.88,72.22
R,0.3,420,27.62,0.08,0.08,Geraldo Perdomo,11.54,672695,ARI,47.86,21.92,Slider,SL,16.56,0.24,2464,83.62,86.45,57.21
R,0.28,314,26.75,0.06,0.67,Geraldo Perdomo,8.63,672695,ARI,54.46,16.08,Cutter,FC,11.2,0.12,2372.82,80.04,90.21,59.65
R,0.29,252,28.57,0.32,-0.74,Geraldo Perdomo,6.92,672695,ARI,32.14,15.79,Curveball,CU,18.52,0.23,2623.54,80.59,80.83,33.33
R,0.32,191,21.99,0.39,-0.01,Geraldo Perdomo,5.25,672695,ARI,39.79,12.17,Sweeper,ST,7.84,0.3,2601.85,78.62,82.61,48.68
R,0.32,136,16.91,-0.74,0.29,Geraldo Perdomo,3.74,672695,ARI,35.29,48.86,Split-Finger,FS,11.69,0.2,1308.59,81.13,87.19,70.83
R,0.2,35,22.86,0.47,-0.67,Geraldo Perdomo,0.96,672695,ARI,40,9.52,Knuckle Curve,KC,10,0,2589.8,71.08,82.75,57.14
R,0,10,40,-0.95,-0.47,Geraldo Perdomo,0.27,672695,ARI,10,66.67,Slurve,SV,50,0,2596,84.85,83.19,0
R,0.23,4,0,0.05,1.5,Geraldo Perdomo,0.11,672695,ARI,25,33.33,Other,FA,0,0,1364.75,95.55,56.98,100
R,0.16,3,0,0,0,Geraldo Perdomo,0.08,672695,ARI,0,66.67,Unknown,UNK,0,0,0,94.8,0,0
R,0.32,708,26.84,-0.31,1.27,Ildemaro Vargas,31.49,545121,ARI,52.4,41.54,4-Seam Fastball,FF,8.62,0.25,2309.75,83.02,94.72,56.06
R,0.32,331,20.85,-0.49,0.31,Ildemaro Vargas,14.72,545121,ARI,37.16,46.63,Changeup,CH,15.96,0.21,1724.64,84.94,86.03,73.98
R,0.24,297,24.24,0.12,0.12,Ildemaro Vargas,13.21,545121,ARI,42.76,33.53,Slider,SL,21.23,0.25,2513.32,82.11,86.67,70.08
R,0.35,267,25.84,-0.39,0.61,Ildemaro Vargas,11.88,545121,ARI,54.31,33.61,Sinker,SI,6.56,0.32,2224.94,86.38,94.38,55.86
R,0.24,184,32.07,0.04,-0.75,Ildemaro Vargas,8.19,545121,ARI,40.22,38.18,Curveball,CU,22.78,0.1,2602.01,74.71,80.71,50
R,0.38,177,20.34,0.05,0.67,Ildemaro Vargas,7.87,545121,ARI,52.54,28.57,Cutter,FC,8.05,0.57,2380.86,82,89.84,67.74
R,0.36,156,28.21,0.61,0.05,Ildemaro Vargas,6.94,545121,ARI,46.79,32.53,Sweeper,ST,25,0.16,2646.72,82.78,83.02,67.12
R,0.14,69,15.94,-0.64,0.35,Ildemaro Vargas,3.07,545121,ARI,40.58,51.22,Split-Finger,FS,18.18,0.14,1350.58,75.02,85.33,82.14
R,0.61,30,26.67,0.45,-0.72,Ildemaro Vargas,1.33,545121,ARI,46.67,50,Knuckle Curve,KC,0,0.8,2505.87,80.68,81.6,42.86
R,0.09,24,0,0,0,Ildemaro Vargas,1.07,545121,ARI,0,8.33,Unknown,UNK,0,0,0,79.7,0,0
R,0.6,5,0,-0.16,-0.36,Ildemaro Vargas,0.22,545121,ARI,20,25,Slurve,SV,0,0.5,2383.2,99.55,83.68,100
R,0.37,189,21.16,-0.07,1.33,James McCann,27.47,543510,ARI,49.21,19.79,4-Seam Fastball,FF,12.66,0.42,2314.31,85.13,94.65,64.52
R,0.2,115,31.3,0.04,0.15,James McCann,16.72,543510,ARI,40.87,51.47,Slider,SL,38.36,0.23,2433.57,84.49,86.23,80.85
R,0.44,104,45.19,-0.56,0.7,James McCann,15.12,543510,ARI,70.19,38.71,Sinker,SI,9.76,0.4,2181.67,83.79,94.68,39.73
R,0.2,65,43.08,0.34,-0.01,James McCann,9.45,543510,ARI,35.38,47.62,Sweeper,ST,50,0.13,2614.97,82.79,82.87,69.57
R,0.23,62,25.81,0.52,0.38,James McCann,9.01,543510,ARI,27.42,44.44,Changeup,CH,25.81,0.27,1608.03,77.55,86.12,64.71
R,0.44,57,31.58,-0.06,0.74,James McCann,8.28,543510,ARI,68.42,27.78,Cutter,FC,16.13,0.37,2403.07,80.91,89.75,66.67
R,0.05,43,39.53,-0.13,-0.81,James McCann,6.25,543510,ARI,37.21,59.26,Curveball,CU,40.91,0.2,2624.21,74.01,80.66,37.5
R,0.04,37,27.03,-0.56,0.39,James McCann,5.38,543510,ARI,18.92,50,Split-Finger,FS,45.45,0.11,1318.59,65.28,85.34,100
R,0.55,10,40,0.13,-0.44,James McCann,1.45,543510,ARI,30,57.14,Knuckle Curve,KC,57.14,0.29,2656.7,98.2,85.48,100
R,0.25,6,0,0.04,-0.4,James McCann,0.87,543510,ARI,50,66.67,Slurve,SV,0,0.67,2579.5,85.28,83.95,100
R,0.2,413,27.36,-0.3,1.3,Jorge Barrosa,39.67,678489,ARI,48.67,31.13,4-Seam Fastball,FF,19.59,0.17,2289.43,78.07,94.71,63.68
R,0.36,145,33.79,-0.03,0.65,Jorge Barrosa,13.93,678489,ARI,62.07,18.18,Sinker,SI,15.79,0.26,2193.19,80.71,93.73,52.22
R,0.17,109,38.53,0.13,0.1,Jorge Barrosa,10.47,678489,ARI,47.71,31.58,Slider,SL,35.71,0.17,2456.84,76.99,85.6,46.15
R,0.35,101,22.77,-0.23,0.2,Jorge Barrosa,9.7,678489,ARI,40.59,31.67,Changeup,CH,25,0.21,1713.69,76.18,85.96,80.49
R,0.33,84,33.33,0.03,0.71,Jorge Barrosa,8.07,678489,ARI,38.1,25,Cutter,FC,36.11,0.38,2339.31,83.39,89.26,71.88
R,0.17,76,36.84,0.41,-0.78,Jorge Barrosa,7.3,678489,ARI,38.16,29.79,Curveball,CU,37.04,0.07,2593.16,80.27,79.64,44.83
R,0.12,50,22,-0.79,0.35,Jorge Barrosa,4.8,678489,ARI,46,29.63,Split-Finger,FS,28.57,0.2,1466.5,74.91,86.18,86.96
R,0.19,46,28.26,-0.05,0.18,Jorge Barrosa,4.42,678489,ARI,30.43,43.75,Sweeper,ST,25,0.18,2500.83,81.04,81.85,42.86
R,0.01,11,9.09,0.64,-0.87,Jorge Barrosa,1.06,678489,ARI,36.36,14.29,Knuckle Curve,KC,20,0,2716.09,54.57,82.33,100
R,0,2,0,1.54,-1.04,Jorge Barrosa,0.19,678489,ARI,0,0,Slow Curve,CS,0,0,3061,0,72.9,0
R,0.7,2,0,-1.58,-0.27,Jorge Barrosa,0.19,678489,ARI,0,0,Slurve,SV,0,0,2868.5,0,81.2,0
R,0,2,0,0,0,Jorge Barrosa,0.19,678489,ARI,0,0,Unknown,UNK,0,0,0,0,0,0
R,0.38,851,22.21,-0.35,1.31,Ketel Marte,28.71,606466,ARI,51.7,27.01,4-Seam Fastball,FF,9.47,0.23,2313.64,84,94.76,68.41
R,0.28,571,23.99,-0.6,0.29,Ketel Marte,19.26,606466,ARI,32.05,35.31,Changeup,CH,29.5,0.17,1724.4,83.58,86.5,67.76
R,0.49,336,20.24,-0.65,0.61,Ketel Marte,11.34,606466,ARI,58.63,18.71,Sinker,SI,4.91,0.44,2204.06,88.31,94.31,69.54
R,0.34,324,30.56,0.23,0.11,Ketel Marte,10.93,606466,ARI,50.62,41.25,Slider,SL,23.86,0.23,2454.19,87.34,86.69,67.07
R,0.31,222,37.84,0.59,0.01,Ketel Marte,7.49,606466,ARI,54.05,35.29,Sweeper,ST,34.55,0.26,2552.13,83.63,82.83,61.67
R,0.52,207,24.64,0.41,-0.81,Ketel Marte,6.98,606466,ARI,38.16,32.03,Curveball,CU,23.08,0.4,2599.02,84.43,80.32,63.29
R,0.32,187,26.2,0.15,0.68,Ketel Marte,6.31,606466,ARI,54.55,25.88,Cutter,FC,11.49,0.26,2389.58,86.13,90.1,63.73
R,0.18,180,26.11,-0.75,0.32,Ketel Marte,6.07,606466,ARI,35,31.62,Split-Finger,FS,41.49,0.13,1360.39,81.55,86.99,90.48
R,0.22,53,28.3,0.32,-0.59,Ketel Marte,1.79,606466,ARI,45.28,34.48,Knuckle Curve,KC,20,0.05,2558.4,84.22,82.81,62.5
R,0,22,0,0,0,Ketel Marte,0.74,606466,ARI,0,0,Unknown,UNK,0,0,0,0,0,0
R,0.3,9,33.33,-0.64,-0.31,Ketel Marte,0.3,606466,ARI,33.33,33.33,Slurve,SV,50,0.5,2618,97.75,82.31,66.67
R,0,2,0,-0.18,-0.21,Ketel Marte,0.07,606466,ARI,0,0,Forkball,FO,0,0,724,0,87.8,0
R,0.39,446,33.86,-0.51,1.26,Lars Nootbaar,29.07,663457,ARI,58.3,20.43,4-Seam Fastball,FF,14.04,0.24,2326,88.59,94.93,51.15
R,0.39,287,24.74,-0.33,0.6,Lars Nootbaar,18.71,663457,ARI,56.79,18.55,Sinker,SI,5.88,0.32,2206.37,85.63,93.6,58.9
R,0.28,181,31.49,0.15,0.13,Lars Nootbaar,11.8,663457,ARI,47.51,13.68,Slider,SL,27.59,0.21,2431.66,86.82,86.49,52.33
R,0.22,178,17.42,-1.1,0.3,Lars Nootbaar,11.6,663457,ARI,42.13,19.42,Changeup,CH,15.79,0.06,1755.61,80.19,87.62,74.67
R,0.46,125,32.8,0.58,-0.79,Lars Nootbaar,8.15,663457,ARI,36.8,12.66,Curveball,CU,17.39,0.38,2606.55,87.35,81.06,28.26
R,0.26,108,37.04,0.16,0.67,Lars Nootbaar,7.04,663457,ARI,55.56,20.83,Cutter,FC,20,0.25,2382.22,78.86,90.16,50
R,0.3,85,27.06,-0.84,0.34,Lars Nootbaar,5.54,663457,ARI,45.88,26.09,Split-Finger,FS,21.05,0.3,1415.24,85.52,87.3,66.67
R,0.27,81,35.8,-0.06,0.06,Lars Nootbaar,5.28,663457,ARI,45.68,18.18,Sweeper,ST,40,0.08,2696.31,84.68,83.89,45.95
R,0.26,19,47.37,-0.87,-0.34,Lars Nootbaar,1.24,663457,ARI,63.16,42.86,Slurve,SV,33.33,0,2339.68,98,82.65,50
R,0.35,14,35.71,0.53,-0.4,Lars Nootbaar,0.91,663457,ARI,57.14,0,Knuckle Curve,KC,25,0,2550.43,97.2,85.64,50
R,0,8,0,0,0,Lars Nootbaar,0.52,663457,ARI,0,0,Unknown,UNK,0,0,0,0,0,0
R,0,2,0,1.15,-0.51,Lars Nootbaar,0.13,663457,ARI,0,0,Slow Curve,CS,0,0,2608,0,70.2,0
R,0.36,228,28.51,-0.59,1.26,Max Kepler,29.53,596146,ARI,59.21,13.98,4-Seam Fastball,FF,18.18,0.26,2355.72,83.27,95.41,63.7
R,0.18,154,21.43,-1.06,0.3,Max Kepler,19.95,596146,ARI,31.82,50.48,Changeup,CH,25.26,0.13,1795.99,78,86.61,85.71
R,0.26,128,17.97,-1.12,0.68,Max Kepler,16.58,596146,ARI,57.03,21.82,Sinker,SI,12.31,0.3,2231.73,84.95,94.13,72.6
R,0.27,98,23.47,0.14,0.11,Max Kepler,12.69,596146,ARI,38.78,53.33,Slider,SL,21.67,0.23,2368.96,85.22,86.83,73.68
R,0.24,56,41.07,0.12,0.09,Max Kepler,7.25,596146,ARI,48.21,48.28,Sweeper,ST,40,0.13,2623.38,80.53,82.54,59.26
R,0.42,41,21.95,0.25,0.74,Max Kepler,5.31,596146,ARI,53.66,36.84,Cutter,FC,13.04,0.31,2357,83.87,90.16,72.73
R,0.1,30,36.67,-0.59,0.18,Max Kepler,3.89,596146,ARI,30,47.62,Split-Finger,FS,52.94,0.14,1140.4,80.15,87.75,77.78
R,0.26,21,42.86,0.77,-0.93,Max Kepler,2.72,596146,ARI,33.33,42.86,Curveball,CU,50,0.29,2605.86,71.9,80.23,28.57
R,0,8,0,0,0,Max Kepler,1.04,596146,ARI,0,0,Unknown,UNK,0,0,0,0,0,0
R,0.23,6,16.67,0.68,-0.52,Max Kepler,0.78,596146,ARI,33.33,75,Knuckle Curve,KC,20,0,2644.67,85.75,83.38,100
R,0,2,0,-0.39,-0.11,Max Kepler,0.26,596146,ARI,100,0,Forkball,FO,0,0,814,76,87.2,100
R,0.34,785,22.17,-0.31,1.29,Nolan Arenado,25.7,571448,ARI,50.06,30.1,4-Seam Fastball,FF,13.74,0.27,2330.18,82.82,95.04,69.97
R,0.32,591,28.76,-0.68,0.65,Nolan Arenado,19.35,571448,ARI,52.12,25.44,Sinker,SI,11.57,0.3,2217.69,85.86,94.33,55.19
R,0.27,560,32.68,0.16,0.09,Nolan Arenado,18.33,571448,ARI,42.68,34.27,Slider,SL,32.03,0.21,2489.68,79.26,86.79,61.09
R,0.22,332,29.52,0.54,0.05,Nolan Arenado,10.87,571448,ARI,39.76,30.5,Sweeper,ST,26.28,0.15,2596.92,78.07,83.14,57.58
R,0.27,267,25.09,0,0.32,Nolan Arenado,8.74,571448,ARI,37.08,35.12,Changeup,CH,28.57,0.18,1763.49,81.79,86.05,74.75
R,0.38,259,25.87,0.12,0.61,Nolan Arenado,8.48,571448,ARI,42.47,19.46,Cutter,FC,25,0.3,2385.36,83.65,89.32,60.91
R,0.19,151,37.09,0.13,-0.81,Nolan Arenado,4.94,571448,ARI,50.33,38.67,Curveball,CU,25.76,0.14,2624.16,85,79.95,48.68
R,0.18,51,33.33,-0.64,0.3,Nolan Arenado,1.67,571448,ARI,31.37,60,Split-Finger,FS,42.86,0.12,1373.98,71.45,86.17,87.5
R,0.1,37,32.43,0.48,-0.69,Nolan Arenado,1.21,571448,ARI,29.73,34.62,Knuckle Curve,KC,43.75,0.09,2526.65,71.76,82.14,63.64
R,0,11,9.09,0,0,Nolan Arenado,0.36,571448,ARI,0,9.09,Unknown,UNK,0,0,0,74.3,0,0
R,0.13,10,10,-0.2,-0.33,Nolan Arenado,0.33,571448,ARI,20,50,Slurve,SV,16.67,0.33,2438,61.98,85.11,100
R,0,1,0,0.74,-0.89,Nolan Arenado,0.03,571448,ARI,0,0,Slow Curve,CS,0,0,2385,0,74.7,0
R,0.39,387,29.97,-0.21,1.25,Ryan Waldschmidt,26.01,814439,ARI,53.75,15.08,4-Seam Fastball,FF,17.36,0.23,2332.4,79.67,94.56,56.25
R,0.34,278,34.89,-0.83,0.66,Ryan Waldschmidt,18.68,814439,ARI,61.15,25,Sinker,SI,14.66,0.32,2250.28,81.65,94.31,52.35
R,0.23,232,39.22,0.61,0.02,Ryan Waldschmidt,15.59,814439,ARI,44.83,27.34,Sweeper,ST,47.57,0.19,2671.81,79.34,83.39,65.38
R,0.33,205,29.76,0.15,0.13,Ryan Waldschmidt,13.78,814439,ARI,45.37,24.11,Slider,SL,32.22,0.39,2479.68,83.88,86.63,67.74
R,0.32,138,23.19,0.11,0.56,Ryan Waldschmidt,9.27,814439,ARI,65.94,17.02,Cutter,FC,15.19,0.33,2432.14,81.62,89.17,78.02
R,0.23,104,26.92,0.39,0.32,Ryan Waldschmidt,6.99,814439,ARI,42.31,33.33,Changeup,CH,33.33,0.29,1706.66,77.94,85.85,84.09
R,0.2,80,40,0.16,-0.74,Ryan Waldschmidt,5.38,814439,ARI,35,23.08,Curveball,CU,52.17,0.27,2714.22,83.35,80.34,39.29
R,0,50,40,-0.44,0.27,Ryan Waldschmidt,3.36,814439,ARI,24,28.95,Split-Finger,FS,82.35,0,1364.84,73.6,85.89,50
R,0.18,7,0,-0.64,-0.64,Ryan Waldschmidt,0.47,814439,ARI,0,28.57,Slurve,SV,0,0,2824.14,88.2,80.5,0
R,0,5,60,0.44,-0.71,Ryan Waldschmidt,0.34,814439,ARI,40,33.33,Knuckle Curve,KC,100,0,2515.2,0,81.88,0
R,0,2,100,-0.16,-0.05,Ryan Waldschmidt,0.13,814439,ARI,100,0,Forkball,FO,0,0,756,0,88.2,0
R,0.23,425,25.18,-0.19,1.28,Tim Tawa,28.22,694374,ARI,51.53,30.58,4-Seam Fastball,FF,15.84,0.09,2288.55,81,94.67,72.15
R,0.44,288,22.92,-0.68,0.66,Tim Tawa,19.12,694374,ARI,52.78,26.47,Sinker,SI,8.09,0.34,2206.01,85.12,94.53,65.79
R,0.28,252,32.14,0.09,0.16,Tim Tawa,16.73,694374,ARI,39.29,38.56,Slider,SL,36.29,0.2,2428.53,80.47,87.06,65.66
R,0.25,151,33.77,0.7,0.02,Tim Tawa,10.03,694374,ARI,37.09,36.84,Sweeper,ST,39.68,0.14,2621.59,85.02,83.84,50
R,0.33,129,27.91,0.11,0.55,Tim Tawa,8.57,694374,ARI,55.04,31.03,Cutter,FC,23.88,0.24,2443.08,83.4,89.02,69.01
R,0.35,126,26.98,-0.04,0.3,Tim Tawa,8.37,694374,ARI,35.71,29.63,Changeup,CH,41.67,0.31,1732.67,92.2,85.93,80
R,0.48,66,28.79,-0.05,-0.71,Tim Tawa,4.38,694374,ARI,43.94,27.03,Curveball,CU,11.54,0.33,2590.62,75.17,81.25,55.17
R,0.23,54,24.07,-0.59,0.24,Tim Tawa,3.59,694374,ARI,38.89,42.42,Split-Finger,FS,31.25,0.31,1402.39,79.91,87.48,85.71
R,0.22,11,36.36,0.35,-0.72,Tim Tawa,0.73,694374,ARI,36.36,42.86,Knuckle Curve,KC,50,0.25,2544.45,79.07,80.86,75
R,0,2,100,0.8,-0.15,Tim Tawa,0.13,694374,ARI,0,0,Slurve,SV,0,0,2451,0,84.8,0
R,0,2,0,0,0,Tim Tawa,0.13,694374,ARI,0,0,Unknown,UNK,0,0,0,0,0,0
R,0.33,91,23.08,-0.12,1.28,Tyler Locklear,36.11,682988,ARI,49.45,10.87,4-Seam Fastball,FF,14.29,0.15,2308.8,83.38,95.28,66.67
R,0.19,50,20,0.13,0.02,Tyler Locklear,19.84,682988,ARI,46,25.93,Slider,SL,19.23,0.2,2393.6,78.02,86.8,82.61
R,0.15,43,25.58,-0.75,0.75,Tyler Locklear,17.06,682988,ARI,51.16,38.1,Sinker,SI,17.39,0.1,2237.16,74.29,93.89,68.18
R,0.88,22,9.09,-0.48,-0.49,Tyler Locklear,8.73,682988,ARI,45.45,33.33,Curveball,CU,14.29,0.5,2543.55,87.39,77.75,100
R,0.28,16,31.25,-0.11,0.35,Tyler Locklear,6.35,682988,ARI,62.5,50,Changeup,CH,38.46,0.14,1595.5,82.63,86.72,100
R,0.35,14,28.57,-0.69,0,Tyler Locklear,5.56,682988,ARI,57.14,33.33,Sweeper,ST,14.29,0.33,2478,87.62,78.12,62.5
R,0.66,7,28.57,-0.19,0.32,Tyler Locklear,2.78,682988,ARI,71.43,0,Cutter,FC,0,1,2218.43,75.53,86.19,60
R,0.12,7,28.57,-0.15,-0.24,Tyler Locklear,2.78,682988,ARI,57.14,33.33,Split-Finger,FS,0,0,1205.57,78.47,84.19,50
R,0,1,0,0.31,-1.42,Tyler Locklear,0.4,682988,ARI,0,0,Knuckle Curve,KC,0,0,2938,0,80.3,0
R,0.49,1,0,1.01,-0.33,Tyler Locklear,0.4,682988,ARI,0,100,Slurve,SV,0,1,2585,66.5,82.1,0
L,0.25,411,29.68,-0.54,1.28,,33.17,680728,ARI,51.34,31.5,4-Seam Fastball,FF,27.23,0.18,2301.99,81.4,94.47,71.09
R,0.3,288,23.61,-0.24,1.27,,26.18,666971,ARI,52.08,36.96,4-Seam Fastball,FF,13.07,0.24,2296.75,82.13,94.79,68
R,0.29,260,33.46,-0.78,0.66,,21.74,699912,ARI,60.38,33.01,Sinker,SI,8.18,0.35,2205.87,80.65,94.71,48.41
R,0.36,251,26.29,-0.2,1.28,,20.99,699912,ARI,54.98,33.63,4-Seam Fastball,FF,12.4,0.26,2315.49,79.81,94.76,60.14
R,0.31,250,26.4,-1.02,0.67,,22.73,666971,ARI,59.6,46.53,Sinker,SI,4.35,0.18,2220.67,85.14,94.84,61.07
R,0.24,209,25.84,0.27,0.12,,17.47,699912,ARI,47.85,37.61,Slider,SL,19.09,0.16,2486.67,81.3,86.44,69
R,0.21,199,27.64,-0.95,0.54,,23.3,694371,ARI,57.29,25.88,Sinker,SI,13.54,0.16,2241.5,74.86,94.06,64.91
R,0.53,189,24.87,-0.41,1.35,,22.13,694371,ARI,50.79,25.81,4-Seam Fastball,FF,8.75,0.39,2300.03,86.27,95.04,58.33
L,0.38,180,25.56,-0.65,0.55,,14.53,680728,ARI,55,23.46,Sinker,SI,10.84,0.21,2234.97,83.08,94.33,64.65
L,0.29,178,30.9,-0.56,1.31,,32.19,677950,ARI,49.44,58.89,4-Seam Fastball,FF,21.82,0.15,2332.29,84.43,95.39,64.77
L,0.24,174,22.99,-0.57,1.32,,30.69,656976,ARI,62.07,28.79,4-Seam Fastball,FF,5.75,0.13,2335.17,80.67,94.8,62.96
R,0.25,169,33.14,0.19,0.09,,19.79,694371,ARI,40.83,24,Slider,SL,44.12,0.18,2561.43,72.09,87.45,63.77
L,0.13,158,27.22,-1.13,0.37,,12.75,680728,ARI,43.67,26.97,Changeup,CH,33.33,0.09,1705.91,81.75,86.57,73.91
L,0.21,153,31.37,0.21,-0.05,,12.35,680728,ARI,43.14,42.53,Slider,SL,31.71,0.17,2463.69,77.47,85.91,68.18
R,0.27,145,24.14,0.18,0.08,,13.18,666971,ARI,31.72,41.41,Slider,SL,31.08,0.12,2454.08,81.03,87.02,71.74
R,0.16,130,34.62,-0.11,0.32,,11.82,666971,ARI,35.38,45.24,Changeup,CH,42.25,0.14,1810.02,80.84,86.59,71.74
R,0.1,119,29.41,0.57,0.39,,9.95,699912,ARI,23.53,41.76,Changeup,CH,42.37,0.14,1769.34,76.38,85.12,75
R,0.44,118,37.29,0.1,0.65,,9.87,699912,ARI,52.54,32.14,Cutter,FC,16.67,0.36,2388.75,79.77,89.23,48.39
R,0.27,117,30.77,0.06,1.32,,32.32,691783,ARI,63.25,27.91,4-Seam Fastball,FF,12.07,0.28,2301.36,84.32,94.67,62.16
R,0.17,117,21.37,0.01,1.26,,33.43,694410,ARI,62.39,18.18,4-Seam Fastball,FF,5.36,0.07,2261.12,84.48,94.68,65.75
R,0.34,107,36.45,0.99,0.09,,8.95,699912,ARI,46.73,33.33,Sweeper,ST,37.78,0.33,2699.13,79.61,83.84,52
L,0.18,104,26.92,0.76,-0.77,,8.39,680728,ARI,33.65,28.99,Curveball,CU,36.96,0.24,2644.85,79.86,81.27,74.29
R,0.26,104,28.85,0.88,0.13,,12.18,694371,ARI,49.04,32.08,Sweeper,ST,26.92,0.08,2615.37,80.45,83.62,68.63
R,0.18,101,21.78,0.8,0.04,,9.18,666971,ARI,35.64,27.69,Sweeper,ST,19.05,0.12,2622.89,83.71,84.06,66.67
L,0.36,97,20.62,-1.08,0.52,,17.11,656976,ARI,52.58,19.57,Sinker,SI,4.76,0.25,2318.04,90.29,95.25,64.71
R,0.34,86,19.77,0.13,0.76,,7.82,666971,ARI,41.86,40,Cutter,FC,18,0.44,2353.55,83.77,89.57,83.33
L,0.33,76,22.37,-1.28,0.21,,13.4,656976,ARI,40.79,17.78,Changeup,CH,40,0.14,1729.39,76.82,86.12,87.1
L,0.08,75,22.67,0.28,0.09,,13.23,656976,ARI,24,12.28,Slider,SL,18.75,0,2535.37,77.82,87.55,50
L,0.31,72,31.94,0.68,-0.06,,5.81,680728,ARI,45.83,10.26,Sweeper,ST,34.78,0.2,2683.47,77.43,82.81,57.58
R,0.27,71,40.85,0.16,-0.72,,5.94,699912,ARI,30.99,55.1,Curveball,CU,48.89,0.5,2564.58,69.99,80.61,81.82
L,0.29,69,30.43,0.12,0.08,,12.48,677950,ARI,46.38,32.43,Slider,SL,36.11,0.28,2467.59,78.32,87.04,75
