ERA,FIP,HR9,OPS,xFIP,K_pct,stale,BB_pct,F5_ERA,avg_IP,starts,away_ERA,home_ERA,OOR_faced,wRC_faced,PALS_faced,l14_starts,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,data_source,low_osi_ERA,high_osi_ERA,pitcher_hand,pitcher_name,pitcher_team,staleness_warning
7.41,2.79,1.06,0.58,3.32,13.2,TRUE,3.9,6.9,2.83,6,9,6,41.5,99.2,35.1,2,693686,40.3,39.7,47.5,61.5,45.3,L14,2.25,,R,Spencer Miles,TOR,K% drift 14.3 pts (season 22.7 -> L14 8.3); BB% drift 6.2 pts (season 6.2 -> L14 0.0); HR/9 drift 0.53 (season 0.53 -> L14 0.00)
4.11,4.56,1.45,0.71,4.26,19.1,TRUE,7.7,4.43,5.73,26,4.93,3.75,51.4,101.2,37.1,2,693821,46,47.4,51,58.6,86.3,L14,4.86,3.96,R,Bryce Elder,ATL,K% drift 4.3 pts (season 19.1 -> L14 14.8); BB% drift 2.2 pts (season 7.7 -> L14 5.6)
4.5,3.81,2.33,0.72,3.26,33.5,TRUE,4.5,4.2,4.83,12,3,5.35,44.2,98.7,40.7,2,693855,45.3,50.3,51.2,56.4,78,L14,4.15,5.4,L,Ian Seymour,TBR,K% drift 9.8 pts (season 29.4 -> L14 39.1); BB% drift 4.6 pts (season 6.8 -> L14 2.2); HR/9 drift 1.65 (season 1.59 -> L14 3.24)
2.91,4.04,0.9,0.67,4.29,14.8,TRUE,4.5,2.52,5.98,15,2.57,3.21,52.5,101.5,39.7,2,694297,46.9,54.1,54,59,87.3,L14,3.93,2.84,R,Brandon Pfaadt,ARI,K% drift 8.3 pts (season 16.0 -> L14 7.7); HR/9 drift 0.43 (season 1.05 -> L14 1.48)
0,4.16,0,0.83,4.77,25,FALSE,0,3.6,1,1,,0,75.2,110.3,54.5,0,694335,71.8,74.6,68.1,58.1,14,season,,0,R,Matt Svanson,STL,L14 file or pitcher row missing -- using season data.
12.27,10.54,7.36,1.08,6.73,16.7,FALSE,11.1,10.8,3.67,1,,12.27,49.9,108.6,36.5,0,694341,39.1,42.5,48.9,63.2,87,season,,,R,Brendan Beck,NYY,L14 file or pitcher row missing -- using season data.
7.55,6.31,2.03,0.88,5,18.5,FALSE,15.9,7.2,4.43,7,5.27,9.35,54.5,104.7,42.8,0,694346,48.5,54.2,56.4,64.6,84.1,season,5.19,5.59,R,Trey Gibson,BAL,L14 file or pitcher row missing -- using season data.
18,4.81,0,0.8,4.19,0,FALSE,0,3.6,1,1,18,,59.8,103.9,49.3,0,694360,46.8,48.6,54.5,66.7,25,season,,,R,Beck Way,KCR,L14 file or pitcher row missing -- using season data.
4.5,3.2,2.25,0.7,3.11,25,FALSE,5,1.2,1.33,3,4.5,,46.5,102.6,43.2,0,694361,35.5,45.2,49,62.9,29.3,season,0,9,R,Will Klein,LAD,L14 file or pitcher row missing -- using season data.
10.38,7.88,3.12,0.95,5.77,13.6,FALSE,13.6,9,4.33,2,18.9,5.06,49.1,103.8,39.3,0,694462,35.3,48.4,51.5,66.3,80,season,5.06,,R,Hurston Waldrep,ATL,L14 file or pitcher row missing -- using season data.
2.86,3.91,0.32,0.68,4.47,18.3,FALSE,12.5,2.7,4.72,6,4.32,2.25,46.2,95,43.1,0,694477,48.9,40.4,46,50.4,77.3,season,3.79,,R,Chad Patrick,MIL,L14 file or pitcher row missing -- using season data.
4.17,3.6,0.68,0.66,4.1,22.3,TRUE,11.1,4.4,5.36,27,4.27,4.04,52.8,101,37.1,3,694738,53.6,53.2,54.2,55.9,94.2,L14,3.65,6.99,R,Landen Roupp,SFG,K% drift 8.7 pts (season 22.3 -> L14 13.6)
1.97,2.1,0.81,0.48,2.24,38.3,TRUE,6.6,2.22,5.96,26,2.39,1.62,48.2,100.7,37.5,3,694819,44.5,48.6,49.2,53.3,90.8,L14,1.81,1.89,R,Jacob Misiorowski,MIL,K% drift 12.2 pts (season 38.3 -> L14 26.2); BB% drift 5.7 pts (season 6.6 -> L14 12.3)
5.26,4.22,1.4,0.7,4.15,19.6,TRUE,9.3,5.4,5.13,5,1.69,7.8,33.5,95.3,17.9,2,694918,46.2,41.5,41.2,37.3,90.4,L14,5.26,,R,Blade Tidwell,SFG,K% drift 4.9 pts (season 20.1 -> L14 25.0); HR/9 drift 1.46 (season 1.19 -> L14 2.65)
3.97,2.89,0.9,0.67,3,28.9,TRUE,7.1,4.56,5.35,28,4.01,3.94,47.1,99.5,34.2,2,694973,50.3,50.1,51,52.5,90.6,L14,4.99,3.15,R,Paul Skenes,PIT,K% drift 11.5 pts (season 28.9 -> L14 17.4)
20.25,6.51,6.75,1.06,5.11,18.2,FALSE,13.6,23.4,4,1,20.25,,41.4,105.2,26.5,0,695034,36.3,42,49,66.1,90,season,20.25,,R,Kade Morris,ATH,L14 file or pitcher row missing -- using season data.
5.4,4.54,1.29,0.78,4.79,18.2,TRUE,8.1,6.09,5,21,6.79,3.66,52.7,101.5,37.7,2,695076,46.7,50.4,51.1,55.1,85,L14,4.7,7.23,R,Rhett Lowder,CIN,K% drift 4.9 pts (season 17.6 -> L14 12.8); BB% drift 6.5 pts (season 8.6 -> L14 2.1); HR/9 drift 1.16 (season 1.29 -> L14 2.45)
2.31,3.8,0,0.62,3.87,24.5,TRUE,15.1,1.08,2.33,5,3.18,1.5,40.6,94.2,31.7,2,695418,43.5,42.5,44,46.2,46.8,L14,3.24,,R,Brad Lord,WSN,K% drift 6.7 pts (season 22.5 -> L14 29.2); HR/9 drift 0.99 (season 0.99 -> L14 0.00)
2.79,3.12,0.93,0.64,3.39,28.9,TRUE,8.4,2.7,5.59,26,3.5,2.09,44.2,102.4,34.2,2,695505,40.6,42.6,47.3,57.4,92.4,L14,2.71,3.21,R,Chase Burns,CIN,BB% drift 3.9 pts (season 8.5 -> L14 4.5); HR/9 drift 1.21 (season 0.93 -> L14 2.14)
6.57,5.47,2.19,0.76,5.61,5.6,FALSE,7.4,5.4,4.11,3,6.14,7.2,74.7,103.2,48.5,0,695534,48.2,64,60.5,65.2,58.3,season,7.2,6.14,R,Chase Petty,CIN,L14 file or pitcher row missing -- using season data.
4.63,4.99,1.54,0.82,4.71,18.3,TRUE,9.6,4.68,4.67,5,2.93,7.88,45.6,107.8,34.3,2,695549,43,41.6,52.5,71.6,81.8,L14,0,,R,Jackson Jobe,DET,BB% drift 2.0 pts (season 9.6 -> L14 11.6); HR/9 drift 0.44 (season 1.54 -> L14 1.98)
5.15,3.82,0.97,0.76,4.2,24.3,TRUE,11.1,5.4,5.15,18,4.6,5.62,47.2,102.4,32.5,3,695611,46.5,51.2,53.8,62,90.6,L14,5.4,5.28,L,Gage Jump,ATH,K% drift 4.0 pts (season 24.3 -> L14 20.3)
5.4,4.3,0.68,0.73,5.39,16.8,TRUE,12.8,5.1,4.44,6,5.25,5.52,29.8,97,15,2,695684,34.5,29.1,36.3,45.8,82.8,L14,5.4,,R,Elmer Rodríguez,NYY,K% drift 9.4 pts (season 16.8 -> L14 26.2); HR/9 drift 0.30 (season 0.68 -> L14 0.98)
2.19,3.91,0,0.69,4.64,28.6,FALSE,14.3,3.15,3.08,4,7.71,0.9,58,96.1,36.9,0,696070,50.8,58.2,58.5,64.4,49.8,season,2.84,4.5,L,Kendry Rojas,MIN,L14 file or pitcher row missing -- using season data.
15.63,3.39,1.42,0.97,4.14,17.6,FALSE,2.9,11.7,3.17,2,15.63,,49.1,93.6,39.3,0,696136,35.8,49.2,52.2,67.1,64.5,season,13.5,,L,Jordan Wicks,CHC,L14 file or pitcher row missing -- using season data.
4.34,4.03,0.83,0.68,4.76,19.9,TRUE,12.1,4.5,5.03,26,4.4,4.27,47.9,99.7,34.3,3,696149,49.6,49.4,51,53.8,86.4,L14,4.41,4.89,R,Bubba Chandler,PIT,HR/9 drift 0.48 (season 0.79 -> L14 1.27)
4.81,6.03,1.87,0.78,5.66,16.9,TRUE,11.4,5.53,4.81,14,6.48,3.18,47.5,101.8,34.7,2,696270,46.7,48.8,51.5,58.1,83.8,L14,4.08,12.91,R,Ryan Johnson,LAA,K% drift 5.3 pts (season 16.5 -> L14 11.1); BB% drift 4.2 pts (season 11.4 -> L14 15.6); HR/9 drift 1.99 (season 1.99 -> L14 0.00)
0,2.44,0,0.58,3.24,30.8,FALSE,0,3.6,1,4,0,0,44.7,102.1,30.9,0,699134,42.1,41.8,50.3,66,12,season,0,0,R,Bradgley Rodriguez,SDP,L14 file or pitcher row missing -- using season data.
19.64,12.25,4.91,1.39,8.32,13,FALSE,8.7,16.2,3.67,1,,19.64,41,104.4,35.9,1,699151,39.2,37.7,42.7,51,87,season,19.64,,R,Jedixson Paez,BOS,Fewer than 2 L14 starts (1) -- using season data.
3.97,4.3,1.22,0.73,4.46,16.8,FALSE,6.6,4.2,5.46,27,3.89,4.06,55.6,102.5,39.5,3,700241,51.2,54.8,54.9,57.8,88.9,L14,3.39,4.58,R,Michael McGreevy,STL,L14 rates within drift thresholds.
4.23,4.72,1.3,0.78,4.88,19.5,FALSE,8.5,3.9,4.61,6,7.2,0.71,31.1,96.7,26.9,1,700249,30.5,33.6,39.7,53.1,75.5,season,3.04,,L,Cade Povich,BAL,Fewer than 2 L14 starts (1) -- using season data.
7.13,4.74,1.02,0.8,5.14,17.9,TRUE,13.1,6.3,4.42,4,7.82,5.4,66.5,106.6,42.6,2,700363,48.5,58.5,59.8,69.2,80,L14,4.15,8,R,AJ Smith-Shawver,ATL,HR/9 drift 0.98 (season 1.02 -> L14 2.00)
0,3.88,0,0.58,4.79,44.4,FALSE,0,1.8,3,1,,0,56.8,103.9,44.2,1,700669,35.1,59.6,56.3,67.9,38,season,,,R,Gordon Graceffo,STL,Fewer than 2 L14 starts (1) -- using season data.
2.88,3.55,0.59,0.6,4.25,23.1,FALSE,12,3.13,5.29,23,3.71,2.42,43.9,100.7,31.8,2,700712,48.5,46.8,51.3,58.4,89.5,L14,2.89,0.69,R,Walbert Ureña,LAA,L14 rates within drift thresholds.
9.45,4.2,1.35,0.66,4.22,20.6,FALSE,17.6,4.2,2.22,3,0,21,46,98,30.7,0,700842,45.8,41.6,46.4,52.4,56.3,season,0,,L,Eduardo Rivera,BOS,L14 file or pitcher row missing -- using season data.
4.25,4.08,1.35,0.78,3.75,22.7,TRUE,7.7,4.64,5.13,26,4.45,4.06,43.8,99.3,35.1,2,701542,43.9,41.5,45.9,52.4,87.5,L14,5.33,0.77,R,Will Warren,NYY,HR/9 drift 0.59 (season 1.34 -> L14 0.75)
2.48,3.27,1.3,0.57,3.03,30.1,TRUE,4.9,2.19,5.45,14,2.89,2.08,55.4,104.4,42.7,2,701656,45.4,51.8,54.8,64.9,81,L14,2.25,1.96,R,Logan Henderson,MIL,K% drift 6.2 pts (season 30.1 -> L14 23.9); HR/9 drift 0.61 (season 1.30 -> L14 0.69)
36,3.25,0,0.72,4.29,22.2,FALSE,0,7.2,1,1,36,,45.8,85.6,35.8,0,701719,55.3,46.1,47.6,43.8,22,season,36,,L,Tyler Samaniego,BOS,L14 file or pitcher row missing -- using season data.
0,3.74,0,0.7,3.45,11.1,FALSE,11.1,5.4,3,1,,0,40.7,91.8,38.9,1,702021,39.1,37.3,45.9,60.6,37,season,0,,L,Will Dion,WSN,Fewer than 2 L14 starts (1) -- using season data.
3.65,4.02,0.96,0.62,4.33,23.6,FALSE,11.9,3.4,5.2,18,3.14,4.2,50.7,100.3,40.9,0,702056,41,50.5,51.1,59,86.1,season,2.83,3.06,R,Trey Yesavage,TOR,L14 file or pitcher row missing -- using season data.
4.28,3.61,0.98,0.68,4.03,20.9,FALSE,7.4,4.71,5.67,26,3.62,4.95,47.6,95,38.5,3,702070,46,51.1,51.2,54.9,93,L14,5.34,6.35,L,Noah Cameron,KCR,L14 rates within drift thresholds.
6.75,3.1,0,0.68,4.25,10,FALSE,5,3.6,1.33,3,0,9,51.2,98.1,46.3,1,702193,54.8,47.2,51.9,55,27.7,season,0,,R,Andrew Morris,MIN,Fewer than 2 L14 starts (1) -- using season data.
6.41,4.51,1.34,0.78,4.81,20.2,FALSE,11.4,7.2,4.31,14,7.03,5.72,46.4,99.7,34.7,0,702273,47.7,48.1,52.6,61.2,77.1,season,11.05,4.82,L,Noah Schultz,CHW,L14 file or pitcher row missing -- using season data.
5.45,5.15,1.59,0.72,5.17,20,FALSE,14.4,6.75,4.96,8,6,4.82,58.6,104.4,41.7,0,702275,44.9,50.6,55.4,68.2,89.8,season,8.36,2.93,R,JR Ritchie,ATL,L14 file or pitcher row missing -- using season data.
5.4,7.3,1.8,0.91,5.56,9.1,FALSE,18.2,5.4,5,1,,5.4,83.5,120.7,53.6,0,702281,52.4,65.7,71.5,91.5,86,season,,5.4,L,Robby Snelling,MIA,L14 file or pitcher row missing -- using season data.
0,2.98,0,0.52,2.89,33.3,FALSE,0,5.4,1,1,0,,15.8,90,21.1,0,702303,34.6,24.7,30,32.8,6,season,0,,L,Riley Martin,CHC,L14 file or pitcher row missing -- using season data.
4.5,5.4,2.05,0.81,5.58,11.5,FALSE,7.3,4.68,4.4,5,4.32,5.06,43.4,98.6,33.9,0,702474,46.4,47.2,47.3,48.1,69.4,season,4.2,6.75,R,Mike Paredes,MIN,L14 file or pitcher row missing -- using season data.
6.75,4.15,3.38,0.7,4.28,13.3,FALSE,13.3,5.4,2.67,1,,6.75,27.6,102.7,9.8,0,702566,40.3,25.6,36.1,45,49,season,6.75,,R,Owen Murphy,ATL,L14 file or pitcher row missing -- using season data.
5.32,4.85,1.64,0.76,4.86,16.2,FALSE,8.1,4.32,4.4,5,6.59,3.24,48.8,105.8,33,1,703615,53.2,48.1,54.4,62.6,69.8,season,4.15,8.1,R,Jose Cabrera,ARI,Fewer than 2 L14 starts (1) -- using season data.
2.46,3.03,0.78,0.6,3.19,25.3,TRUE,6.8,2.13,5.96,27,2.25,2.67,49.3,99.5,37,2,800048,45.5,47.6,51.5,60.1,92.7,L14,2.5,0.82,L,Parker Messick,CLE,K% drift 5.7 pts (season 25.3 -> L14 19.6); HR/9 drift 0.78 (season 0.78 -> L14 0.00)
12,2.3,3,0.6,2.93,38.9,FALSE,5.6,7.2,3,1,12,,83.5,108.3,53.6,0,800311,49.3,61.8,67.2,86,74,season,,12,R,Didier Fuentes,ATL,L14 file or pitcher row missing -- using season data.
5.59,4.34,0.47,0.73,4.71,19.3,TRUE,17,5.85,4.83,4,8.64,3.27,49.4,104.5,35.2,2,800600,43,46.9,52.3,65.1,89.5,L14,5.28,6.75,L,Jackson Kent,WSN,BB% drift 2.2 pts (season 17.1 -> L14 14.9); HR/9 drift 0.47 (season 0.47 -> L14 0.00)
3.23,3.19,1.03,0.65,3.39,27.7,TRUE,7,3.37,5.7,23,2.59,3.88,50.1,96.2,45.1,2,801139,43.9,43.3,46.9,53,87.1,L14,3.44,8,L,Payton Tolle,BOS,HR/9 drift 0.72 (season 1.03 -> L14 1.75)
3.29,3.96,1.32,0.73,3.86,20.3,FALSE,13.6,4.2,4.56,3,3.29,,32,99.1,28.1,0,801403,34.5,36,42.2,54.7,74,season,1.42,,R,Chase Dollander,COL,L14 file or pitcher row missing -- using season data.
27,6.53,9,1.1,5.61,0,FALSE,30,5.4,1,1,27,,98.5,102.3,57.3,1,802408,62.9,87.9,72.8,62.7,36,season,,27,L,Brycen Mautz,STL,Fewer than 2 L14 starts (1) -- using season data.
2.93,3.8,1.03,0.67,4.23,18.4,TRUE,5.7,3.44,5.58,11,2.95,2.92,51.4,96.2,41.7,2,804267,46.1,49.8,50.3,53.7,84,L14,3.55,8.31,L,Zac Thornton,NYM,BB% drift 5.7 pts (season 5.7 -> L14 0.0)
4.58,4.5,1.53,0.75,4.04,19.9,TRUE,6.9,5.49,5.89,19,6.38,2.84,53.3,104.6,42.2,2,805673,45,51.8,55.2,66.2,93.6,L14,2.84,8.2,R,Zebby Matthews,MIN,BB% drift 5.1 pts (season 6.9 -> L14 1.8); HR/9 drift 1.53 (season 1.53 -> L14 0.00)
6.75,3.85,0,0.74,4.74,14.3,FALSE,14.3,1.8,1.33,1,6.75,,15.8,90,21.1,0,806188,38.6,33.8,35.2,34.4,23,season,6.75,,L,Cade Gibson,MIA,L14 file or pitcher row missing -- using season data.
12.27,9.79,4.91,1.2,5.93,11.9,FALSE,19,10.8,3.67,2,10.38,15,28.4,100.3,39.9,0,806960,50,28.4,42.7,53.8,74,season,12.27,,R,Luis Morales,ATH,L14 file or pitcher row missing -- using season data.
4.5,5.6,1.8,0.77,5.54,19.5,FALSE,12.2,2.7,5,2,4.15,4.76,51.9,100.3,53.3,2,807739,59.6,56.7,55.7,51.7,83,L14,4.15,4.76,L,Kade Anderson,SEA,L14 rates within drift thresholds.
8.87,6.06,2.01,1.1,6.82,14,FALSE,9.6,9,4.47,5,10.29,8.22,49.3,103.2,33,0,807743,37.3,42.3,43.4,49,82.4,season,8.22,18,L,Sean Sullivan,COL,L14 file or pitcher row missing -- using season data.
4.6,4.74,1.66,0.79,4.08,22.9,FALSE,9.4,4.46,5.19,23,4.86,4.31,42.7,99.6,32.4,1,808963,43.9,46.4,47.6,51.6,89.2,season,2.99,4.73,R,Roki Sasaki,LAD,Fewer than 2 L14 starts (1) -- using season data.
2.67,3.26,0.98,0.56,3.28,25.4,TRUE,6,2.45,6.6,25,1.94,3.28,44.7,98.4,35,3,808967,45.3,44.2,48.1,54.8,98.6,L14,3.28,1.64,R,Yoshinobu Yamamoto,LAD,K% drift 6.7 pts (season 25.4 -> L14 32.0); HR/9 drift 0.43 (season 0.98 -> L14 1.41)
3.44,4.31,1.47,0.72,4.27,23.8,FALSE,8.7,3.71,5.39,17,2.64,4.18,51.8,98.9,42.4,0,813349,44.6,47.4,50.1,57.2,89.9,season,5.18,2.93,L,Connelly Early,BOS,L14 file or pitcher row missing -- using season data.
6.23,7.79,2.77,0.86,6.39,15.5,TRUE,15.5,6,4.33,3,6.75,4.91,41.2,97.3,38.7,2,814490,33.9,41.5,45,56.7,86.7,L14,4.15,10.38,R,Ethan Pecko,HOU,HR/9 drift 1.19 (season 2.77 -> L14 3.96)
5.83,4.26,1.38,0.7,4.24,27.2,FALSE,15.1,5.64,3.91,15,4.88,6.68,45.4,102.4,33.9,0,837227,44.4,41.9,48.6,59.2,76.7,season,6.66,3.72,R,Tatsuya Imai,HOU,L14 file or pitcher row missing -- using season data.
