ERA,FIP,HR9,OPS,xFIP,K_pct,stale,BB_pct,F5_ERA,avg_IP,starts,away_ERA,home_ERA,OOR_faced,wRC_faced,PALS_faced,l14_starts,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,data_source,low_osi_ERA,high_osi_ERA,pitcher_hand,pitcher_name,pitcher_team,staleness_warning
3.74,4.65,1.34,0.7,4.56,18.2,TRUE,10,4.15,4.91,26,2.83,4.54,44.1,98.7,34.7,3,656550,42.5,43.2,46.7,53.6,78.2,L14,4.28,2.78,R,Grant Holmes,ATL,K% drift 5.6 pts (season 18.5 -> L14 13.0); BB% drift 2.4 pts (season 9.8 -> L14 7.4); HR/9 drift 1.30 (season 1.30 -> L14 0.00)
5.29,4.34,1.17,0.76,4.63,17.7,FALSE,8.3,5.73,5.26,22,5.05,5.48,50.5,99.3,37.1,0,656605,50,51.1,52.4,55.7,85.8,season,4.69,6.75,R,Mitch Keller,PIT,L14 file or pitcher row missing -- using season data.
0,2.39,0,0.43,3.14,21.4,FALSE,7.1,0,4,1,0,,15.8,90,21.1,0,656641,38.6,33.8,35.2,34.4,68,season,0,,L,Jacob Latz,TEX,L14 file or pitcher row missing -- using season data.
0,2.65,0,0.58,3.83,31,FALSE,10.3,1.8,2.08,4,0,0,60.6,100.7,43.8,1,656794,52,64.8,60.8,62.3,34.8,season,0,0,L,Sean Newcomb,CHW,Fewer than 2 L14 starts (1) -- using season data.
5.87,4.08,0.95,0.77,4.17,19.8,TRUE,10.5,6.63,5,19,4.73,6.93,55.8,100.1,42,3,656849,46.5,55.8,54.9,60,85.5,L14,4.38,7.23,L,David Peterson,CHC,K% drift 5.5 pts (season 19.5 -> L14 25.0); BB% drift 2.8 pts (season 9.7 -> L14 12.5); HR/9 drift 0.91 (season 0.99 -> L14 1.90)
2.95,2.77,0.8,0.56,3.12,26,TRUE,4.7,3.39,5.63,26,2.69,3.22,47.5,100.6,45.7,2,656876,50,47.2,51.8,58.3,87.7,L14,3.14,2.63,R,Drew Rasmussen,TBR,HR/9 drift 0.80 (season 0.80 -> L14 0.00)
13.5,4.74,0,0.86,5.76,0,FALSE,40,7.2,0.67,1,13.5,,34.1,98.3,23,1,656986,37,36.4,45.3,61.3,22,season,13.5,,L,Bennett Sousa,HOU,Fewer than 2 L14 starts (1) -- using season data.
4.21,3.23,0.66,0.65,3.84,19.2,TRUE,6.1,5.47,5.99,25,5.29,3.39,46.4,101.1,36.5,3,657277,46.6,50.5,50.6,53.6,91.9,L14,4.13,2.87,R,Logan Webb,SFG,K% drift 4.4 pts (season 19.2 -> L14 14.8); BB% drift 3.7 pts (season 6.1 -> L14 9.8); HR/9 drift 1.10 (season 0.66 -> L14 1.76)
20.25,3.31,6.75,0.66,4.3,10,FALSE,20,9,0.67,2,,20.25,32,90.8,37,0,657514,30.8,26,29.1,31.5,22,season,20.25,,L,Brennan Bernardino,COL,L14 file or pitcher row missing -- using season data.
0,4.92,0,0.85,4.39,14.3,FALSE,14.3,0,1.67,1,,0,45.8,85.6,35.8,0,657571,50.3,41.9,43.3,39.8,27,season,0,,L,Caleb Ferguson,CIN,L14 file or pitcher row missing -- using season data.
3.65,3.31,1.22,0.69,3.45,26.4,FALSE,5.2,4.7,5.46,23,3.88,3.44,47.2,99.7,42.4,0,657746,48.2,45.5,50,56.3,90.8,season,3.52,2.37,R,Joe Ryan,MIN,L14 file or pitcher row missing -- using season data.
1.79,2.4,0.42,0.52,3.12,27.9,FALSE,7.6,2.19,6.12,14,1.48,2.09,37,100.4,28.7,0,660271,44.8,38.2,45.7,55,95.4,season,0.8,,R,Shohei Ohtani,LAD,L14 file or pitcher row missing -- using season data.
6.35,4.37,2.38,0.87,4.51,22.8,FALSE,17.5,7.8,3.78,3,8.1,5.62,38.3,96.7,25.9,0,660604,32.4,38.8,41.3,50.5,83.3,season,9.82,,R,Alan Rangel,PHI,L14 file or pitcher row missing -- using season data.
7.2,3.7,0,0.82,4.15,36.4,FALSE,13.6,7.2,2.5,2,0,9.82,53.1,95.4,38.5,0,660761,41.3,48.5,51.1,61.1,41,season,9.82,,L,José Suarez,ATH,L14 file or pitcher row missing -- using season data.
6.05,7.32,2.79,0.8,6.36,10.6,FALSE,12.9,6.3,4.83,4,5.65,7.2,36.7,99.2,21.8,0,661563,45.7,37.1,42.1,45.3,84.2,season,5.87,,R,Luis Gil,NYY,L14 file or pitcher row missing -- using season data.
8.62,4.46,1.72,0.88,4.66,11.5,FALSE,7.7,9.45,3.92,4,12.46,3.86,26.8,97.9,17,1,663362,41.7,46.8,41.5,35.2,68.5,season,10.12,5.4,R,Matt Waldron,WSN,Fewer than 2 L14 starts (1) -- using season data.
6.08,5.36,1.75,0.86,4.99,16.1,FALSE,9.9,6.03,4.88,20,5.86,6.26,55.8,101.8,38.5,1,663372,42.6,44.9,46,49.8,80.7,season,5.19,6.94,R,Ryan Feltner,COL,Fewer than 2 L14 starts (1) -- using season data.
4.13,3.47,0.83,0.72,3.94,20.6,FALSE,7.2,4.25,5.23,25,4.9,3.2,44.2,98.8,38.6,1,663436,47.9,45.1,49.5,55.8,84.6,season,4.3,8.22,R,Davis Martin,CHW,Fewer than 2 L14 starts (1) -- using season data.
4.11,3.66,0.72,0.63,4.26,24.6,FALSE,12.6,4.4,5.59,9,5.23,3.34,56.3,95.7,45.2,0,663460,45.8,53.4,57.4,70.2,90.1,season,1.29,7.2,L,Kris Bubic,KCR,L14 file or pitcher row missing -- using season data.
3.38,2.98,3.38,0.65,4,20.7,FALSE,3.4,4.11,1.14,7,4.5,2.25,71.8,108.3,49.7,0,663542,45,65.2,65.8,81.5,14.4,season,0,6.75,L,Bryan Hudson,CHW,L14 file or pitcher row missing -- using season data.
3.64,3.57,1.03,0.67,4.17,21.6,TRUE,6,4.17,5.17,22,4.25,2.98,44.8,99,36.6,3,663554,49.8,44.5,48.3,51.5,80.6,L14,3.28,2.55,R,Casey Mize,SDP,K% drift 12.6 pts (season 21.6 -> L14 8.9); HR/9 drift 3.79 (season 1.03 -> L14 4.82)
3.19,3.32,0.72,0.59,4.08,22.1,FALSE,8.2,3.83,4.91,23,3.91,2.55,48.1,97.5,41.3,2,663556,43.7,48.6,51.1,59.2,76.4,L14,3.07,4.7,L,Shane McClanahan,TBR,L14 rates within drift thresholds.
15,4.44,6,0.64,4.13,33.3,FALSE,11.1,5.4,1,3,18,13.5,41.9,91.3,35.6,0,663558,43.2,50.1,45.3,41.3,24.7,season,9,,L,Jovani Morán,BOS,L14 file or pitcher row missing -- using season data.
18.69,9.1,6.23,1.29,5.66,7.1,FALSE,10.7,10.8,2.17,2,,18.69,60.7,109.1,58.2,0,663559,46.1,68.3,56.4,50.2,42,season,9,27,L,Bailey Falter,KCR,L14 file or pitcher row missing -- using season data.
3.66,3.66,0.88,0.64,4.58,23.1,TRUE,9.9,4.27,5.53,24,3,4.04,46.6,102.5,35.6,3,663567,44.5,44.6,49,57.1,94.6,L14,4.61,2.78,R,Peter Lambert,HOU,BB% drift 4.0 pts (season 9.9 -> L14 13.9)
4.5,4.43,1.33,0.76,4.23,15.2,FALSE,5.4,6.3,5.4,10,4.3,4.65,42.8,99.6,28.8,0,663568,46,42.5,47.5,54.4,83.7,season,3.61,,R,Stephen Kolek,KCR,L14 file or pitcher row missing -- using season data.
5.57,4.75,1.58,0.77,4.54,22.9,TRUE,10.5,5.7,4.76,18,4.76,6.75,52,103.1,41.1,3,663623,49.7,54.5,54.9,59.2,86.8,L14,5.65,7.66,R,Jake Irvin,WSN,BB% drift 2.9 pts (season 10.5 -> L14 13.4); HR/9 drift 0.33 (season 1.58 -> L14 1.91)
6.32,3.59,1.72,0.6,4.36,16.4,TRUE,10.4,5.76,3.13,5,7.94,5.4,67.8,99.9,44.7,2,663738,54,67.6,62.2,61.8,49.6,L14,2.25,13.5,L,Daniel Lynch IV,KCR,HR/9 drift 0.52 (season 0.73 -> L14 1.25)
4.41,4.18,1.1,0.83,4.28,22,TRUE,11,4.68,4.9,10,4.74,4.07,43.1,93.4,44.7,3,663776,37.9,35.9,42.3,52.8,84.8,L14,5.24,,L,Patrick Sandoval,BOS,BB% drift 2.4 pts (season 11.0 -> L14 13.4); HR/9 drift 0.79 (season 1.10 -> L14 1.89)
3,2.77,0,0.43,,16.7,FALSE,8.3,7.2,3,1,3,,47,110.2,24.8,1,663795,77.1,41.9,54.5,52.9,46,season,,,R,Justin Hagenman,NYM,Fewer than 2 L14 starts (1) -- using season data.
16.2,3.94,0,0.73,4.14,25,FALSE,25,4.5,0.83,2,16.2,,48.5,109.4,30.6,1,663855,59.2,43.4,53.2,60,16.5,season,,,R,Jordan Hicks,CHW,Fewer than 2 L14 starts (1) -- using season data.
4.83,4.79,1.65,0.81,4.48,18.5,TRUE,7.1,5.87,5.25,27,5.67,4.08,47.1,101.5,35.4,3,663903,41.4,44.5,47.9,56.3,90.7,L14,4.64,3.97,R,Brady Singer,CIN,BB% drift 3.2 pts (season 7.1 -> L14 4.0); HR/9 drift 0.47 (season 1.65 -> L14 1.18)
2.45,3.88,0,0.73,3.63,18.8,FALSE,6.2,0.6,1.22,3,4.5,0,39.7,108.9,22.4,0,663947,39.8,40.9,48.8,64.2,21,season,3.38,,L,Tyler Holton,DET,L14 file or pitcher row missing -- using season data.
4.15,4.4,1.47,0.7,4.66,18.4,TRUE,8.4,4.05,4.6,16,5.82,2.72,37,96.2,27.2,2,663969,43.2,39.4,44.3,50.7,71.8,L14,3.75,,R,Tyler Phillips,MIA,K% drift 10.6 pts (season 19.1 -> L14 29.7); BB% drift 3.5 pts (season 10.0 -> L14 13.5)
7.68,4.75,1.54,0.85,5.07,16.1,FALSE,6.7,7,4.56,9,3.66,11.39,53.2,100.8,44.5,0,663978,47.1,50.8,52.9,59.3,82.8,season,8.83,4.5,R,Chris Paddack,CIN,L14 file or pitcher row missing -- using season data.
2.45,5.11,1.23,0.85,5.16,22.6,FALSE,12.9,4.32,1.47,5,0,5.4,42.5,93.5,38.1,0,663992,41.4,40.9,50.6,68.5,24.8,season,0,,L,Richard Lovelady,WSN,L14 file or pitcher row missing -- using season data.
3.86,1.81,0,0.42,2.79,30,FALSE,10,3.6,2.33,1,,3.86,2.8,94.7,4.1,0,664074,38.9,40.3,30.7,13.8,47,season,3.86,,R,Cody Ponce,TOR,L14 file or pitcher row missing -- using season data.
27,4.26,9,0.74,4.14,14.3,FALSE,14.3,7.2,1,1,27,,76.2,104.6,86.8,0,664126,41,77.6,67.9,76.1,27,season,,27,R,Pete Fairbanks,MIA,L14 file or pitcher row missing -- using season data.
9,4.18,0,0.66,4.93,20,FALSE,0,3.6,1,1,,9,59.8,103.9,49.3,0,664141,48.2,50.1,56.2,68.8,16,season,,,R,JT Brubaker,SFG,L14 file or pitcher row missing -- using season data.
0,3.69,0,0.56,4.15,16.7,FALSE,16.7,0,1.67,1,,0,15.8,90.9,21.1,1,664199,35.7,25.5,30.9,33.8,20,season,0,,R,Taylor Clarke,ARI,Fewer than 2 L14 starts (1) -- using season data.
4.36,3.99,0.9,0.73,4.3,17.5,TRUE,8.6,4.73,5.58,27,4.38,4.33,50,98.4,38,2,664285,44.7,49.6,51,57.2,89.1,L14,2.95,12.15,L,Framber Valdez,DET,K% drift 7.7 pts (season 17.5 -> L14 9.8); BB% drift 2.7 pts (season 8.6 -> L14 5.9); HR/9 drift 0.60 (season 0.90 -> L14 1.50)
8.04,4.82,2.01,0.86,5.37,16.9,FALSE,10.8,9.9,3.92,8,9.95,6.75,26.4,97.8,21.2,1,664299,39.2,31.1,38.7,47,73,season,7.23,,R,Cristian Javier,HOU,Fewer than 2 L14 starts (1) -- using season data.
15,3.81,0,0.83,4.54,9.5,FALSE,19,12.6,3,1,,15,27.6,102.7,9.8,1,664353,45.6,29,40.9,51,93,season,15,,R,José Urquidy,CHW,Fewer than 2 L14 starts (1) -- using season data.
13.5,6.99,0,1.05,6.03,20,FALSE,40,1.8,0.67,1,13.5,,52,94.5,38.4,0,664849,39.8,49.1,47.9,52.2,25,season,13.5,,L,Danny Young,ATL,L14 file or pitcher row missing -- using season data.
5.8,5.12,2.02,0.81,4.23,23.6,TRUE,8.6,5.82,5.13,13,6.53,5.2,52,98.9,40.4,3,665152,46.8,50.6,51.9,57.1,87.2,L14,5.81,7.2,R,Dean Kremer,MIN,BB% drift 4.1 pts (season 8.6 -> L14 12.7); HR/9 drift 0.65 (season 2.02 -> L14 1.37)
0,3.63,0,0.74,4.08,20,FALSE,0,0,1.33,1,0,,46.2,97.8,33.8,0,665622,45.1,54.5,53.2,57.6,18,season,,,R,Luis Medina,ATH,L14 file or pitcher row missing -- using season data.
5.68,5.17,1.78,0.8,4.23,20.4,FALSE,9.7,6.24,5.07,15,4.31,6.65,34.4,97.6,25.2,0,665795,38.3,38.6,41.5,47.1,85.3,season,5.93,3,R,Edward Cabrera,CHC,L14 file or pitcher row missing -- using season data.
3.29,4.88,1.73,0.69,4.53,16.9,FALSE,6.3,3.42,5.2,10,4.45,1.66,39.7,97.1,26,0,665871,42.3,41.7,43.8,47.2,83.7,season,3.98,1.59,R,Javier Assad,CHC,L14 file or pitcher row missing -- using season data.
14.54,6.33,0,1.12,8.96,17.9,FALSE,28.6,8.1,2.17,2,33.75,6,49.1,91.7,44.7,0,666129,48.6,47.6,54.8,67.5,64.5,season,,,L,Braxton Garrett,MIA,L14 file or pitcher row missing -- using season data.
4.84,6.18,2.55,0.82,4.26,29.8,FALSE,15.2,5.18,4.42,8,7.97,0.6,47.5,92.8,42.4,0,666142,45.8,46.4,50.7,59.1,79.9,season,4.8,14.54,L,Cole Ragans,KCR,L14 file or pitcher row missing -- using season data.
5.08,5.16,1.69,0.87,4.89,18,TRUE,9.1,4.34,5,17,6,4.5,51.6,99.2,36.9,3,666157,43.4,46.2,49.3,57.2,89.2,L14,4.98,7,L,Nick Lodolo,CIN,HR/9 drift 1.06 (season 1.69 -> L14 2.75)
3.02,2.69,0.8,0.63,2.91,30,TRUE,7.3,3.09,6.06,28,1.76,4.52,46.8,99.9,36.1,3,666200,43.7,47,49,55.2,98.2,L14,3,3.6,L,Jesús Luzardo,PHI,HR/9 drift 0.67 (season 0.80 -> L14 1.47)
10.8,4.63,5.4,0.65,4.69,28.6,FALSE,0,9,1.67,1,10.8,,34.1,98.3,23,0,667463,37.1,34.2,40.2,49.3,30,season,10.8,,L,John King,MIA,L14 file or pitcher row missing -- using season data.
3.45,3.66,0.83,0.65,3.86,23.7,FALSE,10.6,3.07,5.6,27,3.32,3.61,47.6,102,37.9,2,667755,48.5,49.1,52.2,58.5,93,L14,1.9,6.04,R,José Soriano,TOR,L14 rates within drift thresholds.
0,3.95,0,0.79,4.04,0,FALSE,0,1.8,1,1,0,,47,110.2,24.8,0,668390,77.1,41.9,54.5,52.9,12,season,,,R,Cole Winn,TEX,L14 file or pitcher row missing -- using season data.
6.34,5.19,1.65,0.86,4.97,13.9,FALSE,7,6.54,5.16,19,6.84,5.79,44.5,102.4,32.5,0,668678,46.4,46.1,50.1,57.4,86.5,season,5.53,9.95,R,Zac Gallen,ARI,L14 file or pitcher row missing -- using season data.
6.83,3.57,1.3,0.74,3.41,27.3,FALSE,7.4,5.04,5.53,5,7.15,6.61,49.3,102.8,36.1,0,668881,38.5,53,48.9,51.7,91.2,season,7.15,0,R,Hunter Greene,CIN,L14 file or pitcher row missing -- using season data.
3.81,3.51,1.49,0.67,2.7,33,TRUE,7.6,3.99,5.82,28,4.79,3.01,48.9,101.3,41.8,3,668909,46.7,47.6,52,60.9,93.4,L14,3.5,4.3,R,Gavin Williams,CLE,K% drift 12.0 pts (season 33.0 -> L14 45.0); HR/9 drift 0.54 (season 1.49 -> L14 2.03)
15.43,5.06,1.93,0.84,4.51,12.5,FALSE,20.8,6.6,1.56,3,15.43,,54.6,98.2,35.5,0,668964,45.3,53.3,50.8,51.9,30.3,season,27,0,R,Tobias Myers,NYM,L14 file or pitcher row missing -- using season data.
1.74,3.13,0,0.72,4.65,15.4,FALSE,5.1,2.7,1.72,6,2.45,0,34.2,99.5,34.8,1,668984,47.3,31.9,42.6,51.6,24.3,season,2.7,,R,Casey Legumina,TBR,Fewer than 2 L14 starts (1) -- using season data.
2.7,4.06,2.7,0.68,4.39,18.2,FALSE,0,3.6,1.67,2,2.7,,50.5,90.7,35,0,669020,46,47.8,47.9,49.3,17,season,0,,L,Ryan Rolison,CHC,L14 file or pitcher row missing -- using season data.
4.31,3.59,1.05,0.71,3.8,25.5,TRUE,9,4.53,5.33,29,5.62,2.89,38.9,95.1,31.7,3,669022,39.5,37.9,43.1,51.6,91.3,L14,3.64,,L,MacKenzie Gore,TEX,BB% drift 4.4 pts (season 9.0 -> L14 13.4); HR/9 drift 1.05 (season 1.05 -> L14 0.00)
0,2.74,0,0.6,2.8,40,FALSE,0,3.6,1,1,,0,46.3,98.8,27.8,0,669062,25.4,27.1,39.4,63.6,17,season,0,,L,Erik Miller,BOS,L14 file or pitcher row missing -- using season data.
0,3.82,0,0.51,4.04,28.6,FALSE,28.6,7.2,2,1,0,,59.8,92,49.3,0,669084,54.9,67.6,59.3,53,32,season,,,L,DL Hall,MIL,L14 file or pitcher row missing -- using season data.
4.69,3.26,0.7,0.71,4.02,22.3,TRUE,8.2,4.64,4.95,26,5.55,4.16,49.8,101.7,37.3,2,669160,49.7,49.7,52,56.3,80.6,L14,4.44,1.59,R,Dustin May,MIL,K% drift 5.6 pts (season 22.3 -> L14 16.7); BB% drift 4.3 pts (season 8.2 -> L14 12.5); HR/9 drift 1.44 (season 0.70 -> L14 2.14)
10.8,3.66,0,0.68,3.62,11.1,FALSE,11.1,10.8,1.67,1,,10.8,50.6,86.8,19.7,0,669165,63.7,43,46,37.1,36,season,10.8,,R,Kyle Hurt,LAD,L14 file or pitcher row missing -- using season data.
4.97,5.21,1.94,0.78,5.11,17.5,FALSE,6.2,6.6,5.56,15,5.02,4.93,44.8,102,33.9,0,669194,46.1,47,50.2,56.8,86.1,season,5.29,3.63,R,Ryne Nelson,ARI,L14 file or pitcher row missing -- using season data.
2.2,4.49,0.55,0.64,4.33,28.1,TRUE,12.5,2.83,2.33,7,3,1.23,56.9,104.6,37.1,2,669199,49.9,53.9,56.6,64.6,40.1,L14,2.7,1.93,R,Lake Bachar,PIT,K% drift 7.4 pts (season 25.0 -> L14 17.6); BB% drift 7.9 pts (season 9.7 -> L14 17.6); HR/9 drift 0.65 (season 1.55 -> L14 2.20)
4.5,4.36,4.5,0.78,5.49,57.1,FALSE,0,4.5,1,2,,4.5,53.1,95.4,38.5,0,669211,45.3,48.8,55,69,15.5,season,,,L,Keegan Akin,BAL,L14 file or pitcher row missing -- using season data.
3.42,3.56,1.23,0.66,3.5,26,TRUE,6.3,3.07,5.94,27,2.7,3.99,44.3,101.3,37.5,2,669302,48.3,44.7,50,57.4,94.3,L14,3.41,4.41,R,Logan Gilbert,SEA,K% drift 5.6 pts (season 26.0 -> L14 20.4); HR/9 drift 0.57 (season 1.23 -> L14 1.80)
4.01,3.29,0.63,0.72,4.21,20.8,TRUE,8.2,4,5.81,27,4.18,3.82,47,101.9,38.4,2,669358,48.3,46.2,51,58.4,94.7,L14,3.36,5.04,R,Shane Baz,BAL,K% drift 5.6 pts (season 20.8 -> L14 15.2); BB% drift 4.8 pts (season 8.2 -> L14 13.0); HR/9 drift 0.63 (season 0.63 -> L14 0.00)
3.63,4.18,1.1,0.68,4.28,21.2,TRUE,10,3.68,5.47,24,3.82,3.43,46.5,100.8,33.1,2,669372,44.6,48,51,59,86.7,L14,3.43,2.1,R,J.T. Ginn,ATH,K% drift 6.0 pts (season 20.9 -> L14 14.9); HR/9 drift 1.34 (season 1.11 -> L14 2.45)
2.84,2.41,0.85,0.6,2.67,30.9,TRUE,4.2,2.57,6.03,21,2.09,3.53,52.9,97.5,44.5,2,669373,46,51.2,52.2,57.6,90.9,L14,2.09,3,L,Tarik Skubal,LAD,K% drift 5.8 pts (season 30.9 -> L14 36.7); BB% drift 2.2 pts (season 4.2 -> L14 2.0); HR/9 drift 0.85 (season 0.85 -> L14 0.00)
5.85,3.52,0.86,0.71,4.31,18,FALSE,8.2,5.7,4.36,12,4.94,7.17,51.5,100.3,34.8,0,669387,45.2,50.6,51.8,58,80.1,season,6.75,3.21,R,Carmen Mlodzinski,PIT,L14 file or pitcher row missing -- using season data.
4.3,3.48,1,0.71,3.7,21.9,TRUE,6.1,4.85,5.55,26,4.34,4.27,49.1,98.7,36.2,3,669432,50.1,51.6,51.9,53.6,89.8,L14,4.07,0.93,L,Trevor Rogers,BAL,K% drift 10.5 pts (season 21.9 -> L14 32.4); BB% drift 3.4 pts (season 6.1 -> L14 2.7); HR/9 drift 0.48 (season 1.00 -> L14 1.48)
6.28,5.26,3.14,0.88,4.29,22.7,FALSE,4.5,6,4.78,3,5.91,7.36,58.4,99.8,36.5,0,669438,48.6,61.7,54.5,50.5,84.7,season,5.91,7.36,R,Mason Englert,TBR,L14 file or pitcher row missing -- using season data.
4.37,5.15,1.62,0.76,4.51,18.2,FALSE,9.9,4.58,5.06,11,6.18,2.57,47.8,104,36.2,1,669456,47.6,46.4,52.1,62,84.5,season,7.03,6.75,R,Shane Bieber,TOR,Fewer than 2 L14 starts (1) -- using season data.
5.41,4.47,1.67,0.82,4.05,23.9,TRUE,8,5.93,4.99,27,4.93,5.87,52.1,99.6,37.8,2,669461,46.5,51.1,51.8,56.3,85.4,L14,4.58,4.2,L,Matthew Liberatore,STL,K% drift 9.4 pts (season 23.9 -> L14 33.3); HR/9 drift 2.24 (season 1.67 -> L14 3.91)
3.57,3.53,0.66,0.67,3.92,17.2,FALSE,7.3,3.3,5.67,24,2.93,4.02,52,98.7,35.6,0,669467,47.5,51.5,51,53,91.8,season,3.24,4.95,R,Andre Pallante,STL,L14 file or pitcher row missing -- using season data.
5.62,3.2,1.12,0.83,4.08,16.2,TRUE,2.7,4.95,2,4,5.62,,41.7,99.5,31.7,2,669620,42.4,39,45.6,55.3,32.5,L14,7.94,,L,Brady Basso,ATH,K% drift 6.8 pts (season 17.9 -> L14 11.1); BB% drift 3.0 pts (season 3.0 -> L14 0.0); HR/9 drift 2.01 (season 0.89 -> L14 2.90)
13.5,3.53,4.5,0.7,5.44,30,FALSE,10,5.4,1,2,40.5,0,45.8,85.6,35.8,0,669684,58,48.4,50,46,27,season,13.5,,L,Chris Murphy,CHW,L14 file or pitcher row missing -- using season data.
3.18,3.15,0.45,0.59,4.1,20.9,TRUE,8.9,3.09,5.67,7,3.57,2.86,39.6,100.9,40,3,669713,38.6,36.9,46,61.7,84.7,L14,5.16,1.8,R,Hayden Wesneski,HOU,BB% drift 2.3 pts (season 8.9 -> L14 11.1); HR/9 drift 0.45 (season 0.45 -> L14 0.00)
5.4,6.19,0,0.86,4.86,12.5,FALSE,0,4.5,0.83,2,0,9,31.7,95.5,53.6,0,669724,60.7,28.2,41.8,43.8,12,season,9,,R,Brenan Hanifee,DET,L14 file or pitcher row missing -- using season data.
5.79,6.39,2.31,0.86,5.57,20.4,FALSE,14.3,5.76,4.67,5,7.2,4.73,46.5,102.4,38.3,1,669854,40.1,43.1,50.2,65.5,83.8,season,6.75,,R,Ronel Blanco,HOU,Fewer than 2 L14 starts (1) -- using season data.
6.75,5.72,1.5,0.92,5.02,16,FALSE,6,8.1,6,2,6.75,,38.8,105.7,23.1,0,669920,41.4,35.7,44.5,56.7,90,season,13.5,,R,Jason Alexander,HOU,L14 file or pitcher row missing -- using season data.
4.19,3.75,1.12,0.77,3.9,20,FALSE,5.6,4.15,5.87,26,5.48,3.21,43.8,100.5,32.5,3,669923,45.1,44.9,48.8,56,91.1,L14,4.04,9.64,R,George Kirby,SEA,L14 rates within drift thresholds.
6.1,5.43,2.61,0.81,4.57,21.3,FALSE,8.5,4.5,5.17,2,3.86,7.94,40,85.3,22,0,669947,40.7,46.6,37.5,24.9,93,season,6.1,,R,Jesse Scholtens,TBR,L14 file or pitcher row missing -- using season data.
0,3.2,0,0.64,4.03,50,FALSE,12.5,3.6,2,1,0,,34.7,83.8,14.3,0,670990,32.7,38.5,33.6,28.8,39,season,0,,R,Yohan Ramírez,PIT,L14 file or pitcher row missing -- using season data.
4.49,4.81,1.27,0.74,4.76,17.7,TRUE,10.8,4.44,5.3,28,4.23,4.78,48.8,98.2,37,2,671096,42.1,47.8,48.4,53.8,91.8,L14,4.25,7.82,L,Andrew Abbott,CIN,HR/9 drift 1.73 (season 1.27 -> L14 3.00)
5.4,4.57,0,0.84,5.09,15.8,FALSE,15.8,5.4,3.33,1,,5.4,46.2,92.7,40.3,0,671106,22.7,36.7,41.9,61.5,81,season,5.4,,L,Logan Allen,CLE,L14 file or pitcher row missing -- using season data.
27,4.77,0,0.99,3.95,14.3,FALSE,28.6,14.4,0.67,1,,27,27.6,113.8,9.8,0,671111,25.5,19.1,29.7,44.9,23,season,27,,L,Sammy Peralta,COL,L14 file or pitcher row missing -- using season data.
5.17,3,0.57,0.59,3.58,24.2,FALSE,9.1,6.6,5.22,3,3.18,10.38,63.5,103.3,42.8,0,671212,48.1,61.7,58.3,61.8,87.7,season,3,10.38,R,Joe Boyle,TBR,L14 file or pitcher row missing -- using season data.
3.85,3.84,1.22,0.68,3.87,27.2,TRUE,10.1,3.27,5.72,27,4.35,3.3,47.1,99.9,37.7,2,671737,48.1,46.3,49.5,54.3,97.1,L14,3.13,5.62,R,Taj Bradley,MIN,K% drift 9.1 pts (season 27.2 -> L14 36.4); BB% drift 2.8 pts (season 10.1 -> L14 7.3)
0,4.01,0,0.8,4.58,14.3,FALSE,0,9,1.67,1,0,,56.8,101.8,44.2,0,671936,29.3,52.8,53.4,71.2,30,season,,,L,Adam Macko,TOR,L14 file or pitcher row missing -- using season data.
3.44,3.03,0.94,0.62,3.42,28,TRUE,6.8,3.41,5.79,28,3.8,3.21,44.6,98.9,36.5,3,672282,46.1,44.1,49.9,59.2,92.3,L14,4.05,0,L,Reid Detmers,LAA,K% drift 7.1 pts (season 28.0 -> L14 20.8); BB% drift 5.4 pts (season 6.8 -> L14 1.4); HR/9 drift 0.94 (season 0.94 -> L14 0.00)
0,4.47,0,0.75,3.58,37.5,FALSE,0,10.8,1,2,,0,31.9,92.4,37.5,0,672335,47.9,35.4,41.2,43,11.5,season,0,,L,Cionel Pérez,NYM,L14 file or pitcher row missing -- using season data.
3.32,3.76,1.01,0.6,4.27,15.3,FALSE,5.4,3.76,5.67,22,3.48,3.24,49,101.5,36.9,1,672456,44.9,47.8,51.5,60.5,80.9,season,3.79,2.76,R,Keider Montero,DET,Fewer than 2 L14 starts (1) -- using season data.
9.66,5.83,2.56,0.86,4.81,25.3,FALSE,16,7.88,3.96,8,6.63,14.21,47.4,99.2,30.7,0,673540,42.8,50.2,49.4,53.2,74.5,season,5.64,16.71,R,Kodai Senga,NYM,L14 file or pitcher row missing -- using season data.
0,6.64,0,0.8,5.27,0,FALSE,20,1.8,1.33,1,,0,47,110.2,24.8,0,673929,84.7,46,59.9,58.1,21,season,,,R,Jordan Leasure,CHW,L14 file or pitcher row missing -- using season data.
4.45,4.45,1.19,0.88,5.44,11.9,TRUE,5.2,4.8,5.06,6,4.32,4.61,36.7,96.4,23.1,3,674003,32.9,32.2,41.1,57.3,82,L14,4.38,,L,Cody Bradford,TEX,HR/9 drift 0.70 (season 1.19 -> L14 1.89)
3.86,5.06,3.86,0.77,3.49,55.6,FALSE,11.1,12.6,1.17,2,3.86,,46.6,98.3,38.8,0,674444,36.7,42.3,48.9,65.2,21,season,9,,R,Steven Cruz,KCR,L14 file or pitcher row missing -- using season data.
