xwoba,pitches,csw_rate,avg_pfx_x,avg_pfx_z,pitch_pct,team_abbr,zone_rate,chase_rate,pitch_name,pitch_type,whiff_rate,batting_avg,avg_spin_rate,avg_launch_speed,avg_release_speed,in_zone_swing_rate
0.48,43,11.63,-0.77,0.49,1.64,CLE,20.93,26.47,Split-Finger,FS,7.14,0.5,1572.3,79.48,86.68,55.56
0.2,20,20,-0.13,-0.19,0.76,CLE,50,20,Knuckle Curve,KC,0,0.5,2251.2,67.23,81.78,60
0,17,0,0,0,0.65,CLE,0,0,Unknown,UNK,0,0,0,0,0,0
0.04,16,0,-0.83,1.42,0.61,CLE,37.5,40,Other,FA,0,0,1811.12,86.23,64.12,100
0.92,7,0,-0.36,1.04,0.27,CLE,42.86,50,Eephus,EP,0,0.33,1543.57,93.04,61,100
0.27,4,50,1.27,-0.34,0.15,CLE,50,100,Slow Curve,CS,50,1,2458.5,93.4,68.65,100
0.32,941,24.02,-0.26,1.19,31.19,COL,51.22,30.72,4-Seam Fastball,FF,22.13,0.26,2315.43,81.27,94.27,73.86
0.25,374,21.39,0.03,0.5,12.4,COL,31.55,35.55,Changeup,CH,32.12,0.14,1812.09,76.45,82.79,86.44
0.36,350,22.57,0.1,0.74,11.6,COL,56.86,27.15,Sinker,SI,9.6,0.28,2197.2,84.2,93.13,68.34
0.25,309,27.51,0,-0.67,10.24,COL,41.75,33.89,Curveball,CU,25.36,0.28,2526.46,77.12,79.94,59.69
0.44,308,26.3,-0.09,0.55,10.21,COL,54.22,34.75,Cutter,FC,20,0.33,2287.7,82.8,88.96,75.45
0.34,307,24.43,0.13,0.06,10.18,COL,38.11,30,Slider,SL,28.28,0.24,2461.78,82.69,86.22,75.21
0.29,155,26.45,0.21,0.08,5.14,COL,40,35.48,Sweeper,ST,33.75,0.17,2549.77,83.95,81.67,75.81
0.2,148,20.27,-0.84,0.23,4.91,COL,32.43,38,Split-Finger,FS,25.33,0.11,1512.93,77.04,86.38,77.08
0.26,70,34.29,0.3,-0.74,2.32,COL,51.43,58.82,Knuckle Curve,KC,33.33,0.14,2230.89,71.34,87.09,61.11
0.46,30,6.67,0.13,1.13,0.99,COL,33.33,30,Eephus,EP,0,0.43,1060.07,88.78,43.65,100
0.25,24,25,-0.41,-0.19,0.8,COL,58.33,60,Knuckleball,KN,12.5,0.25,383.33,92.1,78.98,71.43
0,1,100,-0.68,-0.43,0.03,COL,100,0,Slow Curve,CS,100,0,2393,0,80.6,100
0.35,923,23.62,-0.19,1.35,36.42,DET,51.9,23.2,4-Seam Fastball,FF,11.61,0.17,2355.49,82.77,95.56,66.6
0.23,387,34.11,0.08,0.27,15.27,DET,43.41,37.44,Slider,SL,36.7,0.11,2471.76,81.28,87.91,63.1
0.26,348,26.44,-0.11,0.37,13.73,DET,45.69,35.98,Changeup,CH,31.28,0.14,1698.78,78.72,86.05,79.87
0.37,282,24.47,-0.42,0.75,11.13,DET,60.99,28.18,Sinker,SI,3.42,0.32,2243.12,82.79,94.13,66.86
0.25,214,23.36,0.24,0.49,8.45,DET,43.46,28.1,Cutter,FC,24.51,0.11,2405.54,80.1,90.13,73.12
0.16,171,35.09,-0.12,-0.7,6.75,DET,45.61,17.2,Curveball,CU,32.14,0.12,2492.95,81.25,80.87,51.28
0.19,87,29.89,0.53,0.33,3.43,DET,40.23,28.85,Sweeper,ST,31.43,0.19,2559.79,79.14,82.85,57.14
0.16,58,17.24,-0.86,0.45,2.29,DET,31.03,35,Split-Finger,FS,31.25,0.12,1681.41,85.17,91.04,100
0.19,53,30.19,0.47,-0.92,2.09,DET,35.85,47.06,Knuckle Curve,KC,27.59,0.11,2671.51,76.99,81.64,68.42
0,11,0,0,0,0.43,DET,0,0,Unknown,UNK,0,0,0,0,0,0
0.28,831,25.75,-0.31,1.37,29.73,HOU,52.95,35.55,4-Seam Fastball,FF,18.34,0.23,2335.22,81.69,94.79,70
0.31,533,27.95,-0.87,0.62,19.07,HOU,55.35,29.83,Sinker,SI,10.61,0.23,2187.82,86.2,94.97,58.98
0.17,347,33.43,0.49,0.1,12.42,HOU,46.69,36.76,Sweeper,ST,31.52,0.1,2644.08,77.79,82.63,59.88
0.43,340,28.53,0.06,0.67,12.16,HOU,47.65,28.09,Cutter,FC,19.73,0.28,2475.87,84.44,90.33,59.88
0.24,248,26.61,0.04,0.17,8.87,HOU,41.13,43.15,Slider,SL,31.51,0.09,2443.51,77.02,84.68,81.37
0.2,209,20.57,-0.31,0.24,7.48,HOU,31.1,29.86,Changeup,CH,32.32,0.33,1744.69,80.62,86.07,86.15
0.12,133,26.32,0.65,-1,4.76,HOU,27.82,46.88,Curveball,CU,34.78,0.06,2633.26,81.6,79.78,64.86
0.26,82,26.83,0.8,-1.23,2.93,HOU,43.9,21.74,Knuckle Curve,KC,13.33,0.14,2659.46,78.42,80.52,55.56
0,38,0,0,0,1.36,HOU,0,0,Unknown,UNK,0,0,0,0,0,0
0.33,29,20.69,-0.07,0.19,1.04,HOU,13.79,24,Split-Finger,FS,55.56,0.5,1029.97,89.82,83.86,75
0,5,40,-0.9,-0.07,0.18,HOU,80,0,Forkball,FO,33.33,0,1239.4,79.2,82.08,75
0.36,743,21.8,-0.12,1.29,29.65,KCR,55.18,21.92,4-Seam Fastball,FF,12.3,0.3,2265.1,84.06,94.08,71.46
0.28,347,25.65,-0.14,0.47,13.85,KCR,56.2,25,Sinker,SI,7.84,0.31,2144.91,83.19,92.96,58.97
0.3,321,32.4,0.01,0.21,12.81,KCR,42.99,31.69,Slider,SL,36.3,0.26,2345.04,82.92,83.76,63.77
0.28,301,30.56,0.6,-0.91,12.01,KCR,39.2,24.59,Curveball,CU,30.63,0.23,2560.22,78.4,78.35,55.93
0.31,230,30.43,0.09,0.6,9.18,KCR,52.61,37.61,Cutter,FC,26.05,0.28,2356.69,85.01,89.06,64.46
0.27,223,21.08,-0.26,0.29,8.9,KCR,29.6,36.94,Changeup,CH,27.1,0.28,1684.7,83.47,85,74.24
0.33,208,30.77,0.33,0.08,8.3,KCR,46.15,35.71,Sweeper,ST,26.53,0.26,2579.34,81.2,82.7,60.42
0.33,99,18.18,-0.84,0.26,3.95,KCR,31.31,30.88,Split-Finger,FS,29.17,0.23,1173.21,87.77,86.74,87.1
0.09,16,43.75,0.21,-0.68,0.64,KCR,50,62.5,Knuckle Curve,KC,45.45,0.22,2320.25,72.3,87.58,75
0,10,0,0,0,0.4,KCR,0,0,Unknown,UNK,0,0,0,0,0,0
0,8,50,0.59,-0.86,0.32,KCR,0,50,Slurve,SV,100,0,2713,0,87.1,0
0.35,1101,24.25,-0.26,1.35,36.44,LAA,49.05,25.31,4-Seam Fastball,FF,19.25,0.23,2277.08,80.83,94.82,72.78
0.43,453,28.92,-0.46,0.69,15,LAA,58.94,24.19,Sinker,SI,14.03,0.34,2120.75,82.72,95.11,65.92
0.18,394,31.47,0.37,0.39,13.04,LAA,28.17,41.7,Changeup,CH,43.3,0.2,1802.87,75.81,85.53,68.47
0.22,262,29.77,0.05,0.13,8.67,LAA,44.66,42.76,Slider,SL,32.26,0.18,2314.38,82.58,87.08,79.49
0.25,237,32.07,-0.03,-0.99,7.85,LAA,33.33,29.11,Curveball,CU,40.23,0.07,2486.61,80.87,79.51,51.9
0.32,208,32.21,0.85,0.12,6.89,LAA,35.58,41.79,Sweeper,ST,40.95,0.36,2612,74.16,83.08,66.22
0.2,150,25.33,-0.73,0.08,4.97,LAA,32,46.08,Split-Finger,FS,28.57,0.17,1298.23,84.84,88.92,62.5
0.23,144,23.61,0.09,0.54,4.77,LAA,52.78,30.88,Cutter,FC,14.47,0.16,2305.28,77.81,88.26,72.37
0.4,38,31.58,0.83,-1.14,1.26,LAA,63.16,14.29,Knuckle Curve,KC,22.22,0.29,2756.58,83.75,84.28,66.67
0,20,0,0,0,0.66,LAA,0,0,Unknown,UNK,0,0,0,0,0,0
0.6,10,10,-0.11,1.34,0.33,LAA,50,40,Eephus,EP,0,0.5,946.4,96.17,39.55,100
0,3,33.33,1.27,-1.2,0.1,LAA,66.67,0,Slurve,SV,0,0,2649.33,0,79.23,50
0,1,0,0.31,1.43,0.03,LAA,0,0,Other,FA,0,0,1313,0,54.6,0
0.28,819,25.76,-0.36,1.22,33.5,LAD,52.87,27.98,4-Seam Fastball,FF,15.62,0.17,2304.09,83.18,95.71,66.74
0.29,375,28.53,-0.18,0.06,15.34,LAD,40.53,26.46,Slider,SL,34.39,0.22,2500.64,79.63,85.51,64.47
0.36,322,26.09,0.31,0.58,13.17,LAD,61.49,29.84,Sinker,SI,8.12,0.33,2222.57,87,94.58,62.12
0.38,288,28.82,-0.55,0.26,11.78,LAD,39.58,41.38,Changeup,CH,36.42,0.26,1723.77,82.97,88.1,78.95
0.31,211,27.01,0.14,-0.91,8.63,LAD,32.23,22.38,Curveball,CU,37.14,0.23,2654.61,78.49,81.33,55.88
0.24,147,19.73,-0.99,0.16,6.01,LAD,30.61,34.31,Split-Finger,FS,30.14,0.18,1388.42,78.84,85.42,84.44
0.39,144,26.39,0.11,0.66,5.89,LAD,50.69,21.13,Cutter,FC,22.06,0.33,2375.4,83.85,90.42,72.6
0.11,96,36.46,0.67,-0.05,3.93,LAD,33.33,20.31,Sweeper,ST,57.14,0.07,2585.54,85.25,83.09,46.88
0,26,30.77,0.96,-0.75,1.06,LAD,38.46,0,Knuckle Curve,KC,33.33,0,2928.38,78.05,80.09,60
0,17,0,0,0,0.7,LAD,0,0,Unknown,UNK,0,0,0,0,0,0
0.35,761,26.15,-0.07,1.24,28.25,MIA,52.69,28.61,4-Seam Fastball,FF,17.74,0.27,2301.17,82.26,94.07,67.08
0.33,419,23.87,-0.12,0.59,15.55,MIA,53.94,19.17,Sinker,SI,8.79,0.26,2169.5,81.62,92.8,64.16
0.27,407,24.32,0.25,0.4,15.11,MIA,31.7,36.33,Changeup,CH,35.12,0.26,1691.68,75,84.33,80.62
0.27,271,28.78,-0.04,-0.01,10.06,MIA,44.28,28.48,Slider,SL,32.56,0.21,2433.24,80.72,85.91,71.67
0.33,257,34.63,0.44,0.01,9.54,MIA,40.86,29.61,Sweeper,ST,39.09,0.16,2525.12,79.65,80.91,61.9
0.18,236,31.36,-0.13,-0.83,8.76,MIA,45.34,39.53,Curveball,CU,21.9,0.08,2492.92,74.15,80,50.47
0.33,234,26.92,0.07,0.61,8.69,MIA,45.3,29.69,Cutter,FC,22.73,0.26,2331.82,79.51,89.22,67.92
0.28,44,36.36,0.43,-0.96,1.63,MIA,36.36,35.71,Knuckle Curve,KC,37.5,0,2325.09,81.9,87.49,37.5
0.16,33,36.36,-0.7,0.25,1.22,MIA,21.21,61.54,Split-Finger,FS,52.17,0.2,1413.21,76.15,88.95,100
0.21,18,22.22,-0.24,-0.16,0.67,MIA,55.56,0,Knuckleball,KN,25,0.33,349.33,79.07,78.71,80
0,14,0,0,0,0.52,MIA,0,0,Unknown,UNK,0,0,0,0,0,0
0.34,891,27.61,-0.15,1.22,29.33,MIL,52.86,28.33,4-Seam Fastball,FF,20,0.38,2227.59,83.55,93.79,67.09
0.37,560,28.57,-0.1,0.63,18.43,MIL,55.71,28.23,Sinker,SI,13.04,0.27,2162.75,81.59,92.77,58.65
0.34,351,32.19,0.04,0.51,11.55,MIL,51,26.74,Cutter,FC,22.92,0.36,2349.43,81.35,88.22,54.75
0.32,327,27.83,0.48,0.01,10.76,MIL,50.46,27.78,Sweeper,ST,15.28,0.21,2515.2,77.17,81.47,60
0.24,316,29.11,-0.06,-0.02,10.4,MIL,40.82,31.55,Slider,SL,22.73,0.24,2392.17,80.67,83.47,56.59
0.21,279,19,0.51,0.38,9.18,MIL,34.77,35.71,Changeup,CH,23.36,0.14,1596.63,82.25,83.44,74.23
0.32,154,25.32,-0.98,0.16,5.07,MIL,53.25,37.5,Split-Finger,FS,23.08,0.22,1413.12,83.98,86.49,78.05
0.35,121,38.02,0.05,-0.81,3.98,MIL,45.45,28.79,Curveball,CU,34.15,0.47,2546.88,80.95,77.3,40
0.61,27,29.63,0.75,-0.98,0.89,MIL,48.15,28.57,Knuckle Curve,KC,10,0.75,2338.37,86.55,82.17,46.15
0,12,0,0,0,0.39,MIL,0,0,Unknown,UNK,0,0,0,0,0,0
0.34,742,19.41,-0.23,1.3,28.88,MIN,50.13,29.46,4-Seam Fastball,FF,11.46,0.32,2322.31,84.25,95.04,73.92
0.35,466,25.11,-0.51,0.61,18.14,MIN,57.94,28.57,Sinker,SI,10.33,0.26,2119.2,86.95,94.1,68.89
0.3,367,14.99,-0.59,0.35,14.29,MIN,29.97,33.85,Changeup,CH,24.04,0.21,1691.78,78.48,86.04,87.27
0.36,360,26.39,0.19,0.17,14.01,MIN,41.67,27.62,Slider,SL,24.52,0.32,2453.24,84.6,87.41,64.67
0.35,178,21.91,0.19,0.68,6.93,MIN,48.88,30.77,Cutter,FC,13.19,0.22,2345.8,80.87,91.69,72.41
0.23,166,35.54,0.31,0.1,6.46,MIN,42.17,36.46,Sweeper,ST,32.89,0.18,2553.31,78.74,81.41,58.57
0.25,121,34.71,0.28,-0.94,4.71,MIN,38.02,38.67,Curveball,CU,36.36,0.07,2688.12,82.82,80.51,56.52
0.32,76,11.84,-0.13,0.47,2.96,MIN,25,24.56,Split-Finger,FS,22.58,0.2,1247.66,77.7,85.35,89.47
0.48,58,27.59,1.08,1.36,2.26,MIN,6.9,25.93,Other,FA,28.57,0.25,1117.28,86.44,43.39,0
0.44,15,0,-1.09,-0.24,0.58,MIN,46.67,50,Slurve,SV,0,0,2811.33,72.26,83.17,100
0.11,12,25,0.72,-0.88,0.47,MIN,33.33,50,Knuckle Curve,KC,37.5,0,2454.33,79.22,79.48,100
0,8,50,0,0,0.31,MIN,0,75,Unknown,UNK,33.33,1,0,0,0,0
0.27,816,24.88,-0.22,1.32,31.89,NYM,46.81,34.56,4-Seam Fastball,FF,23.29,0.24,2348.13,81.74,95.09,75.39
0.3,457,27.13,-0.14,0.73,17.86,NYM,57.99,29.69,Sinker,SI,13.57,0.2,2169.09,84,94.4,61.89
0.24,300,23.33,-0.56,0.29,11.72,NYM,30,42.86,Changeup,CH,32.1,0.24,1888.39,78.15,86.22,80
0.31,289,33.56,-0.03,0.29,11.29,NYM,42.21,33.53,Slider,SL,38.69,0.21,2415.44,82.62,86.76,66.39
0.21,283,35.69,0.42,0.24,11.06,NYM,51.59,32.85,Sweeper,ST,31.39,0.25,2474.4,81.9,82.41,63.01
0.33,200,22,0.11,0.72,7.82,NYM,51,28.57,Cutter,FC,16.83,0.23,2408.12,78.19,90.93,71.57
0.25,103,28.16,0.09,-0.79,4.03,NYM,37.86,25,Curveball,CU,25.58,0.12,2529.49,91.12,82.62,69.23
0.19,53,30.19,0.61,-1.07,2.07,NYM,41.51,41.94,Knuckle Curve,KC,34.48,0.29,2649.38,79.04,82.34,72.73
0.37,49,36.73,-0.99,-0.33,1.91,NYM,36.73,41.94,Slurve,SV,45,0.22,2425.98,81.42,82.54,38.89
0,6,0,0,0,0.23,NYM,0,0,Unknown,UNK,0,0,0,0,0,0
0,2,0,-0.65,1.4,0.08,NYM,0,0,Pitch Out,PO,0,0,2206,0,93.2,0
0,1,0,-1.17,0.23,0.04,NYM,0,0,Split-Finger,FS,0,0,1314,0,91.9,0
0.42,762,24.8,-0.23,1.26,24.18,NYY,53.94,25.93,4-Seam Fastball,FF,16.08,0.32,2220.72,85.36,94.42,67.15
0.36,680,26.76,-0.26,0.64,21.58,NYY,56.18,32.55,Sinker,SI,15.62,0.31,2103.34,83.76,94.4,66.75
0.25,537,24.21,-0.69,0.47,17.04,NYY,37.8,37.72,Changeup,CH,32.76,0.22,1745.57,81.03,86.5,80.79
0.37,388,29.64,-0.15,0.43,12.31,NYY,40.72,27.39,Slider,SL,34.1,0.35,2244.19,81.66,80.47,69.62
0.16,270,33.7,0.1,0.03,8.57,NYY,41.85,29.94,Sweeper,ST,36.7,0.1,2552.85,76.54,82.46,54.87
0.6,185,21.08,0.05,0.63,5.87,NYY,44.86,19.61,Cutter,FC,20.93,0.46,2323.62,78.93,88.49,79.52
0.36,148,28.38,0.28,-0.73,4.7,NYY,47.97,36.36,Curveball,CU,22.86,0.39,2491.86,81.13,79.36,59.15
0.28,78,26.92,0.71,-0.67,2.48,NYY,44.87,25.58,Knuckle Curve,KC,21.21,0,2318.63,86.97,84.99,62.86
0.1,71,16.9,-1.09,0.15,2.25,NYY,22.54,41.82,Split-Finger,FS,30.56,0,1430.46,79.37,90.43,81.25
0.3,28,28.57,1.11,-1.15,0.89,NYY,64.29,0,Slurve,SV,0,0.33,2552.5,88.93,80.69,55.56
0,4,0,0,0,0.13,NYY,0,0,Unknown,UNK,0,0,0,0,0,0
