hand,xwoba,pitches,csw_rate,avg_pfx_x,avg_pfx_z,full_name,pitch_pct,player_id,team_abbr,zone_rate,chase_rate,pitch_name,pitch_type,whiff_rate,avg_spin_rate,avg_launch_speed,avg_release_speed,in_zone_swing_rate
L,0.55,40,25,-0.01,0.98,"Abner, Philip",43.48,691769,ARI,50,40,4-Seam Fastball,FF,10,2324.1,84.39,90.5,60
L,0.3,32,0,-1.04,0.09,"Abner, Philip",34.78,691769,ARI,18.75,46.15,Slider,SL,0,2354.38,82.91,79.96,100
L,0,10,20,0.38,0.51,"Abner, Philip",10.87,691769,ARI,0,40,Changeup,CH,50,1521.6,83.9,82.86,0
L,0.7,10,80,-0.11,-0.61,"Abner, Philip",10.87,691769,ARI,100,0,Curveball,CU,0,2298.6,84.5,81.34,20
R,0.48,136,10.29,0.4,1.26,"Bratt, Mitch",38.64,683352,ARI,48.53,22.86,4-Seam Fastball,FF,8.33,2325.1,81.17,91.49,84.85
R,0.15,98,36.73,-1.13,-0.2,"Bratt, Mitch",27.84,683352,ARI,51.02,33.33,Slurve,SV,23.81,2359.27,80.85,79.94,52
R,0.21,44,18.18,1.16,0.67,"Bratt, Mitch",12.5,683352,ARI,18.18,38.89,Changeup,CH,20,1684.59,86.53,85.07,75
R,0.41,42,9.52,-0.34,0.65,"Bratt, Mitch",11.93,683352,ARI,42.86,33.33,Slider,SL,7.69,2383.24,83.3,86.16,100
R,0.42,22,18.18,1.11,0.95,"Bratt, Mitch",6.25,683352,ARI,81.82,50,Sinker,SI,0,2208.09,89.4,91.1,77.78
R,0,10,20,-0.71,-0.65,"Bratt, Mitch",2.84,683352,ARI,40,33.33,Curveball,CU,0,2288,83.1,77.4,50
R,0.3,16,0,-1.34,0.03,"Burgos, Juan",44.44,686228,ARI,25,33.33,Sinker,SI,0,2368.25,65.57,96.84,100
R,0.43,14,28.57,0.32,0.49,"Burgos, Juan",38.89,686228,ARI,100,0,Cutter,FC,0,2595.86,73.88,91.84,57.14
R,0,6,0,0.83,0.24,"Burgos, Juan",16.67,686228,ARI,66.67,100,Sweeper,ST,0,2722.33,78.65,86.33,100
R,0.29,64,21.88,0.09,0.55,"Carrillo, Gerardo",32.65,672629,ARI,46.88,11.76,Cutter,FC,9.09,2427.38,74.27,92.7,60
R,0.1,50,32,-1.34,0.49,"Carrillo, Gerardo",25.51,672629,ARI,52,41.67,Sinker,SI,9.09,2221.36,76.26,97.2,46.15
R,0.17,40,30,-0.51,0.27,"Carrillo, Gerardo",20.41,672629,ARI,30,42.86,Split-Finger,FS,50,848.4,71.75,84.65,100
R,0.38,18,11.11,-0.7,1.09,"Carrillo, Gerardo",9.18,672629,ARI,22.22,28.57,4-Seam Fastball,FF,25,2261.67,88.4,97.11,100
R,0.38,10,20,0.62,0.01,"Carrillo, Gerardo",5.1,672629,ARI,80,100,Sweeper,ST,0,2731.4,69.45,87.32,75
R,0,8,0,0,0,"Carrillo, Gerardo",4.08,672629,ARI,0,0,Unknown,UNK,0,0,0,0,0
R,0,6,33.33,0.69,-0.39,"Carrillo, Gerardo",3.06,672629,ARI,66.67,0,Curveball,CU,50,2788.67,100.4,82.97,100
R,0.13,59,16.95,-1.24,0.22,"Clarke, Taylor",44.36,664199,ARI,55.93,46.15,Changeup,CH,10.26,1815.58,76.73,90.25,81.82
R,0.46,28,0,-0.44,1.08,"Clarke, Taylor",21.05,664199,ARI,42.86,25,Cutter,FC,0,2380.75,80.5,94.94,100
R,0.27,23,21.74,-1.14,0.91,"Clarke, Taylor",17.29,664199,ARI,39.13,42.86,Sinker,SI,15.38,2265.43,78.98,95.17,77.78
R,0.18,23,30.43,0.43,0.37,"Clarke, Taylor",17.29,664199,ARI,47.83,0,Slider,SL,33.33,2263.91,93.02,88.47,54.55
R,0.44,130,24.62,0.93,1.37,"Drake, Kohl",43.62,684442,ARI,60,15.38,4-Seam Fastball,FF,15.15,2245.23,84.24,91.47,74.36
R,0.65,62,16.13,-0.48,-0.96,"Drake, Kohl",20.81,684442,ARI,32.26,14.29,Curveball,CU,27.27,2511.74,87.86,78.47,80
R,0.26,50,28,1.27,0.69,"Drake, Kohl",16.78,684442,ARI,28,44.44,Changeup,CH,41.67,1865.92,63.67,81.56,57.14
R,0.38,38,31.58,0,0.71,"Drake, Kohl",12.75,684442,ARI,36.84,33.33,Cutter,FC,50,2260.32,92.98,85.87,85.71
R,0.21,18,22.22,-0.02,0.49,"Drake, Kohl",6.04,684442,ARI,55.56,25,Slider,SL,20,2213.11,76.62,82.54,80
R,0.25,53,43.4,1.27,0.21,"Garcia, Brandyn",37.59,805299,ARI,67.92,58.82,Sinker,SI,14.81,2308.72,82.5,97.2,47.22
R,0.17,45,24.44,0.06,0.62,"Garcia, Brandyn",31.91,805299,ARI,60,11.11,Cutter,FC,10.53,2293.11,82.41,94.41,62.96
R,0.06,43,39.53,-0.93,0.37,"Garcia, Brandyn",30.5,805299,ARI,23.26,39.39,Sweeper,ST,66.67,2552.72,77.57,88.13,50
R,0.36,87,12.64,-0.73,1.25,"Ginkel, Kevin",55.77,656464,ARI,39.08,49.06,4-Seam Fastball,FF,7.84,2459.07,79.1,96.27,73.53
R,0.54,51,27.45,0.39,-0.29,"Ginkel, Kevin",32.69,656464,ARI,49.02,30.77,Slider,SL,20.83,2400.67,94.38,85.64,64
R,0.15,18,11.11,-1.21,0.92,"Ginkel, Kevin",11.54,656464,ARI,33.33,50,Sinker,SI,0,2261.89,79.84,95.21,66.67
R,0.26,38,47.37,0.25,0.18,"Jameson, Drey",45.24,686753,ARI,52.63,0,Slider,SL,50,2555.84,89.45,86.75,40
R,0.43,26,30.77,-1.17,0.94,"Jameson, Drey",30.95,686753,ARI,46.15,14.29,Sinker,SI,0,2297,89.93,96.31,33.33
R,0.38,14,14.29,-1.34,0.56,"Jameson, Drey",16.67,686753,ARI,42.86,0,Changeup,CH,0,2160.14,82.95,89.5,66.67
R,0,6,0,-0.66,1.21,"Jameson, Drey",7.14,686753,ARI,33.33,0,4-Seam Fastball,FF,0,2291.33,88.4,97.37,100
R,0.21,150,26,-1.21,0,"Kelly, Merrill",33.56,518876,ARI,27.33,51.38,Changeup,CH,37.08,2185.67,76.75,88.15,80.49
R,0.31,100,22,-0.8,1.17,"Kelly, Merrill",22.37,518876,ARI,54,17.39,4-Seam Fastball,FF,6.67,2387.65,84.88,91.86,68.52
R,0.44,72,19.44,-0.26,0.95,"Kelly, Merrill",16.11,518876,ARI,62.5,55.56,Cutter,FC,4,2358.25,86.96,90.55,77.78
R,0.4,48,16.67,-1.31,0.5,"Kelly, Merrill",10.74,518876,ARI,47.92,20,Sinker,SI,9.09,2219.04,84.16,91.88,73.91
R,0.41,43,20.93,0.59,-0.67,"Kelly, Merrill",9.62,518876,ARI,37.21,18.52,Curveball,CU,7.69,2574.23,81.85,82.49,50
R,0.48,34,8.82,0.18,0.39,"Kelly, Merrill",7.61,518876,ARI,41.18,10,Slider,SL,13.33,2302.56,85.81,85.94,92.86
R,0.39,56,33.93,-1.41,0.58,"Loáisiga, Jonathan",47.06,642528,ARI,64.29,50,Sinker,SI,10,2284.62,77.04,98.1,55.56
R,0.49,32,37.5,-1.4,0.4,"Loáisiga, Jonathan",26.89,642528,ARI,40.62,52.63,Changeup,CH,42.11,1799.97,87.95,91.94,69.23
R,0.36,18,11.11,-0.16,0.81,"Loáisiga, Jonathan",15.13,642528,ARI,66.67,33.33,Cutter,FC,0,2471.44,89.9,96.3,83.33
R,0,9,44.44,0.4,0.11,"Loáisiga, Jonathan",7.56,642528,ARI,22.22,42.86,Curveball,CU,66.67,2598.22,62,90.61,0
R,0,4,0,-0.9,1,"Loáisiga, Jonathan",3.36,642528,ARI,0,0,4-Seam Fastball,FF,0,2313,0,97.7,0
R,0.07,56,25,-1.24,0.54,"Morillo, Juan",32.94,666661,ARI,32.14,39.47,Changeup,CH,32.26,2311.98,76.03,92.7,88.89
R,0.11,52,32.69,-0.35,1.39,"Morillo, Juan",30.59,666661,ARI,40.38,35.48,4-Seam Fastball,FF,45.16,2314.87,82.49,99.06,95.24
R,0.25,47,34.04,-1.15,1.04,"Morillo, Juan",27.65,666661,ARI,55.32,47.62,Sinker,SI,16.67,2216.74,72.18,98.94,53.85
R,0.34,15,13.33,0.68,-0.35,"Morillo, Juan",8.82,666661,ARI,13.33,61.54,Slider,SL,20,2720.2,96.42,87,100
R,0.31,90,23.33,-1.33,0.52,"Pfaadt, Brandon",23.94,694297,ARI,71.11,30.77,Sinker,SI,1.96,2364.62,83.87,92.64,67.19
R,0.33,77,11.69,-1.35,0.31,"Pfaadt, Brandon",20.48,694297,ARI,32.47,32.69,Changeup,CH,17.5,2105.21,75.22,87.05,92
R,0.29,75,33.33,-0.58,1.2,"Pfaadt, Brandon",19.95,694297,ARI,58.67,29.03,4-Seam Fastball,FF,6.45,2491.79,82.65,92.92,50
R,0.17,51,17.65,0.81,0.43,"Pfaadt, Brandon",13.56,694297,ARI,41.18,33.33,Sweeper,ST,18.52,2791.65,82.07,84.4,80.95
R,0.18,50,18,-0.01,0.7,"Pfaadt, Brandon",13.3,694297,ARI,50,36,Cutter,FC,16.67,2658.02,79.54,89.73,84
R,0.17,33,33.33,0.68,-0.96,"Pfaadt, Brandon",8.78,694297,ARI,54.55,20,Curveball,CU,0,2485.52,77.26,82.55,38.89
R,0.25,192,20.83,0.59,1.27,"Rodriguez, Eduardo",35.42,593958,ARI,52.08,28.26,4-Seam Fastball,FF,18.18,2285.25,78.04,91.82,84
R,0.24,134,22.39,1.27,0.54,"Rodriguez, Eduardo",24.72,593958,ARI,29.85,40.43,Changeup,CH,34.21,1836.52,78.57,85.55,95
R,0.35,82,29.27,-0.12,0.69,"Rodriguez, Eduardo",15.13,593958,ARI,41.46,20.83,Cutter,FC,22.22,2251.12,83.62,88.41,76.47
R,0.32,66,33.33,-0.35,-0.49,"Rodriguez, Eduardo",12.18,593958,ARI,45.45,27.78,Curveball,CU,23.08,2261.21,85.06,79.66,53.33
R,0.31,66,15.15,1.04,1.12,"Rodriguez, Eduardo",12.18,593958,ARI,39.39,50,Sinker,SI,5.26,2228.64,74.45,91.15,69.23
R,0,2,0,0.75,1.38,"Rodriguez, Eduardo",0.37,593958,ARI,0,0,Pitch Out,PO,0,2151,0,87.5,0
R,0.59,70,28.57,-0.81,0.98,"Sewald, Paul",58.33,623149,ARI,60,42.86,4-Seam Fastball,FF,22.73,2604.56,86.18,91.38,76.19
R,0.44,50,50,1.04,0.45,"Sewald, Paul",41.67,623149,ARI,60,45,Sweeper,ST,44,2520.26,82.38,82.61,53.33
R,0.47,102,20.59,-0.92,-0.75,"Thompson, Ryan",55.43,657044,ARI,35.29,31.82,Sinker,SI,6.67,1955.63,89.68,89.11,66.67
R,0.46,64,29.69,1.11,0.66,"Thompson, Ryan",34.78,657044,ARI,53.12,46.67,Slider,SL,12.12,2252.58,80.68,78,55.88
R,0,10,0,0,0,"Thompson, Ryan",5.43,657044,ARI,0,0,Unknown,UNK,0,0,0,0,0
R,0,8,25,-0.92,0.39,"Thompson, Ryan",4.35,657044,ARI,50,0,4-Seam Fastball,FF,100,2078,0,90.78,50
R,0.39,22,18.18,-0.52,0.78,"Vargas, Ildemaro",55,545121,ARI,27.27,25,Other,FA,0,1500.45,72.83,68.59,33.33
R,0.43,12,16.67,-0.16,1.38,"Vargas, Ildemaro",30,545121,ARI,33.33,25,Eephus,EP,0,819.33,95.77,40.75,100
R,0.73,6,0,0.75,0.13,"Vargas, Ildemaro",15,545121,ARI,0,0,Slow Curve,CS,0,1665.67,0,58.27,0
R,0.57,126,23.81,-1.08,1.21,"Alvarado, Elvis",74.12,665660,ATH,49.21,18.75,4-Seam Fastball,FF,15.38,2453.02,83.69,98.86,64.52
R,0.37,26,23.08,-0.1,0.3,"Alvarado, Elvis",15.29,665660,ATH,30.77,44.44,Slider,SL,37.5,2041.31,75.12,88.05,100
R,0,10,20,-0.7,0.12,"Alvarado, Elvis",5.88,665660,ATH,20,25,Split-Finger,FS,50,903.8,81.6,86.54,100
R,0,8,0,-1.4,0.75,"Alvarado, Elvis",4.71,665660,ATH,0,0,Sinker,SI,0,2491.75,0,97.55,0
R,0.29,46,30.43,-0.1,1.3,"Barnett, Mason",42.59,686930,ATH,52.17,45.45,4-Seam Fastball,FF,9.09,2363.3,89.04,95.83,50
R,0.26,28,35.71,0.22,-0.37,"Barnett, Mason",25.93,686930,ATH,50,42.86,Slider,SL,37.5,2640.29,80.32,86.64,71.43
R,0.23,16,12.5,0.74,-1.24,"Barnett, Mason",14.81,686930,ATH,37.5,20,Curveball,CU,0,2741.12,90.03,79.47,66.67
R,0.12,10,20,1.26,-0.39,"Barnett, Mason",9.26,686930,ATH,20,25,Sweeper,ST,0,2739,67.1,84.18,0
R,0.1,8,25,-0.82,0.08,"Barnett, Mason",7.41,686930,ATH,50,0,Changeup,CH,0,1134.75,94.6,85.9,50
R,0.23,91,24.18,0.2,1.15,"Basso, Brady",41.74,669620,ATH,58.24,34.21,4-Seam Fastball,FF,20.69,2279.77,78.35,92.86,84.91
R,0.27,57,36.84,-0.25,0.39,"Basso, Brady",26.15,669620,ATH,49.12,55.17,Slider,SL,36.36,2128.75,89.27,84.52,60.71
R,0.18,51,37.25,-0.21,-0.91,"Basso, Brady",23.39,669620,ATH,37.25,12.5,Curveball,CU,33.33,2264.43,69.75,77.65,42.11
R,0,11,18.18,1.14,0.76,"Basso, Brady",5.05,669620,ATH,9.09,20,Sinker,SI,66.67,2102,74,93.38,100
R,0,8,25,-0.13,0.61,"Basso, Brady",3.67,669620,ATH,75,0,Cutter,FC,0,2242,0,89.88,66.67
R,0.15,34,35.29,0.12,-0.28,"Blewett, Scott",40.48,656240,ATH,47.06,33.33,Slider,SL,50,2194.65,86.9,84.02,87.5
R,0.5,20,30,-0.36,1.27,"Blewett, Scott",23.81,656240,ATH,30,0,4-Seam Fastball,FF,0,2296.9,94.3,95.3,33.33
R,0.2,18,22.22,-1.06,1.09,"Blewett, Scott",21.43,656240,ATH,55.56,25,Sinker,SI,0,2143.56,85.27,94.72,60
R,0,8,0,-0.64,0.23,"Blewett, Scott",9.52,656240,ATH,0,25,Split-Finger,FS,0,1065.5,60.5,87.2,0
R,0,4,0,0.21,0.51,"Blewett, Scott",4.76,656240,ATH,0,0,Cutter,FC,0,2299,0,90,0
R,0.52,22,13.64,0.99,1.23,"Cortes, Carlos",70.97,666126,ATH,36.36,14.29,Changeup,CH,0,1733.59,90.61,72.14,75
R,0.23,4,0,0.5,1.35,"Cortes, Carlos",12.9,666126,ATH,50,100,Other,FA,0,1433,95.55,59.25,100
R,0,4,0,-0.4,1.64,"Cortes, Carlos",12.9,666126,ATH,0,0,Slider,SL,0,1296.5,0,54.7,0
R,0,1,0,0.2,0.01,"Cortes, Carlos",3.23,666126,ATH,0,0,Curveball,CU,0,2007,0,60.6,0
R,0.29,27,25.93,-0.29,0.82,"Ginn, J.T.",32.93,669372,ATH,33.33,27.78,4-Seam Fastball,FF,10,1961.7,74.81,93.23,55.56
R,0.16,25,32,-0.76,0.24,"Ginn, J.T.",30.49,669372,ATH,36,37.5,Changeup,CH,41.67,1469.68,75.45,87.41,66.67
R,0.11,15,20,0.63,-0.28,"Ginn, J.T.",18.29,669372,ATH,40,44.44,Slider,SL,22.22,2229.73,84.66,86.3,83.33
R,0.27,9,22.22,-0.99,0.33,"Ginn, J.T.",10.98,669372,ATH,44.44,0,Sinker,SI,33.33,1926.56,71.4,92.83,75
R,0.46,6,33.33,-0.05,0.66,"Ginn, J.T.",7.32,669372,ATH,66.67,50,Cutter,FC,0,1987.5,105.1,91.65,50
R,0.37,117,37.61,0.73,1.48,"Harris, Hogan",62.57,663687,ATH,67.52,26.32,4-Seam Fastball,FF,18.87,2331.72,79.6,95.57,54.43
R,0.21,62,29.03,-0.68,-1.36,"Harris, Hogan",33.16,663687,ATH,40.32,16.22,Curveball,CU,37.5,2637.35,82.29,74.08,72
R,0.85,6,0,-0.26,0.91,"Harris, Hogan",3.21,663687,ATH,66.67,100,Slider,SL,0,2202,76.57,86.87,100
R,0,2,0,1.39,1.02,"Harris, Hogan",1.07,663687,ATH,0,0,Changeup,CH,0,2391,0,84.2,0
R,0.44,64,28.12,-0.52,1.2,"Hartlieb, Geoff",36.36,664129,ATH,46.88,17.65,4-Seam Fastball,FF,16.67,2314.81,81.04,95.47,60
R,0.11,46,21.74,0.22,-0.02,"Hartlieb, Geoff",26.14,664129,ATH,30.43,6.25,Slider,SL,40,2501.52,80.63,84.74,57.14
R,0.46,34,11.76,0.01,0.77,"Hartlieb, Geoff",19.32,664129,ATH,29.41,16.67,Cutter,FC,28.57,2490.06,98.6,91.36,100
R,0.34,32,25,-0.97,0.53,"Hartlieb, Geoff",18.18,664129,ATH,50,50,Sinker,SI,30,2304.06,89.65,93.69,75
R,0.74,58,31.03,-0.97,1.36,"Juenger, Hayden",32.95,696522,ATH,44.83,18.75,4-Seam Fastball,FF,25,2397.38,88.77,94.57,38.46
R,0.29,52,23.08,0.38,0.53,"Juenger, Hayden",29.55,696522,ATH,46.15,42.86,Slider,SL,18.75,2373.08,81.65,88.14,83.33
R,0.23,38,21.05,-1.5,0.44,"Juenger, Hayden",21.59,696522,ATH,47.37,40,Changeup,CH,9.09,2324.63,80.07,87.87,77.78
R,0.48,28,21.43,0.07,0.96,"Juenger, Hayden",15.91,696522,ATH,35.71,0,Cutter,FC,0,2386.64,66.9,91.14,60
R,0.4,215,34.88,0.73,1.37,"Jump, Gage",49.65,695611,ATH,56.28,23.4,4-Seam Fastball,FF,28.26,2365.36,79.74,96.36,57.85
R,0.18,83,27.71,-0.38,0.13,"Jump, Gage",19.17,695611,ATH,34.94,31.48,Slider,SL,42.5,2403.46,76.97,87.34,79.31
R,0.34,63,23.81,-0.71,-0.91,"Jump, Gage",14.55,695611,ATH,50.79,19.35,Curveball,CU,11.54,2574.67,84.3,82.02,62.5
R,0.06,29,34.48,-1.16,0.31,"Jump, Gage",6.7,695611,ATH,41.38,47.06,Sweeper,ST,41.18,2556.59,74.71,83.73,75
R,0.3,24,12.5,1.19,0.82,"Jump, Gage",5.54,695611,ATH,29.17,0,Changeup,CH,0,1739.42,92.7,87.65,57.14
R,0.04,19,10.53,1.21,1.19,"Jump, Gage",4.39,695611,ATH,26.32,14.29,Sinker,SI,28.57,2282.58,76.5,95.74,100
R,0.08,10,40,-1.14,0.91,"Leiter Jr., Mark",32.26,643410,ATH,60,25,Sinker,SI,25,2065.2,74.47,91.22,50
R,0.73,9,22.22,0.91,-1.39,"Leiter Jr., Mark",29.03,643410,ATH,11.11,25,Curveball,CU,66.67,2412.56,84.8,73.46,100
R,0,6,16.67,-0.49,0.2,"Leiter Jr., Mark",19.35,643410,ATH,16.67,0,Split-Finger,FS,0,715.67,0,83.8,0
R,0.7,5,20,0.19,0.7,"Leiter Jr., Mark",16.13,643410,ATH,60,0,Cutter,FC,33.33,2154.4,71.7,88.1,100
R,0.55,1,0,-0.76,1.27,"Leiter Jr., Mark",3.23,643410,ATH,100,0,4-Seam Fastball,FF,0,1963,100.1,91.2,100
R,0.22,206,30.1,1.19,1.03,"Lopez, Jacob",37.87,682052,ATH,43.69,32.76,4-Seam Fastball,FF,28.26,2240.61,82.04,90.17,60
R,0.29,194,34.02,-0.8,0.25,"Lopez, Jacob",35.66,682052,ATH,40.21,41.38,Slider,SL,42.31,2420.53,76.91,75.78,71.79
R,0.31,106,33.96,0.3,0.7,"Lopez, Jacob",19.49,682052,ATH,52.83,8,Cutter,FC,25,2241.72,84,86.32,64.29
R,0.46,36,11.11,1.47,0.35,"Lopez, Jacob",6.62,682052,ATH,16.67,13.33,Changeup,CH,50,2133.28,73.35,81.93,66.67
R,0,2,100,1.53,0.48,"Lopez, Jacob",0.37,682052,ATH,100,0,Sinker,SI,0,2142,0,88.9,0
R,0.45,80,28.75,-0.62,1.27,"Medina, Luis",33.9,665622,ATH,57.5,41.18,4-Seam Fastball,FF,7.32,2420.68,83.72,98.35,58.7
R,0.11,49,20.41,-0.91,0.17,"Medina, Luis",20.76,665622,ATH,34.69,25,Changeup,CH,40,1810.51,75.92,90.75,100
R,0.36,39,28.21,-1.27,0.93,"Medina, Luis",16.53,665622,ATH,66.67,15.38,Sinker,SI,0,2436.62,78.03,98.11,50
R,0.43,37,27.03,1.09,-0.05,"Medina, Luis",15.68,665622,ATH,37.84,34.78,Slider,SL,40,2683.51,72.68,85.82,85.71
R,1.17,29,44.83,0.86,-1.05,"Medina, Luis",12.29,665622,ATH,44.83,0,Curveball,CU,50,2588.76,103,80.67,30.77
R,0,2,0,0,0,"Medina, Luis",0.85,665622,ATH,0,0,Unknown,UNK,0,0,0,0,0
R,0.29,84,35.71,-0.73,1.14,"Morales, Luis",48.28,806960,ATH,59.52,35.29,4-Seam Fastball,FF,11.11,2493.71,82.34,98.59,48
R,0.26,84,38.1,0.77,0.62,"Morales, Luis",48.28,806960,ATH,42.86,33.33,Slider,SL,50,2838.98,77.17,86.83,77.78
R,0.31,2,0,-1.08,0.66,"Morales, Luis",1.15,806960,ATH,100,0,Changeup,CH,0,2197,81.4,89.7,100
R,0,2,0,-1.06,0.99,"Morales, Luis",1.15,806960,ATH,0,0,Sinker,SI,0,2704,0,98.5,0
R,0,2,0,1.59,0.07,"Morales, Luis",1.15,806960,ATH,0,0,Sweeper,ST,0,2966,0,82.1,0
R,0.35,118,35.59,-0.87,1.24,"Perkins, Jack",37.82,678022,ATH,47.46,19.35,4-Seam Fastball,FF,26.32,2266.83,84.8,95.17,46.43
R,0.25,82,31.71,-1.1,-0.09,"Perkins, Jack",26.28,678022,ATH,34.15,51.85,Changeup,CH,40,1282.22,85.76,89.38,78.57
R,0.25,72,33.33,1.07,0.01,"Perkins, Jack",23.08,678022,ATH,41.67,33.33,Sweeper,ST,40,2870.78,89.35,85.8,53.33
R,0.07,26,30.77,-0.05,0.54,"Perkins, Jack",8.33,678022,ATH,46.15,42.86,Cutter,FC,16.67,2555.92,78.32,92.09,50
R,0.09,10,20,-1.38,0.73,"Perkins, Jack",3.21,678022,ATH,40,33.33,Sinker,SI,0,2331.8,96.6,94.68,0
R,0,4,0,0.38,-0.04,"Perkins, Jack",1.28,678022,ATH,0,0,Slider,SL,0,2672.5,0,87.05,0
R,0.46,102,23.53,0.81,1.32,"Springs, Jeffrey",44.74,605488,ATH,45.1,28.57,4-Seam Fastball,FF,20,2146.55,83.58,91.46,73.91
R,0.3,68,20.59,0.93,0.48,"Springs, Jeffrey",29.82,605488,ATH,35.29,59.09,Changeup,CH,20.83,1323.15,79.27,79.76,91.67
R,0.78,34,29.41,-0.28,0.35,"Springs, Jeffrey",14.91,605488,ATH,64.71,16.67,Slider,SL,0,2291.76,97.06,85.58,45.45
R,0,18,22.22,-1.11,0.06,"Springs, Jeffrey",7.89,605488,ATH,22.22,14.29,Sweeper,ST,0,2326.89,0,78.24,0
R,0,6,33.33,0.04,0.76,"Springs, Jeffrey",2.63,605488,ATH,33.33,0,Cutter,FC,100,2198,0,88.27,100
R,0.39,13,30.77,-0.67,1.48,"Sterner, Justin",43.33,686993,ATH,30.77,33.33,4-Seam Fastball,FF,50,2315.54,84.97,93.93,75
R,0.38,12,16.67,0.16,0.5,"Sterner, Justin",40,686993,ATH,25,33.33,Cutter,FC,40,2615.58,84.83,89.28,66.67
R,0.88,5,20,0.99,0.46,"Sterner, Justin",16.67,686993,ATH,60,0,Sweeper,ST,0,2733.4,72.75,81.78,66.67
R,0.45,68,16.18,0.77,1.33,"Suarez, José",41.46,660761,ATH,55.88,13.33,4-Seam Fastball,FF,9.38,2343.04,87.34,92.27,73.68
R,0.19,48,35.42,1.09,0.21,"Suarez, José",29.27,660761,ATH,22.92,48.65,Changeup,CH,52,1614.56,87.94,82.67,63.64
R,0.28,37,27.03,-0.45,-0.01,"Suarez, José",22.56,660761,ATH,51.35,22.22,Slider,SL,23.53,2837.46,86.5,82.06,68.42
R,0.55,6,33.33,1.15,0.92,"Suarez, José",3.66,660761,ATH,100,0,Sinker,SI,0,2132,84.8,91.1,66.67
R,0.21,5,20,-0.93,0.28,"Suarez, José",3.05,660761,ATH,40,0,Sweeper,ST,50,2830.2,98.5,78.48,100
R,0.32,49,38.78,-0.67,0.29,"Tur, Yunior",38.58,814305,ATH,30.61,55.88,Split-Finger,FS,50,686.12,84.71,87.09,73.33
R,0.93,38,28.95,-0.12,1.33,"Tur, Yunior",29.92,814305,ATH,50,31.58,4-Seam Fastball,FF,6.67,2140.87,85.28,95.61,47.37
R,0.84,38,26.32,0.32,0.66,"Tur, Yunior",29.92,814305,ATH,39.47,17.39,Cutter,FC,53.33,2290.03,93.98,90.93,73.33
R,0,2,0,0.55,0.25,"Tur, Yunior",1.57,814305,ATH,0,0,Sweeper,ST,0,2357,0,81.4,0
R,0.2,132,24.24,0.69,1.4,"Dodd, Dylan",72.53,689266,ATL,34.09,49.43,Sinker,SI,25.33,2176.82,80.39,93.77,71.11
R,0.38,44,22.73,0.17,0.48,"Dodd, Dylan",24.18,689266,ATL,63.64,6.25,Cutter,FC,15,2064.23,71.96,87.02,67.86
R,0,6,16.67,0.03,-0.14,"Dodd, Dylan",3.3,689266,ATL,16.67,20,Slider,SL,50,2350.17,100.6,81.18,100
R,0.24,130,24.62,-1.13,0.74,"Elder, Bryce",37.14,693821,ATL,47.69,14.71,Sinker,SI,8.33,2107.98,80.57,91.35,61.29
R,0.42,86,27.91,-0.31,1.34,"Elder, Bryce",24.57,693821,ATL,39.53,19.23,4-Seam Fastball,FF,28.57,2275.14,87.41,92.9,52.94
R,0.5,58,31.03,0.19,0.85,"Elder, Bryce",16.57,693821,ATL,48.28,26.67,Cutter,FC,40,2223.17,86.42,88.75,78.57
R,0.55,42,33.33,0.3,-0.37,"Elder, Bryce",12,693821,ATL,47.62,36.36,Slider,SL,33.33,2413.43,85.44,83.44,80
R,0.14,34,17.65,-0.98,0.3,"Elder, Bryce",9.71,693821,ATL,17.65,57.14,Changeup,CH,20,1658.12,74.18,85.95,66.67
R,0.34,178,31.46,-0.75,1.29,"Fuentes, Didier",75.11,800311,ATL,56.18,34.62,4-Seam Fastball,FF,29,2083.93,82.7,97.82,73
R,0.08,35,28.57,0.59,0,"Fuentes, Didier",14.77,800311,ATL,40,38.1,Slider,SL,40,2542.11,80.74,84.88,85.71
R,0.57,18,11.11,-1.44,0.42,"Fuentes, Didier",7.59,800311,ATL,22.22,28.57,Split-Finger,FS,25,1915,68.77,87.63,100
R,0,6,0,0,0,"Fuentes, Didier",2.53,800311,ATL,0,0,Unknown,UNK,0,0,0,0,0
R,0.09,36,27.78,-0.57,1.48,"Hernández, Elieser",34.62,622694,ATL,72.22,20,4-Seam Fastball,FF,10,2295.56,90.68,92.99,69.23
R,0.4,36,27.78,-1.42,0.79,"Hernández, Elieser",34.62,622694,ATL,22.22,28.57,Changeup,CH,50,2111.06,59.63,85.04,50
R,0.2,24,25,0.66,1.07,"Hernández, Elieser",23.08,622694,ATL,8.33,36.36,Cutter,FC,60,2208.08,77.95,80.65,100
R,0,8,0,0,0,"Hernández, Elieser",7.69,622694,ATL,0,0,Unknown,UNK,0,0,0,0,0
R,0.22,100,26,0.23,-0.16,"Holmes, Grant",30.3,656550,ATL,40,36.67,Slider,SL,34.62,2716.98,79.59,85.78,75
R,0.46,76,31.58,-0.11,0.99,"Holmes, Grant",23.03,656550,ATL,65.79,23.08,Cutter,FC,21.05,2370.16,87.32,92.04,64
R,0.74,66,21.21,-0.59,1.27,"Holmes, Grant",20,656550,ATL,60.61,30.77,4-Seam Fastball,FF,6.25,2359.12,86.76,94.14,60
