team,pitch_type,pitch_name,pa,ab,h,tb,bb,hbp,so,hr,k_pct,bb_pct,avg,obp,slg,iso,woba,hr_pct,window_start,window_end
TBR,FO,Forkball,2,2,0,0,0,0,1,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-06,2026-09-03
TBR,FS,Splitter,109,102,26,37,5,1,29,2,26.6055,4.58716,0.2549,0.2963,0.36275,0.10784,0.29287,1.83486,2026-05-06,2026-09-03
TBR,KC,Knuckle Curve,89,84,23,31,3,2,27,1,30.33708,3.37079,0.27381,0.31461,0.36905,0.09524,0.30438,1.1236,2026-05-06,2026-09-03
TBR,KN,Knuckleball,2,1,1,1,0,0,0,0,0.0,0.0,1.0,0.5,1.0,0.0,0.445,0.0,2026-05-06,2026-09-03
TBR,SI,Sinker,771,686,201,289,67,9,91,17,11.80285,8.69001,0.293,0.36257,0.42128,0.12828,0.34786,2.20493,2026-05-06,2026-09-03
TBR,SL,Slider,489,447,101,193,35,3,106,23,21.67689,7.15746,0.22595,0.28484,0.43177,0.20582,0.31209,4.70348,2026-05-06,2026-09-03
TBR,ST,Sweeper,189,176,44,100,8,3,51,16,26.98413,4.2328,0.25,0.29255,0.56818,0.31818,0.36658,8.46561,2026-05-06,2026-09-03
TBR,SV,Slurve,3,3,1,1,0,0,0,0,0.0,0.0,0.33333,0.33333,0.33333,0.0,0.29667,0.0,2026-05-06,2026-09-03
TEX,CH,Changeup,502,466,112,177,29,3,122,13,24.30279,5.77689,0.24034,0.28685,0.37983,0.13948,0.29363,2.58964,2026-05-06,2026-09-03
TEX,CS,Slow Curve,3,3,1,1,0,0,1,0,33.33333,0.0,0.33333,0.33333,0.33333,0.0,0.29667,0.0,2026-05-06,2026-09-03
TEX,CU,Curveball,202,179,36,60,16,5,52,5,25.74257,7.92079,0.20112,0.285,0.3352,0.13408,0.28075,2.47525,2026-05-06,2026-09-03
TEX,EP,Eephus,6,5,1,1,1,0,0,0,0.0,16.66667,0.2,0.33333,0.2,0.0,0.26333,0.0,2026-05-06,2026-09-03
TEX,FA,Fastball,4,4,2,2,0,0,0,0,0.0,0.0,0.5,0.5,0.5,0.0,0.445,0.0,2026-05-06,2026-09-03
TEX,FC,Cutter,329,293,73,141,29,5,41,18,12.46201,8.81459,0.24915,0.32523,0.48123,0.23208,0.35161,5.47112,2026-05-06,2026-09-03
TEX,FF,4-Seam Fastball,1174,1010,226,414,136,14,275,42,23.42419,11.58433,0.22376,0.3233,0.4099,0.18614,0.32577,3.57751,2026-05-06,2026-09-03
TEX,FS,Splitter,89,85,21,37,4,0,23,4,25.8427,4.49438,0.24706,0.2809,0.43529,0.18824,0.31247,4.49438,2026-05-06,2026-09-03
TEX,KC,Knuckle Curve,66,60,13,19,5,1,24,1,36.36364,7.57576,0.21667,0.28788,0.31667,0.1,0.27364,1.51515,2026-05-06,2026-09-03
TEX,SI,Sinker,601,534,165,231,48,12,73,13,12.14642,7.98669,0.30899,0.37752,0.43258,0.1236,0.35997,2.16306,2026-05-06,2026-09-03
TEX,SL,Slider,586,527,129,214,44,8,166,21,28.32765,7.50853,0.24478,0.311,0.40607,0.16129,0.3172,3.58362,2026-05-06,2026-09-03
TEX,ST,Sweeper,325,300,72,116,15,3,89,9,27.38462,4.61538,0.24,0.27864,0.38667,0.14667,0.29074,2.76923,2026-05-06,2026-09-03
TEX,SV,Slurve,23,23,3,3,0,0,8,0,34.78261,0.0,0.13043,0.13043,0.13043,0.0,0.11609,0.0,2026-05-06,2026-09-03
TOR,CH,Changeup,430,405,94,150,16,3,95,13,22.09302,3.72093,0.2321,0.26402,0.37037,0.13827,0.27815,3.02326,2026-05-06,2026-09-03
TOR,CS,Slow Curve,2,2,0,0,0,0,2,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-06,2026-09-03
TOR,CU,Curveball,207,195,41,65,8,3,57,5,27.53623,3.86473,0.21026,0.25121,0.33333,0.12308,0.25913,2.41546,2026-05-06,2026-09-03
TOR,EP,Eephus,9,8,6,10,1,0,0,1,0.0,11.11111,0.75,0.77778,1.25,0.5,0.84667,11.11111,2026-05-06,2026-09-03
TOR,FA,Fastball,7,7,2,2,0,0,0,0,0.0,0.0,0.28571,0.28571,0.28571,0.0,0.25429,0.0,2026-05-06,2026-09-03
TOR,FC,Cutter,310,279,61,95,25,2,41,7,13.22581,8.06452,0.21864,0.28479,0.3405,0.12186,0.27958,2.25806,2026-05-06,2026-09-03
TOR,FF,4-Seam Fastball,1066,934,235,381,106,6,207,29,19.41839,9.94371,0.25161,0.3286,0.40792,0.15632,0.32576,2.72045,2026-05-06,2026-09-03
TOR,FS,Splitter,124,119,33,42,4,0,29,1,23.3871,3.22581,0.27731,0.30081,0.35294,0.07563,0.28959,0.80645,2026-05-06,2026-09-03
TOR,KC,Knuckle Curve,68,66,17,32,2,0,21,3,30.88235,2.94118,0.25758,0.27941,0.48485,0.22727,0.32971,4.41176,2026-05-06,2026-09-03
TOR,KN,Knuckleball,6,6,1,1,0,0,2,0,33.33333,0.0,0.16667,0.16667,0.16667,0.0,0.14833,0.0,2026-05-06,2026-09-03
TOR,SI,Sinker,820,727,201,285,69,11,96,15,11.70732,8.41463,0.27648,0.34436,0.39202,0.11554,0.32765,1.82927,2026-05-06,2026-09-03
TOR,SL,Slider,502,466,103,173,25,8,128,16,25.49801,4.98008,0.22103,0.27146,0.37124,0.15021,0.28417,3.18725,2026-05-06,2026-09-03
TOR,ST,Sweeper,305,279,58,90,15,6,90,8,29.5082,4.91803,0.20789,0.25902,0.32258,0.1147,0.25895,2.62295,2026-05-06,2026-09-03
TOR,SV,Slurve,5,4,1,4,1,0,2,1,40.0,20.0,0.25,0.4,1.0,0.75,0.558,20.0,2026-05-06,2026-09-03
WSN,CH,Changeup,528,492,108,172,27,3,119,13,22.53788,5.11364,0.21951,0.26236,0.34959,0.13008,0.26931,2.46212,2026-05-06,2026-09-03
WSN,CU,Curveball,236,217,52,97,10,7,69,9,29.23729,4.23729,0.23963,0.29237,0.447,0.20737,0.32157,3.81356,2026-05-06,2026-09-03
WSN,EP,Eephus,6,6,3,3,0,0,0,0,0.0,0.0,0.5,0.5,0.5,0.0,0.445,0.0,2026-05-06,2026-09-03
WSN,FA,Fastball,16,13,6,10,3,0,0,1,0.0,18.75,0.46154,0.5625,0.76923,0.30769,0.5625,6.25,2026-05-06,2026-09-03
WSN,FC,Cutter,343,298,87,155,37,4,43,18,12.53644,10.78717,0.29195,0.37427,0.52013,0.22819,0.38854,5.24781,2026-05-06,2026-09-03
WSN,FF,4-Seam Fastball,1122,959,262,471,141,8,207,45,18.4492,12.56684,0.2732,0.36795,0.49114,0.21794,0.37472,4.0107,2026-05-06,2026-09-03
WSN,FO,Forkball,3,3,0,0,0,0,3,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-06,2026-09-03
WSN,FS,Splitter,145,136,33,49,4,4,46,3,31.72414,2.75862,0.24265,0.28276,0.36029,0.11765,0.28483,2.06897,2026-05-06,2026-09-03
WSN,KC,Knuckle Curve,49,45,8,19,4,0,20,3,40.81633,8.16327,0.17778,0.2449,0.42222,0.24444,0.29061,6.12245,2026-05-06,2026-09-03
WSN,SI,Sinker,692,601,150,245,75,8,80,20,11.56069,10.83815,0.24958,0.33817,0.40765,0.15807,0.33152,2.89017,2026-05-06,2026-09-03
WSN,SL,Slider,557,507,120,228,42,6,172,25,30.87971,7.54039,0.23669,0.3027,0.4497,0.21302,0.32926,4.48833,2026-05-06,2026-09-03
WSN,ST,Sweeper,338,308,73,141,19,7,96,17,28.40237,5.6213,0.23701,0.29377,0.45779,0.22078,0.32568,5.02959,2026-05-06,2026-09-03
WSN,SV,Slurve,23,21,6,17,2,0,6,2,26.08696,8.69565,0.28571,0.34783,0.80952,0.52381,0.4787,8.69565,2026-05-06,2026-09-03
LGE,CH,Changeup,13791,12810,2900,4546,759,63,3210,336,23.27605,5.50359,0.22639,0.27063,0.35488,0.12849,0.27564,2.43637,2026-05-06,2026-09-03
LGE,CS,Slow Curve,26,24,5,7,0,1,12,0,46.15385,0.0,0.20833,0.23077,0.29167,0.08333,0.22808,0.0,2026-05-06,2026-09-03
LGE,CU,Curveball,6692,6070,1314,2171,413,139,2038,180,30.45427,6.17155,0.21647,0.27959,0.35766,0.14119,0.2833,2.68978,2026-05-06,2026-09-03
LGE,EP,Eephus,327,291,127,204,24,7,0,19,0.0,7.33945,0.43643,0.48318,0.70103,0.2646,0.50526,5.8104,2026-05-06,2026-09-03
LGE,FA,Fastball,218,192,77,138,21,2,9,16,4.12844,9.63303,0.40104,0.45872,0.71875,0.31771,0.4989,7.33945,2026-05-06,2026-09-03
LGE,FC,Cutter,9041,8023,2160,3707,807,96,1319,359,14.58909,8.926,0.26923,0.34075,0.46205,0.19282,0.3514,3.9708,2026-05-06,2026-09-03
LGE,FF,4-Seam Fastball,35411,30663,7573,13090,4024,307,7913,1236,22.34616,11.3637,0.24698,0.33779,0.4269,0.17992,0.33799,3.49044,2026-05-06,2026-09-03
LGE,FO,Forkball,53,43,5,6,7,2,26,0,49.0566,13.20755,0.11628,0.26415,0.13953,0.02326,0.20943,0.0,2026-05-06,2026-09-03
LGE,FS,Splitter,3933,3683,780,1255,199,26,1115,104,28.34986,5.05975,0.21178,0.25599,0.34075,0.12897,0.26385,2.64429,2026-05-06,2026-09-03
LGE,KC,Knuckle Curve,1730,1608,378,603,86,21,561,47,32.42775,4.9711,0.23507,0.28083,0.375,0.13993,0.28921,2.71676,2026-05-06,2026-09-03
LGE,KN,Knuckleball,52,48,18,33,2,1,13,4,25.0,3.84615,0.375,0.40385,0.6875,0.3125,0.46346,7.69231,2026-05-06,2026-09-03
LGE,SI,Sinker,21322,18637,5248,7731,2080,356,2645,504,12.40503,9.75518,0.28159,0.3624,0.41482,0.13323,0.34589,2.36376,2026-05-06,2026-09-03
LGE,SL,Slider,15524,14159,3174,5515,1028,165,4275,531,27.53801,6.622,0.22417,0.28234,0.3895,0.16534,0.29576,3.42051,2026-05-06,2026-09-03
LGE,ST,Sweeper,9150,8351,1809,3176,521,177,2727,313,29.80328,5.69399,0.21662,0.27474,0.38031,0.16369,0.28881,3.42077,2026-05-06,2026-09-03
LGE,SV,Slurve,499,453,91,147,34,10,153,10,30.66132,6.81363,0.20088,0.27054,0.3245,0.12362,0.26762,2.00401,2026-05-06,2026-09-03
