K%,PA,AVG,BB%,ISO,OBP,OPS,SLG,team,wOBA,wRC+,BABIP,OCon%,ZCon%,xwOBA,Chase%,SwStr%,Barrel%,HardHit%,player_name,Launch Angle
0.33,91,0.26,0.2,0.41,0.41,1.08,0.67,PIT,0.45,191,0.33,,,0.34,,,,,Esmerlyn Valdez,
0.42,91,0.18,0.15,0.2,0.31,0.68,0.38,CIN,0.3,91,0.29,,,0.28,,,,,Eugenio Suárez,
0.22,90,0.3,0.04,0.25,0.33,0.89,0.55,NYM,0.38,144,0.34,,,0.31,,,,,Tyrone Taylor,
0.18,90,0.16,0.22,0.16,0.37,0.7,0.33,DET,0.32,103,0.18,,,0.33,,,,,Gleyber Torres,
0.18,89,0.28,0.03,0.17,0.3,0.76,0.45,WSN,0.33,108,0.31,,,0.28,,,,,Keibert Ruiz,
0.14,88,0.2,0.05,0.08,0.24,0.52,0.28,COL,0.23,42,0.22,,,0.33,,,,,Troy Johnston,
0.14,88,0.24,0.08,0.07,0.32,0.62,0.31,PHI,0.28,77,0.26,,,0.32,,,,,J.T. Realmuto,
0.21,87,0.29,0.05,0.15,0.33,0.77,0.44,ATH,0.34,112,0.36,,,0.24,,,,,Alika Williams,
0.23,87,0.24,0.16,0.2,0.39,0.83,0.44,SEA,0.37,136,0.28,,,0.35,,,,,Dominic Canzone,
0.18,87,0.24,0.09,0.12,0.31,0.67,0.36,NYY,0.3,86,0.29,,,0.29,,,,,Anthony Volpe,
0.33,86,0.26,0.12,0.26,0.37,0.9,0.53,MIA,0.39,148,0.37,,,0.3,,,,,Esteury Ruiz,
0.31,86,0.17,0.08,0.12,0.24,0.53,0.29,MIA,0.24,48,0.24,,,0.33,,,,,Kyle Stowers,
0.07,85,0.22,0.09,0.04,0.3,0.56,0.26,ATH,0.26,61,0.24,,,0.31,,,,,Jeff McNeil,
0.16,85,0.16,0.07,0.12,0.24,0.52,0.29,CHW,0.23,44,0.15,,,0.28,,,,,Edgar Quero,
0.25,85,0.32,0.04,0.2,0.34,0.86,0.52,KCR,0.37,138,0.4,,,0.3,,,,,Michael Massey,
0.3,84,0.19,0.07,0.04,0.25,0.48,0.23,STL,0.22,36,0.28,,,0.27,,,,,Pedro Pagés,
0.36,84,0.2,0.07,0.23,0.26,0.69,0.43,LAA,0.3,87,0.24,,,0.32,,,,,Jose Siri,
0.21,84,0.28,0.04,0.15,0.31,0.74,0.43,NYY,0.33,106,0.34,,,0.29,,,,,Jasson Domínguez,
0.2,83,0.18,0.06,0.11,0.26,0.55,0.28,MIA,0.25,57,0.2,,,0.31,,,,,Leo Jiménez,
0.24,83,0.36,0.08,0.24,0.41,1,0.59,WSN,0.43,178,0.44,,,0.33,,,,,Brady House,
0.26,82,0.27,0.09,0.17,0.33,0.77,0.44,SFG,0.33,107,0.35,,,0.32,,,,,Heliot Ramos,
0.28,81,0.11,0.07,0.11,0.17,0.39,0.22,NYY,0.18,6,0.12,,,0.29,,,,,Austin Wells,
0.35,80,0.19,0.05,0.16,0.25,0.6,0.35,SEA,0.27,66,0.26,,,0.25,,,,,Colt Emerson,
0.23,79,0.18,0.22,0.05,0.35,0.58,0.23,CIN,0.28,76,0.25,,,0.34,,,,,Tyler Stephenson,
0.27,79,0.22,0.04,0.08,0.26,0.56,0.3,BAL,0.24,50,0.29,,,0.29,,,,,Jeremiah Jackson,
0.24,78,0.14,0.03,0.1,0.16,0.39,0.23,PIT,0.17,1,0.15,,,0.28,,,,,Henry Davis,
0.31,78,0.21,0.09,0.16,0.3,0.67,0.37,SEA,0.3,87,0.28,,,0.27,,,,,Weston Wilson,
0.35,77,0.15,0.1,0.06,0.25,0.45,0.21,NYM,0.22,32,0.24,,,0.3,,,,,Brett Baty,
0.26,77,0.23,0.08,0.1,0.31,0.64,0.33,HOU,0.29,83,0.31,,,0.33,,,,,Jeremy Peña,
0.38,76,0.1,0.22,0.09,0.3,0.49,0.19,TOR,0.25,55,0.17,,,0.28,,,,,Davis Schneider,
0.17,75,0.22,0.07,0.1,0.28,0.61,0.33,STL,0.27,71,0.24,,,0.28,,,,,Nathan Church,
0.18,73,0.26,0.08,0.23,0.33,0.82,0.49,NYM,0.36,129,0.27,,,0.3,,,,,Luis Torrens,
0.11,73,0.26,0.05,0.21,0.32,0.79,0.47,STL,0.34,114,0.29,,,0.31,,,,,Blaze Jordan,
0.27,73,0.22,0.14,0.07,0.34,0.62,0.28,CLE,0.29,84,0.3,,,0.31,,,,,Kyle Manzardo,
0.19,73,0.25,0.04,0.29,0.27,0.81,0.54,TEX,0.34,115,0.24,,,0.27,,,,,Elias Díaz,
0.29,72,0.16,0.11,0.13,0.26,0.55,0.29,CHW,0.25,57,0.22,,,0.31,,,,,Braden Montgomery,
0.18,72,0.31,0.12,0.08,0.39,0.78,0.39,TOR,0.34,114,0.37,,,0.31,,,,,Alejandro Kirk,
0.37,71,0.2,0.03,0.17,0.24,0.61,0.37,COL,0.26,64,0.26,,,0.29,,,,,Mickey Moniak,
0.28,71,0.17,0.08,0.05,0.24,0.45,0.22,SDP,0.21,29,0.24,,,0.32,,,,,Gavin Sheets,
0.23,71,0.24,0.06,0.06,0.28,0.58,0.3,HOU,0.26,62,0.31,,,0.3,,,,,Yainer Diaz,
0.17,70,0.17,0.11,0.02,0.28,0.46,0.19,DET,0.23,40,0.21,,,0.29,,,,,Zach McKinstry,
0.17,69,0.26,0.04,0.08,0.32,0.66,0.34,SDP,0.3,88,0.31,,,0.28,,,,,Jake Cronenworth,
0.28,69,0.23,0.13,0.1,0.33,0.67,0.33,BAL,0.3,91,0.32,,,0.31,,,,,Jackson Holliday,
0.14,69,0.26,0.13,0.12,0.36,0.74,0.38,KCR,0.33,110,0.3,,,0.3,,,,,Tyler Tolbert,
0.21,67,0.32,0.1,0.12,0.39,0.84,0.44,ARI,0.37,135,0.42,,,0.31,,,,,Ryan Waldschmidt,
0.3,67,0.19,0.09,0.26,0.27,0.71,0.44,STL,0.31,94,0.19,,,0.36,,,,,Nelson Velázquez,
0.18,66,0.19,0.06,0.14,0.24,0.58,0.34,WSN,0.26,60,0.19,,,0.35,,,,,Luis García Jr.,
0.3,66,0.16,0.05,0.1,0.27,0.54,0.26,ATL,0.25,57,0.22,,,0.3,,,,,Joey Bart,
0.24,66,0.18,0.12,0.14,0.29,0.61,0.32,TOR,0.28,73,0.2,,,0.31,,,,,Brandon Valenzuela,
0.29,66,0.22,0.08,0.14,0.3,0.66,0.36,LAD,0.3,86,0.31,,,0.34,,,,,Dalton Rushing,
0.34,65,0.12,0.08,0,0.2,0.32,0.12,TEX,0.16,-7,0.21,,,0.28,,,,,Evan Carter,
0.25,65,0.22,0.08,0.07,0.28,0.57,0.29,ARI,0.26,60,0.3,,,0.31,,,,,Tim Tawa,
0.18,65,0.26,0.14,0.09,0.38,0.73,0.35,CHC,0.33,111,0.32,,,0.29,,,,,Miguel Amaya,
0.27,64,0.24,0.11,0.2,0.36,0.8,0.44,LAD,0.36,128,0.29,,,0.32,,,,,Tommy Edman,
0.2,64,0.19,0.06,0.15,0.24,0.58,0.34,SDP,0.26,58,0.2,,,0.27,,,,,Freddy Fermin,
0.27,64,0.22,0.14,0.09,0.34,0.66,0.32,SEA,0.31,92,0.31,,,0.3,,,,,Mitch Garver,
0.23,62,0.15,0.05,0.07,0.23,0.46,0.22,TOR,0.22,32,0.18,,,0.28,,,,,Nathan Lukes,
0.33,60,0.17,0.07,0.04,0.25,0.46,0.21,NYY,0.22,34,0.27,,,0.3,,,,,Ryan McMahon,
0.3,60,0.22,0.03,0.12,0.25,0.6,0.34,ATL,0.26,63,0.29,,,0.32,,,,,Jorge Mateo,
0.32,59,0.19,0.08,0.06,0.27,0.52,0.24,BOS,0.24,48,0.29,,,0.26,,,,,Carlos Narváez,
0.17,59,0.32,0.1,0.14,0.41,0.87,0.46,LAD,0.38,143,0.38,,,0.27,,,,,Alex Call,
0.17,59,0.23,0.1,0.17,0.3,0.7,0.4,MIL,0.31,95,0.26,,,0.26,,,,,Blake Perkins,
0.15,59,0.27,0.07,0.19,0.33,0.8,0.46,BOS,0.35,122,0.28,,,0.3,,,,,Connor Wong,
0.33,58,0.17,0.09,0.26,0.24,0.68,0.43,LAA,0.29,84,0.17,,,0.27,,,,,Denzer Guzman,
0.28,57,0.22,0.07,0.08,0.3,0.6,0.31,MIL,0.28,71,0.31,,,0.27,,,,,David Hamilton,
0.44,57,0.17,0.05,0.08,0.23,0.48,0.25,COL,0.22,32,0.32,,,0.21,,,,,Braxton Fulford,
0.2,56,0.22,0.07,0,0.3,0.52,0.22,PHI,0.25,54,0.28,,,0.28,,,,,Justin Crawford,
0.18,56,0.22,0.04,0.14,0.24,0.59,0.35,HOU,0.26,60,0.24,,,0.24,,,,,Christian Vázquez,
0.15,55,0.25,0.02,0,0.28,0.52,0.25,TEX,0.24,46,0.29,,,0.25,,,,,Nicky Lopez,
0.2,55,0.23,0.13,0.19,0.36,0.78,0.42,ARI,0.34,118,0.28,,,0.24,,,,,Jorge Barrosa,
0.24,55,0.2,0.11,0.24,0.29,0.74,0.45,NYM,0.32,105,0.19,,,0.32,,,,,Luis Robert Jr.,
0.36,53,0.16,0.04,0.2,0.19,0.54,0.35,CIN,0.24,45,0.17,,,0.24,,,,,Noelvi Marte,
0.2,51,0.31,0.04,0,0.33,0.64,0.31,ATH,0.29,80,0.38,,,0.3,,,,,Tommy White,
0.2,51,0.28,0.08,0.04,0.33,0.65,0.32,ARI,0.3,85,0.35,,,0.28,,,,,James McCann,
0.16,50,0.34,0.06,0.19,0.38,0.91,0.53,SFG,0.4,153,0.38,,,0.3,,,,,Daniel Susac,
0.26,50,0.17,0.08,0.1,0.24,0.5,0.26,MIA,0.23,41,0.21,,,0.3,,,,,Joe Mack,
0.24,50,0.2,0.16,0.05,0.34,0.59,0.25,DET,0.28,76,0.28,,,0.33,,,,,Ben Malgeri,
0.12,49,0.25,0.04,0.11,0.29,0.66,0.36,COL,0.29,80,0.28,,,0.28,,,,,Brett Sullivan,
0.19,48,0.2,0.04,0.09,0.25,0.54,0.29,CIN,0.24,50,0.23,,,0.3,,,,,Ke'Bryan Hayes,
0.21,48,0.3,0.06,0.07,0.33,0.7,0.36,SEA,0.31,93,0.37,,,0.28,,,,,Victor Robles,
0.15,48,0.32,0.04,0,0.38,0.69,0.32,TEX,0.32,100,0.38,,,0.3,,,,,Alejandro Osuna,
0.23,48,0.15,0.12,0.15,0.26,0.55,0.29,MIN,0.25,57,0.14,,,0.33,,,,,Trevor Larnach,
0.49,47,0.13,0.04,0,0.17,0.3,0.13,CLE,0.13,-25,0.27,,,0.27,,,,,Gabriel Arias,
0.24,46,0.17,0.09,0.07,0.24,0.48,0.24,TBR,0.22,34,0.23,,,0.31,,,,,Richie Palacios,
0.2,46,0.13,0.09,0,0.23,0.36,0.13,CHW,0.18,8,0.17,,,0.31,,,,,Tristan Peters,
0.2,45,0.21,0.13,0.18,0.33,0.73,0.4,NYY,0.33,106,0.25,,,0.31,,,,,Max Schuemann,
0.42,45,0.18,0.11,0.08,0.27,0.53,0.26,BAL,0.25,53,0.32,,,0.32,,,,,Colton Cowser,
0.27,44,0.18,0.16,0.12,0.3,0.6,0.29,CLE,0.27,70,0.22,,,0.3,,,,,Patrick Bailey,
0.39,44,0.27,0.09,0.19,0.37,0.83,0.46,CHW,0.37,135,0.44,,,0.3,,,,,Everson Pereira,
0.34,44,0.24,0.05,0.02,0.28,0.55,0.27,CHW,0.25,53,0.38,,,0.31,,,,,Andrew Benintendi,
0.34,44,0.05,0.05,0,0.09,0.14,0.05,SFG,0.07,-64,0.08,,,0.32,,,,,Drew Gilbert,
0.35,43,0.2,0.05,0.2,0.23,0.62,0.39,SDP,0.27,69,0.25,,,0.27,,,,,Jase Bowen,
0.35,43,0.15,0.02,0.02,0.17,0.34,0.18,LAA,0.15,-11,0.23,,,0.29,,,,,Josh Lowe,
0.26,42,0.24,0.05,0.08,0.31,0.63,0.32,NYM,0.28,78,0.33,,,0.32,,,,,Jared Young,
0.17,42,0.18,0,0,0.18,0.35,0.18,LAA,0.16,-9,0.21,,,0.24,,,,,Tyler Heineman,
0.14,42,0.17,0.1,0.14,0.24,0.55,0.31,BOS,0.25,52,0.17,,,0.31,,,,,Anthony Seigler,
0.27,41,0.12,0.1,0,0.2,0.32,0.12,MIL,0.16,-7,0.16,,,0.31,,,,,Cooper Pratt,
0.22,41,0.25,0.1,0.17,0.34,0.76,0.42,NYM,0.34,114,0.28,,,0.3,,,,,Eric Wagaman,
0.24,41,0.14,0.12,0.09,0.24,0.47,0.23,STL,0.22,36,0.16,,,0.34,,,,,Lars Nootbaar,
0.3,40,0.17,0.1,0.17,0.28,0.62,0.34,BOS,0.28,74,0.23,,,0.29,,,,,Romy Gonzalez,
0.35,40,0.29,0.1,0.37,0.36,1.02,0.66,BAL,0.43,173,0.35,,,0.33,,,,,Christian Encarnacion-Strand,
0.12,40,0.26,0.02,0.13,0.28,0.66,0.38,DET,0.29,81,0.27,,,0.27,,,,,Javier Báez,
0.33,39,0.19,0.03,0,0.23,0.42,0.19,MIA,0.2,18,0.29,,,0.38,,,,,Griffin Conine,
0.27,37,0.12,0.05,0.09,0.17,0.37,0.21,TEX,0.17,1,0.13,,,0.24,,,,,Austin Wynns,
0.3,37,0.15,0.05,0.15,0.22,0.52,0.3,TEX,0.24,45,0.19,,,0.24,,,,,Cam Cauley,
0.31,36,0.26,0.14,0.13,0.36,0.75,0.39,WSN,0.34,112,0.4,,,0.26,,,,,Harry Ford,
0.22,36,0.22,0.06,0,0.26,0.48,0.22,BAL,0.22,33,0.28,,,0.3,,,,,Dylan Beavers,
0.14,36,0.16,0.11,0.03,0.26,0.45,0.19,ATL,0.22,32,0.19,,,0.3,,,,,Dominic Smith,
0.22,36,0.21,0.06,0,0.25,0.46,0.21,CIN,0.21,28,0.27,,,0.23,,,,,TJ Friedl,
0.37,35,0.2,0.09,0.03,0.31,0.55,0.23,ATL,0.26,64,0.35,,,0.31,,,,,Mike Yastrzemski,
0.2,35,0.2,0.11,0.17,0.29,0.65,0.37,TOR,0.29,80,0.22,,,0.3,,,,,Luis Urías,
0.2,35,0.14,0.17,0.18,0.29,0.62,0.32,CHW,0.28,78,0.15,,,0.26,,,,,Drew Romo,
0.41,34,0.14,0.09,0.28,0.24,0.66,0.41,TEX,0.28,78,0.21,,,0.34,,,,,Joc Pederson,
0.21,34,0.3,0,0.09,0.29,0.69,0.39,CIN,0.29,84,0.37,,,0.31,,,,,Edwin Arroyo,
0.21,34,0.25,0.18,0.14,0.38,0.78,0.39,SDP,0.35,123,0.3,,,0.34,,,,,Luis Campusano,
0.24,34,0.33,0,0.15,0.35,0.84,0.48,NYY,0.37,133,0.42,,,0.26,,,,,Ali Sánchez,
0.09,34,0.23,0.09,0,0.3,0.54,0.23,WSN,0.25,55,0.26,,,0.29,,,,,Jorbit Vivas,
0.15,34,0.33,0.03,0.2,0.36,0.9,0.53,HOU,0.38,144,0.36,,,0.24,,,,,Nick Allen,
0.15,33,0.16,0.03,0.06,0.18,0.4,0.22,TBR,0.18,7,0.18,,,0.32,,,,,Hunter Feduccia,
0.24,33,0.1,0.03,0.07,0.19,0.36,0.17,HOU,0.17,3,0.14,,,0.3,,,,,Taylor Trammell,
0.21,33,0.2,0.06,0.03,0.27,0.51,0.23,LAA,0.24,46,0.26,,,0.3,,,,,Wade Meckler,
0.21,33,0.18,0,0.03,0.18,0.39,0.21,SFG,0.17,3,0.23,,,0.23,,,,,Christian Koss,
0.21,33,0.3,0.09,0.23,0.36,0.9,0.53,BOS,0.39,147,0.36,,,0.34,,,,,Nick Sogard,
0.41,32,0.16,0,0.19,0.16,0.5,0.34,TOR,0.21,30,0.22,,,0.31,,,,,Yohendrick Piñango,
0.28,32,0.1,0.03,0,0.12,0.22,0.1,CIN,0.1,-43,0.14,,,0.34,,,,,Nathaniel Lowe,
0.41,32,0.31,0,0.47,0.31,1.09,0.78,DET,0.46,199,0.4,,,0.33,,,,,Eduardo Valencia,
0.28,32,0.1,0.03,0,0.12,0.22,0.1,NYM,0.1,-43,0.14,,,0.23,,,,,Jorge Polanco,
0.41,32,0.16,0.03,0.1,0.19,0.45,0.26,PIT,0.2,18,0.28,,,0.15,,,,,Billy Cook,
0.19,32,0.24,0.06,0.14,0.29,0.67,0.38,TBR,0.3,86,0.27,,,0.32,,,,,Victor Mesa Jr.,
0.13,31,0.21,0.06,0.1,0.26,0.57,0.31,MIL,0.25,56,0.24,,,0.32,,,,,Luis Lara,
0.29,31,0.33,0.1,0.37,0.42,1.12,0.7,NYY,0.47,205,0.44,,,0.33,,,,,Spencer Jones,
0.29,31,0.18,0.1,0.11,0.29,0.59,0.3,LAA,0.27,70,0.24,,,0.28,,,,,Travis d'Arnaud,
0.27,30,0.04,0.07,0,0.1,0.14,0.04,CLE,0.08,-61,0.05,,,0.28,,,,,Petey Halpin,
0.33,30,0.23,0.13,0.15,0.33,0.72,0.38,HOU,0.32,104,0.33,,,0.25,,,,,Zach Dezenzo,
0.13,30,0.3,0.1,0.11,0.37,0.77,0.41,BOS,0.34,118,0.35,,,0.32,,,,,Masataka Yoshida,
0.1,29,0.37,0.07,0.19,0.41,0.97,0.56,CHC,0.42,170,0.39,,,0.3,,,,,Pedro Ramírez,
0.41,29,0.12,0.03,0,0.15,0.26,0.12,TEX,0.12,-30,0.21,,,0.28,,,,,Josh Smith,
0.14,28,0.17,0.07,0,0.26,0.43,0.17,STL,0.21,27,0.2,,,0.29,,,,,Bryan Torres,
0.39,28,0.12,0,0,0.12,0.23,0.12,ARI,0.1,-44,0.2,,,0.26,,,,,Adrian Del Castillo,
0.25,28,0.35,0.11,0.39,0.46,1.2,0.74,DET,0.51,226,0.43,,,0.22,,,,,James Outman,
0.14,28,0.23,0.11,0.14,0.39,0.76,0.36,PIT,0.35,122,0.28,,,0.31,,,,,Jacob Gonzalez,
0.36,28,0.13,0.18,0.13,0.29,0.55,0.26,PIT,0.26,63,0.17,,,0.34,,,,,Endy Rodríguez,
0.3,27,0.16,0,0.04,0.19,0.39,0.2,SEA,0.18,7,0.24,,,0.34,,,,,Luke Raley,
0.35,26,0.14,0.19,0,0.31,0.45,0.14,COL,0.24,45,0.25,,,0.34,,,,,Edouard Julien,
0.16,25,0.12,0,0,0.16,0.28,0.12,DET,0.14,-22,0.15,,,0.34,,,,,Colt Keith,
0.24,25,0.25,0.04,0.29,0.28,0.82,0.54,LAD,0.35,124,0.25,,,0.26,,,,,Enrique Hernández,
0.5,24,0.17,0,0,0.21,0.38,0.17,MIN,0.18,6,0.36,,,0.22,,,,,Alex Jackson,
0.17,23,0.16,0.13,0.1,0.3,0.57,0.26,ATL,0.27,68,0.2,,,0.27,,,,,Jim Jarvis,
0.35,23,0.19,0,0.19,0.26,0.64,0.38,MIA,0.29,79,0.25,,,0.21,,,,,Brian Navarreto,
0.22,23,0.22,0,0.26,0.22,0.7,0.48,ATH,0.3,87,0.19,,,0.32,,,,,Brian Serven,
0.43,21,0.19,0,0.19,0.19,0.57,0.38,KCR,0.24,51,0.27,,,0.17,,,,,Luke Maile,
0.24,21,0.25,0,0,0.25,0.5,0.25,CIN,0.22,36,0.33,,,0.22,,,,,Jose Trevino,
0.14,21,0.26,0,0.32,0.26,0.84,0.58,KCR,0.36,126,0.27,,,0.32,,,,,John Rave,
0.55,20,0.17,0,0.17,0.21,0.54,0.33,MIN,0.24,49,0.33,,,0.26,,,,,Tristan Gray,
0,20,0.21,0.05,0,0.25,0.46,0.21,BAL,0.21,29,0.21,,,0.25,,,,,Yohel Pozo,
0.21,19,0.39,0,0.11,0.42,0.92,0.5,ATH,0.4,159,0.5,,,0.32,,,,,Carlos Cortes,
0.37,19,0.33,0.16,0.2,0.47,1.01,0.53,WSN,0.44,182,0.62,,,0.3,,,,,José Tena,
0.11,19,0.44,0.11,0.19,0.53,1.15,0.62,PHI,0.5,224,0.46,,,0.3,,,,,Bryan De La Cruz,
0.26,19,0.07,0.16,0.07,0.26,0.4,0.13,SDP,0.21,30,0.1,,,0.26,,,,,Rodolfo Durán,
0.22,18,0.22,0,0.06,0.22,0.5,0.28,BAL,0.22,34,0.29,,,0.17,,,,,Chadwick Tromp,
0.39,18,0.12,0.06,0.25,0.22,0.6,0.38,STL,0.27,65,0.12,,,0.28,,,,,Jimmy Crooks,
0.22,18,0.12,0.06,0,0.18,0.3,0.12,KCR,0.14,-16,0.17,,,0.21,,,,,Josh Rojas,
0.29,17,0.12,0,0,0.12,0.24,0.12,PIT,0.1,-43,0.17,,,0.24,,,,,Jhostynxon Garcia,
0.12,17,0.13,0,0.2,0.13,0.47,0.33,ATH,0.2,21,0.08,,,0.32,,,,,Donovan Walton,
0.12,17,0.2,0.12,0.07,0.29,0.56,0.27,SFG,0.26,62,0.23,,,0.32,,,,,Jesus Rodriguez,
0.29,14,0.17,0.14,0.08,0.29,0.54,0.25,HOU,0.25,57,0.25,,,0.28,,,,,LaMonte Wade Jr.,
0.07,14,0.21,0,0,0.21,0.43,0.21,LAD,0.19,15,0.23,,,0.22,,,,,Eliezer Alfonzo,
0.31,13,0.2,0.15,0.1,0.31,0.61,0.3,ARI,0.27,70,0.29,,,0.33,,,,,Tyler Locklear,
0.31,13,0.25,0.08,0,0.31,0.56,0.25,HOU,0.26,60,0.38,,,0.24,,,,,Lucas Spence,
0.46,13,0.09,0.08,0,0.17,0.26,0.09,SFG,0.13,-25,0.2,,,0.31,,,,,Drew Cavanaugh,
0.17,12,0.46,0,0,0.46,0.91,0.46,MIN,0.4,158,0.56,,,0.33,,,,,Alan Roden,
0.42,12,0.11,0.25,0,0.33,0.44,0.11,SFG,0.25,52,0.25,,,0.3,,,,,Grant McCray,
0.25,12,0.33,0,0.17,0.33,0.83,0.5,ARI,0.36,128,0.44,,,0.28,,,,,Max Kepler,
0.18,11,0.11,0.09,0,0.2,0.31,0.11,SDP,0.16,-7,0.14,,,0.26,,,,,Sung-Mun Song,
0.38,8,0,0,0,0,0,0,CIN,0,-113,0,,,0.18,,,,,Ivan Johnson,
0.12,8,0.43,0.12,0.86,0.5,1.79,1.29,CHC,0.72,372,0.25,,,0.31,,,,,Michael Conforto,
0.29,7,0.17,0.14,0,0.29,0.45,0.17,PHI,0.22,38,0.25,,,0.23,,,,,Garrett Stubbs,
0.14,7,0.17,0,0,0.17,0.33,0.17,MIA,0.15,-14,0.2,,,0.22,,,,,Graham Pauley,
0.2,5,0.2,0,0,0.2,0.4,0.2,PHI,0.18,6,0.25,,,0.2,,,,,Gabriel Rincones Jr.,
0.25,4,0,0,0,0,0,0,KCR,0,-113,0,,,0.16,,,,,Andrew Velazquez,
0.33,3,0.33,0,0,0.33,0.67,0.33,CHC,0.3,86,0.5,,,,,,,,James Triantos,
1,1,0,0,0,0,0,0,CHC,0,-113,,,,0.34,,,,,Justin Dean,
