H,K,R,BB,ER,HR,IP,date,f5_er,game_pk,pitches,stadium,strikes,home_away,game_score,pitcher_id,team_result,opponent_ABQ,opponent_HvL,opponent_HvR,opponent_OBR,opponent_OOR,opponent_OSI,opponent_RCV,opponent_wRC,pitcher_hand,pitcher_name,pitcher_team,batters_faced,opponent_PALS,opponent_team,opponent_wRC_lhh,opponent_wRC_rhh,opponent_ABQ_tier,opponent_OSI_tier
4,4,1,1,1,1,6,2026-03-31,0,822836,83,Rogers Centre,56,home,39.2,453286,W,34.5,15.16,26.08,31.8,0,26.1,13.5,94.74,R,Max Scherzer,TOR,22,4.3,COL,80.16,94.74,Low,Low
2,2,2,1,2,1,2,2026-04-06,6,822832,36,Rogers Centre,24,home,32.4,453286,L,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Max Scherzer,TOR,9,52.9,LAD,102.33,116.85,High,High
5,3,8,2,8,2,2.1,2026-04-12,8,822828,68,Rogers Centre,41,home,8.7,453286,L,39.7,45.81,47.07,33.8,44.02,47.1,67.6,108.59,R,Max Scherzer,TOR,15,40.8,MIN,91.91,108.59,Low,Low
5,1,2,1,2,0,6,2026-04-18,2,825098,74,Chase Field,50,away,35.2,453286,L,58.2,51.68,40.47,31.7,42.14,40.5,37.8,86.84,R,Max Scherzer,TOR,22,31.8,ARI,111.22,86.84,Mid,Low
6,0,7,3,7,3,2.1,2026-04-24,7,822827,82,Rogers Centre,51,home,5.3,453286,L,50,45.7,42.76,36.8,39.76,42.8,44.4,94.75,R,Max Scherzer,TOR,16,39,CLE,85.58,94.75,Mid,Low
5,4,5,3,5,2,3.1,2026-06-10,6,822804,82,Rogers Centre,51,home,16,453286,L,32.1,38.58,33.37,30.7,25.14,33.4,37.3,90.88,R,Max Scherzer,TOR,18,39.4,PHI,90.02,90.88,Low,Low
4,4,1,3,1,0,2.2,2026-07-27,2,822705,75,Nationals Park,44,away,27.2,453286,W,43.7,73.48,67.67,67,85.36,67.7,85.6,108.28,R,Max Scherzer,TOR,15,58.8,WSN,120.73,108.28,Low,High
4,5,1,1,1,0,6,2026-08-02,1,822783,84,Rogers Centre,58,home,40.2,453286,L,41,52.04,42.08,40.4,43.98,42.1,44.7,93.84,R,Max Scherzer,TOR,23,34.9,STL,94.52,93.84,Low,Low
5,4,2,0,2,2,5.1,2026-08-08,0,823426,84,Citizens Bank Park,58,away,33.4,453286,W,32.1,38.58,33.37,30.7,25.14,33.4,37.3,90.88,R,Max Scherzer,TOR,21,39.4,PHI,90.02,90.88,Low,Low
6,1,5,2,5,1,3.2,2026-03-30,8,825108,80,Chase Field,53,away,16.9,434378,L,58.2,51.68,40.47,31.7,42.14,40.5,37.8,86.84,R,Justin Verlander,DET,19,31.8,ARI,111.22,86.84,Mid,Low
8,7,5,0,5,2,4.2,2026-03-26,5,823486,80,Citizens Bank Park,55,away,16.6,543135,L,32.1,38.58,33.37,30.7,25.14,33.4,37.3,90.88,R,Nathan Eovaldi,TEX,22,39.4,PHI,90.02,90.88,Low,Low
8,5,6,3,6,1,4,2026-04-01,7,824860,88,Oriole Park at Camden Yards,55,away,7.8,543135,L,31.6,58.42,61.39,69.3,67.65,61.4,73.6,103.89,R,Nathan Eovaldi,TEX,23,70.9,BAL,101.83,103.89,Low,Mid
6,7,2,2,2,1,6,2026-04-07,2,822916,93,Globe Life Field,60,home,29.2,543135,W,43.3,45.66,49.15,45.2,45.92,49.2,57.9,104.4,R,Nathan Eovaldi,TEX,26,22.9,SEA,92.3,104.4,Low,Low
3,7,0,2,0,0,7,2026-04-13,0,825024,84,Sutter Health Park,53,away,45.3,543135,W,42.3,38.96,48.13,37.3,39.77,48.1,64.7,101.18,R,Nathan Eovaldi,TEX,26,19.5,ATH,98.82,101.18,Low,Low
8,3,4,1,2,1,5,2026-04-18,3,823151,95,T-Mobile Park,66,away,22.5,543135,L,43.3,45.66,49.15,45.2,45.92,49.2,57.9,104.4,R,Nathan Eovaldi,TEX,25,22.9,SEA,92.3,104.4,Low,Low
6,3,6,1,6,4,6,2026-04-24,6,822909,86,Globe Life Field,59,home,20.2,543135,L,42.3,38.96,48.13,37.3,39.77,48.1,64.7,101.18,R,Nathan Eovaldi,TEX,25,19.5,ATH,98.82,101.18,Low,Low
4,7,0,1,0,0,7,2026-04-29,0,822907,102,Globe Life Field,70,home,44.3,543135,W,38.8,61.44,66.36,75.1,74.8,66.4,76,104.61,R,Nathan Eovaldi,TEX,26,85.4,NYY,104.01,104.61,Low,High
3,8,1,0,1,1,8,2026-05-06,0,823550,101,Yankee Stadium,72,away,49,543135,W,38.8,61.44,66.36,75.1,74.8,66.4,76,104.61,R,Nathan Eovaldi,TEX,27,85.4,NYY,104.01,104.61,Low,High
5,8,0,2,0,0,7,2026-05-17,0,824192,94,Daikin Park,64,away,39.3,543135,W,38.5,43.27,48.82,45.2,43.76,48.8,60.3,105.24,R,Nathan Eovaldi,TEX,27,25.3,HOU,97.68,105.24,Low,Low
5,6,3,2,3,1,7,2026-05-23,3,824030,97,Angel Stadium,68,away,32.3,543135,L,22.6,35.68,27.39,13.1,17.1,27.4,47.2,94.72,R,Nathan Eovaldi,TEX,29,21.5,LAA,99.61,94.72,Low,Low
4,6,5,2,5,2,7,2026-05-28,5,822896,90,Globe Life Field,55,home,30.9,543135,L,38.5,43.27,48.82,45.2,43.76,48.8,60.3,105.24,R,Nathan Eovaldi,TEX,27,25.3,HOU,97.68,105.24,Low,Low
11,7,4,1,4,1,6,2026-06-02,2,823052,93,Busch Stadium,66,away,11.6,543135,W,41,52.04,42.08,40.4,43.98,42.1,44.7,93.84,R,Nathan Eovaldi,TEX,31,34.9,STL,94.52,93.84,Low,Low
4,3,4,3,4,1,5.2,2026-06-09,1,824105,88,Kauffman Stadium,58,away,28.3,543135,L,57,45.88,50.85,42.9,47.74,50.8,55.5,95.71,R,Nathan Eovaldi,TEX,23,71.8,KCR,94.81,95.71,Mid,Mid
6,6,3,1,3,2,7,2026-06-14,2,824751,94,Fenway Park,63,away,30.9,543135,W,43,53.79,32.87,41.3,36.4,32.9,16,86.76,R,Nathan Eovaldi,TEX,26,32.7,BOS,114.11,86.76,Low,Low
7,9,3,1,3,0,6,2026-06-21,3,822883,94,Globe Life Field,67,home,27.2,543135,W,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Nathan Eovaldi,TEX,25,47.7,SDP,86.5,97.75,Low,Mid
5,9,0,1,0,0,7,2026-06-26,0,822796,92,Rogers Centre,59,away,41.9,543135,W,54.7,32.11,29.44,7.6,16.34,29.4,36.4,95.37,R,Nathan Eovaldi,TEX,26,46.4,TOR,79.82,95.37,Mid,Low
6,9,3,1,3,2,5,2026-07-02,3,822884,85,Globe Life Field,53,home,25.5,543135,W,43.2,54.49,49.69,42.5,53.26,49.7,62.5,103.93,R,Nathan Eovaldi,TEX,22,35.5,DET,91.96,103.93,Low,Low
6,10,4,2,3,0,6,2026-07-09,1,822877,99,Globe Life Field,74,home,28.2,543135,W,22.6,35.68,27.39,13.1,17.1,27.4,47.2,94.72,R,Nathan Eovaldi,TEX,27,21.5,LAA,99.61,94.72,Low,Low
6,2,4,2,4,3,4,2026-07-19,4,824897,81,Truist Park,51,away,17.8,543135,L,51.3,49.83,58.97,55.8,58.67,59,68.1,104.62,R,Nathan Eovaldi,TEX,20,77.1,ATL,91.48,104.62,Mid,Mid
3,8,1,1,1,0,7,2026-07-25,1,822869,91,Globe Life Field,61,home,45.9,543135,W,43.3,45.66,49.15,45.2,45.92,49.2,57.9,104.4,R,Nathan Eovaldi,TEX,24,22.9,SEA,92.3,104.4,Low,Low
10,5,6,1,6,2,5,2026-07-31,6,824164,94,Daikin Park,60,away,6.9,543135,L,38.5,43.27,48.82,45.2,43.76,48.8,60.3,105.24,R,Nathan Eovaldi,TEX,26,25.3,HOU,97.68,105.24,Low,Low
4,2,1,2,1,0,5.1,2026-08-07,1,822863,86,Globe Life Field,56,home,36.4,543135,W,31.6,58.42,61.39,69.3,67.65,61.4,73.6,103.89,R,Nathan Eovaldi,TEX,22,70.9,BAL,101.83,103.89,Low,Mid
6,3,4,1,4,2,4,2026-04-10,4,822829,85,Rogers Centre,52,home,19.6,571578,W,39.7,45.81,47.07,33.8,44.02,47.1,67.6,108.59,R,Patrick Corbin,TOR,21,40.8,MIN,91.91,108.59,Low,Low
4,6,1,1,1,0,5.2,2026-04-16,1,823801,79,American Family Field,50,away,39.3,571578,L,67.4,59.68,66.31,75.3,73.39,66.3,55.3,110.33,R,Patrick Corbin,TOR,20,66.6,MIL,90.66,110.33,High,High
2,3,1,2,1,0,5,2026-04-21,1,824045,65,Angel Stadium,40,away,41.5,571578,W,22.6,35.68,27.39,13.1,17.1,27.4,47.2,94.72,R,Patrick Corbin,TOR,18,21.5,LAA,99.61,94.72,Low,Low
6,4,2,2,2,0,4.2,2026-04-26,2,822824,84,Rogers Centre,52,home,26.6,571578,W,50,45.7,42.76,36.8,39.76,42.8,44.4,94.75,R,Patrick Corbin,TOR,20,39,CLE,85.58,94.75,Mid,Low
6,4,2,1,2,1,5.1,2026-05-01,2,823713,79,Target Field,53,away,28.8,571578,W,39.7,45.81,47.07,33.8,44.02,47.1,67.6,108.59,R,Patrick Corbin,TOR,23,40.8,MIN,91.91,108.59,Low,Low
5,1,2,2,2,0,5.1,2026-05-06,2,822985,61,Tropicana Field,37,away,30.8,571578,L,77.8,40.21,51.2,34.8,43.71,51.2,51,110.23,R,Patrick Corbin,TOR,22,28.8,TBR,94.03,110.23,High,Mid
9,1,3,1,3,0,4.1,2026-05-12,3,822817,86,Rogers Centre,51,home,16.7,571578,L,77.8,40.21,51.2,34.8,43.71,51.2,51,110.23,R,Patrick Corbin,TOR,23,28.8,TBR,94.03,110.23,High,Mid
6,3,3,3,3,1,4,2026-05-18,3,823549,79,Yankee Stadium,47,away,19.8,571578,L,38.8,61.44,66.36,75.1,74.8,66.4,76,104.61,R,Patrick Corbin,TOR,20,85.4,NYY,104.01,104.61,Low,High
5,7,1,0,1,0,6,2026-05-23,0,822814,84,Rogers Centre,57,home,39.2,571578,W,33.5,45.95,62.13,60.7,58.75,62.1,84.2,113.86,R,Patrick Corbin,TOR,23,56.1,PIT,92.67,113.86,Low,Mid
4,4,1,1,1,1,5,2026-05-28,1,824834,80,Oriole Park at Camden Yards,49,away,36.5,571578,W,31.6,58.42,61.39,69.3,67.65,61.4,73.6,103.89,R,Patrick Corbin,TOR,21,70.9,BAL,101.83,103.89,Low,Mid
6,1,4,2,4,1,5,2026-06-03,4,824917,85,Truist Park,53,away,22.5,571578,L,51.3,49.83,58.97,55.8,58.67,59,68.1,104.62,R,Patrick Corbin,TOR,23,77.1,ATL,91.48,104.62,Mid,Mid
4,3,5,4,5,1,3,2026-06-08,5,822806,79,Rogers Centre,44,home,16.5,571578,L,32.1,38.58,33.37,30.7,25.14,33.4,37.3,90.88,R,Patrick Corbin,TOR,18,39.4,PHI,90.02,90.88,Low,Low
7,3,2,0,2,0,3.2,2026-06-14,2,822801,76,Rogers Centre,50,home,24.9,571578,L,38.8,61.44,66.36,75.1,74.8,66.4,76,104.61,R,Patrick Corbin,TOR,18,85.4,NYY,104.01,104.61,Low,High
6,4,3,3,3,1,3.2,2026-06-20,3,824665,101,Wrigley Field,57,away,18.9,571578,W,62.9,73.19,69.23,82.6,86.65,69.2,58.4,107.53,R,Patrick Corbin,TOR,20,60.1,CHC,120.8,107.53,Mid,High
7,5,5,1,5,1,4.1,2026-06-26,5,822796,94,Rogers Centre,57,home,17.1,571578,L,36.6,40.22,36.39,27.1,29.35,36.4,46.9,102.73,R,Patrick Corbin,TOR,21,20.3,TEX,113.78,102.73,Low,Low
6,4,6,3,4,1,5,2026-03-28,6,824701,97,Wrigley Field,57,away,20.5,571945,L,62.9,73.19,69.23,82.6,86.65,69.2,58.4,107.53,R,Miles Mikolas,WSN,25,60.1,CHC,120.8,107.53,Mid,High
11,4,11,1,11,4,4.1,2026-04-03,11,822758,87,Nationals Park,56,home,-9.3,571945,L,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Miles Mikolas,WSN,25,52.9,LAD,102.33,116.85,High,High
5,3,2,3,2,0,3,2026-04-08,3,822753,55,Nationals Park,34,home,23.1,571945,L,41,52.04,42.08,40.4,43.98,42.1,44.7,93.84,R,Miles Mikolas,WSN,17,34.9,STL,94.52,93.84,Low,Low
3,3,3,1,3,1,4,2026-04-30,3,823634,79,Citi Field,49,away,32.8,571945,W,30.6,47.52,42.47,40,40.88,42.5,53.8,92.49,R,Miles Mikolas,WSN,16,41,NYM,98.28,92.49,Low,Low
3,3,2,0,2,1,5.1,2026-05-06,2,822740,74,Nationals Park,52,home,40.4,571945,W,39.7,45.81,47.07,33.8,44.02,47.1,67.6,108.59,R,Miles Mikolas,WSN,19,40.8,MIN,91.91,108.59,Low,Low
3,2,2,2,1,0,3.1,2026-05-12,2,824521,71,Great American Ball Park,45,away,34,571945,W,32.7,55.84,35.37,40.9,40.4,35.4,31,83.8,R,Miles Mikolas,WSN,16,40,CIN,106.31,83.8,Low,Low
9,3,6,0,6,2,7,2026-06-29,6,824741,97,Fenway Park,68,away,17.9,571945,L,43,53.79,32.87,41.3,36.4,32.9,16,86.76,R,Miles Mikolas,WSN,30,32.7,BOS,114.11,86.76,Low,Low
9,3,7,2,7,2,6,2026-07-06,6,822712,99,Nationals Park,63,home,9.2,571945,W,38.5,43.27,48.82,45.2,43.76,48.8,60.3,105.24,R,Miles Mikolas,WSN,27,25.3,HOU,97.68,105.24,Low,Low
4,1,3,1,3,2,4,2026-07-26,4,822706,63,Nationals Park,39,home,28.2,571945,W,58.2,51.68,40.47,31.7,42.14,40.5,37.8,86.84,R,Miles Mikolas,WSN,18,31.8,ARI,111.22,86.84,Mid,Low
9,3,4,1,4,3,6,2026-08-01,4,824890,94,Truist Park,60,away,16.2,571945,L,51.3,49.83,58.97,55.8,58.67,59,68.1,104.62,R,Miles Mikolas,WSN,27,77.1,ATL,91.48,104.62,Mid,Mid
12,1,6,1,6,0,5,2026-08-06,6,823430,93,Citizens Bank Park,59,away,3.5,571945,L,32.1,38.58,33.37,30.7,25.14,33.4,37.3,90.88,R,Miles Mikolas,WSN,25,39.4,PHI,90.02,90.88,Low,Low
3,6,2,3,2,0,5,2026-04-25,2,824933,84,Truist Park,56,away,34.5,554430,W,51.3,49.83,58.97,55.8,58.67,59,68.1,104.62,R,Zack Wheeler,PHI,20,77.1,ATL,91.48,104.62,Mid,Mid
3,8,1,2,1,0,6,2026-05-01,1,823877,94,loanDepot park,60,away,41.2,554430,W,40.1,44.11,48.64,39.3,44.23,48.6,65.4,103.14,R,Zack Wheeler,PHI,23,61,MIA,91.81,103.14,Low,Low
5,4,3,1,3,1,6.1,2026-05-06,2,823470,98,Citizens Bank Park,62,home,33.1,554430,W,42.3,38.96,48.13,37.3,39.77,48.1,64.7,101.18,R,Zack Wheeler,PHI,25,19.5,ATH,98.82,101.18,Low,Low
6,4,1,0,1,0,7.1,2026-05-12,0,824764,87,Fenway Park,57,away,39.2,554430,W,43,53.79,32.87,41.3,36.4,32.9,16,86.76,R,Zack Wheeler,PHI,27,32.7,BOS,114.11,86.76,Low,Low
4,8,0,1,0,0,7,2026-05-17,0,823381,98,PNC Park,69,away,44.9,554430,W,33.5,45.95,62.13,60.7,58.75,62.1,84.2,113.86,R,Zack Wheeler,PHI,25,56.1,PIT,92.67,113.86,Low,Mid
2,6,0,1,0,0,6,2026-05-23,0,823458,99,Citizens Bank Park,64,home,48.2,554430,W,50,45.7,42.76,36.8,39.76,42.8,44.4,94.75,R,Zack Wheeler,PHI,21,39,CLE,85.58,94.75,Mid,Low
5,4,4,1,4,4,6,2026-05-29,4,823946,90,UNIQLO Field at Dodger Stadium,56,away,27.2,554430,L,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Zack Wheeler,PHI,23,52.9,LAD,102.33,116.85,High,High
2,8,2,3,2,1,7,2026-06-04,0,823457,104,Citizens Bank Park,69,home,41.9,554430,W,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Zack Wheeler,PHI,25,47.7,SDP,86.5,97.75,Low,Mid
6,5,1,0,1,1,6,2026-06-09,0,822805,96,Rogers Centre,63,away,34.6,554430,L,54.7,32.11,29.44,7.6,16.34,29.4,36.4,95.37,R,Zack Wheeler,PHI,24,46.4,TOR,79.82,95.37,Mid,Low
2,9,0,3,0,0,6,2026-06-15,0,823452,97,Citizens Bank Park,59,home,44.2,554430,W,40.1,44.11,48.64,39.3,44.23,48.6,65.4,103.14,R,Zack Wheeler,PHI,23,61,MIA,91.81,103.14,Low,Low
4,7,2,3,2,1,5.2,2026-06-21,1,823449,104,Citizens Bank Park,60,home,32.3,554430,W,30.6,47.52,42.47,40,40.88,42.5,53.8,92.49,R,Zack Wheeler,PHI,23,41,NYM,98.28,92.49,Low,Low
4,5,1,1,1,0,7,2026-06-26,1,823610,98,Citi Field,61,away,42.9,554430,W,30.6,47.52,42.47,40,40.88,42.5,53.8,92.49,R,Zack Wheeler,PHI,25,41,NYM,98.28,92.49,Low,Low
9,10,4,1,4,1,4.2,2026-07-01,4,823446,104,Citizens Bank Park,65,home,14.6,554430,W,33.5,45.95,62.13,60.7,58.75,62.1,84.2,113.86,R,Zack Wheeler,PHI,24,56.1,PIT,92.67,113.86,Low,Mid
4,14,1,0,1,1,7,2026-07-07,0,824495,104,Great American Ball Park,69,away,43.9,554430,W,32.7,55.84,35.37,40.9,40.4,35.4,31,83.8,R,Zack Wheeler,PHI,25,40,CIN,106.31,83.8,Low,Low
2,10,0,2,0,0,6,2026-07-12,0,824250,96,Comerica Park,61,away,46.2,554430,W,43.2,54.49,49.69,42.5,53.26,49.7,62.5,103.93,R,Zack Wheeler,PHI,22,35.5,DET,91.96,103.93,Low,Low
5,9,2,0,2,1,7,2026-07-21,2,823437,93,Citizens Bank Park,63,home,38.9,554430,L,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Zack Wheeler,PHI,25,52.9,LAD,102.33,116.85,High,High
6,6,5,1,5,2,3,2026-07-27,5,823839,68,loanDepot park,41,away,16.1,554430,L,40.1,44.11,48.64,39.3,44.23,48.6,65.4,103.14,R,Zack Wheeler,PHI,16,61,MIA,91.81,103.14,Low,Low
1,3,0,0,0,0,2,2026-08-02,0,824807,32,Oriole Park at Camden Yards,24,away,42.4,554430,W,31.6,58.42,61.39,69.3,67.65,61.4,73.6,103.89,R,Zack Wheeler,PHI,7,70.9,BAL,101.83,103.89,Low,Mid
7,6,4,5,4,1,5.1,2026-08-07,3,823428,116,Citizens Bank Park,72,home,14.4,554430,L,54.7,32.11,29.44,7.6,16.34,29.4,36.4,95.37,R,Zack Wheeler,PHI,28,46.4,TOR,79.82,95.37,Mid,Low
6,5,5,1,4,0,5,2026-08-12,5,823017,84,Busch Stadium,53,away,24.9,554430,L,41,52.04,42.08,40.4,43.98,42.1,44.7,93.84,R,Zack Wheeler,PHI,23,34.9,STL,94.52,93.84,Low,Low
3,6,0,3,0,0,6,2026-03-27,0,824946,88,Truist Park,54,home,40.6,519242,W,57,45.88,50.85,42.9,47.74,50.8,55.5,95.71,R,Chris Sale,ATL,23,71.8,KCR,94.81,95.71,Mid,Mid
1,3,1,0,1,1,6,2026-04-01,1,824940,79,Truist Park,57,home,50.2,519242,W,42.3,38.96,48.13,37.3,39.77,48.1,64.7,101.18,R,Chris Sale,ATL,19,19.5,ATH,98.82,101.18,Low,Low
5,7,6,2,6,2,4,2026-04-06,6,824052,77,Angel Stadium,51,away,16.6,519242,L,22.6,35.68,27.39,13.1,17.1,27.4,47.2,94.72,R,Chris Sale,ATL,21,21.5,LAA,99.61,94.72,Low,Low
8,6,1,1,1,1,6,2026-04-12,0,824938,97,Truist Park,68,home,27.2,519242,W,50,45.7,42.76,36.8,39.76,42.8,44.4,94.75,R,Chris Sale,ATL,26,39,CLE,85.58,94.75,Mid,Low
5,7,1,1,1,1,7,2026-04-18,1,823474,101,Citizens Bank Park,73,away,38.9,519242,W,32.1,38.58,33.37,30.7,25.14,33.4,37.3,90.88,R,Chris Sale,ATL,26,39.4,PHI,90.02,90.88,Low,Low
1,9,0,2,0,0,6,2026-04-26,0,824934,100,Truist Park,61,home,48.6,519242,W,32.1,38.58,33.37,30.7,25.14,33.4,37.3,90.88,R,Chris Sale,ATL,22,39.4,PHI,90.02,90.88,Low,Low
3,11,1,3,1,0,7,2026-05-02,1,824365,102,Coors Field,70,away,41.9,519242,W,34.5,15.16,26.08,31.8,0,26.1,13.5,94.74,R,Chris Sale,ATL,27,4.3,COL,80.16,94.74,Low,Low
5,7,3,0,2,1,7,2026-05-08,2,823957,102,UNIQLO Field at Dodger Stadium,76,away,38.3,519242,L,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Chris Sale,ATL,27,52.9,LAD,102.33,116.85,High,High
5,8,1,2,0,0,6,2026-05-14,0,824926,100,Truist Park,65,home,37.2,519242,L,62.9,73.19,69.23,82.6,86.65,69.2,58.4,107.53,R,Chris Sale,ATL,25,60.1,CHC,120.8,107.53,Mid,High
4,8,1,0,1,0,7,2026-05-20,1,823866,96,loanDepot park,67,away,44.9,519242,W,40.1,44.11,48.64,39.3,44.23,48.6,65.4,103.14,R,Chris Sale,ATL,25,61,MIA,91.81,103.14,Low,Low
6,8,2,3,2,0,5,2026-05-28,2,824757,96,Fenway Park,61,away,24.9,519242,W,43,53.79,32.87,41.3,36.4,32.9,16,86.76,R,Chris Sale,ATL,24,32.7,BOS,114.11,86.76,Low,Low
10,6,3,2,3,0,5.2,2026-06-04,3,824919,108,Truist Park,70,home,14.7,519242,L,54.7,32.11,29.44,7.6,16.34,29.4,36.4,95.37,R,Chris Sale,ATL,29,46.4,TOR,79.82,95.37,Mid,Low
6,6,2,1,2,0,5.2,2026-06-10,2,824590,103,Rate Field,66,away,30.7,519242,L,32.2,51.22,54.22,45.8,55.13,54.2,79.5,104.1,R,Chris Sale,ATL,25,64,CHW,100.84,104.1,Low,Mid
5,7,2,1,0,0,5.2,2026-06-20,0,824909,101,Truist Park,66,home,38.3,519242,W,67.4,59.68,66.31,75.3,73.39,66.3,55.3,110.33,R,Chris Sale,ATL,23,66.6,MIL,90.66,110.33,High,High
8,10,2,1,1,0,6,2026-06-28,0,823204,94,Oracle Park,68,away,28.2,519242,L,35.1,31.6,38.18,17.2,24.43,38.2,64.4,102.16,R,Chris Sale,ATL,26,22.3,SFG,90.66,102.16,Low,Low
7,3,3,2,3,2,5,2026-07-04,1,824903,98,Truist Park,67,home,19.9,519242,W,30.6,47.52,42.47,40,40.88,42.5,53.8,92.49,R,Chris Sale,ATL,24,41,NYM,98.28,92.49,Low,Low
2,5,0,1,0,0,3,2026-07-10,0,823033,43,Busch Stadium,30,away,40.1,519242,L,41,52.04,42.08,40.4,43.98,42.1,44.7,93.84,R,Chris Sale,ATL,11,34.9,STL,94.52,93.84,Low,Low
2,6,0,0,0,0,7,2026-07-17,0,824901,89,Truist Park,62,home,52.9,519242,W,36.6,40.22,36.39,27.1,29.35,36.4,46.9,102.73,R,Chris Sale,ATL,23,20.3,TEX,113.78,102.73,Low,Low
5,11,3,1,3,0,6,2026-07-23,3,824893,98,Truist Park,71,home,32.6,519242,W,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Chris Sale,ATL,25,47.7,SDP,86.5,97.75,Low,Mid
2,9,0,0,0,0,6,2026-07-29,0,823598,94,Citi Field,63,away,50.2,519242,W,30.6,47.52,42.47,40,40.88,42.5,53.8,92.49,R,Chris Sale,ATL,20,41,NYM,98.28,92.49,Low,Low
5,8,3,2,3,0,6,2026-08-08,3,823514,103,Yankee Stadium,64,away,31.2,519242,L,38.8,61.44,66.36,75.1,74.8,66.4,76,104.61,R,Chris Sale,ATL,23,85.4,NYY,104.01,104.61,Low,High
6,7,3,0,3,1,4.2,2026-03-31,3,824861,79,Oriole Park at Camden Yards,56,away,27.6,594798,W,31.6,58.42,61.39,69.3,67.65,61.4,73.6,103.89,R,Jacob deGrom,TEX,20,70.9,BAL,101.83,103.89,Low,Mid
1,6,1,1,1,1,5,2026-04-06,1,822918,78,Globe Life Field,49,home,45.5,594798,W,43.3,45.66,49.15,45.2,45.92,49.2,57.9,104.4,R,Jacob deGrom,TEX,17,22.9,SEA,92.3,104.4,Low,Low
4,9,1,3,1,1,6,2026-04-12,1,823966,93,UNIQLO Field at Dodger Stadium,64,away,35.2,594798,W,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Jacob deGrom,TEX,24,52.9,LAD,102.33,116.85,High,High
4,3,0,2,0,0,4,2026-04-17,0,823152,88,T-Mobile Park,57,away,34.8,594798,W,43.3,45.66,49.15,45.2,45.92,49.2,57.9,104.4,R,Jacob deGrom,TEX,17,22.9,SEA,92.3,104.4,Low,Low
5,10,1,1,1,1,5.2,2026-04-23,1,822912,89,Globe Life Field,63,home,35.3,594798,W,33.5,45.95,62.13,60.7,58.75,62.1,84.2,113.86,R,Jacob deGrom,TEX,23,56.1,PIT,92.67,113.86,Low,Mid
3,5,1,0,1,0,6,2026-04-28,1,822908,93,Globe Life Field,56,home,45.2,594798,L,38.8,61.44,66.36,75.1,74.8,66.4,76,104.61,R,Jacob deGrom,TEX,22,85.4,NYY,104.01,104.61,Low,High
7,7,6,1,6,2,6.1,2026-05-05,3,823553,94,Yankee Stadium,66,away,20.1,594798,L,38.8,61.44,66.36,75.1,74.8,66.4,76,104.61,R,Jacob deGrom,TEX,27,85.4,NYY,104.01,104.61,Low,High
3,10,0,0,0,0,7,2026-05-10,0,822902,94,Globe Life Field,65,home,49.9,594798,W,62.9,73.19,69.23,82.6,86.65,69.2,58.4,107.53,R,Jacob deGrom,TEX,24,60.1,CHC,120.8,107.53,Mid,High
5,4,4,0,4,4,6,2026-05-16,4,824193,94,Daikin Park,60,away,29.2,594798,L,38.5,43.27,48.82,45.2,43.76,48.8,60.3,105.24,R,Jacob deGrom,TEX,23,25.3,HOU,97.68,105.24,Low,Low
6,3,6,3,6,2,3,2026-05-22,6,824029,65,Angel Stadium,41,away,10.1,594798,L,22.6,35.68,27.39,13.1,17.1,27.4,47.2,94.72,R,Jacob deGrom,TEX,18,21.5,LAA,99.61,94.72,Low,Low
4,6,2,1,2,1,6,2026-05-27,2,822897,97,Globe Life Field,62,home,37.2,594798,L,38.5,43.27,48.82,45.2,43.76,48.8,60.3,105.24,R,Jacob deGrom,TEX,23,25.3,HOU,97.68,105.24,Low,Low
4,8,0,1,0,0,5,2026-06-01,0,823050,91,Busch Stadium,59,away,39.5,594798,W,41,52.04,42.08,40.4,43.98,42.1,44.7,93.84,R,Jacob deGrom,TEX,21,34.9,STL,94.52,93.84,Low,Low
3,6,0,2,0,0,6,2026-06-07,0,822890,87,Globe Life Field,58,home,43.2,594798,W,50,45.7,42.76,36.8,39.76,42.8,44.4,94.75,R,Jacob deGrom,TEX,23,39,CLE,85.58,94.75,Mid,Low
6,5,2,0,2,0,6,2026-06-13,2,824749,90,Fenway Park,56,away,34.2,594798,L,43,53.79,32.87,41.3,36.4,32.9,16,86.76,R,Jacob deGrom,TEX,23,32.7,BOS,114.11,86.76,Low,Low
6,9,6,3,6,2,6,2026-06-19,6,822886,106,Globe Life Field,70,home,18.2,594798,W,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Jacob deGrom,TEX,27,47.7,SDP,86.5,97.75,Low,Mid
4,8,2,2,2,0,6,2026-06-24,2,823850,91,loanDepot park,58,away,36.2,594798,L,40.1,44.11,48.64,39.3,44.23,48.6,65.4,103.14,R,Jacob deGrom,TEX,23,61,MIA,91.81,103.14,Low,Low
