H,K,R,BB,ER,HR,IP,date,f5_er,game_pk,pitches,stadium,strikes,home_away,game_score,pitcher_id,team_result,opponent_ABQ,opponent_HvL,opponent_HvR,opponent_OBR,opponent_OOR,opponent_OSI,opponent_RCV,opponent_wRC,pitcher_hand,pitcher_name,pitcher_team,batters_faced,opponent_PALS,opponent_team,opponent_wRC_lhh,opponent_wRC_rhh,opponent_ABQ_tier,opponent_OSI_tier
1,2,1,0,1,1,1,2026-05-22,4,824842,18,Oriole Park at Camden Yards,13,home,36.7,669211,W,43.2,54.49,49.69,42.5,53.26,49.7,62.5,103.93,R,Keegan Akin,BAL,4,35.5,DET,91.96,103.93,Low,Low
5,3,3,2,3,1,4,2026-03-30,3,823320,72,Petco Park,43,home,24.2,621111,L,35.1,31.6,38.18,17.2,24.43,38.2,64.4,102.16,R,Walker Buehler,SDP,19,22.3,SFG,90.66,102.16,Low,Low
3,4,4,3,4,0,2.2,2026-04-05,4,824781,61,Fenway Park,33,away,24.2,621111,W,43,53.79,32.87,41.3,36.4,32.9,16,86.76,R,Walker Buehler,SDP,14,32.7,BOS,114.11,86.76,Low,Low
3,4,0,0,0,0,6,2026-04-10,0,823318,68,Petco Park,50,home,47.2,621111,W,34.5,15.16,26.08,31.8,0,26.1,13.5,94.74,R,Walker Buehler,SDP,20,4.3,COL,80.16,94.74,Low,Low
5,7,2,1,2,0,5,2026-04-16,0,823313,88,Petco Park,58,home,32.5,621111,W,43.3,45.66,49.15,45.2,45.92,49.2,57.9,104.4,R,Walker Buehler,SDP,20,22.9,SEA,92.3,104.4,Low,Low
8,2,4,3,4,0,2.2,2026-04-22,5,824367,82,Coors Field,47,away,9.2,621111,L,34.5,15.16,26.08,31.8,0,26.1,13.5,94.74,R,Walker Buehler,SDP,19,4.3,COL,80.16,94.74,Low,Low
3,4,2,3,2,0,4.2,2026-04-28,2,823310,92,Petco Park,48,home,33,621111,L,62.9,73.19,69.23,82.6,86.65,69.2,58.4,107.53,R,Walker Buehler,SDP,22,60.1,CHC,120.8,107.53,Mid,High
7,5,4,0,4,1,5.1,2026-05-05,4,823227,82,Oracle Park,56,away,24.4,621111,W,35.1,31.6,38.18,17.2,24.43,38.2,64.4,102.16,R,Walker Buehler,SDP,23,22.3,SFG,90.66,102.16,Low,Low
3,2,2,0,2,1,6,2026-05-10,2,823305,89,Petco Park,57,home,42.2,621111,W,41,52.04,42.08,40.4,43.98,42.1,44.7,93.84,R,Walker Buehler,SDP,21,34.9,STL,94.52,93.84,Low,Low
5,6,2,2,2,1,5,2026-05-16,2,823139,101,T-Mobile Park,63,away,29.5,621111,W,43.3,45.66,49.15,45.2,45.92,49.2,57.9,104.4,R,Walker Buehler,SDP,22,22.9,SEA,92.3,104.4,Low,Low
5,4,3,4,3,0,5,2026-05-22,3,823298,85,Petco Park,54,home,24.5,621111,W,42.3,38.96,48.13,37.3,39.77,48.1,64.7,101.18,R,Walker Buehler,SDP,22,19.5,ATH,98.82,101.18,Low,Low
3,2,2,0,2,0,5.1,2026-05-27,0,823295,58,Petco Park,35,home,40.8,621111,L,32.1,38.58,33.37,30.7,25.14,33.4,37.3,90.88,R,Walker Buehler,SDP,18,39.4,PHI,90.02,90.88,Low,Low
4,6,1,2,1,0,6,2026-06-03,1,823456,86,Citizens Bank Park,56,away,38.2,621111,L,32.1,38.58,33.37,30.7,25.14,33.4,37.3,90.88,R,Walker Buehler,SDP,24,39.4,PHI,90.02,90.88,Low,Low
8,4,1,2,1,0,4.2,2026-06-08,1,823289,86,Petco Park,54,home,22.6,621111,W,32.7,55.84,35.37,40.9,40.4,35.4,31,83.8,R,Walker Buehler,SDP,22,40,CIN,106.31,83.8,Low,Low
6,5,1,0,1,1,5,2026-06-14,1,824823,86,Oriole Park at Camden Yards,60,away,32.5,621111,W,31.6,58.42,61.39,69.3,67.65,61.4,73.6,103.89,R,Walker Buehler,SDP,21,70.9,BAL,101.83,103.89,Low,Mid
5,7,1,1,1,0,5.1,2026-06-20,0,822885,87,Globe Life Field,60,away,35.4,621111,W,36.6,40.22,36.39,27.1,29.35,36.4,46.9,102.73,R,Walker Buehler,SDP,21,20.3,TEX,113.78,102.73,Low,Low
3,5,1,3,1,1,5.1,2026-06-26,1,823285,74,Petco Park,43,home,36.4,621111,W,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Walker Buehler,SDP,20,52.9,LAD,102.33,116.85,High,High
7,6,9,4,9,3,4,2026-07-01,13,824660,85,Wrigley Field,50,away,0.8,621111,L,62.9,73.19,69.23,82.6,86.65,69.2,58.4,107.53,R,Walker Buehler,SDP,23,60.1,CHC,120.8,107.53,Mid,High
7,4,7,1,7,2,5,2026-07-06,7,823282,93,Petco Park,57,home,13.9,621111,L,58.2,51.68,40.47,31.7,42.14,40.5,37.8,86.84,R,Walker Buehler,SDP,24,31.8,ARI,111.22,86.84,Mid,Low
3,1,4,4,4,1,2,2026-07-11,4,823276,65,Petco Park,31,home,19.4,621111,W,54.7,32.11,29.44,7.6,16.34,29.4,36.4,95.37,R,Walker Buehler,SDP,13,46.4,TOR,79.82,95.37,Mid,Low
2,3,2,5,2,0,5.2,2026-07-21,2,824895,90,Truist Park,53,away,35.3,621111,W,51.3,49.83,58.97,55.8,58.67,59,68.1,104.62,R,Walker Buehler,SDP,24,77.1,ATL,91.48,104.62,Mid,Mid
4,7,3,2,2,1,5.1,2026-07-26,3,823840,92,loanDepot park,57,away,33.4,621111,W,40.1,44.11,48.64,39.3,44.23,48.6,65.4,103.14,R,Walker Buehler,SDP,22,61,MIA,91.81,103.14,Low,Low
8,1,3,2,3,1,4.1,2026-08-01,3,823269,79,Petco Park,52,home,16.7,621111,W,35.1,31.6,38.18,17.2,24.43,38.2,64.4,102.16,R,Walker Buehler,SDP,21,22.3,SFG,90.66,102.16,Low,Low
6,3,1,1,1,0,4,2026-08-06,1,825053,76,Chase Field,47,away,28.8,621111,W,58.2,51.68,40.47,31.7,42.14,40.5,37.8,86.84,R,Walker Buehler,SDP,18,31.8,ARI,111.22,86.84,Mid,Low
3,5,1,2,1,0,6,2026-08-11,1,823264,98,Petco Park,58,home,40.6,621111,W,67.4,59.68,66.31,75.3,73.39,66.3,55.3,110.33,R,Walker Buehler,SDP,24,66.6,MIL,90.66,110.33,High,High
2,8,4,3,4,2,4.2,2026-07-20,4,824167,86,Daikin Park,58,home,30.6,669854,W,40.1,44.11,48.64,39.3,44.23,48.6,65.4,103.14,R,Ronel Blanco,HOU,19,61,MIA,91.81,103.14,Low,Low
4,4,5,3,5,2,5.1,2026-07-26,3,824572,85,Rate Field,55,away,24.4,669854,L,32.2,51.22,54.22,45.8,55.13,54.2,79.5,104.1,R,Ronel Blanco,HOU,22,64,CHW,100.84,104.1,Low,Mid
5,4,3,2,3,1,4.2,2026-08-01,3,824162,82,Daikin Park,53,home,26.6,669854,W,36.6,40.22,36.39,27.1,29.35,36.4,46.9,102.73,R,Ronel Blanco,HOU,21,20.3,TEX,113.78,102.73,Low,Low
4,1,3,3,3,1,4.2,2026-08-07,3,823266,78,Petco Park,47,away,27,669854,W,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Ronel Blanco,HOU,19,47.7,SDP,86.5,97.75,Low,Mid
9,2,4,0,4,3,3.2,2026-06-23,4,822799,75,Rogers Centre,50,home,11.9,669456,L,38.5,43.27,48.82,45.2,43.76,48.8,60.3,105.24,R,Shane Bieber,TOR,19,25.3,HOU,97.68,105.24,Low,Low
5,4,2,4,2,1,5.1,2026-06-28,1,822795,92,Rogers Centre,56,home,26.4,669456,L,36.6,40.22,36.39,27.1,29.35,36.4,46.9,102.73,R,Shane Bieber,TOR,24,20.3,TEX,113.78,102.73,Low,Low
6,3,7,3,7,2,4,2026-07-04,7,823118,89,T-Mobile Park,53,away,10.8,669456,L,43.3,45.66,49.15,45.2,45.92,49.2,57.9,104.4,R,Shane Bieber,TOR,21,22.9,SEA,92.3,104.4,Low,Low
6,4,2,3,2,1,4.2,2026-07-10,2,823278,97,Petco Park,54,away,23.6,669456,W,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Shane Bieber,TOR,22,47.7,SDP,86.5,97.75,Low,Mid
3,6,0,2,0,0,6,2026-07-18,0,822790,80,Rogers Centre,51,home,43.2,669456,W,32.2,51.22,54.22,45.8,55.13,54.2,79.5,104.1,R,Shane Bieber,TOR,22,64,CHW,100.84,104.1,Low,Mid
3,3,1,0,1,0,7,2026-07-23,1,822785,86,Rogers Centre,57,home,47.9,669456,W,77.8,40.21,51.2,34.8,43.71,51.2,51,110.23,R,Shane Bieber,TOR,24,28.8,TBR,94.03,110.23,High,Mid
1,0,4,6,4,0,0.2,2026-07-28,8,822703,42,Nationals Park,15,away,18.8,669456,L,43.7,73.48,67.67,67,85.36,67.7,85.6,108.28,R,Shane Bieber,TOR,9,58.8,WSN,120.73,108.28,Low,High
9,6,1,2,1,0,5.2,2026-08-03,0,824160,87,Daikin Park,54,away,22.3,669456,W,38.5,43.27,48.82,45.2,43.76,48.8,60.3,105.24,R,Shane Bieber,TOR,28,25.3,HOU,97.68,105.24,Low,Low
6,4,5,3,5,2,5.2,2026-08-09,4,823425,97,Citizens Bank Park,52,away,19.3,669456,L,32.1,38.58,33.37,30.7,25.14,33.4,37.3,90.88,R,Shane Bieber,TOR,26,39.4,PHI,90.02,90.88,Low,Low
5,5,1,1,1,0,4.1,2026-07-09,1,824577,65,Rate Field,41,away,32.7,663776,W,32.2,51.22,54.22,45.8,55.13,54.2,79.5,104.1,R,Patrick Sandoval,BOS,19,64,CHW,100.84,104.1,Low,Mid
9,5,5,1,4,1,5,2026-07-18,5,824738,76,Fenway Park,54,home,15.5,663776,W,77.8,40.21,51.2,34.8,43.71,51.2,51,110.23,R,Patrick Sandoval,BOS,23,28.8,TBR,94.03,110.23,High,Mid
5,3,0,2,0,0,4.2,2026-07-24,0,824733,84,Fenway Park,51,home,33.6,663776,W,54.7,32.11,29.44,7.6,16.34,29.4,36.4,95.37,R,Patrick Sandoval,BOS,22,46.4,TOR,79.82,95.37,Mid,Low
5,7,2,2,2,2,5,2026-07-29,2,824973,92,Sutter Health Park,61,away,27.9,663776,W,42.3,38.96,48.13,37.3,39.77,48.1,64.7,101.18,R,Patrick Sandoval,BOS,22,19.5,ATH,98.82,101.18,Low,Low
6,5,2,4,2,0,5,2026-08-04,1,824731,89,Fenway Park,50,home,23.5,663776,W,32.2,51.22,54.22,45.8,55.13,54.2,79.5,104.1,R,Patrick Sandoval,BOS,23,64,CHW,100.84,104.1,Low,Mid
8,4,4,3,2,0,6,2026-08-11,3,822778,84,Rogers Centre,50,away,22.2,663776,L,54.7,32.11,29.44,7.6,16.34,29.4,36.4,95.37,R,Patrick Sandoval,BOS,27,46.4,TOR,79.82,95.37,Mid,Low
3,4,0,4,0,0,4,2026-07-02,1,823442,90,Citizens Bank Park,54,home,33.8,660604,L,33.5,45.95,62.13,60.7,58.75,62.1,84.2,113.86,R,Alan Rangel,PHI,18,56.1,PIT,92.67,113.86,Low,Mid
3,5,3,3,3,2,3.1,2026-07-08,7,824496,69,Great American Ball Park,42,away,26,660604,L,32.7,55.84,35.37,40.9,40.4,35.4,31,83.8,R,Alan Rangel,PHI,16,40,CIN,106.31,83.8,Low,Low
7,4,5,3,5,1,4,2026-07-19,5,823439,91,Citizens Bank Park,63,home,12.2,660604,L,30.6,47.52,42.47,40,40.88,42.5,53.8,92.49,R,Alan Rangel,PHI,23,41,NYM,98.28,92.49,Low,Low
0,1,0,0,0,0,1,2026-08-01,1,822944,8,Tropicana Field,7,away,42.7,663855,L,77.8,40.21,51.2,34.8,43.71,51.2,51,110.23,R,Jordan Hicks,CHW,3,28.8,TBR,94.03,110.23,High,Mid
2,2,1,1,1,0,2,2026-06-27,1,823283,36,Petco Park,24,home,35.4,606996,L,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Kyle Hart,SDP,9,52.9,LAD,102.33,116.85,High,High
0,1,0,0,0,0,1,2026-07-23,5,824893,8,Truist Park,6,away,42.7,606996,L,51.3,49.83,58.97,55.8,58.67,59,68.1,104.62,R,Kyle Hart,SDP,3,77.1,ATL,91.48,104.62,Mid,Mid
2,3,0,1,0,0,2.2,2026-07-29,0,823273,37,Petco Park,28,home,39.2,606996,W,34.5,15.16,26.08,31.8,0,26.1,13.5,94.74,R,Kyle Hart,SDP,11,4.3,COL,80.16,94.74,Low,Low
1,2,0,0,0,0,3,2026-08-02,3,823270,43,Petco Park,24,home,45.1,606996,W,35.1,31.6,38.18,17.2,24.43,38.2,64.4,102.16,R,Kyle Hart,SDP,10,22.3,SFG,90.66,102.16,Low,Low
4,4,0,1,0,0,6,2026-05-19,0,823704,80,Target Field,50,away,42.2,669920,W,39.7,45.81,47.07,33.8,44.02,47.1,67.6,108.59,R,Jason Alexander,HOU,23,40.8,MIN,91.91,108.59,Low,Low
6,4,9,2,9,2,6,2026-05-26,9,822898,100,Globe Life Field,67,away,13.6,669920,L,36.6,40.22,36.39,27.1,29.35,36.4,46.9,102.73,R,Jason Alexander,HOU,27,20.3,TEX,113.78,102.73,Low,Low
10,3,6,1,6,0,4,2026-03-29,6,823079,61,Busch Stadium,40,home,6.8,669160,L,77.8,40.21,51.2,34.8,43.71,51.2,51,110.23,R,Dustin May,STL,22,28.8,TBR,94.03,110.23,High,Mid
7,4,7,2,7,2,3.1,2026-04-04,8,824295,79,Comerica Park,48,away,7.4,669160,L,43.2,54.49,49.69,42.5,53.26,49.7,62.5,103.93,R,Dustin May,STL,18,35.5,DET,91.96,103.93,Low,Low
4,4,2,0,1,0,6,2026-04-10,2,823076,75,Busch Stadium,54,home,41.6,669160,W,43,53.79,32.87,41.3,36.4,32.9,16,86.76,R,Dustin May,STL,23,32.7,BOS,114.11,86.76,Low,Low
6,4,1,1,1,0,6,2026-04-15,1,823071,91,Busch Stadium,59,home,34.2,669160,W,50,45.7,42.76,36.8,39.76,42.8,44.4,94.75,R,Dustin May,STL,21,39,CLE,85.58,94.75,Mid,Low
6,5,1,1,1,1,5.1,2026-04-21,1,823880,97,loanDepot park,59,away,31.4,669160,W,40.1,44.11,48.64,39.3,44.23,48.6,65.4,103.14,R,Dustin May,STL,22,61,MIA,91.81,103.14,Low,Low
7,2,2,2,2,0,6,2026-04-27,2,823395,95,PNC Park,60,away,27.2,669160,W,33.5,45.95,62.13,60.7,58.75,62.1,84.2,113.86,R,Dustin May,STL,24,56.1,PIT,92.67,113.86,Low,Mid
7,3,3,2,3,0,6,2026-05-03,3,823065,95,Busch Stadium,59,home,24.6,669160,L,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Dustin May,STL,25,52.9,LAD,102.33,116.85,High,High
3,7,3,2,2,1,6,2026-05-09,3,823304,97,Petco Park,64,away,38.2,669160,L,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Dustin May,STL,24,47.7,SDP,86.5,97.75,Low,Mid
4,3,3,4,3,0,6,2026-05-15,2,823061,91,Busch Stadium,54,home,30.2,669160,W,57,45.88,50.85,42.9,47.74,50.8,55.5,95.71,R,Dustin May,STL,26,71.8,KCR,94.81,95.71,Mid,Mid
6,7,4,2,4,1,5.1,2026-05-21,2,823056,91,Busch Stadium,62,home,22.8,669160,L,33.5,45.95,62.13,60.7,58.75,62.1,84.2,113.86,R,Dustin May,STL,25,56.1,PIT,92.67,113.86,Low,Mid
2,9,2,0,1,0,7,2026-05-27,0,823783,87,American Family Field,62,away,50.3,669160,L,67.4,59.68,66.31,75.3,73.39,66.3,55.3,110.33,R,Dustin May,STL,25,66.6,MIL,90.66,110.33,High,High
5,9,3,2,3,0,5.2,2026-06-02,2,823052,90,Busch Stadium,64,home,30.3,669160,L,36.6,40.22,36.39,27.1,29.35,36.4,46.9,102.73,R,Dustin May,STL,24,20.3,TEX,113.78,102.73,Low,Low
4,6,0,1,0,0,6,2026-06-09,0,823620,101,Citi Field,70,away,42.2,669160,W,30.6,47.52,42.47,40,40.88,42.5,53.8,92.49,R,Dustin May,STL,22,41,NYM,98.28,92.49,Low,Low
1,9,0,1,0,0,9,2026-06-15,0,823046,101,Busch Stadium,69,home,59.3,669160,W,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Dustin May,STL,28,47.7,SDP,86.5,97.75,Low,Mid
6,2,6,1,6,2,2,2026-06-21,7,824095,44,Kauffman Stadium,29,away,11.4,669160,W,57,45.88,50.85,42.9,47.74,50.8,55.5,95.71,R,Dustin May,STL,13,71.8,KCR,94.81,95.71,Mid,Mid
5,1,5,2,5,0,0.2,2026-07-02,5,824906,34,Truist Park,20,away,12.8,669160,W,51.3,49.83,58.97,55.8,58.67,59,68.1,104.62,R,Dustin May,STL,9,77.1,ATL,91.48,104.62,Mid,Mid
4,7,0,0,0,0,4.2,2026-07-06,0,823036,81,Busch Stadium,55,home,40.6,669160,L,67.4,59.68,66.31,75.3,73.39,66.3,55.3,110.33,R,Dustin May,STL,18,66.6,MIL,90.66,110.33,High,High
2,4,2,4,2,0,4,2026-07-12,2,823029,84,Busch Stadium,50,home,32.2,669160,L,51.3,49.83,58.97,55.8,58.67,59,68.1,104.62,R,Dustin May,STL,20,77.1,ATL,91.48,104.62,Mid,Mid
8,6,5,4,5,0,5,2026-07-18,5,825059,98,Chase Field,60,away,11.5,669160,L,58.2,51.68,40.47,31.7,42.14,40.5,37.8,86.84,R,Dustin May,STL,25,31.8,ARI,111.22,86.84,Mid,Low
7,8,1,1,1,0,6,2026-07-24,1,823031,89,Busch Stadium,59,home,30.6,669160,L,32.7,55.84,35.37,40.9,40.4,35.4,31,83.8,R,Dustin May,STL,27,40,CIN,106.31,83.8,Low,Low
1,3,0,2,0,0,5,2026-07-29,0,823022,70,Busch Stadium,40,home,46.5,669160,W,62.9,73.19,69.23,82.6,86.65,69.2,58.4,107.53,R,Dustin May,STL,18,60.1,CHC,120.8,107.53,Mid,High
3,5,2,3,2,1,6,2026-08-06,2,823754,97,American Family Field,59,home,35.6,669160,,33.5,45.95,62.13,60.7,58.75,62.1,84.2,113.86,R,Dustin May,STL,23,56.1,PIT,92.67,113.86,Low,Mid
4,6,1,2,1,1,7,2026-08-12,1,823263,83,Petco Park,57,away,39.9,669160,,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Dustin May,STL,25,47.7,SDP,86.5,97.75,Low,Mid
1,6,0,3,0,0,6,2026-03-31,0,823969,87,UNIQLO Field at Dodger Stadium,54,home,46.6,660271,W,50,45.7,42.76,36.8,39.76,42.8,44.4,94.75,R,Shohei Ohtani,LAD,23,39,CLE,85.58,94.75,Mid,Low
4,2,1,1,0,0,6,2026-04-08,1,822833,96,Rogers Centre,60,away,42.2,660271,L,54.7,32.11,29.44,7.6,16.34,29.4,36.4,95.37,R,Shohei Ohtani,LAD,24,46.4,TOR,79.82,95.37,Mid,Low
2,10,1,2,1,0,6,2026-04-15,1,823963,95,UNIQLO Field at Dodger Stadium,63,home,44.2,660271,W,30.6,47.52,42.47,40,40.88,42.5,53.8,92.49,R,Shohei Ohtani,LAD,22,41,NYM,98.28,92.49,Low,Low
5,7,0,0,0,0,6,2026-04-22,0,823231,91,Oracle Park,64,away,41.2,660271,L,35.1,31.6,38.18,17.2,24.43,38.2,64.4,102.16,R,Shohei Ohtani,LAD,23,22.3,SFG,90.66,102.16,Low,Low
5,9,2,3,1,0,6,2026-04-28,2,823956,104,UNIQLO Field at Dodger Stadium,67,home,32.6,660271,L,40.1,44.11,48.64,39.3,44.23,48.6,65.4,103.14,R,Shohei Ohtani,LAD,27,61,MIA,91.81,103.14,Low,Low
4,8,2,0,2,2,7,2026-05-05,2,824200,89,Daikin Park,62,away,40.3,660271,L,38.5,43.27,48.82,45.2,43.76,48.8,60.3,105.24,R,Shohei Ohtani,LAD,26,25.3,HOU,97.68,105.24,Low,Low
4,8,0,2,0,0,7,2026-05-13,0,823952,105,UNIQLO Field at Dodger Stadium,71,home,42.9,660271,W,35.1,31.6,38.18,17.2,24.43,38.2,64.4,102.16,R,Shohei Ohtani,LAD,26,22.3,SFG,90.66,102.16,Low,Low
3,4,0,2,0,0,5,2026-05-20,0,823299,88,Petco Park,53,away,40.5,660271,W,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Shohei Ohtani,LAD,19,47.7,SDP,86.5,97.75,Low,Mid
0,7,1,4,1,0,6,2026-05-27,1,823947,99,UNIQLO Field at Dodger Stadium,56,home,45.6,660271,W,34.5,15.16,26.08,31.8,0,26.1,13.5,94.74,R,Shohei Ohtani,LAD,23,4.3,COL,80.16,94.74,Low,Low
2,6,0,1,0,0,6,2026-06-03,0,825077,89,Chase Field,58,away,48.2,660271,W,58.2,51.68,40.47,31.7,42.14,40.5,37.8,86.84,R,Shohei Ohtani,LAD,20,31.8,ARI,111.22,86.84,Mid,Low
6,6,4,3,3,1,6.2,2026-06-10,1,823372,102,PNC Park,61,away,26.4,660271,L,33.5,45.95,62.13,60.7,58.75,62.1,84.2,113.86,R,Shohei Ohtani,LAD,29,56.1,PIT,92.67,113.86,Low,Mid
7,5,4,1,4,0,6,2026-06-17,4,823940,91,UNIQLO Field at Dodger Stadium,63,home,24.6,660271,W,77.8,40.21,51.2,34.8,43.71,51.2,51,110.23,R,Shohei Ohtani,LAD,27,28.8,TBR,94.03,110.23,High,Mid
5,8,3,2,2,0,6,2026-06-24,3,823691,89,Target Field,57,away,33.2,660271,W,39.7,45.81,47.07,33.8,44.02,47.1,67.6,108.59,R,Shohei Ohtani,LAD,24,40.8,MIN,91.91,108.59,Low,Low
7,9,3,2,3,1,6,2026-07-03,2,823933,110,UNIQLO Field at Dodger Stadium,73,home,24.2,660271,W,40.5,44,53.23,52.4,48.59,53.2,63.3,97.75,R,Shohei Ohtani,LAD,27,47.7,SDP,86.5,97.75,Low,Mid
1,6,1,4,0,0,5,2026-03-27,0,823324,82,Petco Park,46,home,41.9,650633,L,43.2,54.49,49.69,42.5,53.26,49.7,62.5,103.93,R,Michael King,SDP,20,35.5,DET,91.96,103.93,Low,Low
7,5,4,1,4,1,5.2,2026-04-03,2,824786,81,Fenway Park,58,away,23.3,650633,L,43,53.79,32.87,41.3,36.4,32.9,16,86.76,R,Michael King,SDP,24,32.7,BOS,114.11,86.76,Low,Low
4,4,2,3,2,0,6,2026-04-08,0,823403,95,PNC Park,57,away,34.2,650633,W,33.5,45.95,62.13,60.7,58.75,62.1,84.2,113.86,R,Michael King,SDP,24,56.1,PIT,92.67,113.86,Low,Mid
4,5,1,2,1,0,6,2026-04-14,1,823315,85,Petco Park,49,home,37,650633,W,43.3,45.66,49.15,45.2,45.92,49.2,57.9,104.4,R,Michael King,SDP,25,22.9,SEA,92.3,104.4,Low,Low
1,6,0,4,0,0,5,2026-04-19,0,824047,105,Angel Stadium,63,away,41.9,650633,W,22.6,35.68,27.39,13.1,17.1,27.4,47.2,94.72,R,Michael King,SDP,19,21.5,LAA,99.61,94.72,Low,Low
3,8,2,1,2,2,6,2026-04-26,1,825094,106,Estadio Alfredo Harp Helu,65,away,39.2,650633,L,58.2,51.68,40.47,31.7,42.14,40.5,37.8,86.84,R,Michael King,SDP,22,31.8,ARI,111.22,86.84,Mid,Low
7,5,4,3,4,0,6,2026-05-02,0,823308,92,Petco Park,52,home,21.2,650633,L,32.2,51.22,54.22,45.8,55.13,54.2,79.5,104.1,R,Michael King,SDP,25,64,CHW,100.84,104.1,Low,Mid
1,6,1,2,1,1,6,2026-05-07,1,823306,86,Petco Park,54,home,46.2,650633,L,41,52.04,42.08,40.4,43.98,42.1,44.7,93.84,R,Michael King,SDP,21,34.9,STL,94.52,93.84,Low,Low
6,5,1,2,1,0,5.2,2026-05-13,1,823791,99,American Family Field,63,away,31.3,650633,W,67.4,59.68,66.31,75.3,73.39,66.3,55.3,110.33,R,Michael King,SDP,25,66.6,MIL,90.66,110.33,High,High
4,9,0,2,0,0,7,2026-05-18,0,823301,100,Petco Park,65,home,42.9,650633,W,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Michael King,SDP,24,52.9,LAD,102.33,116.85,High,High
5,4,4,4,4,1,3.2,2026-05-24,4,823297,81,Petco Park,51,home,17.9,650633,L,42.3,38.96,48.13,37.3,39.77,48.1,64.7,101.18,R,Michael King,SDP,19,19.5,ATH,98.82,101.18,Low,Low
5,2,5,1,5,1,6,2026-05-30,1,822731,77,Nationals Park,51,away,27.6,650633,L,43.7,73.48,67.67,67,85.36,67.7,85.6,108.28,R,Michael King,SDP,25,58.8,WSN,120.73,108.28,Low,High
6,4,4,0,4,2,6,2026-06-05,4,823293,93,Petco Park,57,home,28.2,650633,L,30.6,47.52,42.47,40,40.88,42.5,53.8,92.49,R,Michael King,SDP,23,41,NYM,98.28,92.49,Low,Low
7,3,3,3,3,2,6.2,2026-06-10,2,823287,106,Petco Park,70,home,23,650633,W,32.7,55.84,35.37,40.9,40.4,35.4,31,83.8,R,Michael King,SDP,30,40,CIN,106.31,83.8,Low,Low
5,1,3,3,3,0,4.1,2026-06-16,3,823045,93,Busch Stadium,59,away,24.1,650633,L,41,52.04,42.08,40.4,43.98,42.1,44.7,93.84,R,Michael King,SDP,22,34.9,STL,94.52,93.84,Low,Low
6,5,0,0,0,0,7,2026-06-22,0,823288,93,Petco Park,62,home,40.9,650633,W,51.3,49.83,58.97,55.8,58.67,59,68.1,104.62,R,Michael King,SDP,27,77.1,ATL,91.48,104.62,Mid,Mid
3,5,4,4,4,0,4.1,2026-06-28,4,823281,90,Petco Park,54,home,25.5,650633,L,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Michael King,SDP,22,52.9,LAD,102.33,116.85,High,High
3,5,2,2,2,0,6,2026-07-03,0,823933,75,UNIQLO Field at Dodger Stadium,50,away,39.2,650633,L,68.3,73.35,82.75,95.7,99.9,82.8,78.2,116.85,R,Michael King,SDP,23,52.9,LAD,102.33,116.85,High,High
4,4,1,2,1,0,6,2026-07-08,1,823279,92,Petco Park,60,home,38.2,650633,W,58.2,51.68,40.47,31.7,42.14,40.5,37.8,86.84,R,Michael King,SDP,23,31.8,ARI,111.22,86.84,Mid,Low
4,4,1,2,1,1,5,2026-07-17,1,824090,97,Kauffman Stadium,62,away,33.9,650633,L,57,45.88,50.85,42.9,47.74,50.8,55.5,95.71,R,Michael King,SDP,21,71.8,KCR,94.81,95.71,Mid,Mid
5,7,1,4,1,0,6,2026-07-22,1,824896,104,Truist Park,61,away,31.2,650633,L,51.3,49.83,58.97,55.8,58.67,59,68.1,104.62,R,Michael King,SDP,27,77.1,ATL,91.48,104.62,Mid,Mid
6,6,4,1,4,2,6,2026-07-28,4,823275,98,Petco Park,64,home,26.2,650633,W,34.5,15.16,26.08,31.8,0,26.1,13.5,94.74,R,Michael King,SDP,24,4.3,COL,80.16,94.74,Low,Low
5,5,3,4,3,1,5,2026-08-03,3,825095,104,Chase Field,66,away,23.5,650633,L,58.2,51.68,40.47,31.7,42.14,40.5,37.8,86.84,R,Michael King,SDP,23,31.8,ARI,111.22,86.84,Mid,Low
3,6,1,1,1,1,6,2026-08-08,1,823267,93,Petco Park,64,home,42.2,650633,W,38.5,43.27,48.82,45.2,43.76,48.8,60.3,105.24,R,Michael King,SDP,21,25.3,HOU,97.68,105.24,Low,Low
3,7,1,3,1,1,5,2026-05-03,1,823307,73,Petco Park,42,home,35.5,656288,W,32.2,51.22,54.22,45.8,55.13,54.2,79.5,104.1,R,Griffin Canning,SDP,19,64,CHW,100.84,104.1,Low,Mid
7,5,6,2,6,0,4.1,2026-05-08,6,823303,83,Petco Park,49,home,14.7,656288,L,41,52.04,42.08,40.4,43.98,42.1,44.7,93.84,R,Griffin Canning,SDP,22,34.9,STL,94.52,93.84,Low,Low
