Name,Tm,PA,AB,AVG,OBP,SLG,BB%,K%,wOBA,xwOBA,wRC+,ISO,BABIP,Chase%,ZCon%,OCon%,SwStr%,Barrel%,HardHit%,Launch Angle
Corey Seager,TEX,228.0,196.0,0.214,0.316,0.408,0.1228,0.2237,0.315,0.345,94.0,0.194,0.234,,,,,,,
Adley Rutschman,BOS,227.0,196.0,0.24,0.326,0.423,0.1101,0.1806,0.328,0.34,103.0,0.183,0.268,,,,,,,
Oneil Cruz,PIT,226.0,193.0,0.244,0.354,0.482,0.1372,0.3186,0.364,0.357,127.0,0.238,0.315,,,,,,,
Angel Martínez,CLE,225.0,208.0,0.226,0.271,0.409,0.0356,0.2489,0.299,0.305,83.0,0.183,0.266,,,,,,,
Moisés Ballesteros,LAA,225.0,201.0,0.209,0.284,0.333,0.0978,0.2222,0.277,0.294,69.0,0.124,0.245,,,,,,,
Dylan Beavers,BAL,225.0,199.0,0.246,0.333,0.407,0.1067,0.2711,0.328,0.308,103.0,0.161,0.326,,,,,,,
Vaughn Grissom,LAA,223.0,204.0,0.23,0.284,0.397,0.0448,0.1973,0.3,0.311,84.0,0.167,0.253,,,,,,,
TJ Friedl,CIN,222.0,193.0,0.161,0.249,0.264,0.0811,0.2342,0.237,0.244,42.0,0.103,0.196,,,,,,,
Jackson Holliday,BAL,222.0,192.0,0.224,0.308,0.349,0.1126,0.2117,0.29,0.304,77.0,0.125,0.264,,,,,,,
Joey Ortiz,MIL,220.0,193.0,0.259,0.321,0.394,0.0909,0.1682,0.314,0.294,93.0,0.135,0.288,,,,,,,
Keibert Ruiz,WSN,220.0,202.0,0.277,0.323,0.446,0.0591,0.0818,0.333,0.283,106.0,0.169,0.276,,,,,,,
Lars Nootbaar,ARI,212.0,183.0,0.251,0.354,0.41,0.1368,0.184,0.337,0.345,109.0,0.159,0.295,,,,,,,
Joe Mack,MIA,211.0,196.0,0.245,0.299,0.449,0.0616,0.2512,0.327,0.294,102.0,0.204,0.28,,,,,,,
Oswald Peraza,LAA,211.0,195.0,0.221,0.275,0.292,0.0427,0.3081,0.257,0.269,55.0,0.071,0.318,,,,,,,
Lane Thomas,ATL,209.0,185.0,0.195,0.282,0.341,0.1005,0.2584,0.281,0.314,71.0,0.146,0.238,,,,,,,
Nolan Gorman,STL,208.0,183.0,0.191,0.279,0.328,0.1106,0.3365,0.27,0.28,64.0,0.137,0.259,,,,,,,
Wade Meckler,LAA,207.0,184.0,0.304,0.379,0.408,0.1014,0.2077,0.352,0.303,119.0,0.104,0.384,,,,,,,
Nick Loftin,KCR,207.0,180.0,0.211,0.299,0.372,0.0966,0.1643,0.3,0.297,84.0,0.161,0.232,,,,,,,
Connor Norby,COL,204.0,181.0,0.232,0.314,0.376,0.0833,0.3137,0.308,0.299,90.0,0.144,0.327,,,,,,,
Andruw Monasterio,BOS,204.0,184.0,0.245,0.296,0.337,0.0588,0.1863,0.281,0.299,71.0,0.092,0.295,,,,,,,
Braden Montgomery,CHW,203.0,179.0,0.257,0.345,0.391,0.1084,0.1773,0.329,0.32,104.0,0.134,0.302,,,,,,,
Yainer Diaz,HOU,198.0,189.0,0.265,0.288,0.444,0.0303,0.1313,0.317,0.302,96.0,0.179,0.263,,,,,,,
Brady House,WSN,197.0,179.0,0.19,0.254,0.324,0.066,0.2893,0.258,0.334,56.0,0.134,0.237,,,,,,,
Kyle Isbel,KCR,196.0,175.0,0.263,0.318,0.4,0.0612,0.2296,0.317,0.267,95.0,0.137,0.323,,,,,,,
Jared Triolo,PIT,196.0,173.0,0.22,0.301,0.295,0.0816,0.2347,0.273,0.291,66.0,0.075,0.288,,,,,,,
Tim Tawa,ARI,195.0,173.0,0.254,0.311,0.451,0.0769,0.2256,0.332,0.316,105.0,0.197,0.287,,,,,,,
Taylor Trammell,HOU,194.0,173.0,0.22,0.304,0.387,0.0979,0.3196,0.306,0.292,88.0,0.167,0.298,,,,,,,
Carlos Narváez,BAL,190.0,164.0,0.159,0.234,0.238,0.0579,0.3368,0.218,0.267,29.0,0.079,0.23,,,,,,,
Christian Vázquez,HOU,189.0,171.0,0.211,0.274,0.333,0.0794,0.2011,0.271,0.237,64.0,0.122,0.236,,,,,,,
Paul Goldschmidt,NYY,186.0,178.0,0.202,0.231,0.343,0.0376,0.2796,0.252,0.31,52.0,0.141,0.242,,,,,,,
Logan O'Hoppe,TEX,185.0,168.0,0.185,0.25,0.286,0.0649,0.2541,0.243,0.262,46.0,0.101,0.229,,,,,,,
Henry Davis,PIT,184.0,154.0,0.182,0.311,0.325,0.1141,0.2011,0.295,0.283,81.0,0.143,0.198,,,,,,,
Ryan Jeffers,MIN,183.0,160.0,0.256,0.341,0.469,0.1038,0.1858,0.354,0.35,121.0,0.213,0.277,,,,,,,
Griffin Conine,MIA,182.0,153.0,0.268,0.385,0.582,0.1429,0.3077,0.416,0.367,162.0,0.314,0.325,,,,,,,
Jonah Heim,ATH,181.0,164.0,0.171,0.238,0.274,0.0718,0.1878,0.232,0.296,38.0,0.103,0.194,,,,,,,
Andrew Vaughn,MIL,181.0,157.0,0.28,0.365,0.376,0.0939,0.1768,0.333,0.341,106.0,0.096,0.331,,,,,,,
Donovan Walton,ATH,178.0,152.0,0.289,0.393,0.441,0.1124,0.1629,0.372,0.327,132.0,0.152,0.342,,,,,,,
Ryan Waldschmidt,ARI,177.0,158.0,0.247,0.303,0.367,0.0565,0.322,0.296,0.304,82.0,0.12,0.356,,,,,,,
Hunter Feduccia,LAD,175.0,150.0,0.26,0.345,0.38,0.1086,0.2629,0.325,0.323,101.0,0.12,0.353,,,,,,,
Brandon Valenzuela,TOR,175.0,158.0,0.241,0.31,0.399,0.0914,0.2686,0.315,0.313,94.0,0.158,0.305,,,,,,,
Nicky Lopez,TEX,171.0,155.0,0.265,0.311,0.316,0.0526,0.1754,0.282,0.253,72.0,0.051,0.32,,,,,,,
Jonny DeLuca,TBR,171.0,163.0,0.27,0.3,0.466,0.0409,0.193,0.333,0.272,106.0,0.196,0.301,,,,,,,
José Fermín,STL,170.0,154.0,0.214,0.269,0.286,0.0647,0.1529,0.251,0.295,51.0,0.072,0.244,,,,,,,
Luis Torrens,NYM,169.0,155.0,0.232,0.292,0.368,0.0592,0.1953,0.294,0.3,80.0,0.136,0.271,,,,,,,
Freddy Fermin,SDP,169.0,146.0,0.205,0.285,0.301,0.0828,0.2071,0.266,0.277,61.0,0.096,0.252,,,,,,,
Dane Myers,CIN,165.0,143.0,0.238,0.333,0.294,0.1212,0.2606,0.29,0.314,78.0,0.056,0.323,,,,,,,
Blaze Alexander,BAL,163.0,145.0,0.331,0.39,0.483,0.0613,0.2025,0.384,0.361,140.0,0.152,0.413,,,,,,,
Jacob Gonzalez,PIT,162.0,154.0,0.208,0.236,0.351,0.037,0.1914,0.257,0.302,55.0,0.143,0.22,,,,,,,
Spencer Jones,NYY,160.0,144.0,0.201,0.275,0.354,0.0938,0.375,0.278,0.326,69.0,0.153,0.3,,,,,,,
Alejandro Kirk,TOR,159.0,140.0,0.264,0.34,0.443,0.1069,0.0818,0.337,0.311,109.0,0.179,0.246,,,,,,,
Drew Romo,CHW,158.0,142.0,0.148,0.223,0.296,0.0696,0.2405,0.235,0.252,40.0,0.148,0.152,,,,,,,
Denzer Guzman,LAA,158.0,149.0,0.242,0.271,0.322,0.0316,0.2405,0.264,0.266,60.0,0.08,0.312,,,,,,,
Pedro Ramírez,CHC,157.0,141.0,0.27,0.333,0.418,0.0828,0.1847,0.326,0.311,102.0,0.148,0.318,,,,,,,
Esmerlyn Valdez,PIT,157.0,134.0,0.239,0.331,0.44,0.121,0.4013,0.338,0.336,110.0,0.201,0.373,,,,,,,
Luis Robert Jr.,NYM,156.0,137.0,0.226,0.308,0.387,0.109,0.25,0.308,0.324,90.0,0.161,0.266,,,,,,,
Tommy Edman,LAD,156.0,141.0,0.277,0.338,0.397,0.0513,0.1731,0.327,0.315,102.0,0.12,0.33,,,,,,,
Miguel Amaya,CHC,152.0,132.0,0.212,0.311,0.356,0.0789,0.2961,0.303,0.287,86.0,0.144,0.289,,,,,,,
Brett Sullivan,COL,151.0,140.0,0.221,0.265,0.436,0.0596,0.1921,0.302,0.278,86.0,0.215,0.226,,,,,,,
Cole Carrigg,COL,151.0,124.0,0.242,0.371,0.403,0.1457,0.1854,0.345,0.324,114.0,0.161,0.287,,,,,,,
Connor Wong,BOS,147.0,127.0,0.236,0.324,0.339,0.0816,0.2789,0.301,0.294,84.0,0.103,0.337,,,,,,,
Jose Fernandez,ARI,145.0,134.0,0.261,0.303,0.366,0.0483,0.2138,0.297,0.285,82.0,0.105,0.32,,,,,,,
Nick Fortes,TBR,144.0,138.0,0.275,0.301,0.391,0.0208,0.1319,0.305,0.283,87.0,0.116,0.302,,,,,,,
Hao-Yu Lee,DET,141.0,129.0,0.279,0.333,0.442,0.078,0.234,0.337,0.303,109.0,0.163,0.337,,,,,,,
Nick Sogard,BOS,141.0,115.0,0.243,0.362,0.33,0.156,0.1844,0.318,0.318,96.0,0.087,0.303,,,,,,,
Luis Campusano,SDP,137.0,117.0,0.291,0.394,0.479,0.1314,0.2263,0.385,0.335,141.0,0.188,0.366,,,,,,,
Cooper Pratt,MIL,136.0,117.0,0.308,0.375,0.419,0.1029,0.1765,0.349,0.305,117.0,0.111,0.358,,,,,,,
Gary Sánchez,MIL,133.0,107.0,0.178,0.338,0.402,0.1805,0.2256,0.334,0.343,107.0,0.224,0.183,,,,,,,
Trevor Story,BOS,131.0,124.0,0.21,0.244,0.323,0.0458,0.3206,0.25,0.248,51.0,0.113,0.288,,,,,,,
Jimmy Crooks,STL,128.0,116.0,0.181,0.25,0.319,0.0625,0.3203,0.256,0.294,54.0,0.138,0.236,,,,,,,
Max Kepler,ARI,127.0,114.0,0.202,0.268,0.298,0.0866,0.2126,0.251,0.277,51.0,0.096,0.241,,,,,,,
Petey Halpin,CLE,127.0,118.0,0.263,0.298,0.39,0.0315,0.1732,0.303,0.293,86.0,0.127,0.301,,,,,,,
Ryan Kreidler,MIN,126.0,121.0,0.256,0.28,0.438,0.0317,0.2619,0.311,0.286,91.0,0.182,0.321,,,,,,,
Sung-Mun Song,SDP,126.0,107.0,0.206,0.315,0.271,0.1349,0.1825,0.271,0.258,65.0,0.065,0.253,,,,,,,
Myles Straw,TOR,123.0,110.0,0.245,0.314,0.355,0.0813,0.0813,0.299,0.295,84.0,0.11,0.263,,,,,,,
Agustín Ramírez,MIA,120.0,107.0,0.206,0.283,0.271,0.0917,0.2333,0.255,0.28,54.0,0.065,0.266,,,,,,,
Tyler Heineman,LAA,120.0,103.0,0.175,0.241,0.243,0.0417,0.15,0.223,0.237,33.0,0.068,0.202,,,,,,,
Javier Báez,DET,118.0,112.0,0.25,0.28,0.339,0.0254,0.2034,0.273,0.271,66.0,0.089,0.307,,,,,,,
Danny Jansen,TEX,118.0,103.0,0.165,0.265,0.32,0.0847,0.2712,0.266,0.251,61.0,0.155,0.206,,,,,,,
Jake Rogers,CHW,115.0,97.0,0.144,0.254,0.258,0.1217,0.2957,0.238,0.274,42.0,0.114,0.19,,,,,,,
Bryan Torres,STL,111.0,100.0,0.28,0.333,0.45,0.0811,0.2072,0.34,0.296,111.0,0.17,0.32,,,,,,,
Austin Hedges,CLE,110.0,101.0,0.257,0.309,0.376,0.0636,0.2455,0.304,0.28,87.0,0.119,0.319,,,,,,,
Luisangel Acuña,CHW,110.0,100.0,0.24,0.287,0.28,0.0545,0.2182,0.257,0.265,55.0,0.04,0.303,,,,,,,
Edwin Arroyo,CIN,110.0,100.0,0.22,0.278,0.24,0.0455,0.2273,0.24,0.311,44.0,0.02,0.293,,,,,,,
Elias Díaz,TEX,110.0,102.0,0.225,0.259,0.314,0.0273,0.2545,0.254,0.27,53.0,0.089,0.297,,,,,,,
Pedro Pagés,STL,109.0,97.0,0.227,0.267,0.381,0.0367,0.2385,0.283,0.267,73.0,0.154,0.261,,,,,,,
Tyrone Taylor,CHC,107.0,94.0,0.223,0.302,0.426,0.0841,0.1589,0.32,0.316,97.0,0.203,0.219,,,,,,,
Nick Allen,HOU,107.0,95.0,0.242,0.295,0.284,0.0748,0.2243,0.262,0.245,59.0,0.042,0.306,,,,,,,
Esteury Ruiz,MIA,104.0,86.0,0.233,0.353,0.36,0.0865,0.3077,0.327,0.299,102.0,0.127,0.346,,,,,,,
Brenton Doyle,CHW,104.0,98.0,0.214,0.26,0.265,0.0577,0.3365,0.238,0.239,42.0,0.051,0.323,,,,,,,
Drew Cavanaugh,SFG,104.0,90.0,0.244,0.34,0.256,0.125,0.2404,0.28,0.323,71.0,0.012,0.338,,,,,,,
LaMonte Wade Jr.,HOU,104.0,88.0,0.216,0.337,0.364,0.1538,0.2404,0.318,0.281,96.0,0.148,0.267,,,,,,,
Adam Frazier,LAA,103.0,92.0,0.25,0.317,0.38,0.0777,0.2913,0.306,0.264,88.0,0.13,0.361,,,,,,,
Luis Lara,MIL,102.0,90.0,0.289,0.363,0.4,0.1078,0.2255,0.339,0.32,110.0,0.111,0.373,,,,,,,
Alek Thomas,LAD,102.0,96.0,0.177,0.218,0.323,0.0392,0.2255,0.238,0.282,43.0,0.146,0.211,,,,,,,
Jorge Barrosa,ARI,102.0,89.0,0.18,0.24,0.303,0.0686,0.3039,0.242,0.235,45.0,0.123,0.263,,,,,,,
Jorge Mateo,TBR,101.0,93.0,0.237,0.287,0.387,0.0693,0.2772,0.296,0.317,82.0,0.15,0.302,,,,,,,
Jose Trevino,CIN,101.0,98.0,0.224,0.23,0.408,0.0099,0.1782,0.274,0.219,67.0,0.184,0.224,,,,,,,
Alex Call,LAD,100.0,84.0,0.226,0.34,0.262,0.13,0.18,0.284,0.279,74.0,0.036,0.284,,,,,,,
Edmundo Sosa,PHI,100.0,95.0,0.2,0.214,0.337,0.0,0.2,0.239,0.336,43.0,0.137,0.23,,,,,,,
Victor Robles,SEA,97.0,86.0,0.244,0.316,0.291,0.0619,0.1237,0.278,0.285,69.0,0.047,0.284,,,,,,,
Leo Jiménez,MIA,97.0,80.0,0.225,0.344,0.25,0.1134,0.1856,0.284,0.32,73.0,0.025,0.286,,,,,,,
Darell Hernaiz,ATH,96.0,83.0,0.229,0.319,0.265,0.1042,0.1875,0.273,0.271,66.0,0.036,0.292,,,,,,,
Roman Anthony,BOS,95.0,77.0,0.221,0.368,0.351,0.1789,0.2632,0.327,0.352,102.0,0.13,0.314,,,,,,,
Tommy White,ATH,95.0,92.0,0.228,0.242,0.348,0.0211,0.1368,0.257,0.308,55.0,0.12,0.244,,,,,,,
Gabriel Arias,CHC,94.0,89.0,0.292,0.33,0.494,0.0532,0.3723,0.359,0.269,124.0,0.202,0.429,,,,,,,
Jose Siri,LAA,93.0,83.0,0.289,0.333,0.422,0.0538,0.2903,0.331,0.311,105.0,0.133,0.4,,,,,,,
Christian Koss,SFG,91.0,82.0,0.207,0.27,0.256,0.0549,0.3077,0.242,0.231,45.0,0.049,0.315,,,,,,,
Ryan Vilade,TBR,87.0,76.0,0.237,0.314,0.421,0.092,0.2069,0.324,0.326,100.0,0.184,0.255,,,,,,,
James McCann,ARI,85.0,80.0,0.313,0.337,0.513,0.0235,0.2824,0.37,0.286,131.0,0.2,0.404,,,,,,,
Christian Encarnacion-Strand,BAL,81.0,77.0,0.234,0.259,0.377,0.0247,0.2469,0.277,0.357,69.0,0.143,0.286,,,,,,,
Abimelec Ortiz,WSN,81.0,77.0,0.234,0.272,0.468,0.0494,0.1975,0.32,0.327,98.0,0.234,0.232,,,,,,,
Matt Shaw,CHC,80.0,70.0,0.214,0.291,0.343,0.0875,0.175,0.284,0.301,73.0,0.129,0.236,,,,,,,
Alika Williams,ATH,78.0,73.0,0.233,0.26,0.356,0.0256,0.2692,0.268,0.242,63.0,0.123,0.308,,,,,,,
Samad Taylor,SDP,78.0,64.0,0.313,0.413,0.375,0.141,0.2821,0.359,0.326,124.0,0.062,0.463,,,,,,,
Justin Foscue,TEX,76.0,71.0,0.183,0.224,0.324,0.0395,0.2632,0.242,0.324,45.0,0.141,0.204,,,,,,,
Amed Rosario,NYY,74.0,68.0,0.294,0.338,0.529,0.0676,0.2838,0.374,0.313,134.0,0.235,0.349,,,,,,,
Derek Hill,PHI,74.0,67.0,0.239,0.311,0.373,0.0811,0.3378,0.307,0.287,89.0,0.134,0.333,,,,,,,
Miguel Rojas,LAD,73.0,62.0,0.21,0.254,0.242,0.0548,0.0822,0.222,0.319,32.0,0.032,0.217,,,,,,,
George Lombard Jr.,NYY,72.0,66.0,0.242,0.292,0.348,0.0694,0.25,0.284,0.295,74.0,0.106,0.298,,,,,,,
Josh Rojas,KCR,71.0,67.0,0.254,0.286,0.358,0.0423,0.1549,0.284,0.219,74.0,0.104,0.291,,,,,,,
Jordan Beck,COL,71.0,66.0,0.091,0.155,0.167,0.0704,0.2535,0.15,0.253,-17.0,0.076,0.125,,,,,,,
Max Clark,DET,69.0,65.0,0.215,0.261,0.323,0.0435,0.2319,0.26,0.314,57.0,0.108,0.271,,,,,,,
Randal Grichuk,CHW,69.0,68.0,0.206,0.203,0.382,0.0,0.2029,0.248,0.336,49.0,0.176,0.226,,,,,,,
John Rave,KCR,68.0,61.0,0.197,0.279,0.361,0.1029,0.2206,0.286,0.325,75.0,0.164,0.227,,,,,,,
Eli White,BOS,67.0,65.0,0.231,0.254,0.323,0.0299,0.1642,0.255,0.26,54.0,0.092,0.264,,,,,,,
David Fry,CLE,59.0,54.0,0.222,0.288,0.389,0.0847,0.2203,0.293,0.263,79.0,0.167,0.256,,,,,,,
Angel Genao,CLE,59.0,55.0,0.273,0.322,0.345,0.0678,0.1356,0.3,0.292,84.0,0.072,0.304,,,,,,,
Jhonny Pereda,SEA,59.0,57.0,0.263,0.288,0.316,0.0339,0.1864,0.27,0.334,64.0,0.053,0.311,,,,,,,
Ramón Urías,STL,58.0,50.0,0.1,0.207,0.14,0.0862,0.1724,0.174,0.312,-1.0,0.04,0.122,,,,,,,
Brett Bateman,TOR,58.0,50.0,0.3,0.375,0.36,0.1034,0.2069,0.332,0.259,106.0,0.06,0.395,,,,,,,
Thomas Saggese,STL,58.0,56.0,0.214,0.241,0.25,0.0345,0.2931,0.221,0.27,31.0,0.036,0.308,,,,,,,
Tyler Tolbert,KCR,58.0,52.0,0.346,0.375,0.481,0.0345,0.2241,0.373,0.301,133.0,0.135,0.421,,,,,,,
Héctor Rodríguez,CIN,57.0,50.0,0.24,0.333,0.46,0.1053,0.2281,0.35,0.301,117.0,0.22,0.265,,,,,,,
Osleivis Basabe,SFG,55.0,53.0,0.264,0.273,0.472,0.0,0.1818,0.319,0.27,97.0,0.208,0.268,,,,,,,
Nick Yorke,PIT,54.0,49.0,0.204,0.278,0.265,0.0556,0.1852,0.251,0.295,51.0,0.061,0.256,,,,,,,
Andrés Chaparro,WSN,53.0,48.0,0.333,0.396,0.667,0.0566,0.1698,0.455,0.371,188.0,0.334,0.343,,,,,,,
Christopher Morel,NYM,53.0,47.0,0.149,0.245,0.191,0.0943,0.3208,0.21,0.226,24.0,0.042,0.233,,,,,,,
Dustin Harris,SDP,52.0,45.0,0.289,0.353,0.378,0.0962,0.1346,0.323,0.328,100.0,0.089,0.333,,,,,,,
Weston Wilson,SEA,51.0,44.0,0.182,0.294,0.295,0.1373,0.3137,0.273,0.257,66.0,0.113,0.259,,,,,,,
Ha-Seong Kim,ATL,49.0,43.0,0.093,0.204,0.093,0.102,0.2653,0.158,0.214,-12.0,0.0,0.133,,,,,,,
Grant McCray,SFG,46.0,38.0,0.105,0.209,0.263,0.1087,0.2609,0.206,0.297,21.0,0.158,0.12,,,,,,,
Garrett Stubbs,PHI,45.0,41.0,0.146,0.2,0.146,0.0222,0.2,0.166,0.222,-6.0,0.0,0.182,,,,,,,
Alex Jackson,MIN,45.0,43.0,0.372,0.4,0.535,0.0222,0.2444,0.408,0.22,157.0,0.163,0.484,,,,,,,
Austin Hays,SDP,42.0,41.0,0.171,0.19,0.244,0.0238,0.2857,0.193,0.277,12.0,0.073,0.214,,,,,,,
Harry Ford,WSN,42.0,36.0,0.111,0.238,0.306,0.119,0.2143,0.251,0.268,51.0,0.195,0.08,,,,,,,
Jordan Lawlar,ARI,42.0,38.0,0.237,0.31,0.342,0.0238,0.2857,0.296,0.311,82.0,0.105,0.32,,,,,,,
Kaelen Culpepper,MIN,41.0,37.0,0.324,0.39,0.486,0.0732,0.1951,0.387,0.315,143.0,0.162,0.37,,,,,,,
Jase Bowen,SDP,41.0,39.0,0.128,0.171,0.128,0.0,0.3902,0.144,0.268,-21.0,0.0,0.217,,,,,,,
Rafael Flores Jr.,PIT,40.0,37.0,0.216,0.275,0.541,0.075,0.325,0.349,0.345,117.0,0.325,0.238,,,,,,,
Eduardo Valencia,DET,39.0,37.0,0.324,0.359,0.568,0.0256,0.1795,0.401,0.306,152.0,0.244,0.357,,,,,,,
Sean Murphy,ATL,38.0,37.0,0.243,0.263,0.405,0.0263,0.3947,0.291,0.221,78.0,0.162,0.381,,,,,,,
Charles McAdoo,TOR,37.0,36.0,0.194,0.216,0.306,0.027,0.1892,0.23,0.275,37.0,0.112,0.214,,,,,,,
Shay Whitcomb,SFG,36.0,34.0,0.088,0.114,0.265,0.0278,0.3611,0.165,0.229,-7.0,0.177,0.053,,,,,,,
Turner Hill,SFG,34.0,29.0,0.241,0.324,0.379,0.1176,0.1471,0.309,0.352,90.0,0.138,0.28,,,,,,,
Ali Sánchez,NYY,33.0,30.0,0.167,0.212,0.167,0.0303,0.303,0.177,0.256,2.0,0.0,0.238,,,,,,,
Cody Freeman,TEX,33.0,30.0,0.267,0.333,0.3,0.0909,0.1515,0.29,0.241,77.0,0.033,0.32,,,,,,,
Joshua Báez,STL,31.0,28.0,0.107,0.161,0.25,0.0645,0.3548,0.182,0.297,5.0,0.143,0.118,,,,,,,
Zac Veen,COL,31.0,27.0,0.259,0.355,0.519,0.0968,0.3871,0.381,0.3,139.0,0.26,0.385,,,,,,,
Brock Rodden,SEA,31.0,25.0,0.12,0.258,0.28,0.1613,0.2903,0.245,0.205,47.0,0.16,0.176,,,,,,,
Christian Moore,LAA,30.0,26.0,0.115,0.233,0.231,0.1,0.4333,0.222,0.248,32.0,0.116,0.167,,,,,,,
Yohel Pozo,BAL,30.0,29.0,0.276,0.267,0.414,0.0,0.2,0.29,0.246,77.0,0.138,0.304,,,,,,,
Travis d'Arnaud,LAA,30.0,26.0,0.154,0.267,0.192,0.1,0.2,0.224,0.264,33.0,0.038,0.2,,,,,,,
Ben Malgeri,DET,30.0,26.0,0.308,0.4,0.654,0.1333,0.2,0.45,0.308,185.0,0.346,0.294,,,,,,,
Brett Callahan,DET,29.0,27.0,0.259,0.276,0.481,0.0345,0.2414,0.318,0.368,96.0,0.222,0.3,,,,,,,
César Prieto,STL,28.0,28.0,0.071,0.071,0.071,0.0,0.1429,0.063,0.249,-75.0,0.0,0.083,,,,,,,
Brian Serven,ATH,27.0,26.0,0.269,0.296,0.615,0.037,0.2963,0.391,0.292,145.0,0.346,0.267,,,,,,,
Bryan De La Cruz,PHI,27.0,24.0,0.292,0.296,0.5,0.0,0.2963,0.33,0.291,104.0,0.208,0.353,,,,,,,
Nelson Velázquez,HOU,26.0,24.0,0.208,0.231,0.25,0.0385,0.3846,0.212,0.333,25.0,0.042,0.333,,,,,,,
Patrick Wisdom,SEA,26.0,25.0,0.12,0.154,0.28,0.0385,0.3462,0.19,0.246,10.0,0.16,0.133,,,,,,,
Jahmai Jones,BOS,23.0,23.0,0.13,0.13,0.13,0.0,0.3913,0.116,0.333,-40.0,0.0,0.214,,,,,,,
Brewer Hicklen,ATL,20.0,16.0,0.313,0.45,0.438,0.2,0.35,0.398,0.354,150.0,0.125,0.556,,,,,,,
Nate Furman,SFG,20.0,16.0,0.063,0.211,0.063,0.15,0.25,0.156,0.242,-13.0,0.0,0.091,,,,,,,
Jonah Cox,SFG,19.0,16.0,0.313,0.353,0.563,0.0526,0.4737,0.396,0.276,148.0,0.25,0.667,,,,,,,
Billy Cook,PIT,19.0,19.0,0.211,0.211,0.211,0.0,0.3684,0.187,0.149,8.0,0.0,0.333,,,,,,,
Christian Franklin,BAL,18.0,14.0,0.143,0.333,0.143,0.1667,0.2222,0.254,0.323,53.0,0.0,0.2,,,,,,,
Brian Navarreto,MIA,16.0,11.0,0.0,0.154,0.0,0.125,0.3125,0.106,0.194,-46.0,0.0,0.0,,,,,,,
Enrique Hernández,LAD,15.0,13.0,0.231,0.333,0.308,0.1333,0.3333,0.295,0.28,81.0,0.077,0.375,,,,,,,
Ben Rortvedt,LAD,15.0,14.0,0.071,0.071,0.071,0.0,0.4,0.063,0.201,-75.0,0.0,0.125,,,,,,,
Ryan Ritter,COL,11.0,11.0,0.273,0.273,0.273,0.0,0.2727,0.242,0.232,45.0,0.0,0.375,,,,,,,
Andrew Pinckney,WSN,10.0,9.0,0.111,0.1,0.111,0.0,0.5,0.089,0.356,-58.0,0.0,0.2,,,,,,,
Ivan Johnson,CIN,9.0,7.0,0.143,0.333,0.143,0.2222,0.4444,0.252,0.214,52.0,0.0,0.333,,,,,,,
Luke Maile,KCR,9.0,8.0,0.125,0.222,0.125,0.1111,0.2222,0.175,0.156,0.0,0.0,0.167,,,,,,,
Kenny Piper,TBR,7.0,6.0,0.167,0.286,0.167,0.1429,0.1429,0.225,0.241,34.0,0.0,0.2,,,,,,,
Walker Jenkins,MIN,6.0,6.0,0.333,0.333,0.5,0.0,0.0,0.36,,124.0,0.167,0.333,,,,,,,
Andrew Knizner,SFG,6.0,4.0,0.75,0.833,1.0,0.1667,0.1667,0.743,0.277,382.0,0.25,1.0,,,,,,,
Cristian Pache,NYM,4.0,4.0,0.0,0.0,0.0,0.0,0.5,0.0,,-118.0,0.0,0.0,,,,,,,
Daz Cameron,TOR,4.0,4.0,0.5,0.5,0.5,0.0,0.25,0.444,0.291,181.0,0.0,0.667,,,,,,,
Will Banfield,CIN,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,,-118.0,0.0,0.0,,,,,,,
Michael Stefanic,ATH,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,,-118.0,0.0,0.0,,,,,,,
Matthew Lugo,KCR,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.888,,480.0,0.0,1.0,,,,,,,
Gabriel Gonzalez,MIN,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.888,,480.0,0.0,1.0,,,,,,,
