H,K,R,BB,ER,HR,IP,date,f5_er,game_pk,pitches,stadium,strikes,home_away,game_score,pitcher_id,team_result,opponent_ABQ,opponent_HvL,opponent_HvR,opponent_OBR,opponent_OOR,opponent_OSI,opponent_RCV,opponent_wRC,pitcher_hand,pitcher_name,pitcher_team,batters_faced,opponent_PALS,opponent_team,opponent_wRC_lhh,opponent_wRC_rhh,opponent_ABQ_tier,opponent_OSI_tier
4,4,1,1,1,1,6,2026-03-31,0,822836,83,Rogers Centre,56,home,39.2,453286,W,37.6,10.06,28.71,31.8,4.67,28.7,18.9,99.37,R,Max Scherzer,TOR,22,24.7,COL,80.91,99.37,Low,Low
2,2,2,1,2,1,2,2026-04-06,6,822832,36,Rogers Centre,24,home,32.4,453286,L,71.5,76.53,84.62,97.1,100,84.6,79.8,120.6,R,Max Scherzer,TOR,9,62,LAD,108.29,120.6,High,High
5,3,8,2,8,2,2.1,2026-04-12,8,822828,68,Rogers Centre,41,home,8.7,453286,L,38.7,43.08,49.38,33.2,45.63,49.4,75.5,112.24,R,Max Scherzer,TOR,15,45.8,MIN,90.41,112.24,Low,Low
5,1,2,1,2,0,6,2026-04-18,2,825098,74,Chase Field,50,away,35.2,453286,L,57.7,41.65,30.56,17.1,27.72,30.6,26.6,80.93,R,Max Scherzer,TOR,22,28.7,ARI,109.96,80.93,Mid,Low
6,0,7,3,7,3,2.1,2026-04-24,7,822827,82,Rogers Centre,51,home,5.3,453286,L,48.4,33.02,37.13,24.4,27.79,37.1,43.7,95.78,R,Max Scherzer,TOR,16,35.2,CLE,86.25,95.78,Low,Low
5,4,5,3,5,2,3.1,2026-06-10,6,822804,82,Rogers Centre,51,home,16,453286,L,29.5,31.99,34.41,24.8,24.64,34.4,48.9,96.62,R,Max Scherzer,TOR,18,46.1,PHI,83.01,96.62,Low,Low
0,0,0,0,0,0,1,2026-05-04,0,824363,11,Coors Field,6,away,42.1,623211,W,37.6,10.06,28.71,31.8,4.67,28.7,18.9,99.37,R,Huascar Brazoban,NYM,4,24.7,COL,80.91,99.37,Low,Low
0,0,2,3,2,0,1,2026-05-10,2,825085,30,Chase Field,15,away,32.7,623211,L,57.7,41.65,30.56,17.1,27.72,30.6,26.6,80.93,R,Huascar Brazoban,NYM,6,28.7,ARI,109.96,80.93,Mid,Low
0,2,0,0,0,0,1.1,2026-05-16,2,823627,24,Citi Field,13,home,43.6,623211,W,38.5,59.42,62.98,69.9,68.94,63,72.6,105.07,R,Huascar Brazoban,NYM,4,81.3,NYY,109.64,105.07,Low,Mid
1,2,0,1,0,0,1,2026-05-27,1,823626,19,Citi Field,11,home,37.7,623211,W,39.9,55.86,40.83,52,46.59,40.8,28.8,83.46,R,Huascar Brazoban,NYM,5,41.2,CIN,102.46,83.46,Low,Low
3,0,2,1,2,1,1.2,2026-06-02,7,823129,33,T-Mobile Park,20,away,28.5,623211,L,38.7,37.14,47.33,41.5,39.76,47.3,60.2,108.79,R,Huascar Brazoban,NYM,9,19.5,SEA,84.27,108.79,Low,Low
0,0,0,2,0,0,1,2026-06-07,2,823291,21,Petco Park,11,away,38.7,623211,W,40,36.96,45.92,41.5,38.36,45.9,55.2,90.51,R,Huascar Brazoban,NYM,4,68.3,SDP,85,90.51,Low,Low
5,1,4,1,4,0,5,2026-04-05,3,825102,75,Chase Field,47,away,28.5,527048,L,57.7,41.65,30.56,17.1,27.72,30.6,26.6,80.93,R,Martin Perez,ATL,20,28.7,ARI,109.96,80.93,Mid,Low
2,2,1,3,1,1,5,2026-04-11,1,824939,86,Truist Park,53,home,38.5,527048,L,48.4,33.02,37.13,24.4,27.79,37.1,43.7,95.78,R,Martin Perez,ATL,19,35.2,CLE,86.25,95.78,Low,Low
4,4,0,2,0,0,6,2026-04-17,0,823476,94,Citizens Bank Park,59,away,39,527048,W,29.5,31.99,34.41,24.8,24.64,34.4,48.9,96.62,R,Martin Perez,ATL,26,46.1,PHI,83.01,96.62,Low,Low
2,5,0,4,0,0,5,2026-04-28,0,824931,91,Truist Park,53,home,39.5,527048,W,40.4,52,42.79,31.8,45.74,42.8,57.1,99.52,R,Martin Perez,ATL,21,38.9,DET,97.33,99.52,Low,Low
5,5,2,1,2,1,5.2,2026-05-06,1,823141,84,T-Mobile Park,54,away,33.3,527048,L,38.7,37.14,47.33,41.5,39.76,47.3,60.2,108.79,R,Martin Perez,ATL,22,19.5,SEA,84.27,108.79,Low,Low
5,10,4,2,4,1,5,2026-05-19,4,823865,78,loanDepot park,55,away,25.5,527048,W,47,43.21,47.73,38.6,44.23,47.7,58.7,104.55,R,Martin Perez,ATL,23,48.8,MIA,98.68,104.55,Low,Low
5,2,1,2,1,0,5.2,2026-05-24,1,824921,86,Truist Park,55,home,34.3,527048,L,48.2,66.83,60.92,55.3,72.1,60.9,76.4,102.57,R,Martin Perez,ATL,22,67.8,WSN,115.93,102.57,Low,Mid
4,2,2,3,2,1,5,2026-05-30,2,824513,81,Great American Ball Park,44,away,30.5,527048,W,39.9,55.86,40.83,52,46.59,40.8,28.8,83.46,R,Martin Perez,ATL,20,41.2,CIN,102.46,83.46,Low,Low
3,5,3,2,3,0,5,2026-06-05,3,824914,85,Truist Park,50,home,34.5,527048,W,37.6,50.34,69.08,70.4,68.28,69.1,90.1,116.53,R,Martin Perez,ATL,20,65.2,PIT,89.1,116.53,Low,High
4,4,1,1,1,0,5.1,2026-06-13,0,823616,71,Citi Field,43,away,38.4,527048,W,43.1,46.19,45.02,47.1,43.81,45,44.1,87.62,R,Martin Perez,ATL,20,34.1,NYM,95.76,87.62,Low,Low
6,5,1,2,1,0,6,2026-06-19,1,824910,82,Truist Park,53,home,32.2,527048,W,68.4,52.87,62.97,69.6,64.49,63,51.5,110.31,R,Martin Perez,ATL,25,58.9,MIL,90.64,110.31,High,Mid
4,4,3,4,3,1,4,2026-06-24,3,823284,82,Petco Park,42,away,23.8,527048,L,40,36.96,45.92,41.5,38.36,45.9,55.2,90.51,R,Martin Perez,ATL,20,68.3,SDP,85,90.51,Low,Low
5,1,4,3,4,2,5,2026-06-30,4,824907,85,Truist Park,50,home,22.5,527048,L,50.8,58.29,54.05,54.8,60.13,54,55.6,102.01,R,Martin Perez,ATL,23,49.5,STL,100.2,102.01,Mid,Mid
6,1,5,2,4,1,4.1,2026-07-05,5,824902,77,Truist Park,46,home,20.7,527048,L,43.1,46.19,45.02,47.1,43.81,45,44.1,87.62,R,Martin Perez,ATL,20,34.1,NYM,95.76,87.62,Low,Low
6,1,5,2,5,1,3.2,2026-03-30,8,825108,80,Chase Field,53,away,16.9,434378,L,57.7,41.65,30.56,17.1,27.72,30.6,26.6,80.93,R,Justin Verlander,DET,19,28.7,ARI,109.96,80.93,Mid,Low
8,7,5,0,5,2,4.2,2026-03-26,5,823486,80,Citizens Bank Park,55,away,16.6,543135,L,29.5,31.99,34.41,24.8,24.64,34.4,48.9,96.62,R,Nathan Eovaldi,TEX,22,46.1,PHI,83.01,96.62,Low,Low
8,5,6,3,6,1,4,2026-04-01,7,824860,88,Oriole Park at Camden Yards,55,away,7.8,543135,L,42.7,49.25,61.9,66.9,61.08,61.9,69.9,107.23,R,Nathan Eovaldi,TEX,23,68,BAL,87.7,107.23,Low,Mid
6,7,2,2,2,1,6,2026-04-07,2,822916,93,Globe Life Field,60,home,29.2,543135,W,38.7,37.14,47.33,41.5,39.76,47.3,60.2,108.79,R,Nathan Eovaldi,TEX,26,19.5,SEA,84.27,108.79,Low,Low
3,7,0,2,0,0,7,2026-04-13,0,825024,84,Sutter Health Park,53,away,45.3,543135,W,41.5,43.05,48.98,37.6,45.25,49,67.3,101.86,R,Nathan Eovaldi,TEX,26,32.8,ATH,105.76,101.86,Low,Low
8,3,4,1,2,1,5,2026-04-18,3,823151,95,T-Mobile Park,66,away,22.5,543135,L,38.7,37.14,47.33,41.5,39.76,47.3,60.2,108.79,R,Nathan Eovaldi,TEX,25,19.5,SEA,84.27,108.79,Low,Low
6,3,6,1,6,4,6,2026-04-24,6,822909,86,Globe Life Field,59,home,20.2,543135,L,41.5,43.05,48.98,37.6,45.25,49,67.3,101.86,R,Nathan Eovaldi,TEX,25,32.8,ATH,105.76,101.86,Low,Low
4,7,0,1,0,0,7,2026-04-29,0,822907,102,Globe Life Field,70,home,44.3,543135,W,38.5,59.42,62.98,69.9,68.94,63,72.6,105.07,R,Nathan Eovaldi,TEX,26,81.3,NYY,109.64,105.07,Low,Mid
3,8,1,0,1,1,8,2026-05-06,0,823550,101,Yankee Stadium,72,away,49,543135,W,38.5,59.42,62.98,69.9,68.94,63,72.6,105.07,R,Nathan Eovaldi,TEX,27,81.3,NYY,109.64,105.07,Low,Mid
5,8,0,2,0,0,7,2026-05-17,0,824192,94,Daikin Park,64,away,39.3,543135,W,38.3,36.39,42.92,34.9,35.28,42.9,55.4,103.69,R,Nathan Eovaldi,TEX,27,43.4,HOU,99.04,103.69,Low,Low
5,6,3,2,3,1,7,2026-05-23,3,824030,97,Angel Stadium,68,away,32.3,543135,L,25.2,35.64,30.44,17.4,23.54,30.4,49,95.99,R,Nathan Eovaldi,TEX,29,25.9,LAA,97.28,95.99,Low,Low
4,6,5,2,5,2,7,2026-05-28,5,822896,90,Globe Life Field,55,home,30.9,543135,L,38.3,36.39,42.92,34.9,35.28,42.9,55.4,103.69,R,Nathan Eovaldi,TEX,27,43.4,HOU,99.04,103.69,Low,Low
11,7,4,1,4,1,6,2026-06-02,2,823052,93,Busch Stadium,66,away,11.6,543135,W,50.8,58.29,54.05,54.8,60.13,54,55.6,102.01,R,Nathan Eovaldi,TEX,31,49.5,STL,100.2,102.01,Mid,Mid
4,3,4,3,4,1,5.2,2026-06-09,1,824105,88,Kauffman Stadium,58,away,28.3,543135,L,61.8,45.59,52.44,45.9,50.09,52.4,53.2,93.6,R,Nathan Eovaldi,TEX,23,64.3,KCR,89.22,93.6,Mid,Mid
6,6,3,1,3,2,7,2026-06-14,2,824751,94,Fenway Park,63,away,30.9,543135,W,41.4,37.66,23.53,21.8,18.69,23.5,12.8,85.27,R,Nathan Eovaldi,TEX,26,28.3,BOS,108.96,85.27,Low,Low
7,9,3,1,3,0,6,2026-06-21,3,822883,94,Globe Life Field,67,home,27.2,543135,W,40,36.96,45.92,41.5,38.36,45.9,55.2,90.51,R,Nathan Eovaldi,TEX,25,68.3,SDP,85,90.51,Low,Low
5,9,0,1,0,0,7,2026-06-26,0,822796,92,Rogers Centre,59,away,41.9,543135,W,55.6,32.43,31.27,10.8,22.11,31.3,37.2,95.72,R,Nathan Eovaldi,TEX,26,49.7,TOR,83.66,95.72,Mid,Low
6,9,3,1,3,2,5,2026-07-02,3,822884,85,Globe Life Field,53,home,25.5,543135,W,40.4,52,42.79,31.8,45.74,42.8,57.1,99.52,R,Nathan Eovaldi,TEX,22,38.9,DET,97.33,99.52,Low,Low
6,3,4,1,4,2,4,2026-04-10,4,822829,85,Rogers Centre,52,home,19.6,571578,W,38.7,43.08,49.38,33.2,45.63,49.4,75.5,112.24,R,Patrick Corbin,TOR,21,45.8,MIN,90.41,112.24,Low,Low
4,6,1,1,1,0,5.2,2026-04-16,1,823801,79,American Family Field,50,away,39.3,571578,L,68.4,52.87,62.97,69.6,64.49,63,51.5,110.31,R,Patrick Corbin,TOR,20,58.9,MIL,90.64,110.31,High,Mid
2,3,1,2,1,0,5,2026-04-21,1,824045,65,Angel Stadium,40,away,41.5,571578,W,25.2,35.64,30.44,17.4,23.54,30.4,49,95.99,R,Patrick Corbin,TOR,18,25.9,LAA,97.28,95.99,Low,Low
6,4,2,2,2,0,4.2,2026-04-26,2,822824,84,Rogers Centre,52,home,26.6,571578,W,48.4,33.02,37.13,24.4,27.79,37.1,43.7,95.78,R,Patrick Corbin,TOR,20,35.2,CLE,86.25,95.78,Low,Low
6,4,2,1,2,1,5.1,2026-05-01,2,823713,79,Target Field,53,away,28.8,571578,W,38.7,43.08,49.38,33.2,45.63,49.4,75.5,112.24,R,Patrick Corbin,TOR,23,45.8,MIN,90.41,112.24,Low,Low
5,1,2,2,2,0,5.1,2026-05-06,2,822985,61,Tropicana Field,37,away,30.8,571578,L,82,38.28,53.01,37.9,45.65,53,49.5,112.64,R,Patrick Corbin,TOR,22,28.6,TBR,89.84,112.64,High,Mid
9,1,3,1,3,0,4.1,2026-05-12,3,822817,86,Rogers Centre,51,home,16.7,571578,L,82,38.28,53.01,37.9,45.65,53,49.5,112.64,R,Patrick Corbin,TOR,23,28.6,TBR,89.84,112.64,High,Mid
6,3,3,3,3,1,4,2026-05-18,3,823549,79,Yankee Stadium,47,away,19.8,571578,L,38.5,59.42,62.98,69.9,68.94,63,72.6,105.07,R,Patrick Corbin,TOR,20,81.3,NYY,109.64,105.07,Low,Mid
5,7,1,0,1,0,6,2026-05-23,0,822814,84,Rogers Centre,57,home,39.2,571578,W,37.6,50.34,69.08,70.4,68.28,69.1,90.1,116.53,R,Patrick Corbin,TOR,23,65.2,PIT,89.1,116.53,Low,High
4,4,1,1,1,1,5,2026-05-28,1,824834,80,Oriole Park at Camden Yards,49,away,36.5,571578,W,42.7,49.25,61.9,66.9,61.08,61.9,69.9,107.23,R,Patrick Corbin,TOR,21,68,BAL,87.7,107.23,Low,Mid
6,1,4,2,4,1,5,2026-06-03,4,824917,85,Truist Park,53,away,22.5,571578,L,44.3,43.79,47.79,42.2,44.68,47.8,56.7,100.54,R,Patrick Corbin,TOR,23,52.5,ATL,94.66,100.54,Low,Low
4,3,5,4,5,1,3,2026-06-08,5,822806,79,Rogers Centre,44,home,16.5,571578,L,29.5,31.99,34.41,24.8,24.64,34.4,48.9,96.62,R,Patrick Corbin,TOR,18,46.1,PHI,83.01,96.62,Low,Low
7,3,2,0,2,0,3.2,2026-06-14,2,822801,76,Rogers Centre,50,home,24.9,571578,L,38.5,59.42,62.98,69.9,68.94,63,72.6,105.07,R,Patrick Corbin,TOR,18,81.3,NYY,109.64,105.07,Low,Mid
6,4,3,3,3,1,3.2,2026-06-20,3,824665,101,Wrigley Field,57,away,18.9,571578,W,62.7,66.52,65.36,75.3,75.88,65.4,55.9,106.21,R,Patrick Corbin,TOR,20,58.7,CHC,116.95,106.21,Mid,High
7,5,5,1,5,1,4.1,2026-06-26,5,822796,94,Rogers Centre,57,home,17.1,571578,L,41.6,47.23,43.05,41.3,42.74,43.1,46.1,99.97,R,Patrick Corbin,TOR,21,39.8,TEX,106.18,99.97,Low,Low
6,4,6,3,4,1,5,2026-03-28,6,824701,97,Wrigley Field,57,away,20.5,571945,L,62.7,66.52,65.36,75.3,75.88,65.4,55.9,106.21,R,Miles Mikolas,WSN,25,58.7,CHC,116.95,106.21,Mid,High
11,4,11,1,11,4,4.1,2026-04-03,11,822758,87,Nationals Park,56,home,-9.3,571945,L,71.5,76.53,84.62,97.1,100,84.6,79.8,120.6,R,Miles Mikolas,WSN,25,62,LAD,108.29,120.6,High,High
5,3,2,3,2,0,3,2026-04-08,3,822753,55,Nationals Park,34,home,23.1,571945,L,50.8,58.29,54.05,54.8,60.13,54,55.6,102.01,R,Miles Mikolas,WSN,17,49.5,STL,100.2,102.01,Mid,Mid
3,3,3,1,3,1,4,2026-04-30,3,823634,79,Citi Field,49,away,32.8,571945,W,43.1,46.19,45.02,47.1,43.81,45,44.1,87.62,R,Miles Mikolas,WSN,16,34.1,NYM,95.76,87.62,Low,Low
3,3,2,0,2,1,5.1,2026-05-06,2,822740,74,Nationals Park,52,home,40.4,571945,W,38.7,43.08,49.38,33.2,45.63,49.4,75.5,112.24,R,Miles Mikolas,WSN,19,45.8,MIN,90.41,112.24,Low,Low
3,2,2,2,1,0,3.1,2026-05-12,2,824521,71,Great American Ball Park,45,away,34,571945,W,39.9,55.86,40.83,52,46.59,40.8,28.8,83.46,R,Miles Mikolas,WSN,16,41.2,CIN,102.46,83.46,Low,Low
9,3,6,0,6,2,7,2026-06-29,6,824741,97,Fenway Park,68,away,17.9,571945,L,41.4,37.66,23.53,21.8,18.69,23.5,12.8,85.27,R,Miles Mikolas,WSN,30,28.3,BOS,108.96,85.27,Low,Low
7,3,6,2,6,2,4.1,2026-07-06,6,822712,80,Nationals Park,50,home,12.7,571945,,38.3,36.39,42.92,34.9,35.28,42.9,55.4,103.69,R,Miles Mikolas,WSN,22,43.4,HOU,99.04,103.69,Low,Low
3,6,2,3,2,0,5,2026-04-25,2,824933,84,Truist Park,56,away,34.5,554430,W,44.3,43.79,47.79,42.2,44.68,47.8,56.7,100.54,R,Zack Wheeler,PHI,20,52.5,ATL,94.66,100.54,Low,Low
3,8,1,2,1,0,6,2026-05-01,1,823877,94,loanDepot park,60,away,41.2,554430,W,47,43.21,47.73,38.6,44.23,47.7,58.7,104.55,R,Zack Wheeler,PHI,23,48.8,MIA,98.68,104.55,Low,Low
5,4,3,1,3,1,6.1,2026-05-06,2,823470,98,Citizens Bank Park,62,home,33.1,554430,W,41.5,43.05,48.98,37.6,45.25,49,67.3,101.86,R,Zack Wheeler,PHI,25,32.8,ATH,105.76,101.86,Low,Low
6,4,1,0,1,0,7.1,2026-05-12,0,824764,87,Fenway Park,57,away,39.2,554430,W,41.4,37.66,23.53,21.8,18.69,23.5,12.8,85.27,R,Zack Wheeler,PHI,27,28.3,BOS,108.96,85.27,Low,Low
4,8,0,1,0,0,7,2026-05-17,0,823381,98,PNC Park,69,away,44.9,554430,W,37.6,50.34,69.08,70.4,68.28,69.1,90.1,116.53,R,Zack Wheeler,PHI,25,65.2,PIT,89.1,116.53,Low,High
2,6,0,1,0,0,6,2026-05-23,0,823458,99,Citizens Bank Park,64,home,48.2,554430,W,48.4,33.02,37.13,24.4,27.79,37.1,43.7,95.78,R,Zack Wheeler,PHI,21,35.2,CLE,86.25,95.78,Low,Low
5,4,4,1,4,4,6,2026-05-29,4,823946,90,UNIQLO Field at Dodger Stadium,56,away,27.2,554430,L,71.5,76.53,84.62,97.1,100,84.6,79.8,120.6,R,Zack Wheeler,PHI,23,62,LAD,108.29,120.6,High,High
2,8,2,3,2,1,7,2026-06-04,0,823457,104,Citizens Bank Park,69,home,41.9,554430,W,40,36.96,45.92,41.5,38.36,45.9,55.2,90.51,R,Zack Wheeler,PHI,25,68.3,SDP,85,90.51,Low,Low
6,5,1,0,1,1,6,2026-06-09,0,822805,96,Rogers Centre,63,away,34.6,554430,L,55.6,32.43,31.27,10.8,22.11,31.3,37.2,95.72,R,Zack Wheeler,PHI,24,49.7,TOR,83.66,95.72,Mid,Low
2,9,0,3,0,0,6,2026-06-15,0,823452,97,Citizens Bank Park,59,home,44.2,554430,W,47,43.21,47.73,38.6,44.23,47.7,58.7,104.55,R,Zack Wheeler,PHI,23,48.8,MIA,98.68,104.55,Low,Low
4,7,2,3,2,1,5.2,2026-06-21,1,823449,104,Citizens Bank Park,60,home,32.3,554430,W,43.1,46.19,45.02,47.1,43.81,45,44.1,87.62,R,Zack Wheeler,PHI,23,34.1,NYM,95.76,87.62,Low,Low
4,5,1,1,1,0,7,2026-06-26,1,823610,98,Citi Field,61,away,42.9,554430,W,43.1,46.19,45.02,47.1,43.81,45,44.1,87.62,R,Zack Wheeler,PHI,25,34.1,NYM,95.76,87.62,Low,Low
9,10,4,1,4,1,4.2,2026-07-01,4,823446,104,Citizens Bank Park,65,home,14.6,554430,W,37.6,50.34,69.08,70.4,68.28,69.1,90.1,116.53,R,Zack Wheeler,PHI,24,65.2,PIT,89.1,116.53,Low,High
3,6,0,3,0,0,6,2026-03-27,0,824946,88,Truist Park,54,home,40.6,519242,W,61.8,45.59,52.44,45.9,50.09,52.4,53.2,93.6,R,Chris Sale,ATL,23,64.3,KCR,89.22,93.6,Mid,Mid
1,3,1,0,1,1,6,2026-04-01,1,824940,79,Truist Park,57,home,50.2,519242,W,41.5,43.05,48.98,37.6,45.25,49,67.3,101.86,R,Chris Sale,ATL,19,32.8,ATH,105.76,101.86,Low,Low
5,7,6,2,6,2,4,2026-04-06,6,824052,77,Angel Stadium,51,away,16.6,519242,L,25.2,35.64,30.44,17.4,23.54,30.4,49,95.99,R,Chris Sale,ATL,21,25.9,LAA,97.28,95.99,Low,Low
8,6,1,1,1,1,6,2026-04-12,0,824938,97,Truist Park,68,home,27.2,519242,W,48.4,33.02,37.13,24.4,27.79,37.1,43.7,95.78,R,Chris Sale,ATL,26,35.2,CLE,86.25,95.78,Low,Low
5,7,1,1,1,1,7,2026-04-18,1,823474,101,Citizens Bank Park,73,away,38.9,519242,W,29.5,31.99,34.41,24.8,24.64,34.4,48.9,96.62,R,Chris Sale,ATL,26,46.1,PHI,83.01,96.62,Low,Low
1,9,0,2,0,0,6,2026-04-26,0,824934,100,Truist Park,61,home,48.6,519242,W,29.5,31.99,34.41,24.8,24.64,34.4,48.9,96.62,R,Chris Sale,ATL,22,46.1,PHI,83.01,96.62,Low,Low
3,11,1,3,1,0,7,2026-05-02,1,824365,102,Coors Field,70,away,41.9,519242,W,37.6,10.06,28.71,31.8,4.67,28.7,18.9,99.37,R,Chris Sale,ATL,27,24.7,COL,80.91,99.37,Low,Low
5,7,3,0,2,1,7,2026-05-08,2,823957,102,UNIQLO Field at Dodger Stadium,76,away,38.3,519242,L,71.5,76.53,84.62,97.1,100,84.6,79.8,120.6,R,Chris Sale,ATL,27,62,LAD,108.29,120.6,High,High
5,8,1,2,0,0,6,2026-05-14,0,824926,100,Truist Park,65,home,37.2,519242,L,62.7,66.52,65.36,75.3,75.88,65.4,55.9,106.21,R,Chris Sale,ATL,25,58.7,CHC,116.95,106.21,Mid,High
4,8,1,0,1,0,7,2026-05-20,1,823866,96,loanDepot park,67,away,44.9,519242,W,47,43.21,47.73,38.6,44.23,47.7,58.7,104.55,R,Chris Sale,ATL,25,48.8,MIA,98.68,104.55,Low,Low
6,8,2,3,2,0,5,2026-05-28,2,824757,96,Fenway Park,61,away,24.9,519242,W,41.4,37.66,23.53,21.8,18.69,23.5,12.8,85.27,R,Chris Sale,ATL,24,28.3,BOS,108.96,85.27,Low,Low
10,6,3,2,3,0,5.2,2026-06-04,3,824919,108,Truist Park,70,home,14.7,519242,L,55.6,32.43,31.27,10.8,22.11,31.3,37.2,95.72,R,Chris Sale,ATL,29,49.7,TOR,83.66,95.72,Mid,Low
6,6,2,1,2,0,5.2,2026-06-10,2,824590,103,Rate Field,66,away,30.7,519242,L,41.3,62.68,63.13,61.1,71.27,63.1,81,105.42,R,Chris Sale,ATL,25,60.7,CHW,107.53,105.42,Low,Mid
5,7,2,1,0,0,5.2,2026-06-20,0,824909,101,Truist Park,66,home,38.3,519242,W,68.4,52.87,62.97,69.6,64.49,63,51.5,110.31,R,Chris Sale,ATL,23,58.9,MIL,90.64,110.31,High,Mid
8,10,2,1,1,0,6,2026-06-28,0,823204,94,Oracle Park,68,away,28.2,519242,L,44.9,40.71,45.98,26.1,40.96,46,69.6,103.7,R,Chris Sale,ATL,26,38.9,SFG,94.93,103.7,Low,Low
7,3,3,2,3,2,5,2026-07-04,1,824903,98,Truist Park,67,home,19.9,519242,W,43.1,46.19,45.02,47.1,43.81,45,44.1,87.62,R,Chris Sale,ATL,24,34.1,NYM,95.76,87.62,Low,Low
6,7,3,0,3,1,4.2,2026-03-31,3,824861,79,Oriole Park at Camden Yards,56,away,27.6,594798,W,42.7,49.25,61.9,66.9,61.08,61.9,69.9,107.23,R,Jacob deGrom,TEX,20,68,BAL,87.7,107.23,Low,Mid
1,6,1,1,1,1,5,2026-04-06,1,822918,78,Globe Life Field,49,home,45.5,594798,W,38.7,37.14,47.33,41.5,39.76,47.3,60.2,108.79,R,Jacob deGrom,TEX,17,19.5,SEA,84.27,108.79,Low,Low
4,9,1,3,1,1,6,2026-04-12,1,823966,93,UNIQLO Field at Dodger Stadium,64,away,35.2,594798,W,71.5,76.53,84.62,97.1,100,84.6,79.8,120.6,R,Jacob deGrom,TEX,24,62,LAD,108.29,120.6,High,High
4,3,0,2,0,0,4,2026-04-17,0,823152,88,T-Mobile Park,57,away,34.8,594798,W,38.7,37.14,47.33,41.5,39.76,47.3,60.2,108.79,R,Jacob deGrom,TEX,17,19.5,SEA,84.27,108.79,Low,Low
5,10,1,1,1,1,5.2,2026-04-23,1,822912,89,Globe Life Field,63,home,35.3,594798,W,37.6,50.34,69.08,70.4,68.28,69.1,90.1,116.53,R,Jacob deGrom,TEX,23,65.2,PIT,89.1,116.53,Low,High
3,5,1,0,1,0,6,2026-04-28,1,822908,93,Globe Life Field,56,home,45.2,594798,L,38.5,59.42,62.98,69.9,68.94,63,72.6,105.07,R,Jacob deGrom,TEX,22,81.3,NYY,109.64,105.07,Low,Mid
7,7,6,1,6,2,6.1,2026-05-05,3,823553,94,Yankee Stadium,66,away,20.1,594798,L,38.5,59.42,62.98,69.9,68.94,63,72.6,105.07,R,Jacob deGrom,TEX,27,81.3,NYY,109.64,105.07,Low,Mid
3,10,0,0,0,0,7,2026-05-10,0,822902,94,Globe Life Field,65,home,49.9,594798,W,62.7,66.52,65.36,75.3,75.88,65.4,55.9,106.21,R,Jacob deGrom,TEX,24,58.7,CHC,116.95,106.21,Mid,High
5,4,4,0,4,4,6,2026-05-16,4,824193,94,Daikin Park,60,away,29.2,594798,L,38.3,36.39,42.92,34.9,35.28,42.9,55.4,103.69,R,Jacob deGrom,TEX,23,43.4,HOU,99.04,103.69,Low,Low
6,3,6,3,6,2,3,2026-05-22,6,824029,65,Angel Stadium,41,away,10.1,594798,L,25.2,35.64,30.44,17.4,23.54,30.4,49,95.99,R,Jacob deGrom,TEX,18,25.9,LAA,97.28,95.99,Low,Low
4,6,2,1,2,1,6,2026-05-27,2,822897,97,Globe Life Field,62,home,37.2,594798,L,38.3,36.39,42.92,34.9,35.28,42.9,55.4,103.69,R,Jacob deGrom,TEX,23,43.4,HOU,99.04,103.69,Low,Low
4,8,0,1,0,0,5,2026-06-01,0,823050,91,Busch Stadium,59,away,39.5,594798,W,50.8,58.29,54.05,54.8,60.13,54,55.6,102.01,R,Jacob deGrom,TEX,21,49.5,STL,100.2,102.01,Mid,Mid
3,6,0,2,0,0,6,2026-06-07,0,822890,87,Globe Life Field,58,home,43.2,594798,W,48.4,33.02,37.13,24.4,27.79,37.1,43.7,95.78,R,Jacob deGrom,TEX,23,35.2,CLE,86.25,95.78,Low,Low
6,5,2,0,2,0,6,2026-06-13,2,824749,90,Fenway Park,56,away,34.2,594798,L,41.4,37.66,23.53,21.8,18.69,23.5,12.8,85.27,R,Jacob deGrom,TEX,23,28.3,BOS,108.96,85.27,Low,Low
6,9,6,3,6,2,6,2026-06-19,6,822886,106,Globe Life Field,70,home,18.2,594798,W,40,36.96,45.92,41.5,38.36,45.9,55.2,90.51,R,Jacob deGrom,TEX,27,68.3,SDP,85,90.51,Low,Low
4,8,2,2,2,0,6,2026-06-24,2,823850,91,loanDepot park,58,away,36.2,594798,L,47,43.21,47.73,38.6,44.23,47.7,58.7,104.55,R,Jacob deGrom,TEX,23,48.8,MIA,98.68,104.55,Low,Low
4,9,2,0,2,1,7,2026-06-30,2,824418,96,Progressive Field,69,away,41.9,594798,W,48.4,33.02,37.13,24.4,27.79,37.1,43.7,95.78,R,Jacob deGrom,TEX,25,35.2,CLE,86.25,95.78,Low,Low
5,3,2,4,2,1,5.1,2026-04-14,2,824853,86,Oriole Park at Camden Yards,46,away,26.4,518876,W,42.7,49.25,61.9,66.9,61.08,61.9,69.9,107.23,R,Merrill Kelly,ARI,24,68,BAL,87.7,107.23,Low,Mid
10,5,8,3,8,3,4.1,2026-04-21,8,825099,101,Chase Field,56,home,-3.3,518876,L,41.3,62.68,63.13,61.1,71.27,63.1,81,105.42,R,Merrill Kelly,ARI,26,60.7,CHW,107.53,105.42,Low,Mid
