ERA,FIP,HR9,OPS,xFIP,K_pct,stale,BB_pct,F5_ERA,avg_IP,starts,away_ERA,home_ERA,OOR_faced,wRC_faced,PALS_faced,l14_starts,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,data_source,low_osi_ERA,high_osi_ERA,pitcher_hand,pitcher_name,pitcher_team,staleness_warning
4.81,5.75,2.1,,4.58,17.9,FALSE,7.6,6.24,4.87,15,6.32,3.25,48.2,100.4,50.4,0,663903,44.8,42.3,45.7,50.1,86.3,season,5.02,6,R,Brady Singer,CIN,Fewer than 2 L14 starts (0) -- using season data.
0,3.63,0,,3.35,25,FALSE,0,0,0.83,2,,0,26.8,91.9,37.4,0,663947,40.7,30.3,32,27.7,19.5,season,0,,R,Tyler Holton,DET,Fewer than 2 L14 starts (0) -- using season data.
4.94,4.35,1.52,,4.55,19,FALSE,11,4.68,4.73,5,11,1.23,35.9,91.9,35.9,0,663969,43.1,37.2,40.6,42.6,73.8,season,4.94,,R,Tyler Phillips,MIA,Fewer than 2 L14 starts (0) -- using season data.
3.86,1.82,0,,3.74,30,FALSE,10,3.6,2.33,1,,3.86,4.6,96.4,34.7,0,664074,39,37.2,28.9,12.1,47,season,3.86,,R,Cody Ponce,TOR,Fewer than 2 L14 starts (0) -- using season data.
27,5.44,9,,4.49,14.3,FALSE,14.3,7.2,1,1,27,,77.6,111.5,82.1,0,664126,39.9,76.8,67.1,75.3,27,season,,27,R,Pete Fairbanks,MIA,Fewer than 2 L14 starts (0) -- using season data.
3.91,4.14,0.9,,4.22,19.2,FALSE,8.7,4.27,5.6,16,3.59,4.38,48.6,98.7,49.8,0,664285,43.1,46.6,47.9,52.7,89.6,season,3.75,1.5,R,Framber Valdez,DET,Fewer than 2 L14 starts (0) -- using season data.
12.54,8.57,1.93,,8.18,8.3,FALSE,18.8,14.4,3.11,3,13.5,11.57,29.5,99.6,41.5,0,664299,34.8,34.2,38.5,46,58.7,season,11.12,,R,Cristian Javier,HOU,Fewer than 2 L14 starts (0) -- using season data.
4.09,5.47,3.27,,2.37,37.2,FALSE,4.7,6.3,5.5,2,4.5,3.6,28.3,89.5,33.4,0,665152,53,22.8,34.4,34.4,87.5,season,4.09,,R,Dean Kremer,BAL,Fewer than 2 L14 starts (0) -- using season data.
0,3.78,0,,4.08,20,FALSE,0,0,1.33,1,0,,37.1,87.8,65.7,0,665622,38.1,38.9,42.3,49.2,18,season,0,,R,Luis Medina,ATH,Fewer than 2 L14 starts (0) -- using season data.
5.1,5.07,1.74,,4.06,21,FALSE,9.4,5.53,5.17,14,4.31,5.71,39.1,97.4,46.3,0,665795,40.2,41.3,42.1,44.3,85.9,season,5.13,,R,Edward Cabrera,CHC,Fewer than 2 L14 starts (0) -- using season data.
4.18,4.73,1.95,,4.44,15.5,FALSE,5.4,4.5,5.39,6,5.14,2.38,33.1,97,37.5,0,665871,45.4,35,39.7,41,84,season,4.18,,R,Javier Assad,CHC,Fewer than 2 L14 starts (0) -- using season data.
14.54,6.33,0,,8.4,17.9,FALSE,28.6,8.1,2.17,2,33.75,6,51.4,105.4,47.4,0,666129,41.1,46.1,51.7,65.5,64.5,season,6,,R,Braxton Garrett,MIA,Fewer than 2 L14 starts (0) -- using season data.
4.84,6.19,2.55,,4.37,29.8,FALSE,15.2,5.18,4.42,8,7.97,0.6,44.5,102.1,43.3,0,666142,42,39.7,46.4,57,79.9,season,4.32,14.54,R,Cole Ragans,KCR,Fewer than 2 L14 starts (0) -- using season data.
5.59,5.37,1.54,,4.81,18,FALSE,8.5,4.8,5.19,9,4.32,6.3,47.7,98.1,48.1,0,666157,43.7,41.4,43.9,47,90.7,season,5.35,,R,Nick Lodolo,CIN,Fewer than 2 L14 starts (0) -- using season data.
10.8,3.71,5.4,,4.05,28.6,FALSE,0,9,1.67,1,10.8,,42.7,89.6,27.9,0,667463,40.8,45,43.8,44.5,30,season,10.8,,R,John King,MIA,Fewer than 2 L14 starts (0) -- using season data.
6.1,4.97,1.47,,4.71,14.3,FALSE,6.9,6.64,4.98,16,6.98,5.27,49.7,102.8,49.6,0,668678,47.4,49.2,50.6,54.5,85.4,season,4.26,9.95,R,Zac Gallen,ARI,Fewer than 2 L14 starts (0) -- using season data.
3.82,3.85,1.4,,3.21,28.5,FALSE,8,4.16,6.04,16,4.82,2.64,60.3,104.5,60.4,0,668909,52.2,56.4,56.9,61,94.5,season,3.03,3.12,R,Gavin Williams,CLE,Fewer than 2 L14 starts (0) -- using season data.
15.43,5.2,1.93,,4.61,12.5,FALSE,20.8,6.6,1.56,3,15.43,,56,97.4,50.2,0,668964,49.9,55.9,50.6,44.9,30.3,season,27,0,R,Tobias Myers,NYM,Fewer than 2 L14 starts (0) -- using season data.
0,3.78,0,,3.72,0,FALSE,0,5.4,1.33,1,0,,39.8,105,51.6,0,669020,45.1,23.9,43.8,65.7,11,season,0,,R,Ryan Rolison,CHC,Fewer than 2 L14 starts (0) -- using season data.
4.05,3.54,0.79,,4.03,25.3,FALSE,9.9,4.02,5.35,17,5.48,2.49,46,99.7,48.9,0,669022,43.4,41.3,45.4,51.6,90.8,season,3.57,8.44,R,MacKenzie Gore,TEX,Fewer than 2 L14 starts (0) -- using season data.
0,3.88,0,,4.57,28.6,FALSE,28.6,7.2,2,1,0,,45.9,97.7,33.9,0,669084,42.2,32.4,41.7,51.8,32,season,0,,R,DL Hall,MIL,Fewer than 2 L14 starts (0) -- using season data.
4.3,3.32,0.75,,3.8,22.5,FALSE,6.4,4.68,5.58,15,4.79,3.94,48.4,100,52.8,0,669160,52,46.4,49.3,50.6,86.3,season,3.68,4.5,R,Dustin May,STL,Fewer than 2 L14 starts (0) -- using season data.
4.97,5.39,1.94,,4.94,17.5,FALSE,6.2,6.6,5.56,15,5.02,4.93,48.3,102.9,49.2,0,669194,47,47.8,50.1,54.9,86.1,season,5.64,3.63,R,Ryne Nelson,ARI,Fewer than 2 L14 starts (0) -- using season data.
2,3.76,0,,3.96,30.6,FALSE,11.1,1.35,2.25,4,1.93,2.08,53.8,106.6,55.9,0,669199,56.8,45.3,54.6,63.8,41.5,season,2.08,,R,Lake Bachar,MIA,Fewer than 2 L14 starts (0) -- using season data.
4.5,4.52,4.5,,5.34,57.1,FALSE,0,4.5,1,2,,4.5,50.6,100.5,42.3,0,669211,43,40.1,49.2,63.9,15.5,season,9,,R,Keegan Akin,BAL,Fewer than 2 L14 starts (0) -- using season data.
3.29,3.78,1.35,,3.59,27.2,FALSE,6,2.7,5.81,16,1.04,4.63,48.9,100,53.5,0,669302,43,47.6,50.1,58,93.3,season,4.31,8.44,R,Logan Gilbert,SEA,Fewer than 2 L14 starts (0) -- using season data.
4.31,3.84,0.86,,4.39,19.9,FALSE,8.6,4.39,5.88,16,4.26,4.41,45.4,102,50.7,0,669358,49,39.9,47.5,55.1,95.9,season,3.49,7.94,R,Shane Baz,BAL,Fewer than 2 L14 starts (0) -- using season data.
2.97,4.01,0.83,,4.2,22,FALSE,10.5,2.7,5.4,14,2.19,3.72,47.4,101.8,49.7,0,669372,45.5,49.2,50.8,56.4,85.9,season,3.72,0.75,R,J.T. Ginn,ATH,Fewer than 2 L14 starts (0) -- using season data.
3.32,3.14,1.21,,2.6,28.2,FALSE,3.4,2.88,5.97,10,2.55,4.44,44.9,98,51.3,0,669373,45.6,41.5,45.5,50,88.5,season,1.69,6,R,Tarik Skubal,DET,Fewer than 2 L14 starts (0) -- using season data.
4.3,3.68,0.61,,4.27,20,FALSE,7.7,4.2,4.89,9,4.08,4.7,59.2,102.5,53.7,0,669387,51.2,59.5,55.6,54.4,86.7,season,6.2,0.87,R,Carmen Mlodzinski,PIT,Fewer than 2 L14 starts (0) -- using season data.
5.3,4.25,1.11,,4.82,17.3,FALSE,7.7,6.17,5.21,14,4.94,5.52,44.4,99.5,45.8,0,669432,48.2,40.7,45.6,49.4,88.1,season,6.43,4.91,R,Trevor Rogers,BAL,Fewer than 2 L14 starts (0) -- using season data.
7.36,4.5,0,,4.76,10.5,FALSE,5.3,7.2,3.67,1,,7.36,82.5,108.5,57.5,0,669438,65.1,87.8,73.3,62.6,65,season,,7.36,R,Mason Englert,TBR,Fewer than 2 L14 starts (0) -- using season data.
9.82,12.65,7.36,,6.09,10.5,FALSE,0,7.2,3.67,1,,9.82,37.6,103.7,49.8,0,669456,39,38.2,44.2,54.8,75,season,9.82,,R,Shane Bieber,TOR,L14 file or pitcher row missing -- using season data.
5.56,5.27,1.97,,4.31,20.2,FALSE,8.4,6.19,4.85,16,6,5.24,54.4,101.8,51.1,0,669461,51.8,51,52.7,55.2,82.9,season,4.83,1.64,R,Matthew Liberatore,STL,Fewer than 2 L14 starts (0) -- using season data.
3.59,4.09,0.98,,4.07,18.5,FALSE,7.2,3.84,5.51,15,2.73,4.17,49.7,97.9,48.8,0,669467,47.6,48.1,48.8,50.3,90,season,3,12,R,Andre Pallante,STL,Fewer than 2 L14 starts (0) -- using season data.
0,3.84,0,,4.86,50,FALSE,0,0,1.33,1,,0,28.2,93.9,37.5,0,669684,55.4,27.9,39.9,42.4,23,season,0,,R,Chris Murphy,CHW,Fewer than 2 L14 starts (0) -- using season data.
5.4,5.22,0,,5.07,12.5,FALSE,0,4.5,0.83,2,0,9,45.4,98.9,64.1,0,669724,61.9,34.9,46.9,50.1,12,season,9,,R,Brenan Hanifee,DET,Fewer than 2 L14 starts (0) -- using season data.
6.75,5.88,1.5,,4.84,16,FALSE,6,8.1,6,2,6.75,,45,104.1,46,0,669920,38.6,42.1,46.2,56.3,90,season,13.5,,R,Jason Alexander,HOU,Fewer than 2 L14 starts (0) -- using season data.
3.94,3.35,0.84,,3.64,20.9,FALSE,5.7,3.49,6,16,3.16,4.56,48.9,101.2,54.1,0,669923,44.9,48.2,50.4,56.6,92.6,season,3.98,6,R,George Kirby,SEA,Fewer than 2 L14 starts (0) -- using season data.
6.1,5.39,2.61,,4.61,21.3,FALSE,8.5,4.5,5.17,2,3.86,7.94,38.4,85,39,0,669947,43.2,45.5,37.4,24,93,season,6.1,,R,Jesse Scholtens,TBR,Fewer than 2 L14 starts (0) -- using season data.
3.83,4.81,1.28,,4.88,17.5,FALSE,10.7,3.71,5.29,16,2.93,4.75,41.9,98,48.3,0,671096,41.7,39.3,42.2,45.9,92.1,season,3.9,0.84,R,Andrew Abbott,CIN,Fewer than 2 L14 starts (0) -- using season data.
27,9.48,0,,6.85,14.3,FALSE,28.6,14.4,0.67,1,,27,35.5,100.2,42.6,0,671111,28.1,27.8,29,30.9,23,season,27,,R,Sammy Peralta,COL,Fewer than 2 L14 starts (0) -- using season data.
5.17,3.04,0.57,,4.02,24.2,FALSE,9.1,6.6,5.22,3,3.18,10.38,67.2,107.6,53.9,0,671212,51.9,63.6,60.6,63.4,87.7,season,,10.38,R,Joe Boyle,TBR,Fewer than 2 L14 starts (0) -- using season data.
4.11,4.28,1.41,,4.09,25.4,FALSE,9.7,3.47,5.48,14,4.3,3.82,50.2,99.5,48.8,0,671737,49.4,44.2,48.3,52.2,96.4,season,4,,R,Taj Bradley,MIN,Fewer than 2 L14 starts (0) -- using season data.
0,2.94,0,,3.72,14.3,FALSE,0,9,1.67,1,0,,63.8,107.6,76.9,0,671936,40.7,64.7,60.8,70.7,30,season,,,R,Adam Macko,TOR,Fewer than 2 L14 starts (0) -- using season data.
3.93,2.88,0.67,,3.63,27.2,FALSE,7.3,3.82,5.88,16,3.42,4.5,46.7,102.3,48.5,0,672282,51.3,43.3,49.7,56,94.3,season,3.36,0.69,R,Reid Detmers,LAA,Fewer than 2 L14 starts (0) -- using season data.
3.63,3.95,1.02,,4.85,16.2,FALSE,5.4,3.86,5.67,14,3.32,3.75,50.4,99.5,49,0,672456,46.5,46.4,49.2,54.4,79.7,season,4.5,,R,Keider Montero,DET,Fewer than 2 L14 starts (0) -- using season data.
0,6.64,0,,5.18,0,FALSE,20,1.8,1.33,1,,0,38.3,106.6,30.9,0,673929,87.1,35.8,50.8,41.8,21,season,0,,R,Jordan Leasure,CHW,Fewer than 2 L14 starts (0) -- using season data.
2.7,2.73,0.54,,2.71,27.4,FALSE,9.6,3.15,4.17,4,3.38,2.08,41.8,101.4,50.1,0,674841,60.8,33.5,46.7,51.8,74.5,season,2.84,,R,Andrew Alvarez,WSN,Fewer than 2 L14 starts (0) -- using season data.
4.28,3.14,0.99,,3.72,21.7,FALSE,10.8,3.6,4.56,6,4.05,4.5,30,93.4,42.3,0,675660,40.8,33.4,35.3,33.4,80.2,season,4.28,,R,Shane Drohan,MIL,Fewer than 2 L14 starts (0) -- using season data.
27,4,0,,4.38,33.3,FALSE,0,3.6,0.67,1,27,,37.6,103.7,49.8,0,675848,38.2,37.4,43.3,53.7,30,season,27,,R,Juan Mejia,COL,Fewer than 2 L14 starts (0) -- using season data.
5.31,5.36,2.08,,4.35,27.9,FALSE,12.1,5.18,4.88,8,5.97,3.48,41.7,96.9,44.4,0,675911,45.4,46.3,43.4,38.7,86.4,season,6.43,0,R,Spencer Strider,ATL,Fewer than 2 L14 starts (0) -- using season data.
4.7,5.1,0,,4.87,23.7,FALSE,18.4,7.8,2.56,3,4.7,,22.3,96.6,29.6,0,675989,41,33.5,33.8,28.9,55.3,season,4.7,,R,Cody Bolton,HOU,Fewer than 2 L14 starts (0) -- using season data.
4.8,4.1,1.2,,4.24,16.9,FALSE,5.1,4.25,5.45,11,4.98,4.7,56,102.7,53.9,0,676083,53.6,51.9,54.1,56.9,86.8,season,6.21,0,R,Janson Junk,MIA,Fewer than 2 L14 starts (0) -- using season data.
3.6,3.84,1.27,,3.64,24.2,FALSE,5.7,3,5.67,15,3.86,3.38,49.2,97.5,53.9,0,676106,43,45,49.1,58,88.2,season,3.07,,R,Emerson Hancock,SEA,Fewer than 2 L14 starts (0) -- using season data.
4.05,4.41,1.24,,4.37,22.4,FALSE,10.9,4.27,5,16,4.27,3.74,54.1,101.7,54,0,676282,47.5,49.3,51.9,58.1,85.8,season,3.32,4.82,R,Joey Cantillo,CLE,Fewer than 2 L14 starts (0) -- using season data.
3.78,4.56,1.51,,4.12,21,FALSE,7.5,4.13,5.61,17,4,3.58,52.5,101.5,50.4,0,676440,48.8,48.4,51.3,56.3,88.5,season,3.79,2.25,R,Tanner Bibee,CLE,Fewer than 2 L14 starts (0) -- using season data.
2.02,5.22,1.35,,5.32,15.7,FALSE,5.9,3.78,1.33,10,2.08,1.93,43.4,102.2,47.1,0,676571,49.2,41,47.6,54.1,20.2,season,2.08,,R,PJ Poulin,WSN,Fewer than 2 L14 starts (0) -- using season data.
3.18,4.69,1.59,,4.77,20,FALSE,8,0,5.67,1,,3.18,48.3,102.8,45.5,0,676664,44.8,47.5,52.1,62.4,81,season,3.18,,R,JP Sears,SDP,L14 file or pitcher row missing -- using season data.
7.71,2.93,0,,2.91,40,FALSE,0,3.6,2.33,1,,7.71,72.4,100.6,77,0,676879,47.4,50.9,56,67.9,44,season,,,R,Aaron Ashby,MIL,Fewer than 2 L14 starts (0) -- using season data.
4,3.5,0.76,,3.96,23.8,FALSE,7.8,4.13,4.9,17,4.46,3.64,44.5,100.7,45.5,0,676917,47.7,42.2,47.6,53.7,84.4,season,3.41,4.91,R,Cade Cavalli,WSN,Fewer than 2 L14 starts (0) -- using season data.
1.7,2.5,0.21,,3.46,25,FALSE,6.7,1.8,5.29,8,1.04,2.76,47.9,105.6,54.6,0,676962,48.4,41.3,48.2,56,75.4,season,1.11,,R,Ben Brown,CHC,Fewer than 2 L14 starts (0) -- using season data.
2.8,3.32,0.8,,3.7,27.1,FALSE,9,3.26,5.62,16,3.66,2.13,48.8,100.4,51,0,676974,44.5,48,50,56.2,91.8,season,2.56,3.86,R,Max Meyer,MIA,Fewer than 2 L14 starts (0) -- using season data.
6.3,4.3,1.5,,3.73,26.8,FALSE,8,6.9,5,6,6.75,5.56,53.9,102.3,54.1,0,676979,43.4,50,49.4,52.9,86.3,season,5.06,,R,Garrett Crochet,BOS,Fewer than 2 L14 starts (0) -- using season data.
4.48,4.45,1.28,,4.27,18.2,FALSE,7.4,3.82,5.27,16,4.65,4.07,50.1,102.8,53,0,677944,46.2,46.9,49.7,55.5,84.7,season,5.74,1.59,R,Slade Cecconi,CLE,Fewer than 2 L14 starts (0) -- using season data.
3.07,2.83,0.74,,3.18,27.3,FALSE,5.6,3.49,6.04,16,2.93,3.19,55.1,102,52,0,677952,46.9,52.7,53.1,57.9,88.2,season,3.22,1.59,R,Braxton Ashcraft,PIT,Fewer than 2 L14 starts (0) -- using season data.
3.95,4.18,1.66,,3.38,26.9,FALSE,6.8,3.84,5.78,15,4.64,3.52,44.3,101.2,50.1,0,677960,44.6,36.8,44.4,53,92.3,season,5.36,,R,Ryan Weathers,NYY,Fewer than 2 L14 starts (0) -- using season data.
10.35,5.02,2.52,,4.36,11.9,FALSE,11.4,10.58,4.46,8,10.03,10.95,51.8,104.6,58.1,0,678394,45.8,45.4,48.7,54.4,88.8,season,10.38,,R,Brayan Bello,BOS,Fewer than 2 L14 starts (0) -- using season data.
5.13,4.63,1.34,,4.1,23.1,FALSE,11,5.2,4.48,9,5.62,4.81,52.3,102,51.8,0,678906,45.7,50.8,49.9,51.9,78.3,season,5.91,0,R,Kai-Wei Teng,HOU,Fewer than 2 L14 starts (0) -- using season data.
9,3.97,0,,2.9,20,FALSE,0,10.8,1,1,9,,82.5,108.5,57.5,0,679775,61.2,82.5,68.9,58.8,15,season,,9,R,Kyle Backhus,PHI,Fewer than 2 L14 starts (0) -- using season data.
6.29,4.46,1.48,,4.93,21.1,FALSE,16.5,5.1,4.06,6,1.74,31.91,54,102.6,53.6,0,679883,54,50.7,52.4,53.2,76,season,8.44,,R,Luinder Avila,KCR,Fewer than 2 L14 starts (0) -- using season data.
8.06,5.13,1.4,,4.85,19.5,FALSE,12.2,6.9,4.28,6,1.8,9.58,43.7,104.8,43.8,0,680570,54.3,48.4,50.2,49.4,82.3,season,6.55,17.18,R,Grayson Rodriguez,LAA,Fewer than 2 L14 starts (0) -- using season data.
36,20.5,9,,7.59,28.6,FALSE,28.6,10.8,1,1,,36,62.5,96.7,70.4,0,680689,60.4,49,52.5,51.1,30,season,,,R,Lyon Richardson,CIN,L14 file or pitcher row missing -- using season data.
3.64,4.05,1.11,,3.82,24.7,FALSE,11,4.5,5.56,16,4.15,3.15,47.3,103,48.4,0,680694,49.5,42.1,48.7,55.7,93.1,season,3.23,4.5,R,Kyle Bradish,BAL,Fewer than 2 L14 starts (0) -- using season data.
4.48,3.98,1.16,,4.2,22.4,FALSE,8.8,4.65,5.19,12,3.05,5.18,52.5,104.1,47,0,680732,56.1,52.4,55.6,59,90.6,season,3.79,8.64,R,Sean Burke,CHW,Fewer than 2 L14 starts (0) -- using season data.
5.4,3,2.7,,3.2,26.7,FALSE,13.3,3.6,3.33,1,5.4,,38.3,106.6,30.9,0,680744,79.3,32.6,46.2,38,48,season,5.4,,R,Ty Madden,DET,Fewer than 2 L14 starts (0) -- using season data.
0,4.2,0,,4.07,29.2,FALSE,16.7,1.8,1.13,5,0,0,42.9,97,53.6,0,680755,45,40.9,43.9,46.5,17,season,0,0,R,Braydon Fisher,TOR,Fewer than 2 L14 starts (0) -- using season data.
5.14,7.1,2.57,,5,20,FALSE,22.9,4.5,3.5,2,5.4,4.91,16.4,95.1,36.1,0,680802,43.9,30.6,32,25.1,81,season,5.14,,R,Ryan Weiss,HOU,Fewer than 2 L14 starts (0) -- using season data.
3.1,3.84,0.89,,4.14,26.4,FALSE,10.7,3.2,4.52,9,2.16,4.6,40.1,99,49.9,0,681035,41.7,36,42.3,49.9,82.8,season,1.76,,R,Christian Scott,NYM,Fewer than 2 L14 starts (0) -- using season data.
3.13,4.13,0.78,,4.56,23.2,FALSE,10.9,3.75,5.75,12,2.79,3.56,43.7,98.7,48.8,0,681293,44.5,45.6,45,44.5,93.8,season,2.87,0.75,R,Spencer Arrighetti,HOU,Fewer than 2 L14 starts (0) -- using season data.
5.55,5.57,2.03,,4.73,18.3,FALSE,8.4,5.76,5.62,15,4.28,7.25,44,100.7,46.6,0,681347,43.3,43.1,45.2,48.9,92.5,season,4.86,3.6,R,Mike Burrows,HOU,Fewer than 2 L14 starts (0) -- using season data.
4.24,4.27,1.06,,4.24,18.3,FALSE,8.3,3.36,5.09,15,5.35,3.29,47.9,96.2,50.2,0,681517,47.1,46.6,46.9,47.2,84.5,season,4.65,2.08,R,Kyle Leahy,STL,Fewer than 2 L14 starts (0) -- using season data.
9,4.09,0,,3.91,9.1,FALSE,18.2,8.1,1,2,0,18,54.4,108.1,38.4,0,681810,47.7,50,53,60.2,26,season,0,,R,Austin Warren,NYM,Fewer than 2 L14 starts (0) -- using season data.
7.2,6.38,2.2,,6.07,15.7,FALSE,13.8,6.66,4.5,10,6.17,8.31,47.1,102.5,47.8,0,682052,43.4,47.8,50.5,58.7,86.2,season,6.89,31.5,R,Jacob Lopez,ATH,Fewer than 2 L14 starts (0) -- using season data.
6.11,6.07,1.29,,6.45,14.8,FALSE,15.6,6,4.67,6,3.31,10.03,36.3,103.6,44.2,0,682227,43.7,35.3,41.2,46.2,86.3,season,6,,R,Brandon Williamson,CIN,Fewer than 2 L14 starts (0) -- using season data.
1.77,2.95,1.33,,2.82,34.5,FALSE,3.4,1.29,5.81,7,2.52,0.57,47.7,97.7,48.7,0,682243,44.3,41.8,46.4,53.2,80.7,season,1.27,,R,Bryce Miller,SEA,Fewer than 2 L14 starts (0) -- using season data.
0,3.24,0,,3.13,41.2,FALSE,11.8,0.9,1,4,0,0,47.4,101.5,53,0,682254,47.1,49.5,49.5,51.2,14.2,season,0,,R,Mason Montgomery,PIT,Fewer than 2 L14 starts (0) -- using season data.
5.75,4.77,1.77,,3.98,23.3,FALSE,8.9,5.04,4.07,5,4.5,7.56,50.4,107.1,51.1,0,683003,46.4,53.7,54,59.7,69.2,season,1.12,4.5,R,Jared Jones,PIT,L14 file or pitcher row missing -- using season data.
5.29,4.76,1.57,,4.25,23.4,FALSE,9.9,5.64,5.33,15,5.54,5.05,52.8,102.6,53.7,0,683004,44.4,50.3,49.5,52.1,93.1,season,5.49,5.65,R,Jack Leiter,TEX,Fewer than 2 L14 starts (0) -- using season data.
8.31,4.95,2.08,,4.02,22.2,FALSE,5.6,9,4.33,1,,8.31,4.6,96.4,34.7,0,683155,42.4,40.6,31.4,13.2,71,season,8.31,,R,Joey Estes,ATH,L14 file or pitcher row missing -- using season data.
3,3.1,0,,4.1,23.1,FALSE,15.4,3.6,3,1,3,,64.5,106.3,54.9,0,683352,52.3,57.3,56.2,57.7,54,season,,,R,Mitch Bratt,ARI,L14 file or pitcher row missing -- using season data.
7.71,4.22,3.86,,3.33,28.6,FALSE,4.8,4.05,1.17,4,6.75,9,42.6,98.3,41.4,0,685126,41.5,36.8,44,54,23.8,season,7.71,,R,Brandon Eisert,CHW,Fewer than 2 L14 starts (0) -- using season data.
5.62,4.09,0,,4.3,13.2,FALSE,5.3,10.8,4,2,1.8,12,69.9,114.6,61.2,0,685299,51,56.2,57.8,64.5,77.5,season,12,1.8,R,Tanner Gordon,COL,Fewer than 2 L14 starts (0) -- using season data.
5.32,4.61,1.86,,3.8,26.2,FALSE,6.9,4.63,4.83,14,5.58,5.11,43.3,98.6,49.6,0,686218,43.3,42,44.7,48.6,84.6,season,4.64,1.42,R,Emmet Sheehan,LAD,Fewer than 2 L14 starts (0) -- using season data.
1.4,2.9,0.47,,3.07,34.6,FALSE,13.6,1.8,4.83,4,3,1.1,30.2,95.4,40.7,0,686613,40.8,22.1,32.9,39.7,89.2,season,1.4,,R,Hunter Brown,HOU,Fewer than 2 L14 starts (0) -- using season data.
4.93,4.18,0.79,,3.92,20.5,FALSE,8.8,5.8,5.07,9,3.96,6.1,60.2,102.7,55.9,0,686790,53.6,56.9,56.5,58.2,84.3,season,3.31,5.14,R,Trevor McDonald,SFG,Fewer than 2 L14 starts (0) -- using season data.
6.19,4.98,0.98,,4.98,15.9,FALSE,12.2,6.23,4.92,13,8.39,3.64,55.7,104.5,50.4,0,686799,51.7,51.9,54.7,60.1,85.1,season,5.31,11.08,R,Jack Kochanowicz,LAA,Fewer than 2 L14 starts (0) -- using season data.
3.07,3.96,0.8,,4.72,17.1,FALSE,8.7,4.35,5.61,12,3.38,2.8,49.2,103.3,50.6,0,687064,47.1,42.8,48.8,56.7,87.7,season,3.35,2.61,R,Brandon Young,BAL,Fewer than 2 L14 starts (0) -- using season data.
5.4,3.94,1.2,,4.24,17.1,FALSE,10,4.5,3.75,4,9.64,3.48,34.2,97.9,40.9,0,687473,55.6,28,41.4,46.5,64.5,season,5.4,,R,Ryan Gusto,MIA,Fewer than 2 L14 starts (0) -- using season data.
9,4.37,0,,4.64,16.7,FALSE,16.7,7.2,1,1,,9,37.1,87.8,65.7,0,687606,40.1,40.9,44.5,51.8,26,season,9,,R,Paxton Schultz,WSN,Fewer than 2 L14 starts (0) -- using season data.
13.5,5.98,0,,6.03,5,FALSE,5,12.6,4,1,13.5,,72.4,100.6,77,0,687765,49.3,52.9,58.2,70.6,63,season,,,R,Mitch Spence,KCR,Fewer than 2 L14 starts (0) -- using season data.
4.5,5.14,1.8,,4.58,23.8,FALSE,9.2,5.1,5,6,6,3,54.3,106.2,50.9,0,688107,46.7,45.7,52.1,63.2,88.8,season,1.62,8.31,R,Robert Gasser,MIL,Fewer than 2 L14 starts (0) -- using season data.
5.94,4.55,1.08,,5.64,13.2,FALSE,6.6,4.95,4.17,4,3.14,23.14,39.7,103.5,49.5,0,689441,41.6,31.5,43,57.3,69,season,7.71,,R,Coleman Crow,MIL,Fewer than 2 L14 starts (0) -- using season data.
6.23,4.37,2.08,,3.33,23.1,FALSE,12.8,6.3,4.33,2,6.23,,53.7,101.8,46,0,690928,43.2,56.5,54.2,59.4,83.5,season,6.23,,R,Hunter Dobbins,STL,Fewer than 2 L14 starts (0) -- using season data.
2.12,2.76,0,,4.3,26,FALSE,8.2,3.6,5.67,3,,2.12,34.1,96,32.3,0,690953,54.9,29.1,37.4,34.3,92,season,2.12,,R,Mick Abel,MIN,Fewer than 2 L14 starts (0) -- using season data.
2.5,3.05,1,,3.14,30,FALSE,6.2,2.31,5.14,14,4.2,1.29,56.5,102.6,58.1,0,690986,47.8,48.5,52,58.9,87.4,season,1.45,1.64,R,Kyle Harrison,MIL,Fewer than 2 L14 starts (0) -- using season data.
7.36,5.52,2.13,,4.81,16.8,FALSE,7.8,6.75,4.58,12,6.65,7.88,49.1,99.7,50.6,0,691725,44,41.1,45.7,52.1,81.9,season,6.16,10.8,R,Andrew Painter,PHI,Fewer than 2 L14 starts (0) -- using season data.
7.56,5.49,1.62,,5.81,10.1,FALSE,11.4,7.65,4.17,4,18,5.27,49.4,99.7,48,0,691951,54.8,46.3,52.1,56.8,77.8,season,7.88,,R,Sam Aldegheri,LAA,Fewer than 2 L14 starts (0) -- using season data.
4.26,3.06,0.87,,3.75,24.6,FALSE,4.8,4.63,5.81,16,6.38,2,48.4,99.9,53.4,0,693433,45.3,45.4,49.1,56,86.4,season,2.35,,R,Bryan Woo,SEA,Fewer than 2 L14 starts (0) -- using season data.
3.71,3.79,0.95,,4.01,19.8,FALSE,7.3,4.16,5.92,16,4.41,3.34,46.1,99.3,48.8,0,693821,47.6,40.2,45.2,49.1,87.1,season,3.86,0,R,Bryce Elder,ATL,Fewer than 2 L14 starts (0) -- using season data.
4.09,4.65,2.45,,4.62,25,FALSE,2.3,3,3.67,3,,4.09,39.1,93.8,52.2,0,693855,48.7,33.4,41.1,44.4,53.7,season,3,,R,Ian Seymour,TBR,Fewer than 2 L14 starts (0) -- using season data.
