ERA,FIP,HR9,OPS,xFIP,K_pct,BB_pct,F5_ERA,avg_IP,starts,OOR_faced,wRC_faced,PALS_faced,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,split_value,pitcher_hand,pitcher_name,pitcher_team,split_dimension
3.48,4.97,2.03,0.82,,31,11.9,4.11,4.43,7,36.4,101.2,36.1,666142,41.4,31.3,42.6,56.4,77.4,Low,R,Cole Ragans,KCR,osi_tier
14.54,14.87,6.23,0.82,,24,32,12.6,4.33,1,68.9,105.1,81.3,666142,38.5,69.9,63,72.6,97,Mid,R,Cole Ragans,KCR,osi_tier
4.84,6.18,2.55,0.82,,29.8,15.2,5.18,4.42,8,40.5,101.7,41.8,666142,41.1,36.1,45.1,58.4,79.9,Low,R,Cole Ragans,KCR,abq_tier
6.1,6.78,2.61,0.82,,31.1,20,7.2,5.17,2,57.3,108.7,63.5,666142,39.6,52.4,57.5,76,93,High,R,Cole Ragans,KCR,rcv_tier
3.72,1.86,0.93,0.82,,41.5,7.3,4.8,3.22,3,26.4,95.9,32.1,666142,42,22.8,36.1,47.1,58.3,Low,R,Cole Ragans,KCR,rcv_tier
4.7,8.51,3.52,0.82,,21.5,16.9,4.2,5.11,3,43.4,103,37,666142,41.1,38.5,46,58,92.7,Mid,R,Cole Ragans,KCR,rcv_tier
14.54,14.87,6.23,0.82,,24,32,12.6,4.33,1,68.9,105.1,81.3,666142,38.5,69.9,63,72.6,97,High,R,Cole Ragans,KCR,obr_tier
3.48,4.97,2.03,0.82,,31,11.9,4.11,4.43,7,36.4,101.2,36.1,666142,41.4,31.3,42.6,56.4,77.4,Low,R,Cole Ragans,KCR,obr_tier
4.84,6.18,2.55,0.82,,29.8,15.2,5.18,4.42,8,40.5,101.7,41.8,666142,41.1,36.1,45.1,58.4,79.9,R,R,Cole Ragans,KCR,hand
7.97,9.64,3.98,0.82,,23.2,21.1,6.84,4.07,5,45.4,101.9,45.5,666142,42.1,42,47.6,58.1,78.6,away,R,Cole Ragans,KCR,location
0.6,1.5,0.6,0.82,,41.1,5.4,2.4,5,3,32.3,101.3,35.6,666142,39.4,26.3,41,59,82,home,R,Cole Ragans,KCR,location
5.35,5.21,1.6,0.81,,15.4,8.7,4.2,5.61,6,36.7,92.8,39.8,666157,39.9,33.4,38.4,43.2,93.2,Low,R,Nick Lodolo,CIN,osi_tier
3.75,3.64,0.75,0.81,,21.3,10.2,3.6,4.8,5,64.5,106.5,60.6,666157,52.8,59.8,57.2,57.4,90,Mid,R,Nick Lodolo,CIN,osi_tier
0,2.54,0,0.81,,28.6,14.3,0,4.5,2,64.5,110.3,58.9,666157,65.3,66.4,60.1,49.2,85.5,High,R,Nick Lodolo,CIN,abq_tier
5.63,5.34,1.64,0.81,,16.4,9.9,4.89,5.48,7,46.5,98,49.4,666157,38.5,42.3,44.9,52.6,92.4,Low,R,Nick Lodolo,CIN,abq_tier
5.23,3.39,0.87,0.81,,15.7,3.9,4.5,5.17,2,43.9,91.5,39.1,666157,51.6,35.2,40.9,39.9,95.5,Mid,R,Nick Lodolo,CIN,abq_tier
5.4,3.9,0.9,0.81,,20.8,10.4,5.4,5,2,66.6,104.9,67.9,666157,41.3,55.5,55.8,66.5,92,High,R,Nick Lodolo,CIN,rcv_tier
5.4,3.84,0.83,0.81,,17,8,4.5,5.42,4,35,88.2,35.8,666157,41.1,32.6,37,39.3,95.2,Low,R,Nick Lodolo,CIN,rcv_tier
3.81,5.41,1.73,0.81,,17.4,10.1,2.88,5.2,5,53.8,105.4,52.6,666157,51.3,51.6,51.3,51.2,88.8,Mid,R,Nick Lodolo,CIN,rcv_tier
0.6,2.63,0,0.81,,23,11.5,0,5,3,63.4,109.3,61.9,666157,56.5,64.6,58.8,54,89.3,High,R,Nick Lodolo,CIN,obr_tier
5.35,5.21,1.6,0.81,,15.4,8.7,4.2,5.61,6,36.7,92.8,39.8,666157,39.9,33.4,38.4,43.2,93.2,Low,R,Nick Lodolo,CIN,obr_tier
9,5.32,2,0.81,,19.1,8.5,9,4.5,2,66.1,102.3,58.6,666157,47.3,52.5,54.7,62.5,91,Mid,R,Nick Lodolo,CIN,obr_tier
4.68,4.56,1.25,0.81,,17.9,9.3,3.93,5.24,11,49.3,99,49.3,666157,45.8,45.4,47,49.6,91.7,R,R,Nick Lodolo,CIN,hand
3.32,4.72,1.25,0.81,,18.1,10.6,2.7,5.42,4,48.3,99.1,47.1,666157,48,49.1,49.1,50,96.5,away,R,Nick Lodolo,CIN,location
5.5,4.46,1.25,0.81,,17.8,8.6,4.63,5.14,7,49.9,99,50.5,666157,44.5,43.3,45.7,49.4,89,home,R,Nick Lodolo,CIN,location
6.46,3.62,0.59,0.68,,17.1,9.2,4.8,5.11,3,83.9,111,59.8,666200,64.3,80.9,70.4,62.6,97.7,High,R,Jesus Luzardo,PHI,osi_tier
3.25,2.41,0.65,0.68,,31.1,7.4,3,5.78,12,31.6,94.6,39.7,666200,43,32.1,37,38.3,96.5,Low,R,Jesus Luzardo,PHI,osi_tier
3.38,3.42,1.45,0.68,,30.8,6.4,6,6.22,3,64.5,100.5,64.3,666200,49.5,52.8,57.4,68.4,96.3,Mid,R,Jesus Luzardo,PHI,osi_tier
3.38,1.98,0,0.68,,24,8,3.6,5.33,1,100,120.6,62,666200,71.5,97.1,84.6,79.8,95,High,R,Jesus Luzardo,PHI,abq_tier
3.14,2.92,1,0.68,,29.8,6.5,3.6,5.97,12,39.4,97.2,43.8,666200,41.1,39.2,42,45.8,97.5,Low,R,Jesus Luzardo,PHI,abq_tier
5.47,2.53,0.34,0.68,,26.7,10,4.32,5.27,5,50.3,96.5,52,666200,58.5,43.7,47.8,44.7,95,Mid,R,Jesus Luzardo,PHI,abq_tier
2.88,3.18,1.08,0.68,,28.2,6.8,4.95,6.25,4,71.1,108.1,57.4,666200,50.1,58.5,61.9,74.2,94.2,High,R,Jesus Luzardo,PHI,rcv_tier
4.4,2.63,0.63,0.68,,30.4,9.4,4.5,5.38,8,26.4,91.5,33.9,666200,42.9,30.5,32.8,28.2,94.8,Low,R,Jesus Luzardo,PHI,rcv_tier
3.57,2.65,0.76,0.68,,26.8,5.9,2.1,5.89,6,54.8,100.9,57.9,666200,52.3,51.3,52.9,55,100.8,Mid,R,Jesus Luzardo,PHI,rcv_tier
6.46,3.62,0.59,0.68,,17.1,9.2,4.8,5.11,3,83.9,111,59.8,666200,64.3,80.9,70.4,62.6,97.7,High,R,Jesus Luzardo,PHI,obr_tier
3.12,2.21,0.65,0.68,,32.5,6.7,2.85,5.78,12,31.9,95.4,41.6,666200,45,31.9,38.1,40.5,96.5,Low,R,Jesus Luzardo,PHI,obr_tier
3.86,4.17,1.45,0.68,,25.6,9,6.6,6.22,3,63.3,97.1,56.6,666200,41.4,53.7,52.7,59.7,96.3,Mid,R,Jesus Luzardo,PHI,obr_tier
3.75,2.77,0.78,0.68,,28.6,7.6,3.8,5.74,18,45.8,98.3,47.1,666200,47.6,43.7,45.9,47.4,96.7,R,R,Jesus Luzardo,PHI,hand
1.54,1.69,0.15,0.68,,31.1,7.8,1.98,5.83,10,47,98.6,50.7,666200,50.9,46.5,48.5,49.2,98.3,away,R,Jesus Luzardo,PHI,location
6.6,4.17,1.6,0.68,,25.4,7.3,6.08,5.62,8,44.3,98,42.7,666200,43.5,40.1,42.7,45,94.6,home,R,Jesus Luzardo,PHI,location
10.8,8.5,5.4,0.48,,28.6,0,9,1.67,1,43.8,87.6,34.1,667463,43.1,47.1,45,44.1,30,Low,R,John King,MIA,osi_tier
10.8,8.5,5.4,0.48,,28.6,0,9,1.67,1,43.8,87.6,34.1,667463,43.1,47.1,45,44.1,30,Low,R,John King,MIA,abq_tier
10.8,8.5,5.4,0.48,,28.6,0,9,1.67,1,43.8,87.6,34.1,667463,43.1,47.1,45,44.1,30,Low,R,John King,MIA,rcv_tier
10.8,8.5,5.4,0.48,,28.6,0,9,1.67,1,43.8,87.6,34.1,667463,43.1,47.1,45,44.1,30,Low,R,John King,MIA,obr_tier
10.8,8.5,5.4,0.48,,28.6,0,9,1.67,1,43.8,87.6,34.1,667463,43.1,47.1,45,44.1,30,R,R,John King,MIA,hand
10.8,8.5,5.4,0.48,,28.6,0,9,1.67,1,43.8,87.6,34.1,667463,43.1,47.1,45,44.1,30,away,R,John King,MIA,location
5.19,4.95,1.04,0.66,,16.7,13.9,1.2,5.78,3,92,115.8,60.9,667755,70.4,92.3,80.3,73.8,90,High,R,Jose Soriano,LAA,osi_tier
2.06,2.81,0.55,0.66,,29.4,10.8,1.96,5.97,11,35.4,98.3,41.2,667755,44.5,35,42.9,50.8,99.3,Low,R,Jose Soriano,LAA,osi_tier
6.88,7.1,3.18,0.66,,24.4,12.2,5.85,4.25,4,62.3,107.7,54.5,667755,54.9,59.9,63.6,74.1,82.5,Mid,R,Jose Soriano,LAA,osi_tier
5.51,4.94,1.1,0.66,,18.6,14.3,1.2,5.44,3,81.9,117.9,50.9,667755,78.9,80.8,77.5,72.9,85.3,High,R,Jose Soriano,LAA,abq_tier
3.74,4.21,1.38,0.66,,29.3,12.7,3.6,5.42,12,45.8,100.6,45.3,667755,42.2,46.8,50.4,60.4,96.6,Low,R,Jose Soriano,LAA,abq_tier
0.48,1.98,0,0.66,,21.4,4.3,0.6,6.22,3,40,99.2,52.7,667755,59.4,32.6,43.5,44.4,92.3,Mid,R,Jose Soriano,LAA,abq_tier
7.2,6.19,2.31,0.66,,22,12.8,4.89,5,7,70.6,109,54.1,667755,52.3,68.3,67.8,78.4,91.7,High,R,Jose Soriano,LAA,rcv_tier
0.92,2.62,0.31,0.66,,27.7,10.9,1.44,5.87,5,28.2,97.4,38.8,667755,56.8,29.9,38.7,35.9,95.4,Low,R,Jose Soriano,LAA,rcv_tier
1.77,2.74,0.5,0.66,,30,10.7,1.2,5.94,6,46.6,101.5,46.9,667755,45.1,45.6,49.9,58.2,95.5,Mid,R,Jose Soriano,LAA,rcv_tier
6.64,5.85,1.77,0.66,,18,13.5,3.15,5.08,4,84.2,113.7,62.7,667755,64.2,87.2,76.9,74.2,84.8,High,R,Jose Soriano,LAA,obr_tier
2.12,2.91,0.57,0.66,,28.2,10.7,1.96,5.79,11,35.4,100.9,40.1,667755,48.9,34,44.4,53,96.5,Low,R,Jose Soriano,LAA,obr_tier
4.5,5.41,2.25,0.66,,29.2,12.5,4.8,5.33,3,63,98.1,54.2,667755,41.9,59.6,57.2,65.6,97,Mid,R,Jose Soriano,LAA,obr_tier
3.42,3.91,1.08,0.66,,26.2,11.6,2.7,5.56,18,50.8,103.3,47.5,667755,51.2,50.1,53.8,59.8,94,R,R,Jose Soriano,LAA,hand
2.91,3.86,1.03,0.66,,25,10.9,2.4,5.85,9,53.5,102.8,45.2,667755,47.8,49.1,51.9,58.1,97.3,away,R,Jose Soriano,LAA,location
3.99,3.97,1.14,0.66,,27.6,12.3,3,5.26,9,48.1,103.8,49.7,667755,54.5,51,55.6,61.6,90.7,home,R,Jose Soriano,LAA,location
8.68,6.15,1.93,0.87,,11.8,9.7,8.1,4.67,4,86,116,62,668678,61.7,86.3,77.1,77.7,90.2,High,R,Zac Gallen,ARI,osi_tier
5.67,4.66,1.48,0.87,,15.3,5.8,6.09,5.13,13,36.9,98.9,41.1,668678,42.4,34.8,42.9,52.4,84.7,Low,R,Zac Gallen,ARI,osi_tier
6.75,7.9,2.7,0.87,,0,7.4,5.4,6.67,1,45.7,112.6,28.6,668678,82,37.9,53,49.5,86,Mid,R,Zac Gallen,ARI,osi_tier
7.47,7.19,2.3,0.87,,4.2,8.5,7.2,5.22,3,81.9,117.9,50.9,668678,75.7,78.4,74.9,70.5,84,High,R,Zac Gallen,ARI,abq_tier
5.91,5.07,1.75,0.87,,15.8,6.4,6.37,5.15,13,40.5,100.5,42.3,668678,41,39.6,45.9,56.6,85.6,Low,R,Zac Gallen,ARI,abq_tier
7.71,2.78,0,0.87,,13,6.5,6.3,4.67,2,49,101,54.2,668678,60,43.2,48.8,47.1,91.5,Mid,R,Zac Gallen,ARI,abq_tier
8.51,5.81,2.05,0.87,,13.1,6.9,9.9,5.11,6,66,112.9,52.1,668678,52.7,59.6,64.8,79.4,87.2,High,R,Zac Gallen,ARI,rcv_tier
4.93,5.24,1.64,0.87,,14.1,7.6,4.37,5.48,7,32.9,96.5,37.7,668678,47.5,35.3,39.7,39.3,87.9,Low,R,Zac Gallen,ARI,rcv_tier
5.87,4.32,1.17,0.87,,13.1,5.1,5.4,4.6,5,48.8,101.9,46.8,668678,46.3,46.2,50.4,58.1,82,Mid,R,Zac Gallen,ARI,rcv_tier
8.68,6.15,1.93,0.87,,11.8,9.7,8.1,4.67,4,86,116,62,668678,61.7,86.3,77.1,77.7,90.2,High,R,Zac Gallen,ARI,obr_tier
5.88,4.76,1.47,0.87,,13.9,5.7,6.23,5.18,13,36.9,101.2,40.2,668678,45.6,33.7,43.8,54,84.8,Low,R,Zac Gallen,ARI,obr_tier
4.5,7.1,3,0.87,,16,8,3.6,6,1,46.6,83.5,41.2,668678,39.9,52,40.8,28.8,85,Mid,R,Zac Gallen,ARI,obr_tier
6.36,5.2,1.66,0.87,,13.5,6.8,6.5,5.11,18,48.3,103.5,45.1,668678,48.9,46.4,51,57.9,86,R,R,Zac Gallen,ARI,hand
6.95,6.34,2.18,0.87,,12,8.7,6.4,5.04,9,51.5,102.3,42.1,668678,50.7,50.6,51.3,52.4,88.2,away,R,Zac Gallen,ARI,location
5.79,4.09,1.16,0.87,,15,4.9,6.6,5.19,9,45.2,104.7,48,668678,47.1,42.2,50.8,63.3,83.8,home,R,Zac Gallen,ARI,location
21.6,6.4,2.7,1.3,,35,20,14.4,3.33,1,61.1,107.2,68,668881,38.8,60.8,56.3,63.5,89,Mid,R,Hunter Greene,CIN,osi_tier
21.6,6.4,2.7,1.3,,35,20,14.4,3.33,1,61.1,107.2,68,668881,38.8,60.8,56.3,63.5,89,Low,R,Hunter Greene,CIN,abq_tier
21.6,6.4,2.7,1.3,,35,20,14.4,3.33,1,61.1,107.2,68,668881,38.8,60.8,56.3,63.5,89,High,R,Hunter Greene,CIN,rcv_tier
21.6,6.4,2.7,1.3,,35,20,14.4,3.33,1,61.1,107.2,68,668881,38.8,60.8,56.3,63.5,89,High,R,Hunter Greene,CIN,obr_tier
21.6,6.4,2.7,1.3,,35,20,14.4,3.33,1,61.1,107.2,68,668881,38.8,60.8,56.3,63.5,89,R,R,Hunter Greene,CIN,hand
21.6,6.4,2.7,1.3,,35,20,14.4,3.33,1,61.1,107.2,68,668881,38.8,60.8,56.3,63.5,89,home,R,Hunter Greene,CIN,location
0,1.53,0,0.7,,43.5,13,0,7,1,100,120.6,62,668909,71.5,97.1,84.6,79.8,85,High,R,Gavin Williams,CLE,osi_tier
4.5,3.27,1,0.7,,26.8,7.8,5.1,6,6,36.4,100.9,37,668909,41,34.8,42.7,52.9,96.8,Low,R,Gavin Williams,CLE,osi_tier
3.98,4.28,1.71,0.7,,27.9,8.1,4.25,5.76,11,62.2,103.9,62.3,668909,53.5,59.3,60.4,66.7,93.5,Mid,R,Gavin Williams,CLE,osi_tier
3.2,2.85,0.92,0.7,,30.3,6.6,4.2,6.56,3,70,114.5,49.8,668909,75.1,68.7,67.6,61,89,High,R,Gavin Williams,CLE,abq_tier
3.52,3.26,1.13,0.7,,29.6,7.7,4.25,5.82,11,55.5,103.7,53.8,668909,40.7,53.9,55.5,67.9,94.5,Low,R,Gavin Williams,CLE,abq_tier
5.56,5.97,2.38,0.7,,23.5,11.2,4.5,5.67,4,45.6,96.2,57,668909,58.1,39.8,48.1,50.4,97,Mid,R,Gavin Williams,CLE,abq_tier
3.45,3.27,1.15,0.7,,30.4,7.6,4.05,5.88,8,69.9,108,66,668909,46.2,65.8,65.2,78.1,92.5,High,R,Gavin Williams,CLE,rcv_tier
2.6,2.49,0.98,0.7,,28.7,1.9,2.7,6.92,4,34.7,97.1,41.4,668909,53,32.3,40.9,41.9,95.8,Low,R,Gavin Williams,CLE,rcv_tier
5.68,5.59,1.99,0.7,,25.4,14.1,5.7,5.28,6,50.7,102.9,46,668909,54.1,50.5,53.4,56.4,95.2,Mid,R,Gavin Williams,CLE,rcv_tier
4.3,4.77,2.15,0.7,,31.3,8.7,5.04,5.87,5,72.7,109.7,70.3,668909,52.6,75.8,68.1,70.5,91.6,High,R,Gavin Williams,CLE,obr_tier
4.01,3.49,1.09,0.7,,28.2,9.2,4.5,6.17,8,39.7,102.8,42.2,668909,52,36,47,56,97.8,Low,R,Gavin Williams,CLE,obr_tier
3.25,3.17,0.98,0.7,,25.7,6.2,3.24,5.53,5,64.3,99.8,56,668909,45.4,58.3,57.8,66.1,90.8,Mid,R,Gavin Williams,CLE,obr_tier
3.89,3.76,1.35,0.7,,28.3,8.3,4.3,5.91,18,55.7,103.8,53.8,668909,50.3,53.3,55.9,62.8,94.1,R,R,Gavin Williams,CLE,hand
4.82,4.34,1.72,0.7,,28.6,8.9,4.6,5.81,9,55.7,104.2,54.7,668909,50.7,52.8,54.8,60,93,away,R,Gavin Williams,CLE,location
3,3.19,1,0.7,,28.1,7.7,4,6,9,55.7,103.4,53,668909,50,53.7,56.9,65.6,95.2,home,R,Gavin Williams,CLE,location
0,2.6,0,0.84,,28.6,14.3,0,2,1,75.9,106.2,58.7,668964,62.7,75.3,65.4,55.9,28,High,R,Tobias Myers,NYM,osi_tier
27,11.72,3.38,0.84,,5.9,23.5,9.9,1.33,2,45.4,94,45,668964,43.4,45.3,44.2,43.8,31.5,Low,R,Tobias Myers,NYM,osi_tier
27,11.72,3.38,0.84,,5.9,23.5,9.9,1.33,2,45.4,94,45,668964,43.4,45.3,44.2,43.8,31.5,Low,R,Tobias Myers,NYM,abq_tier
0,2.6,0,0.84,,28.6,14.3,0,2,1,75.9,106.2,58.7,668964,62.7,75.3,65.4,55.9,28,Mid,R,Tobias Myers,NYM,abq_tier
47.25,18.1,6.75,0.84,,9.1,27.3,16.2,1.33,1,46.6,83.5,41.2,668964,39.9,52,40.8,28.8,43,Low,R,Tobias Myers,NYM,rcv_tier
2.7,3.7,0,0.84,,15.4,15.4,1.8,1.67,2,60.1,105.4,53.8,668964,54.8,57,56.6,57.3,24,Mid,R,Tobias Myers,NYM,rcv_tier
0,2.6,0,0.84,,28.6,14.3,0,2,1,75.9,106.2,58.7,668964,62.7,75.3,65.4,55.9,28,High,R,Tobias Myers,NYM,obr_tier
6.75,5.35,0,0.84,,0,16.7,3.6,1.33,1,44.2,104.6,48.8,668964,47,38.6,47.7,58.7,20,Low,R,Tobias Myers,NYM,obr_tier
47.25,18.1,6.75,0.84,,9.1,27.3,16.2,1.33,1,46.6,83.5,41.2,668964,39.9,52,40.8,28.8,43,Mid,R,Tobias Myers,NYM,obr_tier
15.43,7.81,1.93,0.84,,12.5,20.8,6.6,1.56,3,55.6,98.1,49.6,668964,49.9,55.3,51.3,47.8,30.3,R,R,Tobias Myers,NYM,hand
15.43,7.81,1.93,0.84,,12.5,20.8,6.6,1.56,3,55.6,98.1,49.6,668964,49.9,55.3,51.3,47.8,30.3,away,R,Tobias Myers,NYM,location
0,3.1,0,0.64,,0,0,5.4,1.33,1,41,103.7,38.9,669020,44.9,26.1,46,69.6,11,Low,R,Ryan Rolison,CHC,osi_tier
4.5,7.6,4.5,0.64,,28.6,0,1.8,2,1,64.5,110.3,58.9,669020,68.4,69.6,63,51.5,23,Mid,R,Ryan Rolison,CHC,osi_tier
4.5,7.6,4.5,0.64,,28.6,0,1.8,2,1,64.5,110.3,58.9,669020,68.4,69.6,63,51.5,23,High,R,Ryan Rolison,CHC,abq_tier
0,3.1,0,0.64,,0,0,5.4,1.33,1,41,103.7,38.9,669020,44.9,26.1,46,69.6,11,Low,R,Ryan Rolison,CHC,abq_tier
0,3.1,0,0.64,,0,0,5.4,1.33,1,41,103.7,38.9,669020,44.9,26.1,46,69.6,11,High,R,Ryan Rolison,CHC,rcv_tier
4.5,7.6,4.5,0.64,,28.6,0,1.8,2,1,64.5,110.3,58.9,669020,68.4,69.6,63,51.5,23,Mid,R,Ryan Rolison,CHC,rcv_tier
4.5,7.6,4.5,0.64,,28.6,0,1.8,2,1,64.5,110.3,58.9,669020,68.4,69.6,63,51.5,23,High,R,Ryan Rolison,CHC,obr_tier
0,3.1,0,0.64,,0,0,5.4,1.33,1,41,103.7,38.9,669020,44.9,26.1,46,69.6,11,Low,R,Ryan Rolison,CHC,obr_tier
2.7,5.8,2.7,0.64,,18.2,0,3.6,1.67,2,52.7,107,48.9,669020,56.6,47.8,54.5,60.6,17,R,R,Ryan Rolison,CHC,hand
2.7,5.8,2.7,0.64,,18.2,0,3.6,1.67,2,52.7,107,48.9,669020,56.6,47.8,54.5,60.6,17,away,R,Ryan Rolison,CHC,location
4.22,3.5,1.08,0.68,,28.3,9.4,4.63,5.33,14,34.1,98,36.4,669022,39.6,30.5,38.9,48,89.5,Low,R,MacKenzie Gore,TEX,osi_tier
4.64,2.91,0,0.68,,16.8,9.9,3.15,5.33,4,57.3,98.6,64.8,669022,52.1,53.3,54.5,57.7,95.5,Mid,R,MacKenzie Gore,TEX,osi_tier
4.98,3.62,1.11,0.68,,28.7,10.8,4.57,5,13,38.1,100,39.4,669022,37.2,36.1,42.1,52.6,88.9,Low,R,MacKenzie Gore,TEX,abq_tier
2.9,2.84,0.29,0.68,,18.6,7,3.6,6.2,5,42,93.2,51.3,669022,55.8,34,42.9,44,95.8,Mid,R,MacKenzie Gore,TEX,abq_tier
5.73,3.92,0.82,0.68,,25.3,14.1,4.05,5.5,4,51.3,105.3,48.2,669022,38.6,43.3,50.8,68,99.5,High,R,MacKenzie Gore,TEX,rcv_tier
3.99,3.05,0.94,0.68,,27.6,6.6,4.63,5.48,7,25.3,92.6,35.9,669022,41,24.7,32.6,35.6,84.3,Low,R,MacKenzie Gore,TEX,rcv_tier
3.79,3.38,0.76,0.68,,23.6,9.6,4.11,5.1,7,46.3,99.5,46.3,669022,46,41.9,47.3,54.6,92.4,Mid,R,MacKenzie Gore,TEX,rcv_tier
8.44,3.66,0,0.68,,12,12,1.8,5.33,1,68.9,105.1,81.3,669022,38.5,69.9,63,72.6,96,High,R,MacKenzie Gore,TEX,obr_tier
3.82,3.3,0.79,0.68,,26.1,9.9,4.32,5.33,15,35.4,98.3,39.8,669022,42.4,31.1,40.5,49.9,90.1,Low,R,MacKenzie Gore,TEX,obr_tier
5.91,3.76,1.69,0.68,,28,6,5.4,5.33,2,53.4,92.7,45.4,669022,43.9,51.5,45.9,41.1,94,Mid,R,MacKenzie Gore,TEX,obr_tier
4.31,3.37,0.84,0.68,,25.5,9.6,4.3,5.33,18,39.2,98.1,42.7,669022,42.4,35.5,42.4,50.2,90.8,R,R,MacKenzie Gore,TEX,hand
5.81,3.59,0.68,0.68,,22.9,11.7,5.4,4.79,11,37.5,99.5,42.5,669022,42.5,35.5,42.8,51.2,88,away,R,MacKenzie Gore,TEX,location
2.49,3.1,1.04,0.68,,29.2,6.5,2.57,6.19,7,41.9,95.9,42.9,669022,42.1,35.6,41.7,48.5,95.3,home,R,MacKenzie Gore,TEX,location
0,4.1,0,0.51,,28.6,28.6,7.2,2,1,45.7,99.5,38.9,669084,40.4,31.8,42.8,57.1,32,Low,R,DL Hall,MIL,osi_tier
0,4.1,0,0.51,,28.6,28.6,7.2,2,1,45.7,99.5,38.9,669084,40.4,31.8,42.8,57.1,32,Low,R,DL Hall,MIL,abq_tier
0,4.1,0,0.51,,28.6,28.6,7.2,2,1,45.7,99.5,38.9,669084,40.4,31.8,42.8,57.1,32,Mid,R,DL Hall,MIL,rcv_tier
0,4.1,0,0.51,,28.6,28.6,7.2,2,1,45.7,99.5,38.9,669084,40.4,31.8,42.8,57.1,32,Low,R,DL Hall,MIL,obr_tier
0,4.1,0,0.51,,28.6,28.6,7.2,2,1,45.7,99.5,38.9,669084,40.4,31.8,42.8,57.1,32,R,R,DL Hall,MIL,hand
0,4.1,0,0.51,,28.6,28.6,7.2,2,1,45.7,99.5,38.9,669084,40.4,31.8,42.8,57.1,32,away,R,DL Hall,MIL,location
4.67,3.5,0.52,0.71,,16.2,8.1,4.2,5.78,3,78.9,117.9,64.1,669160,48.9,79.3,74.3,86.7,93.7,High,R,Dustin May,STL,osi_tier
3.75,2.89,0.75,0.71,,25.7,6.3,4.4,5.33,9,38.3,94.9,46,669160,42.9,36.7,42.1,47.7,85,Low,R,Dustin May,STL,osi_tier
7.08,3.49,0.89,0.71,,19.6,6.5,6.75,4.07,5,55,104.1,55,669160,68.5,53.8,56.8,51.8,61.6,Mid,R,Dustin May,STL,osi_tier
4.91,1.85,0,0.71,,20.5,3.8,5.4,4.58,4,68.7,113.5,52.1,669160,72.6,68.6,65.9,58.1,67,High,R,Dustin May,STL,abq_tier
3.94,3.05,0.76,0.71,,24.2,6.7,4.25,5.39,11,43.7,98.8,49.5,669160,41.9,42.8,47,55.4,86.5,Low,R,Dustin May,STL,abq_tier
10.12,6.98,2.25,0.71,,12.8,12.8,8.1,4,2,50.1,93.6,64.3,669160,61.8,45.9,52.4,53.2,67.5,Mid,R,Dustin May,STL,abq_tier
4.67,3.5,0.52,0.71,,16.2,8.1,4.2,5.78,3,78.9,117.9,64.1,669160,48.9,79.3,74.3,86.7,93.7,High,R,Dustin May,STL,rcv_tier
3.58,1.76,0,0.71,,23.2,4.5,3.96,5.53,5,35.7,96.3,33.2,669160,51.3,34.5,40.3,39.2,83.6,Low,R,Dustin May,STL,rcv_tier
5.53,3.96,1.33,0.71,,24,7.6,5.85,4.52,9,48.9,99.3,58.1,669160,52.5,47.4,51.2,54.7,72.8,Mid,R,Dustin May,STL,rcv_tier
3.51,2.59,0.35,0.71,,21,5.7,3.15,5.13,5,73.1,114.9,62,669160,56.7,75.4,69.8,72.6,78.6,High,R,Dustin May,STL,obr_tier
5.25,3.4,0.9,0.71,,22.6,7.1,5.55,5,12,40.9,96.2,47.6,669160,49.3,38.3,44.7,48.8,80.1,Low,R,Dustin May,STL,obr_tier
4.73,3.16,0.74,0.71,,22.1,6.7,4.95,5.04,17,50.3,101.7,51.9,669160,51.5,49.2,52.1,55.8,79.6,R,R,Dustin May,STL,hand
5.94,4.17,1.49,0.71,,22.9,7,5.85,4.54,8,50,100.4,53.9,669160,47.8,48.4,51.7,58.3,79.2,away,R,Dustin May,STL,location
3.83,2.41,0.18,0.71,,21.5,6.5,4.05,5.48,9,50.7,102.8,50.1,669160,54.7,50,52.4,53.5,80,home,R,Dustin May,STL,location
3.63,5.29,1.56,0.78,,16.2,10.3,4.2,5.78,3,92,115.8,60.9,669194,69.3,90.8,79.1,72.7,87,High,R,Ryne Nelson,ARI,osi_tier
5.64,5.51,2.23,0.78,,16.6,4.9,7.69,5.52,11,35.3,97.7,39.7,669194,42.7,35.6,42.4,50,85.4,Low,R,Ryne Nelson,ARI,osi_tier
1.69,1.6,0,0.78,,31.8,9.1,1.8,5.33,1,61.1,107.2,68,669194,42.7,66.9,61.9,69.9,92,Mid,R,Ryne Nelson,ARI,osi_tier
4.63,5.41,1.54,0.78,,15.6,11.1,5.4,5.83,2,100,120.6,62,669194,72.6,98.6,85.9,81,88.5,High,R,Ryne Nelson,ARI,abq_tier
4.25,5.19,2.06,0.78,,18.1,5.1,6.22,5.97,11,38.9,98.7,41.3,669194,41.4,40.7,45.1,52.9,91,Low,R,Ryne Nelson,ARI,abq_tier
13.5,5.1,1.5,0.78,,15.2,9.1,9.9,3,2,49,101,54.2,669194,60,43.2,48.8,47.1,57,Mid,R,Ryne Nelson,ARI,abq_tier
3.75,4.97,1.5,0.78,,17.3,9.2,4.5,6,4,75.5,113,57.7,669194,58.6,72.8,70.3,75.9,89.2,High,R,Ryne Nelson,ARI,rcv_tier
