team,pitch_type,pitch_name,pa,ab,h,tb,bb,hbp,so,hr,k_pct,bb_pct,avg,obp,slg,iso,woba,hr_pct,window_start,window_end
WSN,FC,Cutter,341,297,87,157,36,4,43,18,12.60997,10.55718,0.29293,0.37353,0.52862,0.23569,0.39094,5.27859,2026-05-03,2026-08-31
WSN,FF,4-Seam Fastball,1119,959,258,467,139,8,204,45,18.23056,12.42181,0.26903,0.36355,0.48697,0.21794,0.37129,4.02145,2026-05-03,2026-08-31
WSN,FO,Forkball,3,3,0,0,0,0,3,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-03,2026-08-31
WSN,FS,Splitter,141,132,33,47,4,4,45,2,31.91489,2.83688,0.25,0.29078,0.35606,0.10606,0.28702,1.41844,2026-05-03,2026-08-31
WSN,KC,Knuckle Curve,49,45,8,19,4,0,20,3,40.81633,8.16327,0.17778,0.2449,0.42222,0.24444,0.29061,6.12245,2026-05-03,2026-08-31
WSN,SI,Sinker,689,601,150,245,72,8,82,20,11.90131,10.44993,0.24958,0.33528,0.40765,0.15807,0.32996,2.90276,2026-05-03,2026-08-31
WSN,SL,Slider,554,503,119,228,43,6,169,25,30.50542,7.76173,0.23658,0.30435,0.45328,0.2167,0.33138,4.51264,2026-05-03,2026-08-31
WSN,ST,Sweeper,335,305,72,140,19,7,98,17,29.25373,5.67164,0.23607,0.29341,0.45902,0.22295,0.32595,5.07463,2026-05-03,2026-08-31
WSN,SV,Slurve,23,21,6,17,2,0,6,2,26.08696,8.69565,0.28571,0.34783,0.80952,0.52381,0.4787,8.69565,2026-05-03,2026-08-31
LGE,CH,Changeup,13858,12874,2904,4544,764,61,3238,333,23.36557,5.51306,0.22557,0.26985,0.35296,0.12739,0.27455,2.40294,2026-05-03,2026-08-31
LGE,CS,Slow Curve,24,22,4,6,0,1,12,0,50.0,0.0,0.18182,0.20833,0.27273,0.09091,0.21,0.0,2026-05-03,2026-08-31
LGE,CU,Curveball,6720,6092,1321,2193,416,144,2040,186,30.35714,6.19048,0.21684,0.28066,0.35998,0.14314,0.2848,2.76786,2026-05-03,2026-08-31
LGE,EP,Eephus,322,286,125,202,24,7,0,19,0.0,7.45342,0.43706,0.48447,0.70629,0.26923,0.50758,5.90062,2026-05-03,2026-08-31
LGE,FA,Fastball,209,184,74,135,20,2,9,16,4.30622,9.56938,0.40217,0.45933,0.7337,0.33152,0.50431,7.6555,2026-05-03,2026-08-31
LGE,FC,Cutter,9089,8058,2171,3733,812,98,1318,364,14.50105,8.93388,0.26942,0.34093,0.46327,0.19384,0.35183,4.00484,2026-05-03,2026-08-31
LGE,FF,4-Seam Fastball,35516,30763,7567,13097,4036,303,7942,1240,22.36175,11.36389,0.24598,0.33688,0.42574,0.17976,0.33717,3.49138,2026-05-03,2026-08-31
LGE,FO,Forkball,53,43,5,6,7,2,26,0,49.0566,13.20755,0.11628,0.26415,0.13953,0.02326,0.20943,0.0,2026-05-03,2026-08-31
LGE,FS,Splitter,3944,3693,790,1268,199,26,1117,103,28.3215,5.04564,0.21392,0.25781,0.34335,0.12943,0.26564,2.61156,2026-05-03,2026-08-31
LGE,KC,Knuckle Curve,1763,1638,386,620,88,22,573,49,32.50142,4.99149,0.23565,0.28182,0.37851,0.14286,0.29105,2.77935,2026-05-03,2026-08-31
LGE,KN,Knuckleball,50,46,18,33,2,1,12,4,24.0,4.0,0.3913,0.42,0.71739,0.32609,0.482,8.0,2026-05-03,2026-08-31
LGE,SI,Sinker,21478,18790,5281,7754,2089,353,2673,502,12.44529,9.72623,0.28105,0.36153,0.41267,0.13161,0.34471,2.33728,2026-05-03,2026-08-31
LGE,SL,Slider,15587,14218,3188,5521,1033,164,4279,529,27.45236,6.62732,0.22422,0.28237,0.38831,0.16409,0.29533,3.39385,2026-05-03,2026-08-31
LGE,ST,Sweeper,9228,8426,1822,3202,521,177,2763,316,29.94148,5.64586,0.21624,0.27385,0.38001,0.16378,0.28821,3.42436,2026-05-03,2026-08-31
LGE,SV,Slurve,501,456,90,144,34,9,155,9,30.93812,6.78643,0.19737,0.26547,0.31579,0.11842,0.26168,1.79641,2026-05-03,2026-08-31
