player_id,full_name,team,team_abbr,position,position_type,bats,throws,jersey_number,status
571771,Enrique Hernández,Los Angeles Dodgers,LAD,1B,1B,R,R,8,active
518692,Freddie Freeman,Los Angeles Dodgers,LAD,1B,1B,L,R,5,active
500743,Miguel Rojas,Los Angeles Dodgers,LAD,2B,2B,R,R,72,active
669242,Tommy Edman,Los Angeles Dodgers,LAD,2B,2B,S,R,25,active
571970,Max Muncy,Los Angeles Dodgers,LAD,3B,3B,L,R,13,active
666163,Ben Rortvedt,Los Angeles Dodgers,LAD,C,C,L,R,47,active
676439,Hunter Feduccia,Los Angeles Dodgers,LAD,C,C,L,R,46,active
677950,Alek Thomas,Los Angeles Dodgers,LAD,CF,OF,L,L,9,active
669743,Alex Call,Los Angeles Dodgers,LAD,LF,OF,R,R,12,active
663656,Kyle Tucker,Los Angeles Dodgers,LAD,RF,OF,L,R,23,active
606192,Teoscar Hernández,Los Angeles Dodgers,LAD,LF,OF,R,R,37,active
681911,Alex Vesia,Los Angeles Dodgers,LAD,P,RP,L,L,51,active
605483,Blake Snell,Los Angeles Dodgers,LAD,P,RP,L,L,7,active
592779,Brock Stewart,Los Angeles Dodgers,LAD,P,RP,L,R,41,active
683618,Edgardo Henriquez,Los Angeles Dodgers,LAD,P,RP,R,R,60,active
641778,Eric Lauer,Los Angeles Dodgers,LAD,P,RP,R,L,33,active
623465,Evan Phillips,Los Angeles Dodgers,LAD,P,RP,R,R,59,active
676263,Jack Dreyer,Los Angeles Dodgers,LAD,P,RP,R,L,86,active
669165,Kyle Hurt,Los Angeles Dodgers,LAD,P,RP,R,R,63,active
678020,Seth Halvorsen,Los Angeles Dodgers,LAD,P,RP,R,R,56,active
656945,Tanner Scott,Los Angeles Dodgers,LAD,P,RP,R,L,66,active
669373,Tarik Skubal,Los Angeles Dodgers,LAD,P,RP,R,L,29,active
607192,Tyler Glasnow,Los Angeles Dodgers,LAD,P,RP,L,R,31,active
808967,Yoshinobu Yamamoto,Los Angeles Dodgers,LAD,P,RP,R,R,18,active
605141,Mookie Betts,Los Angeles Dodgers,LAD,SS,SS,R,R,50,active
660271,Shohei Ohtani,Los Angeles Dodgers,LAD,TWP,TWP,L,R,17,active
669065,Kyle Stowers,Miami Marlins,MIA,1B,1B,L,L,28,active
669364,Xavier Edwards,Miami Marlins,MIA,2B,2B,S,R,9,active
691594,Javier Sanoja,Miami Marlins,MIA,3B,3B,R,R,8,active
677870,Leo Jiménez,Miami Marlins,MIA,3B,3B,R,R,19,active
682663,Agustín Ramírez,Miami Marlins,MIA,C,C,R,R,50,active
640459,Brian Navarreto,Miami Marlins,MIA,C,C,R,R,64,active
691788,Joe Mack,Miami Marlins,MIA,C,C,L,R,80,active
665923,Esteury Ruiz,Miami Marlins,MIA,RF,OF,R,R,3,active
665052,Griffin Conine,Miami Marlins,MIA,RF,OF,L,R,18,active
681715,Heriberto Hernández,Miami Marlins,MIA,LF,OF,R,R,13,active
805300,Jakob Marsee,Miami Marlins,MIA,CF,OF,L,L,87,active
683357,Owen Caissie,Miami Marlins,MIA,RF,OF,L,R,17,active
676534,Calvin Faucher,Miami Marlins,MIA,P,RP,R,R,53,active
690978,Dax Fulton,Miami Marlins,MIA,P,RP,L,L,90,active
691587,Eury Pérez,Miami Marlins,MIA,P,RP,R,R,39,active
667652,Jack Ralston,Miami Marlins,MIA,P,RP,R,R,79,active
676083,Janson Junk,Miami Marlins,MIA,P,RP,R,R,26,active
694795,Josh Ekness,Miami Marlins,MIA,P,RP,R,R,95,active
656848,Michael Petersen,Miami Marlins,MIA,P,RP,R,R,49,active
687473,Ryan Gusto,Miami Marlins,MIA,P,RP,R,R,65,active
645261,Sandy Alcantara,Miami Marlins,MIA,P,RP,R,R,22,active
663969,Tyler Phillips,Miami Marlins,MIA,P,RP,R,R,30,active
676604,Tyler Zuber,Miami Marlins,MIA,P,RP,R,R,55,active
680767,Victor Vodnik,Miami Marlins,MIA,P,RP,R,R,38,active
682790,Wikelman González,Miami Marlins,MIA,P,RP,R,R,67,active
672640,Otto Lopez,Miami Marlins,MIA,SS,SS,R,R,6,active
683734,Andrew Vaughn,Milwaukee Brewers,MIL,1B,1B,R,R,28,active
641343,Jake Bauers,Milwaukee Brewers,MIL,1B,1B,L,L,9,active
668930,Brice Turang,Milwaukee Brewers,MIL,2B,2B,L,R,2,active
666152,David Hamilton,Milwaukee Brewers,MIL,3B,3B,L,R,6,active
596142,Gary Sánchez,Milwaukee Brewers,MIL,C,C,R,R,99,active
661388,William Contreras,Milwaukee Brewers,MIL,C,C,R,R,24,active
592885,Christian Yelich,Milwaukee Brewers,MIL,DH,DH,L,R,22,active
669003,Garrett Mitchell,Milwaukee Brewers,MIL,CF,OF,L,R,5,active
694192,Jackson Chourio,Milwaukee Brewers,MIL,LF,OF,R,R,11,active
800325,Luis Lara,Milwaukee Brewers,MIL,RF,OF,S,R,18,active
686217,Sal Frelick,Milwaukee Brewers,MIL,RF,OF,L,R,10,active
676879,Aaron Ashby,Milwaukee Brewers,MIL,P,RP,R,L,26,active
622608,Antonio Senzatela,Milwaukee Brewers,MIL,P,RP,R,R,49,active
669060,Bryse Wilson,Milwaukee Brewers,MIL,P,RP,R,R,41,active
694477,Chad Patrick,Milwaukee Brewers,MIL,P,RP,R,R,39,active
669084,DL Hall,Milwaukee Brewers,MIL,P,RP,L,L,37,active
669160,Dustin May,Milwaukee Brewers,MIL,P,RP,R,R,21,active
681982,Grant Anderson,Milwaukee Brewers,MIL,P,RP,R,R,56,active
694819,Jacob Misiorowski,Milwaukee Brewers,MIL,P,RP,R,R,32,active
690986,Kyle Harrison,Milwaukee Brewers,MIL,P,RP,R,L,52,active
701656,Logan Henderson,Milwaukee Brewers,MIL,P,RP,R,R,43,active
688107,Robert Gasser,Milwaukee Brewers,MIL,P,RP,L,L,54,active
675660,Shane Drohan,Milwaukee Brewers,MIL,P,RP,L,L,55,active
656730,Trevor Megill,Milwaukee Brewers,MIL,P,RP,L,R,29,active
806198,Cooper Pratt,Milwaukee Brewers,MIL,SS,SS,R,R,12,active
687401,Joey Ortiz,Milwaukee Brewers,MIL,SS,SS,R,R,3,active
665019,Kody Clemens,Minnesota Twins,MIN,1B,1B,L,R,2,active
668904,Royce Lewis,Minnesota Twins,MIN,1B,1B,R,R,23,active
807712,Luke Keaschall,Minnesota Twins,MIN,2B,2B,R,R,15,active
686797,Brooks Lee,Minnesota Twins,MIN,3B,3B,S,R,22,active
656577,Alex Jackson,Minnesota Twins,MIN,C,C,R,R,70,active
680777,Ryan Jeffers,Minnesota Twins,MIN,C,C,R,R,27,active
605170,Victor Caratini,Minnesota Twins,MIN,C,C,S,R,37,active
605137,Josh Bell,Minnesota Twins,MIN,DH,DH,S,R,56,active
694224,Gabriel Gonzalez,Minnesota Twins,MIN,RF,OF,R,R,72,active
663616,Trevor Larnach,Minnesota Twins,MIN,LF,OF,L,R,9,active
805805,Walker Jenkins,Minnesota Twins,MIN,CF,OF,L,R,11,active
621345,A.J. Minter,Minnesota Twins,MIN,P,RP,L,L,33,active
702193,Andrew Morris,Minnesota Twins,MIN,P,RP,R,R,78,active
641927,Bailey Ober,Minnesota Twins,MIN,P,RP,R,R,17,active
687570,Connor Prielipp,Minnesota Twins,MIN,P,RP,L,L,61,active
665152,Dean Kremer,Minnesota Twins,MIN,P,RP,R,R,13,active
656546,Jeff Hoffman,Minnesota Twins,MIN,P,RP,R,R,24,active
681892,Kody Funderburk,Minnesota Twins,MIN,P,RP,L,L,57,active
671737,Taj Bradley,Minnesota Twins,MIN,P,RP,R,R,26,active
573124,Taylor Rogers,Minnesota Twins,MIN,P,RP,L,L,55,active
667297,Tommy Nance,Minnesota Twins,MIN,P,RP,R,R,35,active
701519,Travis Adams,Minnesota Twins,MIN,P,RP,R,R,45,active
672782,Yoendrys Gómez,Minnesota Twins,MIN,P,RP,R,R,94,active
805673,Zebby Matthews,Minnesota Twins,MIN,P,RP,R,R,52,active
701785,Kaelen Culpepper,Minnesota Twins,MIN,SS,SS,R,R,12,active
668952,Ryan Kreidler,Minnesota Twins,MIN,SS,SS,R,R,5,active
666624,Christopher Morel,New York Mets,NYM,1B,1B,R,R,28,active
676724,Jared Young,New York Mets,NYM,1B,1B,L,R,29,active
543760,Marcus Semien,New York Mets,NYM,2B,2B,R,R,10,active
666182,Bo Bichette,New York Mets,NYM,3B,3B,R,R,19,active
683146,Brett Baty,New York Mets,NYM,3B,3B,L,R,7,active
682626,Francisco Alvarez,New York Mets,NYM,C,C,R,R,4,active
620443,Luis Torrens,New York Mets,NYM,C,C,R,R,13,active
805999,A.J. Ewing,New York Mets,NYM,CF,OF,L,R,9,active
701807,Carson Benge,New York Mets,NYM,RF,OF,L,R,3,active
665506,Cristian Pache,New York Mets,NYM,OF,OF,R,R,71,active
665742,Juan Soto,New York Mets,NYM,LF,OF,L,L,22,active
673357,Luis Robert Jr.,New York Mets,NYM,CF,OF,R,R,88,active
681810,Austin Warren,New York Mets,NYM,P,RP,R,R,44,active
606965,Chris Devenski,New York Mets,NYM,P,RP,R,R,56,active
681035,Christian Scott,New York Mets,NYM,P,RP,R,R,45,active
650960,Daniel Duarte,New York Mets,NYM,P,RP,R,R,54,active
673380,Dedniel Núñez,New York Mets,NYM,P,RP,R,R,72,active
642376,Jefry Yan,New York Mets,NYM,P,RP,L,L,84,active
702752,Jonathan Pintaro,New York Mets,NYM,P,RP,R,R,91,active
673540,Kodai Senga,New York Mets,NYM,P,RP,L,R,34,active
681320,Nate Lavender,New York Mets,NYM,P,RP,L,L,94,active
690997,Nolan McLean,New York Mets,NYM,P,RP,R,R,26,active
476594,Robert Stock,New York Mets,NYM,P,RP,L,R,89,active
640455,Sean Manaea,New York Mets,NYM,P,RP,R,L,59,active
804267,Zac Thornton,New York Mets,NYM,P,RP,L,L,49,active
596019,Francisco Lindor,New York Mets,NYM,SS,SS,S,R,12,active
671277,Luis García Jr.,New York Yankees,NYY,1B,1B,L,R,26,active
502671,Paul Goldschmidt,New York Yankees,NYY,1B,1B,R,R,48,active
665862,Jazz Chisholm Jr.,New York Yankees,NYY,2B,2B,L,R,13,active
642708,Amed Rosario,New York Yankees,NYY,3B,3B,R,R,14,active
645305,Ali Sánchez,New York Yankees,NYY,C,C,R,R,39,active
669224,Austin Wells,New York Yankees,NYY,C,C,L,R,28,active
700250,Ben Rice,New York Yankees,NYY,DH,DH,L,R,22,active
641355,Cody Bellinger,New York Yankees,NYY,LF,OF,L,L,35,active
671218,Heliot Ramos,New York Yankees,NYY,LF,OF,R,R,34,active
682987,Spencer Jones,New York Yankees,NYY,RF,OF,L,L,78,active
663757,Trent Grisham,New York Yankees,NYY,CF,OF,L,L,12,active
687396,Brent Headrick,New York Yankees,NYY,P,RP,L,L,47,active
693645,Cam Schlittler,New York Yankees,NYY,P,RP,R,R,31,active
607074,Carlos Rodón,New York Yankees,NYY,P,RP,L,L,55,active
670280,David Bednar,New York Yankees,NYY,P,RP,L,R,53,active
695684,Elmer Rodríguez,New York Yankees,NYY,P,RP,L,R,71,active
543037,Gerrit Cole,New York Yankees,NYY,P,RP,R,R,45,active
661563,Luis Gil,New York Yankees,NYY,P,RP,R,R,81,active
608331,Max Fried,New York Yankees,NYY,P,RP,L,L,54,active
605242,Michael Fulmer,New York Yankees,NYY,P,RP,R,R,43,active
621112,Paul Blackburn,New York Yankees,NYY,P,RP,R,R,58,active
642232,Ryan Yarbrough,New York Yankees,NYY,P,RP,R,L,33,active
657612,Tim Hill,New York Yankees,NYY,P,RP,R,L,41,active
701542,Will Warren,New York Yankees,NYY,P,RP,R,R,29,active
806146,George Lombard Jr.,New York Yankees,NYY,SS,SS,R,R,96,active
676609,José Caballero,New York Yankees,NYY,SS,SS,R,R,72,active
547180,Bryce Harper,Philadelphia Phillies,PHI,1B,1B,L,R,3,active
681082,Bryson Stott,Philadelphia Phillies,PHI,2B,2B,L,R,5,active
650333,Luis Arraez,Philadelphia Phillies,PHI,2B,2B,L,R,4,active
664761,Alec Bohm,Philadelphia Phillies,PHI,3B,3B,R,R,28,active
596117,Garrett Stubbs,Philadelphia Phillies,PHI,C,C,L,R,21,active
592663,J.T. Realmuto,Philadelphia Phillies,PHI,C,C,R,R,10,active
656941,Kyle Schwarber,Philadelphia Phillies,PHI,DH,DH,L,R,12,active
669016,Brandon Marsh,Philadelphia Phillies,PHI,LF,OF,L,R,16,active
650559,Bryan De La Cruz,Philadelphia Phillies,PHI,RF,OF,R,R,41,active
656537,Derek Hill,Philadelphia Phillies,PHI,CF,OF,R,R,49,active
624641,Edmundo Sosa,Philadelphia Phillies,PHI,LF,OF,R,R,33,active
702222,Justin Crawford,Philadelphia Phillies,PHI,CF,OF,L,R,2,active
605400,Aaron Nola,Philadelphia Phillies,PHI,P,RP,R,R,27,active
686934,Alex McFarlane,Philadelphia Phillies,PHI,P,RP,R,R,71,active
691725,Andrew Painter,Philadelphia Phillies,PHI,P,RP,R,R,24,active
548384,Brooks Raley,Philadelphia Phillies,PHI,P,RP,L,L,30,active
663767,Chase Shugart,Philadelphia Phillies,PHI,P,RP,L,R,55,active
650911,Cristopher Sánchez,Philadelphia Phillies,PHI,P,RP,L,L,61,active
666200,Jesús Luzardo,Philadelphia Phillies,PHI,P,RP,L,L,44,active
661395,Jhoan Duran,Philadelphia Phillies,PHI,P,RP,R,R,59,active
680742,Jonathan Bowlan,Philadelphia Phillies,PHI,P,RP,R,R,52,active
621237,José Alvarado,Philadelphia Phillies,PHI,P,RP,L,L,46,active
689147,Orion Kerkering,Philadelphia Phillies,PHI,P,RP,R,R,50,active
641835,Tim Mayza,Philadelphia Phillies,PHI,P,RP,L,L,37,active
554430,Zack Wheeler,Philadelphia Phillies,PHI,P,RP,L,R,45,active
607208,Trea Turner,Philadelphia Phillies,PHI,SS,SS,R,R,7,active
687462,Spencer Horwitz,Pittsburgh Pirates,PIT,1B,1B,L,R,2,active
664040,Brandon Lowe,Pittsburgh Pirates,PIT,2B,2B,L,R,5,active
693304,Nick Gonzales,Pittsburgh Pirates,PIT,3B,3B,R,R,3,active
694377,Nick Yorke,Pittsburgh Pirates,PIT,3B,3B,R,R,38,active
680779,Henry Davis,Pittsburgh Pirates,PIT,C,C,R,R,32,active
804668,Rafael Flores Jr.,Pittsburgh Pirates,PIT,C,C,R,R,43,active
695257,Billy Cook,Pittsburgh Pirates,PIT,CF,OF,R,R,25,active
668804,Bryan Reynolds,Pittsburgh Pirates,PIT,LF,OF,S,R,10,active
699013,Esmerlyn Valdez,Pittsburgh Pirates,PIT,RF,OF,R,R,55,active
663968,Jake Mangum,Pittsburgh Pirates,PIT,CF,OF,S,L,28,active
665833,Oneil Cruz,Pittsburgh Pirates,PIT,CF,OF,L,R,15,active
677952,Braxton Ashcraft,Pittsburgh Pirates,PIT,P,RP,L,R,35,active
696149,Bubba Chandler,Pittsburgh Pirates,PIT,P,RP,S,R,36,active
666808,Camilo Doval,Pittsburgh Pirates,PIT,P,RP,R,R,75,active
669387,Carmen Mlodzinski,Pittsburgh Pirates,PIT,P,RP,R,R,50,active
681895,Evan Sisk,Pittsburgh Pirates,PIT,P,RP,L,L,48,active
642397,Gregory Soto,Pittsburgh Pirates,PIT,P,RP,L,L,31,active
683003,Jared Jones,Pittsburgh Pirates,PIT,P,RP,L,R,17,active
489446,Kirby Yates,Pittsburgh Pirates,PIT,P,RP,L,R,54,active
669199,Lake Bachar,Pittsburgh Pirates,PIT,P,RP,R,R,71,active
596133,Luke Weaver,Pittsburgh Pirates,PIT,P,RP,R,R,18,active
682254,Mason Montgomery,Pittsburgh Pirates,PIT,P,RP,L,L,46,active
694973,Paul Skenes,Pittsburgh Pirates,PIT,P,RP,R,R,30,active
670990,Yohan Ramírez,Pittsburgh Pirates,PIT,P,RP,R,R,49,active
694378,Jacob Gonzalez,Pittsburgh Pirates,PIT,SS,SS,L,R,26,active
669707,Jared Triolo,Pittsburgh Pirates,PIT,SS,SS,R,R,19,active
664034,Ty France,San Diego Padres,SDP,1B,1B,R,R,25,active
630105,Jake Cronenworth,San Diego Padres,SDP,2B,2B,L,R,9,active
823550,Sung-Mun Song,San Diego Padres,SDP,2B,2B,L,R,24,active
592518,Manny Machado,San Diego Padres,SDP,3B,3B,R,R,13,active
666023,Freddy Fermin,San Diego Padres,SDP,C,C,R,R,54,active
669134,Luis Campusano,San Diego Padres,SDP,C,C,R,R,12,active
669720,Austin Hays,San Diego Padres,SDP,LF,OF,R,R,15,active
687957,Dustin Harris,San Diego Padres,SDP,LF,OF,L,R,29,active
665487,Fernando Tatis Jr.,San Diego Padres,SDP,RF,OF,R,R,23,active
701538,Jackson Merrill,San Diego Padres,SDP,CF,OF,L,R,3,active
687749,Jase Bowen,San Diego Padres,SDP,RF,OF,R,R,4,active
669392,Samad Taylor,San Diego Padres,SDP,LF,OF,R,R,0,active
670970,Adrian Morejon,San Diego Padres,SDP,P,RP,L,L,50,active
699134,Bradgley Rodriguez,San Diego Padres,SDP,P,RP,R,R,72,active
663554,Casey Mize,San Diego Padres,SDP,P,RP,R,R,32,active
688158,David Morgan,San Diego Padres,SDP,P,RP,R,R,66,active
656288,Griffin Canning,San Diego Padres,SDP,P,RP,R,R,17,active
606996,Kyle Hart,San Diego Padres,SDP,P,RP,L,L,68,active
695243,Mason Miller,San Diego Padres,SDP,P,RP,R,R,22,active
650633,Michael King,San Diego Padres,SDP,P,RP,R,R,34,active
681190,Randy Vásquez,San Diego Padres,SDP,P,RP,R,R,98,active
592662,Robbie Ray,San Diego Padres,SDP,P,RP,L,L,38,active
621111,Walker Buehler,San Diego Padres,SDP,P,RP,R,R,10,active
593974,Wandy Peralta,San Diego Padres,SDP,P,RP,L,L,58,active
673513,Yuki Matsui,San Diego Padres,SDP,P,RP,L,L,1,active
593428,Xander Bogaerts,San Diego Padres,SDP,SS,SS,R,R,2,active
647304,Josh Naylor,Seattle Mariners,SEA,1B,1B,L,L,12,active
702284,Cole Young,Seattle Mariners,SEA,2B,2B,L,R,2,active
621550,Patrick Wisdom,Seattle Mariners,SEA,3B,3B,R,R,35,active
642215,Weston Wilson,Seattle Mariners,SEA,3B,3B,R,R,31,active
663728,Cal Raleigh,Seattle Mariners,SEA,C,C,S,R,29,active
640902,Jhonny Pereda,Seattle Mariners,SEA,C,C,R,R,5,active
686527,Dominic Canzone,Seattle Mariners,SEA,DH,DH,L,R,8,active
621493,Taylor Ward,Seattle Mariners,SEA,DH,DH,R,R,27,active
677594,Julio Rodríguez,Seattle Mariners,SEA,CF,OF,R,R,44,active
668227,Randy Arozarena,Seattle Mariners,SEA,LF,OF,R,R,56,active
645302,Victor Robles,Seattle Mariners,SEA,RF,OF,R,R,10,active
662253,Andrés Muñoz,Seattle Mariners,SEA,P,RP,R,R,75,active
693433,Bryan Woo,Seattle Mariners,SEA,P,RP,R,R,22,active
682243,Bryce Miller,Seattle Mariners,SEA,P,RP,R,R,50,active
672841,Carlos Vargas,Seattle Mariners,SEA,P,RP,R,R,54,active
660825,Eduard Bazardo,Seattle Mariners,SEA,P,RP,R,R,83,active
642100,Gabe Speier,Seattle Mariners,SEA,P,RP,L,L,55,active
669923,George Kirby,Seattle Mariners,SEA,P,RP,R,R,68,active
678606,José A. Ferrer,Seattle Mariners,SEA,P,RP,L,L,45,active
807739,Kade Anderson,Seattle Mariners,SEA,P,RP,L,L,13,active
669302,Logan Gilbert,Seattle Mariners,SEA,P,RP,R,R,36,active
621074,Michael Rucker,Seattle Mariners,SEA,P,RP,R,R,38,active
689546,Nick Davila,Seattle Mariners,SEA,P,RP,R,R,82,active
622554,Seranthony Domínguez,Seattle Mariners,SEA,P,RP,R,R,58,active
801126,Brock Rodden,Seattle Mariners,SEA,SS,SS,S,R,90,active
641487,J.P. Crawford,Seattle Mariners,SEA,SS,SS,L,R,3,active
646240,Rafael Devers,San Francisco Giants,SFG,1B,1B,L,R,16,active
801501,Nate Furman,San Francisco Giants,SFG,2B,2B,L,R,56,active
678545,Osleivis Basabe,San Francisco Giants,SFG,2B,2B,R,R,39,active
683766,Christian Koss,San Francisco Giants,SFG,3B,3B,R,R,50,active
694376,Shay Whitcomb,San Francisco Giants,SFG,3B,3B,R,R,13,active
668800,Andrew Knizner,San Francisco Giants,SFG,C,C,R,R,19,active
701852,Drew Cavanaugh,San Francisco Giants,SFG,C,C,L,R,61,active
805811,Bryce Eldridge,San Francisco Giants,SFG,DH,DH,L,R,8,active
687551,Drew Gilbert,San Francisco Giants,SFG,CF,OF,L,L,0,active
687529,Grant McCray,San Francisco Giants,SFG,CF,OF,L,R,58,active
813841,Jonah Cox,San Francisco Giants,SFG,CF,OF,R,R,53,active
808982,Jung Hoo Lee,San Francisco Giants,SFG,RF,OF,L,R,51,active
806367,Turner Hill,San Francisco Giants,SFG,LF,OF,L,L,52,active
683627,Anthony Molina,San Francisco Giants,SFG,P,RP,R,R,45,active
694918,Blade Tidwell,San Francisco Giants,SFG,P,RP,R,R,46,active
694820,Braxton Roxby,San Francisco Giants,SFG,P,RP,R,R,90,active
693313,Carson Seymour,San Francisco Giants,SFG,P,RP,R,R,77,active
681916,Dylan Smith,San Francisco Giants,SFG,P,RP,R,R,66,active
671345,Jason Foley,San Francisco Giants,SFG,P,RP,R,R,64,active
694738,Landen Roupp,San Francisco Giants,SFG,P,RP,R,R,65,active
657277,Logan Webb,San Francisco Giants,SFG,P,RP,R,R,62,active
683363,Matt Wilkinson,San Francisco Giants,SFG,P,RP,R,L,71,active
665665,Reiver Sanmartin,San Francisco Giants,SFG,P,RP,L,L,48,active
676254,Ryan Walker,San Francisco Giants,SFG,P,RP,R,R,74,active
805345,Trent Harris,San Francisco Giants,SFG,P,RP,R,R,68,active
805074,Yunior Marte,San Francisco Giants,SFG,P,RP,R,R,87,active
676475,Alec Burleson,St. Louis Cardinals,STL,1B,1B,L,L,41,active
693409,César Prieto,St. Louis Cardinals,STL,3B,3B,L,R,31,active
669357,Nolan Gorman,St. Louis Cardinals,STL,3B,3B,L,R,16,active
602104,Ramón Urías,St. Louis Cardinals,STL,3B,3B,R,R,29,active
699625,Jimmy Crooks,St. Louis Cardinals,STL,C,C,L,R,8,active
686780,Pedro Pagés,St. Louis Cardinals,STL,C,C,R,R,43,active
671056,Iván Herrera,St. Louis Cardinals,STL,DH,DH,R,R,48,active
663494,Bryan Torres,St. Louis Cardinals,STL,LF,OF,L,R,39,active
691023,Jordan Walker,St. Louis Cardinals,STL,RF,OF,R,R,18,active
695491,Joshua Báez,St. Louis Cardinals,STL,LF,OF,R,R,22,active
665877,José Fermín,St. Louis Cardinals,STL,LF,OF,R,R,15,active
701675,Nathan Church,St. Louis Cardinals,STL,CF,OF,L,L,27,active
695336,Thomas Saggese,St. Louis Cardinals,STL,LF,OF,R,R,25,active
802408,Brycen Mautz,St. Louis Cardinals,STL,P,RP,L,L,52,active
685464,Cade Winquest,St. Louis Cardinals,STL,P,RP,R,R,63,active
666277,George Soriano,St. Louis Cardinals,STL,P,RP,R,R,65,active
700669,Gordon Graceffo,St. Louis Cardinals,STL,P,RP,R,R,44,active
677865,Justin Bruihl,St. Louis Cardinals,STL,P,RP,L,L,47,active
681517,Kyle Leahy,St. Louis Cardinals,STL,P,RP,S,R,62,active
703725,Luis Gastelum,St. Louis Cardinals,STL,P,RP,R,R,72,active
669461,Matthew Liberatore,St. Louis Cardinals,STL,P,RP,L,L,32,active
700241,Michael McGreevy,St. Louis Cardinals,STL,P,RP,L,R,36,active
687273,Quinn Mathews,St. Louis Cardinals,STL,P,RP,L,L,60,active
676617,Riley O'Brien,St. Louis Cardinals,STL,P,RP,R,R,61,active
681676,Ryan Fernandez,St. Louis Cardinals,STL,P,RP,R,R,64,active
592773,Ryne Stanek,St. Louis Cardinals,STL,P,RP,R,R,55,active
666018,Jonathan Aranda,Tampa Bay Rays,TBR,1B,1B,L,R,8,active
680700,Richie Palacios,Tampa Bay Rays,TBR,2B,2B,L,R,1,active
691406,Junior Caminero,Tampa Bay Rays,TBR,3B,3B,R,R,13,active
700652,Kenny Piper,Tampa Bay Rays,TBR,C,C,R,R,50,active
689414,Liam Hicks,Tampa Bay Rays,TBR,C,C,L,R,34,active
663743,Nick Fortes,Tampa Bay Rays,TBR,C,C,R,R,40,active
650490,Yandy Díaz,Tampa Bay Rays,TBR,DH,DH,R,R,2,active
656775,Cedric Mullins,Tampa Bay Rays,TBR,CF,OF,L,L,31,active
802415,Chandler Simpson,Tampa Bay Rays,TBR,LF,OF,L,R,14,active
676356,Jonny DeLuca,Tampa Bay Rays,TBR,RF,OF,R,R,21,active
668723,Ryan Vilade,Tampa Bay Rays,TBR,RF,OF,R,R,26,active
641329,Bryan Baker,Tampa Bay Rays,TBR,P,RP,R,R,47,active
592155,Cam Booser,Tampa Bay Rays,TBR,P,RP,L,L,62,active
668984,Casey Legumina,Tampa Bay Rays,TBR,P,RP,R,R,67,active
656876,Drew Rasmussen,Tampa Bay Rays,TBR,P,RP,R,R,57,active
642547,Freddy Peralta,Tampa Bay Rays,TBR,P,RP,R,R,51,active
664076,Garrett Cleavinger,Tampa Bay Rays,TBR,P,RP,R,L,60,active
693855,Ian Seymour,Tampa Bay Rays,TBR,P,RP,L,L,61,active
687330,Kevin Kelly,Tampa Bay Rays,TBR,P,RP,R,R,49,active
655889,Manuel Rodríguez,Tampa Bay Rays,TBR,P,RP,R,R,39,active
607259,Nick Martinez,Tampa Bay Rays,TBR,P,RP,L,R,28,active
663556,Shane McClanahan,Tampa Bay Rays,TBR,P,RP,L,L,18,active
571927,Steven Matz,Tampa Bay Rays,TBR,P,RP,R,L,32,active
669330,Tyler Wells,Tampa Bay Rays,TBR,P,RP,R,R,68,active
622761,Jorge Mateo,Tampa Bay Rays,TBR,SS,SS,R,R,9,active
670764,Taylor Walls,Tampa Bay Rays,TBR,SS,SS,S,R,6,active
669394,Jake Burger,Texas Rangers,TEX,1B,1B,R,R,21,active
679822,Justin Foscue,Texas Rangers,TEX,2B,2B,R,R,14,active
670032,Nicky Lopez,Texas Rangers,TEX,2B,2B,L,R,33,active
683227,Cody Freeman,Texas Rangers,TEX,3B,3B,R,R,39,active
643376,Danny Jansen,Texas Rangers,TEX,C,C,R,R,9,active
553869,Elias Díaz,Texas Rangers,TEX,C,C,R,R,35,active
681351,Logan O'Hoppe,Texas Rangers,TEX,C,C,R,R,4,active
592626,Joc Pederson,Texas Rangers,TEX,DH,DH,L,L,3,active
607043,Brandon Nimmo,Texas Rangers,TEX,RF,OF,L,R,24,active
694497,Evan Carter,Texas Rangers,TEX,CF,OF,L,R,32,active
694671,Wyatt Langford,Texas Rangers,TEX,LF,OF,R,R,36,active
671936,Adam Macko,Texas Rangers,TEX,P,RP,L,L,71,active
615698,Cal Quantrill,Texas Rangers,TEX,P,RP,L,R,44,active
681217,Chase Silseth,Texas Rangers,TEX,P,RP,R,R,63,active
674003,Cody Bradford,Texas Rangers,TEX,P,RP,L,L,61,active
668390,Cole Winn,Texas Rangers,TEX,P,RP,R,R,60,active
656641,Jacob Latz,Texas Rangers,TEX,P,RP,R,L,67,active
594798,Jacob deGrom,Texas Rangers,TEX,P,RP,L,R,48,active
596001,Jakob Junis,Texas Rangers,TEX,P,RP,R,R,16,active
656756,Jordan Montgomery,Texas Rangers,TEX,P,RP,L,L,52,active
677958,Kumar Rocker,Texas Rangers,TEX,P,RP,R,R,80,active
669022,MacKenzie Gore,Texas Rangers,TEX,P,RP,L,L,1,active
682608,Peyton Gray,Texas Rangers,TEX,P,RP,R,R,75,active
641302,Tyler Alexander,Texas Rangers,TEX,P,RP,R,L,13,active
608369,Corey Seager,Texas Rangers,TEX,SS,SS,L,R,5,active
677649,Ezequiel Duran,Texas Rangers,TEX,SS,SS,R,R,20,active
